"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","% GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IIH"
"The Dawning Archaic","","M","7331","1.83","3268","1.81","17272","85.7%","52.4%","2772","47.9%","5599","57.3%","8371","54.2%","8571","50.1%","4.1pp"
"Rancorous Archaic","","C","286780","7.37","38276","10.57","69207","28.8%","51.5%","11374","48.6%","21257","56.5%","32631","53.7%","35810","49.2%","4.5pp"
"Sundering Archaic","","U","88309","4.51","23768","5.53","113214","74.5%","55.6%","18554","54.2%","35415","61.6%","53969","59.1%","56702","51.9%","7.2pp"
"Together as One","","R","16154","2.06","11044","1.99","63643","86.9%","58.2%","10693","61.8%","19357","67.9%","30050","65.7%","31032","49.7%","16.0pp"
"Transcendent Archaic","","U","102178","5.33","19986","7.08","73990","59.0%","53.8%","12149","52.1%","22725","59.8%","34874","57.2%","37858","50.2%","6.9pp"
"Ajani's Response","W","C","210833","4.67","44053","6.11","235055","82.3%","56.8%","39916","55.5%","64876","59.2%","104792","57.8%","128181","55.9%","1.9pp"
"Antiquities on the Loose","W","R","15700","1.95","9789","1.94","59296","90.6%","59.6%","10596","65.6%","15804","63.9%","26400","64.6%","32441","55.4%","9.2pp"
"Ascendant Dustspeaker","W","C","261772","6.28","39131","8.83","140296","55.6%","56.0%","22922","53.9%","38224","56.6%","61146","55.6%","79111","56.3%","-0.7pp"
"Daydream","W","U","109555","6.33","12940","9.40","19219","23.4%","51.2%","3211","47.7%","4820","49.8%","8031","49.0%","11144","52.8%","-3.9pp"
"Dig Site Inventory","W","C","243229","5.69","38648","7.82","166818","67.0%","56.0%","28068","55.0%","40474","55.9%","68542","55.5%","97943","56.4%","-0.8pp"
"Eager Glyphmage","W","C","259939","6.25","42074","8.58","160726","58.9%","56.8%","27279","56.0%","41964","56.3%","69243","56.2%","91016","57.2%","-1.0pp"
"Elite Interceptor","W","C","187890","4.25","53191","4.97","310867","88.9%","58.4%","56979","61.0%","80588","58.3%","137567","59.4%","172236","57.6%","1.8pp"
"Emeritus of Truce","W","M","7272","1.82","4037","1.81","22880","87.7%","57.0%","4050","59.9%","6081","58.4%","10131","59.0%","12661","55.3%","3.7pp"
"Ennis, Debate Moderator","W","U","95851","5.36","12975","7.51","41014","50.0%","52.9%","7287","48.6%","10261","51.5%","17548","50.3%","23366","54.9%","-4.6pp"
"Erode","W","R","21366","2.52","6945","2.76","37515","84.8%","55.6%","6455","53.3%","10158","58.3%","16613","56.4%","20573","54.9%","1.5pp"
"Graduation Day","W","U","94142","5.49","11801","7.83","31832","42.7%","52.7%","5581","52.1%","7602","50.1%","13183","50.9%","18573","53.9%","-2.9pp"
"Group Project","W","U","82230","4.38","20047","5.36","107029","82.1%","57.2%","19270","57.7%","26978","56.3%","46248","56.9%","60692","57.4%","-0.5pp"
"Harsh Annotation","W","U","103545","5.95","9912","9.37","16507","26.1%","51.0%","2783","47.9%","4165","51.5%","6948","50.1%","9452","51.7%","-1.6pp"
"Honorbound Page","W","C","266972","6.52","34372","9.43","91256","41.2%","54.6%","15545","51.4%","22936","54.2%","38481","53.1%","52569","55.6%","-2.5pp"
"Informed Inkwright","W","R","14417","1.82","8751","1.82","53071","91.8%","58.3%","9629","63.5%","14079","60.8%","23708","61.9%","29100","55.3%","6.6pp"
"Inkshape Demonstrator","W","U","83365","4.48","16904","5.69","85447","78.0%","56.7%","14535","57.2%","22331","56.5%","36866","56.8%","48379","56.6%","0.2pp"
"Interjection","W","C","279755","7.25","36647","10.34","67243","28.5%","55.9%","11039","54.7%","16955","56.4%","27994","55.7%","39055","55.9%","-0.2pp"
"Joined Researchers","W","R","37125","4.07","7571","5.20","35979","74.0%","56.0%","6553","55.9%","9016","54.3%","15569","55.0%","20374","56.7%","-1.7pp"
"Owlin Historian","W","C","258696","6.20","39017","8.67","152585","60.7%","56.0%","26538","55.2%","40401","55.7%","66939","55.5%","85747","56.5%","-1.0pp"
"Practiced Offense","W","R","14140","1.77","9676","1.73","59720","91.6%","59.5%","10181","62.7%","15883","66.0%","26064","64.7%","33202","55.2%","9.6pp"
"Primary Research","W","U","85017","4.62","16934","5.90","73291","67.9%","55.5%","12311","53.2%","19894","55.9%","32205","54.9%","40921","55.9%","-1.0pp"
"Quill-Blade Laureate","W","U","68275","3.64","17322","4.41","99804","88.8%","57.0%","18058","57.1%","25352","56.6%","43410","56.8%","56125","57.1%","-0.3pp"
"Rapier Wit","W","C","275935","7.05","35466","10.15","69602","30.5%","54.7%","11810","52.2%","17633","55.7%","29443","54.3%","39831","55.0%","-0.7pp"
"Rehearsed Debater","W","C","268615","6.62","38324","9.34","118452","48.2%","55.8%","20520","56.0%","29076","54.0%","49596","54.8%","68712","56.5%","-1.7pp"
