"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","% GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IIH"
"The Dawning Archaic","","M","9018","1.88","3890","1.87","20567","85.6%","52.2%","3295","47.6%","6637","57.2%","9932","54.0%","10222","49.8%","4.2pp"
"Rancorous Archaic","","C","342247","7.38","45394","10.60","80559","28.3%","51.3%","13321","48.8%","24763","56.2%","38084","53.6%","41626","49.0%","4.7pp"
"Sundering Archaic","","U","104231","4.45","28200","5.46","135590","75.1%","55.5%","22296","53.7%","42517","61.5%","64813","58.8%","67761","51.9%","6.9pp"
"Together as One","","R","18781","2.01","13043","1.95","75534","87.5%","58.1%","12720","61.5%","22930","67.9%","35650","65.6%","36835","49.5%","16.1pp"
"Transcendent Archaic","","U","121993","5.31","23726","7.07","88546","59.5%","53.7%","14547","52.0%","27293","59.5%","41840","56.9%","45210","50.2%","6.7pp"
"Ajani's Response","W","C","247474","4.58","52651","5.99","283767","83.1%","56.6%","48173","55.3%","78343","59.0%","126516","57.6%","154695","55.7%","1.8pp"
"Antiquities on the Loose","W","R","18565","1.92","11637","1.91","70703","90.7%","59.4%","12605","65.3%","18902","63.6%","31507","64.3%","38663","55.3%","9.0pp"
"Ascendant Dustspeaker","W","C","311836","6.23","46869","8.77","169949","56.3%","55.8%","27815","53.4%","46475","56.4%","74290","55.3%","95615","56.2%","-0.9pp"
"Daydream","W","U","131798","6.39","15361","9.51","21748","22.3%","51.2%","3620","47.7%","5462","49.7%","9082","48.9%","12613","52.8%","-3.8pp"
"Dig Site Inventory","W","C","288472","5.65","45940","7.76","200139","67.6%","55.9%","33634","54.8%","48636","55.8%","82270","55.4%","117470","56.1%","-0.8pp"
"Eager Glyphmage","W","C","310643","6.25","50279","8.60","190950","58.6%","56.7%","32360","55.7%","49828","56.3%","82188","56.0%","108218","57.1%","-1.0pp"
"Elite Interceptor","W","C","220066","4.18","63546","4.88","372843","89.2%","58.3%","68324","60.8%","96814","58.3%","165138","59.3%","206406","57.5%","1.8pp"
"Emeritus of Truce","W","M","8822","1.84","4813","1.83","27203","87.5%","56.7%","4810","59.3%","7271","58.2%","12081","58.6%","15012","55.1%","3.5pp"
"Ennis, Debate Moderator","W","U","115885","5.43","15498","7.67","47940","48.9%","52.9%","8500","48.3%","12065","51.2%","20565","50.0%","27262","55.0%","-4.9pp"
"Erode","W","R","25731","2.53","8328","2.79","45091","85.3%","55.4%","7771","53.0%","12229","58.2%","20000","56.2%","24695","54.6%","1.6pp"
"Graduation Day","W","U","113258","5.55","13911","7.99","36424","41.5%","52.7%","6387","52.3%","8677","50.0%","15064","50.9%","21269","53.9%","-3.0pp"
"Group Project","W","U","98562","4.39","23709","5.40","126567","82.0%","57.1%","22730","57.7%","31860","56.1%","54590","56.7%","71871","57.3%","-0.6pp"
"Harsh Annotation","W","U","124423","5.98","11848","9.44","19276","25.6%","51.3%","3220","47.9%","4867","51.6%","8087","50.1%","11070","52.1%","-2.0pp"
"Honorbound Page","W","C","318646","6.53","41069","9.44","108250","40.9%","54.6%","18337","51.4%","27357","54.3%","45694","53.1%","62327","55.5%","-2.4pp"
"Informed Inkwright","W","R","17168","1.81","10477","1.81","63554","91.8%","58.2%","11567","63.4%","16828","60.4%","28395","61.6%","34838","55.3%","6.2pp"
"Inkshape Demonstrator","W","U","99028","4.45","20199","5.68","102548","78.4%","56.5%","17361","56.9%","26885","56.4%","44246","56.6%","58065","56.4%","0.2pp"
"Interjection","W","C","333919","7.23","44046","10.30","82377","29.0%","55.9%","13621","54.5%","20755","56.5%","34376","55.7%","47760","55.9%","-0.2pp"
"Joined Researchers","W","R","44788","4.09","9091","5.26","43174","74.0%","55.8%","7866","55.8%","10809","54.3%","18675","54.9%","24455","56.4%","-1.4pp"
"Owlin Historian","W","C","308284","6.17","46871","8.61","185177","61.4%","55.9%","32145","55.2%","49082","55.5%","81227","55.3%","104034","56.4%","-1.0pp"
"Practiced Offense","W","R","16615","1.73","11535","1.70","71689","92.1%","59.4%","12212","62.8%","19130","65.9%","31342","64.7%","39751","55.0%","9.7pp"
"Primary Research","W","U","100964","4.60","20075","5.87","87407","68.2%","55.4%","14692","53.3%","23732","55.9%","38424","54.9%","48778","55.8%","-0.9pp"
"Quill-Blade Laureate","W","U","81239","3.63","20724","4.39","119881","89.1%","57.0%","21677","57.2%","30454","56.7%","52131","56.9%","67436","57.1%","-0.2pp"
"Rapier Wit","W","C","329226","7.04","42339","10.15","83363","30.6%","54.7%","14194","52.1%","21114","55.7%","35308","54.2%","47660","55.0%","-0.7pp"
"Rehearsed Debater","W","C","319524","6.56","46005","9.24","146684","49.6%","55.7%","25532","55.7%","36054","54.0%","61586","54.7%","84935","56.5%","-1.8pp"
"Restoration Seminar","W","M","9560","2.06","4956","2.02","25085","79.9%","55.0%","4226","54.2%","7070","59.5%","11296","57.5%","13491","52.7%","4.8pp"
"Shattered Acolyte","W","C","299555","5.83","48521","8.05","220181","70.0%","56.4%","40176","56.7%","54366","55.2%","94542","55.9%","125188","56.9%","-1.0pp"
"Soaring Stoneglider","W","U","102581","4.61","17459","6.15","81976","73.9%","54.4%","13924","51.6%","21846","54.9%","35770","53.7%","46230","54.8%","-1.2pp"
