"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","% GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IIH"
"The Dawning Archaic","","M","6031","1.82","2759","1.79","14494","85.8%","52.6%","2333","48.0%","4697","56.8%","7030","53.9%","7192","50.7%","3.2pp"
"Rancorous Archaic","","C","238785","7.38","32047","10.56","58234","29.0%","51.8%","9517","49.0%","17853","56.8%","27370","54.1%","30187","49.4%","4.7pp"
"Sundering Archaic","","U","74707","4.59","19803","5.64","92787","73.6%","55.8%","15239","54.4%","28868","61.6%","44107","59.1%","46586","52.0%","7.1pp"
"Together as One","","R","13846","2.11","9282","2.04","52948","86.5%","58.2%","8854","61.6%","15998","68.0%","24852","65.7%","25963","49.9%","15.9pp"
"Transcendent Archaic","","U","85555","5.38","16623","7.13","60601","58.2%","54.1%","9951","52.3%","18676","60.0%","28627","57.3%","30931","50.6%","6.8pp"
"Ajani's Response","W","C","178147","4.75","36289","6.23","190964","81.4%","56.9%","32383","55.7%","52560","59.4%","84943","58.0%","104364","56.0%","2.1pp"
"Antiquities on the Loose","W","R","13082","1.96","8077","1.95","48808","90.3%","59.7%","8742","65.6%","13004","64.1%","21746","64.7%","26689","55.6%","9.1pp"
"Ascendant Dustspeaker","W","C","218794","6.32","32456","8.88","114797","54.9%","56.1%","18806","53.8%","31138","56.9%","49944","55.7%","64827","56.4%","-0.7pp"
"Daydream","W","U","90386","6.27","10738","9.26","16850","24.6%","51.6%","2812","48.5%","4251","50.2%","7063","49.5%","9747","53.0%","-3.5pp"
"Dig Site Inventory","W","C","203382","5.72","32226","7.85","137688","66.5%","56.1%","23248","55.3%","33309","56.0%","56557","55.7%","80862","56.4%","-0.7pp"
"Eager Glyphmage","W","C","216136","6.24","34945","8.57","132884","58.9%","56.9%","22573","56.1%","34588","56.4%","57161","56.3%","75356","57.4%","-1.1pp"
"Elite Interceptor","W","C","158964","4.32","44031","5.06","255970","88.5%","58.6%","47001","61.3%","66279","58.4%","113280","59.6%","141811","57.8%","1.8pp"
"Emeritus of Truce","W","M","6037","1.80","3358","1.80","19052","87.4%","57.2%","3376","60.3%","5027","59.0%","8403","59.6%","10576","55.3%","4.2pp"
"Ennis, Debate Moderator","W","U","78438","5.26","10846","7.32","35261","51.4%","53.1%","6316","48.7%","8804","51.9%","15120","50.6%","20060","55.0%","-4.4pp"
"Erode","W","R","17893","2.52","5748","2.76","30867","84.4%","55.8%","5317","53.5%","8403","58.6%","13720","56.6%","16877","55.0%","1.6pp"
"Graduation Day","W","U","77698","5.43","9792","7.66","27265","44.0%","52.9%","4765","52.4%","6507","50.6%","11272","51.4%","15923","54.1%","-2.7pp"
