"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","% GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IIH"
"Agent 13, Sharon Carter","W","U","45271","2.87","18904","3.21","114261","92.8%","57.1%","20166","58.5%","30935","58.6%","51101","58.6%","63450","55.9%","2.6pp"
"Agent Maria Hill","W","U","58316","3.55","18793","4.16","103326","84.0%","57.9%","18312","62.1%","26322","57.1%","44634","59.1%","58551","57.1%","2.1pp"
"Agent of Atlas","W","C","229035","5.78","40452","8.06","170305","65.1%","56.4%","30383","57.1%","41579","54.7%","71962","55.7%","98108","56.9%","-1.2pp"
"Agent Phil Coulson","W","R","9600","1.56","7133","1.56","44635","94.9%","58.1%","7935","67.0%","12144","60.9%","20079","63.3%","24680","54.1%","9.2pp"
"Agents of S.H.I.E.L.D.","W","C","228456","5.80","36626","8.30","141965","60.4%","55.6%","24718","55.2%","36868","55.7%","61586","55.5%","80364","55.8%","-0.3pp"
"Avengers Assemble!","W","M","4437","1.49","3442","1.46","21330","93.6%","58.4%","3599","63.1%","5733","64.5%","9332","64.0%","12001","54.0%","10.0pp"
"Borough Backup","W","C","192058","4.56","47580","6.00","266381","86.0%","57.2%","48126","56.2%","70748","59.1%","118874","57.9%","147530","56.6%","1.3pp"
"Brave Brawler","W","C","185590","4.40","44560","5.78","261315","90.2%","57.3%","46581","58.2%","68914","57.3%","115495","57.7%","145856","57.1%","0.6pp"
"Captain America, Super-Soldier","W","M","4629","1.48","3306","1.49","19868","93.5%","56.6%","3503","59.1%","5559","59.0%","9062","59.1%","10971","54.6%","4.5pp"
"Captain America, Wings of Freedom","W","R","9551","1.52","6983","1.52","42945","94.6%","58.0%","7652","62.5%","11862","60.5%","19514","61.3%","23615","55.3%","6.0pp"
"Captain Marvel, Earth's Protector","W","M","3836","1.26","3373","1.25","22237","96.1%","60.9%","3796","64.9%","6480","70.0%","10276","68.1%","12038","54.8%","13.3pp"
"Captain Mar-Vell, Space-Born","W","U","75848","4.69","11088","6.79","43383","61.6%","54.2%","7215","51.8%","11842","55.3%","19057","54.0%","24541","54.2%","-0.2pp"
"Colleen Wing, Street Samurai","W","U","75306","4.58","12691","6.41","52564","64.5%","55.0%","9350","56.5%","12962","53.9%","22312","55.0%","30235","55.0%","0.0pp"
"Crowd of True Believers","W","C","251811","7.04","37455","9.94","83443","34.6%","56.1%","14722","57.4%","20305","54.7%","35027","55.9%","48441","56.3%","-0.4pp"
"Helicarrier Strike","W","C","187299","4.38","39434","5.97","218444","85.6%","56.4%","37562","55.2%","58266","57.8%","95828","56.8%","122634","56.0%","0.8pp"
"Hero in Training","W","C","129366","3.27","53081","3.71","331194","94.2%","58.6%","58658","59.4%","91048","61.1%","149706","60.5%","180753","57.1%","3.4pp"
"Invisible Woman, Sue Storm","W","U","85347","5.72","9219","8.82","14896","26.0%","49.2%","2365","43.2%","3734","48.2%","6099","46.3%","8819","51.2%","-4.9pp"
"Jennifer Walters","W","M","4532","1.45","3499","1.43","22063","94.6%","59.0%","3977","63.9%","6151","63.9%","10128","63.9%","12038","54.9%","9.0pp"
"Kree Commandos","W","C","249684","7.05","28337","10.64","34767","19.3%","52.5%","5995","50.5%","8665","52.0%","14660","51.4%","20168","53.3%","-1.9pp"
"Luke Cage, Power Man","W","U","86669","5.65","9875","8.61","21918","35.2%","52.4%","3719","49.6%","5549","52.4%","9268","51.3%","12714","53.1%","-1.9pp"
"The Mind Stone","W","M","5848","1.90","2943","1.93","15307","83.3%","54.8%","2722","57.1%","4089","55.6%","6811","56.2%","8496","53.7%","2.5pp"
"Mockingbird, Ace Agent","W","U","82105","5.28","9846","7.96","23461","38.0%","51.9%","3971","49.0%","5905","51.2%","9876","50.3%","13635","52.9%","-2.6pp"
"Monica Rambeau","W","M","4250","1.41","3434","1.39","21356","94.9%","57.7%","3811","61.2%","5915","63.8%","9726","62.8%","11594","53.5%","9.3pp"
"Murdock's Crusade","W","C","154910","3.82","43561","4.68","256673","89.8%","57.7%","43515","57.0%","69643","61.4%","113158","59.7%","143604","56.2%","3.5pp"
"Nick Fury, Agent of S.H.I.E.L.D.","W","R","30714","4.26","6848","5.49","27125","61.8%","56.0%","4785","57.2%","6841","56.2%","11626","56.6%","15462","55.5%","1.1pp"
"Night Nurse, Healer of Heroes","W","U","47506","2.84","17973","3.34","107952","92.9%","56.7%","18899","56.1%","28733","58.7%","47632","57.6%","60191","56.0%","1.7pp"
"Okoye, Dora Milaje Leader","W","U","54175","3.23","17346","3.86","99408","88.4%","56.9%","17097","57.3%","26593","59.2%","43690","58.5%","55557","55.6%","2.8pp"
"Origin of the Avengers","W","R","12351","1.92","6424","1.98","36871","90.4%","55.7%","6612","57.8%","9656","57.4%","16268","57.6%","20603","54.3%","3.3pp"
"Panther Pounce","W","C","251867","6.96","33351","10.21","60101","28.1%","54.1%","9913","50.6%","15307","56.3%","25220","54.1%","34894","54.1%","-0.1pp"
"Patriot, Shield Wielder","W","U","60777","3.58","17173","4.45","100724","91.1%","56.5%","18010","57.2%","26150","56.8%","44160","57.0%","56626","56.2%","0.8pp"
"Political Triumph","W","U","52508","3.34","17467","3.76","98731","86.9%","57.4%","17454","63.5%","25334","56.2%","42788","59.2%","55907","56.0%","3.1pp"
"Quake, Agent of S.H.I.E.L.D.","W","U","77653","4.70","13209","6.57","55625","65.6%","55.3%","9681","54.8%","14399","55.3%","24080","55.1%","31586","55.5%","-0.4pp"
"Raft Security Officer","W","C","191997","4.73","46861","6.11","263915","86.8%","57.2%","46890","56.8%","70328","57.5%","117218","57.2%","147319","57.2%","0.0pp"
"Red Guardian, Super-Soldier","W","U","47529","2.92","16588","3.40","99111","92.2%","56.9%","17314","57.2%","26722","59.3%","44036","58.4%","55107","55.7%","2.7pp"
"The Sentry, Golden Guardian","W","R","14748","2.35","4540","2.49","22879","80.7%","53.3%","3988","51.6%","6282","54.1%","10270","53.1%","12753","53.1%","-0.0pp"
"S.H.I.E.L.D. Spy Kit","W","C","202550","5.22","44122","6.67","217255","76.1%","56.9%","37691","57.9%","56806","57.8%","94497","57.8%","122737","56.2%","1.6pp"
"Super Villain Lockup","W","U","43213","2.63","13623","3.15","79257","91.5%","55.2%","13533","54.3%","21226","57.4%","34759","56.2%","44504","54.4%","1.8pp"
"Super-Soldier Serum","W","R","20389","3.12","3785","3.86","16121","69.1%","52.3%","2734","52.6%","4148","54.5%","6882","53.7%","9243","51.3%","2.5pp"
"Take Up the Shield","W","C","181585","4.30","41320","5.75","233005","86.8%","56.9%","38914","55.4%","62418","60.3%","101332","58.5%","131724","55.6%","2.8pp"
"Wakandan Drone Flock","W","C","231566","5.86","41403","8.08","167486","62.3%","56.8%","28529","54.8%","46429","58.5%","74958","57.1%","93277","56.5%","0.6pp"
"Web Up","W","C","100205","2.54","43555","2.92","270052","95.1%","57.2%","46032","56.5%","74215","61.1%","120247","59.3%","149817","55.5%","3.9pp"
"White Widow, Free Agent","W","U","60627","3.58","13867","4.61","74809","84.6%","55.3%","12764","52.7%","19854","56.9%","32618","55.3%","42127","55.3%","-0.0pp"
"Aerial Doombot","U","C","211396","5.18","39947","7.17","197801","77.0%","56.1%","35173","56.9%","54332","57.6%","89505","57.3%","108673","55.1%","2.2pp"
"A.I.M. Scientists","U","C","227191","5.57","43603","7.78","188781","67.1%","56.2%","34467","55.7%","52862","57.6%","87329","56.8%","101749","55.7%","1.1pp"
