"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","% GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IIH"
"Agent 13, Sharon Carter","W","U","44780","2.87","18688","3.22","112630","92.9%","57.1%","19885","58.5%","30465","58.5%","50350","58.5%","62564","55.9%","2.6pp"
"Agent Maria Hill","W","U","57575","3.56","18563","4.16","101690","83.9%","58.0%","18008","62.2%","25904","57.1%","43912","59.2%","57640","57.1%","2.1pp"
"Agent of Atlas","W","C","226341","5.78","39980","8.06","167674","65.1%","56.3%","29916","57.2%","40935","54.6%","70851","55.7%","96592","56.9%","-1.2pp"
"Agent Phil Coulson","W","R","9483","1.56","7046","1.56","44008","94.9%","58.2%","7833","67.1%","11962","60.9%","19795","63.4%","24337","54.1%","9.3pp"
"Agents of S.H.I.E.L.D.","W","C","225905","5.81","36201","8.31","139581","60.3%","55.6%","24320","55.2%","36221","55.6%","60541","55.5%","79022","55.7%","-0.3pp"
"Avengers Assemble!","W","M","4386","1.49","3400","1.46","21045","93.7%","58.4%","3543","63.1%","5653","64.5%","9196","64.0%","11852","54.0%","10.0pp"
"Borough Backup","W","C","189890","4.57","46996","6.01","262170","86.0%","57.2%","47333","56.2%","69608","59.1%","116941","58.0%","145249","56.6%","1.3pp"
"Brave Brawler","W","C","183504","4.41","43993","5.79","256999","90.2%","57.3%","45830","58.1%","67728","57.3%","113558","57.6%","143474","57.1%","0.6pp"
"Captain America, Super-Soldier","W","M","4574","1.48","3273","1.49","19598","93.5%","56.7%","3456","59.2%","5493","59.1%","8949","59.1%","10814","54.7%","4.5pp"
"Captain America, Wings of Freedom","W","R","9415","1.52","6885","1.52","42222","94.6%","58.0%","7532","62.5%","11657","60.6%","19189","61.4%","23213","55.2%","6.1pp"
"Captain Marvel, Earth's Protector","W","M","3780","1.26","3321","1.25","21801","96.0%","60.9%","3717","64.9%","6350","70.0%","10067","68.1%","11809","54.7%","13.4pp"
"Captain Mar-Vell, Space-Born","W","U","74893","4.68","10970","6.78","42871","61.8%","54.1%","7125","51.7%","11711","55.3%","18836","54.0%","24248","54.1%","-0.2pp"
"Colleen Wing, Street Samurai","W","U","74394","4.59","12550","6.42","51886","64.5%","54.9%","9224","56.5%","12803","53.9%","22027","55.0%","29843","54.9%","0.1pp"
"Crowd of True Believers","W","C","248776","7.04","36988","9.94","82230","34.6%","56.1%","14496","57.4%","20029","54.6%","34525","55.8%","47730","56.3%","-0.5pp"
"Helicarrier Strike","W","C","185168","4.38","38983","5.97","215298","85.5%","56.4%","37046","55.2%","57482","57.8%","94528","56.8%","120788","56.0%","0.8pp"
"Hero in Training","W","C","128005","3.27","52461","3.71","326075","94.2%","58.6%","57763","59.5%","89617","61.1%","147380","60.5%","177967","57.0%","3.4pp"
"Invisible Woman, Sue Storm","W","U","84209","5.71","9100","8.81","14746","26.2%","49.2%","2357","43.2%","3694","48.2%","6051","46.3%","8717","51.2%","-4.9pp"
"Jennifer Walters","W","M","4472","1.46","3454","1.43","21728","94.6%","59.0%","3915","63.9%","6056","64.1%","9971","64.0%","11860","54.8%","9.2pp"
"Kree Commandos","W","C","246694","7.05","28029","10.64","34345","19.3%","52.5%","5924","50.5%","8557","51.9%","14481","51.3%","19924","53.3%","-2.0pp"
"Luke Cage, Power Man","W","U","85570","5.65","9776","8.60","21729","35.3%","52.4%","3684","49.5%","5514","52.5%","9198","51.3%","12594","53.2%","-1.9pp"
"The Mind Stone","W","M","5783","1.90","2908","1.93","15091","83.3%","54.8%","2685","57.0%","4035","55.6%","6720","56.2%","8371","53.7%","2.5pp"
"Mockingbird, Ace Agent","W","U","81105","5.28","9741","7.95","23224","38.1%","51.9%","3930","49.0%","5834","51.2%","9764","50.3%","13508","52.9%","-2.6pp"
"Monica Rambeau","W","M","4201","1.41","3393","1.39","21042","94.9%","57.7%","3759","61.1%","5818","63.8%","9577","62.7%","11434","53.5%","9.2pp"
"Murdock's Crusade","W","C","153320","3.82","43031","4.69","252655","89.8%","57.7%","42816","57.1%","68563","61.3%","111379","59.7%","141364","56.2%","3.5pp"
"Nick Fury, Agent of S.H.I.E.L.D.","W","R","30339","4.25","6777","5.48","26743","61.8%","56.0%","4720","57.2%","6759","56.1%","11479","56.6%","15227","55.6%","1.0pp"
"Night Nurse, Healer of Heroes","W","U","46957","2.84","17766","3.34","106325","93.0%","56.7%","18607","56.1%","28318","58.7%","46925","57.6%","59272","55.9%","1.7pp"
"Okoye, Dora Milaje Leader","W","U","53495","3.23","17138","3.86","97976","88.4%","56.9%","16864","57.4%","26204","59.2%","43068","58.5%","54745","55.7%","2.8pp"
"Origin of the Avengers","W","R","12191","1.92","6352","1.98","36298","90.4%","55.7%","6498","57.7%","9523","57.4%","16021","57.6%","20277","54.2%","3.3pp"
"Panther Pounce","W","C","248983","6.96","32940","10.21","59275","28.1%","54.1%","9774","50.5%","15100","56.3%","24874","54.0%","34412","54.1%","-0.1pp"
"Patriot, Shield Wielder","W","U","60038","3.58","16978","4.44","99223","91.1%","56.5%","17751","57.2%","25769","56.8%","43520","57.0%","55768","56.2%","0.7pp"
"Political Triumph","W","U","52007","3.34","17261","3.77","97119","86.8%","57.4%","17162","63.5%","24924","56.2%","42086","59.2%","54998","56.0%","3.1pp"
"Quake, Agent of S.H.I.E.L.D.","W","U","76627","4.70","13063","6.56","54836","65.6%","55.3%","9552","54.7%","14199","55.3%","23751","55.0%","31126","55.5%","-0.4pp"
"Raft Security Officer","W","C","189892","4.74","46308","6.11","259757","86.8%","57.2%","46153","56.8%","69252","57.4%","115405","57.2%","144964","57.2%","0.0pp"
"Red Guardian, Super-Soldier","W","U","47053","2.92","16409","3.40","97702","92.1%","56.9%","17064","57.2%","26355","59.3%","43419","58.4%","54315","55.7%","2.7pp"
"The Sentry, Golden Guardian","W","R","14540","2.35","4492","2.49","22595","80.8%","53.3%","3943","51.4%","6194","54.0%","10137","53.0%","12601","53.1%","-0.1pp"
"S.H.I.E.L.D. Spy Kit","W","C","200388","5.23","43602","6.68","213624","75.9%","56.9%","37058","57.9%","55838","57.8%","92896","57.8%","120706","56.1%","1.7pp"
"Super Villain Lockup","W","U","42703","2.63","13470","3.15","78184","91.4%","55.1%","13353","54.3%","20946","57.4%","34299","56.2%","43891","54.3%","1.9pp"
"Super-Soldier Serum","W","R","20114","3.12","3743","3.85","15912","69.1%","52.3%","2706","52.5%","4087","54.6%","6793","53.8%","9123","51.2%","2.6pp"
"Take Up the Shield","W","C","179460","4.30","40851","5.75","229495","86.8%","56.9%","38321","55.5%","61442","60.3%","99763","58.4%","129783","55.6%","2.8pp"
"Wakandan Drone Flock","W","C","228860","5.87","40896","8.08","164713","62.2%","56.8%","28017","54.8%","45660","58.5%","73677","57.1%","91770","56.5%","0.6pp"
"Web Up","W","C","99131","2.55","43047","2.93","265999","95.1%","57.2%","45373","56.6%","73094","61.1%","118467","59.4%","147544","55.4%","3.9pp"
"White Widow, Free Agent","W","U","59904","3.58","13729","4.61","73943","84.7%","55.3%","12623","52.7%","19631","56.9%","32254","55.3%","41624","55.3%","-0.0pp"
"Aerial Doombot","U","C","209016","5.19","39511","7.17","194735","76.9%","56.1%","34619","56.9%","53521","57.6%","88140","57.3%","106966","55.2%","2.2pp"
"A.I.M. Scientists","U","C","224521","5.57","43087","7.78","185822","67.1%","56.2%","33968","55.6%","52032","57.5%","86000","56.8%","100116","55.7%","1.1pp"
"Atlantean Cavalry","U","C","243972","7.03","31348","10.31","55187","28.0%","52.3%","9765","51.9%","15916","53.1%","25681","52.7%","29624","52.0%","0.7pp"
"Atlantis Attacks","U","C","217326","5.53","42223","7.60","181071","67.2%","56.0%","29953","52.9%","51458","59.0%","81411","56.7%","99777","55.4%","1.3pp"
"Attuma, Atlantean Warlord","U","U","86369","5.61","14304","7.78","40654","45.3%","53.8%","6851","54.6%","11808","54.9%","18659","54.8%","22220","52.9%","1.9pp"
"Bold Biochemist","U","C","221613","5.59","46774","7.52","232199","76.8%","57.0%","41320","55.3%","64820","58.7%","106140","57.4%","126314","56.7%","0.7pp"
"Bruce Banner","U","M","5557","1.88","3506","1.81","20512","91.6%","57.2%","3690","62.7%","5693","59.5%","9383","60.7%","11205","54.5%","6.3pp"
"Depower","U","C","242387","6.55","37876","9.34","100570","41.7%","55.0%","17252","53.4%","28116","57.7%","45368","56.1%","55222","54.2%","1.9pp"
"Echo, Perceptive Prodigy","U","U","85914","5.49","14967","7.58","54744","57.8%","54.3%","9498","51.1%","15046","53.9%","24544","52.8%","30254","55.5%","-2.7pp"
"Falcon, Winged Wonder","U","U","56316","3.44","19650","4.02","112735","88.1%","57.8%","19180","57.2%","32614","61.2%","51794","59.8%","61259","56.1%","3.6pp"
"Falcon's Wing Harness","U","U","72373","4.39","15062","5.80","71288","74.2%","55.8%","12053","54.3%","19607","59.2%","31660","57.3%","39601","54.5%","2.8pp"
"Frozen in Ice","U","C","145770","3.55","40006","4.55","234801","91.6%","56.1%","39929","53.9%","66747","59.4%","106676","57.3%","128151","55.1%","2.2pp"
"Futurist Forge","U","C","212837","5.37","40319","7.37","186550","72.0%","56.4%","33485","56.0%","51541","59.1%","85026","57.9%","101436","55.2%","2.7pp"
"Giant-Sized Flying Ant","U","C","235347","6.25","41799","8.62","148625","55.5%","56.6%","25119","54.0%","42632","59.8%","67751","57.6%","81198","55.7%","1.9pp"
"Hydraulic Helper","U","C","245669","7.17","34899","10.16","77222","34.9%","54.0%","13895","54.3%","20188","54.8%","34083","54.6%","43097","53.5%","1.1pp"
"I Am Iron Man","U","C","247096","7.05","36910","10.03","82355","35.1%","54.5%","13758","52.6%","22655","57.2%","36413","55.5%","45965","53.7%","1.8pp"
"Iron Lad, Diverging Destiny","U","U","69774","4.40","12598","5.86","55539","70.1%","54.1%","9741","54.2%","15198","55.5%","24939","55.0%","30699","53.3%","1.6pp"
"Ironheart, Clever Champion","U","R","25471","3.92","4593","5.03","17402","60.8%","51.9%","2908","50.0%","4973","54.0%","7881","52.5%","9607","51.4%","1.1pp"
"Justice, Vance Astrovik","U","U","39250","2.53","21119","2.72","132444","94.3%","59.0%","23316","61.4%","38006","63.9%","61322","62.9%","71153","55.6%","7.4pp"
"Kang the Conqueror","U","M","4672","1.56","3331","1.54","20035","93.1%","57.5%","3463","56.6%","5948","63.8%","9411","61.2%","10792","54.1%","7.0pp"
"Kid Loki","U","U","80296","5.04","12396","7.13","43203","55.7%","53.0%","7583","54.2%","12329","53.5%","19912","53.8%","23294","52.3%","1.5pp"
"Leader, Super-Genius","U","R","10168","1.64","7873","1.62","49963","95.0%","59.6%","8696","67.1%","14705","67.7%","23401","67.5%","26986","52.9%","14.5pp"
"Loki, God of Mischief","U","R","13175","2.11","6866","2.15","39866","90.2%","56.3%","7204","58.8%","11052","58.6%","18256","58.7%","21783","54.3%","4.4pp"
"Mister Fantastic, Reed Richards","U","U","90155","5.98","12867","8.54","27742","34.2%","53.0%","4794","51.0%","7614","53.7%","12408","52.7%","15435","53.3%","-0.6pp"
"Ms. Marvel, Kamala Khan","U","R","23495","3.60","5156","4.36","18352","55.8%","54.1%","3215","56.2%","5095","54.6%","8310","55.2%","10105","53.1%","2.1pp"
"Multiversal Incursion","U","M","10487","3.30","2689","3.79","10352","63.9%","50.9%","1717","47.3%","2880","53.9%","4597","51.4%","5761","50.5%","0.9pp"
"Namor the Sub-Mariner","U","M","8265","2.70","2791","2.84","12172","69.8%","54.1%","2106","55.5%","3506","57.0%","5612","56.5%","6648","51.9%","4.5pp"
"Pym Particles","U","U","93291","6.13","11789","9.13","24672","33.4%","51.4%","4161","48.4%","6510","54.6%","10671","52.2%","14008","50.8%","1.4pp"
"Rewrite History","U","U","98283","6.84","11965","10.13","11066","14.8%","50.2%","1883","45.8%","3079","50.1%","4962","48.5%","6096","51.6%","-3.1pp"
"Secret Invasion","U","R","14211","2.25","7072","2.35","41264","90.1%","56.8%","6922","54.7%","11742","62.5%","18664","59.6%","22608","54.6%","5.0pp"
"S.H.I.E.L.D. Deployment Drone","U","C","153802","3.76","51256","4.59","306794","91.8%","57.7%","54028","58.6%","86992","60.1%","141020","59.5%","165967","56.1%","3.4pp"
"S.H.I.E.L.D. Flying Car","U","R","15214","2.37","7656","2.50","44208","90.5%","56.2%","7500","56.2%","12421","60.5%","19921","58.9%","24280","54.0%","4.9pp"
"Shuri, Wakandan Inventor","U","U","82145","5.26","13491","7.27","49687","58.0%","54.1%","8882","56.5%","13241","53.9%","22123","55.0%","27555","53.5%","1.5pp"
"Stature, Size Shifter","U","U","66559","4.07","19461","4.87","106310","84.2%","57.5%","19009","59.2%","29618","59.0%","48627","59.1%","57791","56.2%","2.9pp"
"Super Intelligence","U","U","78000","5.02","9279","7.55","27105","47.7%","51.1%","4667","52.2%","7392","52.6%","12059","52.5%","15052","50.0%","2.5pp"
"Super Suit","U","C","245035","6.99","32086","10.23","63127","31.0%","54.2%","10711","54.1%","17145","56.8%","27856","55.8%","35255","53.0%","2.7pp"
"Thirst for Knowledge","U","U","95202","6.39","11473","9.50","19106","26.6%","51.2%","3275","48.0%","5086","53.9%","8361","51.6%","10748","50.9%","0.7pp"
"Tony Stark","U","M","6367","2.14","3158","2.08","16988","84.6%","55.7%","3012","58.8%","4862","60.6%","7874","59.9%","9196","52.1%","7.8pp"
"Trickster's Stratagem","U","C","169106","4.16","53036","5.09","312325","89.9%","58.0%","52486","57.3%","89412","62.1%","141898","60.3%","170499","56.0%","4.3pp"
"We Say Thee Nay!","U","C","180455","4.40","48238","5.60","271227","86.9%","57.3%","47873","59.1%","75485","59.4%","123358","59.3%","147880","55.7%","3.6pp"
