"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","% GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IIH"
"The Dawning Archaic","","M","5250","1.79","2456","1.77","13015","86.1%","52.8%","2093","48.4%","4199","57.1%","6292","54.2%","6469","50.8%","3.4pp"
"Rancorous Archaic","","C","210947","7.38","28277","10.56","51799","29.3%","51.9%","8482","49.2%","15883","56.9%","24365","54.2%","26824","49.5%","4.7pp"
"Sundering Archaic","","U","66865","4.66","17512","5.73","80953","72.8%","55.7%","13296","54.4%","25110","61.4%","38406","59.0%","40715","52.0%","7.0pp"
"Together as One","","R","12546","2.15","8295","2.09","47007","86.2%","58.3%","7840","61.8%","14152","68.1%","21992","65.8%","23127","50.0%","15.9pp"
"Transcendent Archaic","","U","75858","5.41","14665","7.17","52848","57.5%","54.2%","8690","52.6%","16209","60.2%","24899","57.5%","27010","50.5%","7.0pp"
"Ajani's Response","W","C","158587","4.81","31716","6.32","165156","80.6%","57.0%","27966","56.0%","45345","59.5%","73311","58.1%","90450","56.0%","2.1pp"
"Antiquities on the Loose","W","R","11616","1.97","7105","1.96","42882","90.3%","59.9%","7685","65.6%","11372","64.3%","19057","64.9%","23503","55.7%","9.2pp"
"Ascendant Dustspeaker","W","C","193152","6.35","28523","8.91","100098","54.5%","56.3%","16398","54.0%","27052","56.9%","43450","55.8%","56614","56.5%","-0.7pp"
"Daydream","W","U","79329","6.23","9484","9.18","15264","25.3%","51.7%","2539","48.8%","3848","50.0%","6387","49.5%","8839","53.2%","-3.7pp"
"Dig Site Inventory","W","C","179908","5.74","28376","7.88","120595","66.2%","56.3%","20391","55.3%","29178","56.2%","49569","55.9%","70793","56.5%","-0.7pp"
"Eager Glyphmage","W","C","190541","6.24","30766","8.56","117104","58.9%","57.0%","20010","56.2%","30426","56.5%","50436","56.4%","66349","57.4%","-1.0pp"
"Elite Interceptor","W","C","142314","4.37","38706","5.16","224054","88.2%","58.8%","41097","61.3%","57948","58.6%","99045","59.7%","124235","57.9%","1.8pp"
