"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","% GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IIH"
"The Dawning Archaic","","M","5854","1.81","2687","1.78","14146","85.9%","52.6%","2280","48.1%","4568","56.9%","6848","54.0%","7024","50.6%","3.4pp"
"Rancorous Archaic","","C","232003","7.37","31123","10.56","56565","29.0%","51.8%","9238","49.1%","17383","56.8%","26621","54.1%","29286","49.4%","4.7pp"
"Sundering Archaic","","U","72691","4.61","19191","5.66","89811","73.5%","55.8%","14756","54.4%","27938","61.6%","42694","59.1%","45098","52.1%","7.0pp"
"Together as One","","R","13538","2.12","9043","2.05","51451","86.5%","58.3%","8595","61.7%","15544","68.1%","24139","65.8%","25245","49.9%","15.9pp"
"Transcendent Archaic","","U","83193","5.39","16135","7.14","58539","57.9%","54.1%","9623","52.4%","17984","60.0%","27607","57.4%","29906","50.5%","6.8pp"
"Ajani's Response","W","C","173457","4.77","35126","6.25","184447","81.2%","57.0%","31238","55.8%","50841","59.4%","82079","58.1%","100758","56.0%","2.1pp"
"Antiquities on the Loose","W","R","12722","1.96","7834","1.95","47419","90.4%","59.7%","8503","65.6%","12625","64.1%","21128","64.7%","25925","55.6%","9.1pp"
"Ascendant Dustspeaker","W","C","212512","6.33","31447","8.89","111117","54.8%","56.2%","18162","53.8%","30144","56.9%","48306","55.7%","62784","56.5%","-0.8pp"
"Daydream","W","U","87709","6.27","10437","9.25","16433","24.8%","51.6%","2739","48.4%","4142","50.2%","6881","49.5%","9512","53.1%","-3.6pp"
"Dig Site Inventory","W","C","197556","5.72","31245","7.86","133642","66.4%","56.2%","22607","55.4%","32306","56.1%","54913","55.8%","78465","56.5%","-0.7pp"
"Eager Glyphmage","W","C","209765","6.24","33859","8.57","128793","58.8%","57.0%","21898","56.3%","33525","56.4%","55423","56.4%","73011","57.4%","-1.0pp"
"Elite Interceptor","W","C","154839","4.33","42688","5.09","247987","88.4%","58.7%","45527","61.3%","64211","58.5%","109738","59.7%","137397","57.8%","1.9pp"
"Emeritus of Truce","W","M","5845","1.80","3255","1.80","18495","87.6%","57.2%","3273","60.2%","4887","59.3%","8160","59.6%","10263","55.2%","4.4pp"
"Ennis, Debate Moderator","W","U","75991","5.25","10534","7.30","34375","51.5%","53.2%","6169","48.8%","8565","52.0%","14734","50.7%","19565","55.1%","-4.4pp"
"Erode","W","R","17346","2.52","5556","2.75","29800","84.3%","55.9%","5139","53.3%","8122","58.8%","13261","56.7%","16276","55.1%","1.6pp"
"Graduation Day","W","U","75209","5.42","9486","7.63","26678","44.4%","53.0%","4665","52.7%","6380","50.5%","11045","51.4%","15568","54.2%","-2.7pp"
"Group Project","W","U","66267","4.37","16277","5.34","87109","82.1%","57.3%","15768","57.8%","21882","56.5%","37650","57.1%","49394","57.5%","-0.5pp"
"Harsh Annotation","W","U","82995","5.93","7967","9.32","13527","26.6%","51.1%","2304","47.7%","3414","51.8%","5718","50.2%","7725","51.7%","-1.6pp"
"Honorbound Page","W","C","215483","6.50","27648","9.39","74740","42.0%","54.8%","12703","51.6%","18755","54.5%","31458","53.3%","43109","55.9%","-2.5pp"
"Informed Inkwright","W","R","11727","1.82","7103","1.82","42871","91.6%","58.5%","7781","63.8%","11330","61.1%","19111","62.2%","23532","55.4%","6.8pp"
"Inkshape Demonstrator","W","U","67576","4.50","13633","5.70","68686","77.7%","56.9%","11731","57.4%","17845","56.5%","29576","56.9%","38941","56.9%","0.0pp"
"Interjection","W","C","226330","7.27","29380","10.37","53108","28.1%","56.1%","8696","54.7%","13300","56.9%","21996","56.1%","30973","56.0%","0.0pp"
"Joined Researchers","W","R","29756","4.05","6124","5.15","29121","74.2%","56.3%","5314","56.3%","7315","54.6%","12629","55.3%","16464","56.9%","-1.6pp"
"Owlin Historian","W","C","209717","6.23","31387","8.70","121530","60.1%","56.2%","21049","55.2%","32201","55.8%","53250","55.6%","68357","56.7%","-1.1pp"
"Practiced Offense","W","R","11626","1.80","7806","1.76","48010","91.3%","59.8%","8143","63.1%","12721","66.2%","20864","65.0%","26802","55.4%","9.6pp"
"Primary Research","W","U","68582","4.61","13806","5.88","59378","67.6%","55.6%","9977","53.4%","16112","56.1%","26089","55.1%","33142","55.9%","-0.8pp"
"Quill-Blade Laureate","W","U","55399","3.65","13997","4.42","80244","88.4%","57.2%","14576","57.1%","20302","56.7%","34878","56.9%","45149","57.3%","-0.5pp"
"Rapier Wit","W","C","222818","7.05","28607","10.15","56112","30.5%","54.8%","9537","51.8%","14129","56.0%","23666","54.3%","32173","55.1%","-0.8pp"
"Rehearsed Debater","W","C","217925","6.66","30694","9.40","92583","47.1%","55.8%","16045","56.2%","22631","53.9%","38676","54.8%","53796","56.4%","-1.6pp"
"Restoration Seminar","W","M","6486","2.09","3342","2.04","16865","79.2%","55.3%","2834","54.8%","4764","59.3%","7598","57.6%","9090","53.1%","4.5pp"
"Shattered Acolyte","W","C","204517","5.90","32404","8.18","143443","68.4%","56.6%","26136","56.9%","35329","55.5%","61465","56.1%","81684","57.1%","-1.0pp"
"Soaring Stoneglider","W","U","68640","4.55","11988","5.96","57391","75.1%","54.7%","9836","52.0%","15309","55.0%","25145","53.8%","32252","55.2%","-1.4pp"
"Spiritcall Enthusiast","W","U","77948","5.43","11315","7.58","33891","47.1%","54.0%","5845","52.5%","8350","52.3%","14195","52.4%","19662","55.1%","-2.8pp"
"Stand Up for Yourself","W","U","60457","3.94","14581","4.86","80942","85.7%","56.9%","13678","55.0%","21771","59.0%","35449","57.4%","44903","56.4%","1.0pp"
"Stirring Hopesinger","W","R","10359","1.61","7108","1.58","44024","93.0%","59.1%","7803","63.8%","12039","63.1%","19842","63.4%","23993","55.3%","8.0pp"
"Stone Docent","W","C","196658","5.61","37507","7.36","195322","79.8%","57.5%","34959","58.0%","48454","56.0%","83413","56.8%","111786","58.0%","-1.1pp"
"Summoned Dromedary","W","U","72294","4.80","12859","6.43","56581","69.3%","55.0%","9494","53.4%","14753","55.1%","24247","54.4%","32491","55.4%","-1.0pp"
"Banishing Betrayal","U","C","213029","6.29","31324","8.96","112764","57.6%","53.1%","19977","50.8%","32896","58.2%","52873","55.4%","57385","50.7%","4.7pp"
"Brush Off","U","U","80023","5.40","16200","6.83","70605","69.0%","55.3%","11940","53.6%","21412","60.7%","33352","58.2%","35268","51.9%","6.3pp"
"Campus Composer","U","U","70633","4.62","12181","6.25","54540","72.3%","53.0%","9077","51.0%","15985","56.0%","25062","54.2%","28495","51.8%","2.4pp"
"Chase Inspiration","U","C","234865","8.00","29182","11.42","34213","18.8%","53.1%","5661","50.6%","9877","56.6%","15538","54.4%","18042","51.5%","2.9pp"
"Deluge Virtuoso","U","C","214823","6.51","26796","9.51","71117","42.8%","51.3%","12452","49.6%","20433","53.8%","32885","52.2%","36905","50.4%","1.9pp"
"Divergent Equation","U","U","75228","5.15","17522","6.18","80946","72.9%","55.3%","13490","51.6%","25395","61.7%","38885","58.2%","39105","51.5%","6.7pp"
"Echocasting Symposium","U","M","5628","1.77","3440","1.75","18723","86.3%","54.4%","3165","54.2%","5598","60.8%","8763","58.4%","9115","49.4%","9.0pp"
"Emeritus of Ideation","U","M","4444","1.39","3366","1.38","19606","89.0%","57.5%","3340","62.3%","6022","66.0%","9362","64.7%","9632","50.0%","14.7pp"
"Encouraging Aviator","U","U","78094","5.34","10436","7.47","32847","52.1%","50.1%","5631","47.8%","9206","52.3%","14837","50.6%","17570","49.5%","1.1pp"
"Essence Scatter","U","C","184591","5.17","37857","6.79","194962","81.9%","54.6%","34251","55.0%","57129","58.5%","91380","57.2%","98855","51.8%","5.4pp"
"Exhibition Tidecaller","U","R","16356","2.50","7667","2.49","42897","86.8%","56.5%","7367","57.6%","13281","63.0%","20648","61.1%","20916","51.2%","9.9pp"
"Flow State","U","U","58249","3.74","15370","4.59","81475","84.7%","54.4%","14514","53.0%","24465","59.3%","38979","57.0%","40245","51.6%","5.4pp"
"Fractal Anomaly","U","U","97097","7.29","11310","10.71","7861","11.2%","47.3%","1290","42.9%","2382","52.1%","3672","48.9%","4078","45.9%","3.0pp"
"Fractalize","U","U","94392","6.96","11459","10.11","15318","21.3%","50.6%","2568","47.6%","4275","54.3%","6843","51.8%","8192","49.2%","2.5pp"
"Harmonized Trio","U","R","23680","3.44","5460","4.05","21635","64.6%","51.7%","3834","53.4%","6226","53.4%","10060","53.4%","11231","50.1%","3.4pp"
