"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","% GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IIH"
"Long-Bodied Grey Dog","","C","264397","7.14","31714","10.52","42191","21.0%","52.9%","7439","53.0%","10415","53.2%","17854","53.1%","24334","52.8%","0.3pp"
"Old Thrush","","C","259796","7.02","29890","10.40","47111","25.0%","52.6%","8733","52.4%","12020","54.3%","20753","53.5%","26362","51.9%","1.6pp"
"Troop of Ponies","","U","94108","5.14","12721","7.57","38597","48.4%","53.3%","7181","54.3%","9591","53.4%","16772","53.8%","21776","52.9%","0.8pp"
"Belladonna Took","W","R","18729","3.42","3886","4.18","14438","60.3%","52.0%","2647","50.9%","4152","52.9%","6799","52.1%","7591","51.9%","0.2pp"
"Bilbo's Gambit","W","R","29866","5.19","3621","7.94","3638","16.1%","48.4%","628","47.3%","976","47.8%","1604","47.6%","2034","49.1%","-1.4pp"
"Bofur, Reliable Guardian","W","U","73696","4.24","14171","5.59","69847","77.3%","55.3%","12162","53.8%","18593","58.2%","30755","56.4%","38772","54.4%","2.0pp"
"Celebrate the Mountain-king","W","U","44780","2.64","20334","2.90","121449","91.4%","57.9%","20516","59.4%","35491","63.4%","56007","61.9%","65370","54.5%","7.5pp"
"Dáin, Lord of the Iron Hills","W","U","71699","4.28","12940","5.70","58831","72.3%","54.2%","10418","53.7%","15263","54.3%","25681","54.0%","32908","54.3%","-0.2pp"
"Dwarven Provisioner","W","C","241227","6.30","37895","8.76","143822","59.5%","55.3%","25679","53.7%","39323","56.2%","65002","55.2%","78457","55.3%","-0.1pp"
"Dwarven Shortsword","W","C","231784","6.07","31209","8.78","105462","53.5%","54.3%","17849","52.2%","26401","53.8%","44250","53.2%","60546","55.1%","-1.9pp"
"Eagle of the Great Shelf","W","U","93849","5.85","11736","8.44","28921","39.7%","51.2%","4652","47.6%","8485","54.0%","13137","51.8%","15938","50.7%","1.1pp"
"The Eagles Are Coming!","W","R","11052","2.12","5996","2.12","34134","88.3%","56.7%","5801","57.1%","10072","61.1%","15873","59.6%","18281","54.1%","5.5pp"
"Esgaroth Garrison","W","C","259746","7.59","35019","10.68","58325","26.3%","54.8%","9624","53.5%","18400","58.4%","28024","56.7%","30456","53.1%","3.6pp"
"Fíli the Pathfinder","W","R","10283","1.98","6128","1.94","36110","89.1%","59.2%","6428","65.4%","9791","66.5%","16219","66.0%","19622","53.3%","12.8pp"
"Gleaming Splendor","W","M","11139","4.02","1423","6.03","1545","17.4%","42.7%","266","","405","","671","39.0%","873","45.5%","-6.4pp"
"Iron Hills Blacksmith","W","U","58010","3.35","16297","4.03","90617","86.5%","56.4%","16533","58.4%","24074","57.3%","40607","57.7%","49767","55.3%","2.4pp"
"Kíli the Resourceful","W","R","12441","2.37","5780","2.38","30903","82.3%","57.6%","5603","67.0%","7760","60.1%","13363","63.0%","17297","53.3%","9.7pp"
"Lake-town Lookout","W","C","256613","7.47","29315","10.90","37540","20.3%","51.2%","6673","51.0%","11117","52.2%","17790","51.7%","19745","50.8%","1.0pp"
"Lake-town Toymaker","W","U","98712","6.26","14527","8.68","33176","36.6%","52.6%","5617","50.3%","10732","55.4%","16349","53.6%","16881","51.7%","1.9pp"
"Magnificent End","W","C","189001","4.53","37537","6.06","196429","82.5%","55.3%","33468","53.8%","57046","57.6%","90514","56.2%","105980","54.6%","1.6pp"
"Moment of Glory","W","C","261886","7.71","29812","11.30","27783","14.8%","51.4%","4682","48.3%","8103","52.9%","12785","51.2%","15014","51.6%","-0.4pp"
"The Mountain-king's Return","W","U","54365","3.20","20078","3.57","115562","88.7%","57.9%","20429","60.8%","33676","61.6%","54105","61.3%","61448","55.0%","6.3pp"
"Ori, Keeper of Songs","W","C","245289","6.70","33050","9.59","96183","46.0%","55.0%","16654","54.3%","24045","54.7%","40699","54.5%","55108","55.2%","-0.7pp"
"The Queen of Dale","W","M","5588","2.12","2519","2.17","13412","84.2%","55.6%","2405","59.0%","3850","58.3%","6255","58.6%","7148","53.0%","5.5pp"
"Roads Go Ever, Ever On","W","R","19435","3.43","4762","4.12","21486","71.4%","55.6%","3835","56.6%","5993","56.2%","9828","56.4%","11653","55.0%","1.3pp"
"Settle the Wreckage","W","R","12937","2.41","5087","2.53","27679","85.5%","55.7%","4705","54.8%","8133","60.7%","12838","58.5%","14846","53.3%","5.2pp"
"Stone by Sunlight","W","U","53200","3.06","19063","3.48","110587","90.1%","57.2%","18859","57.2%","31975","62.1%","50834","60.3%","59783","54.6%","5.7pp"
"Thorin's Last Stand","W","C","263844","7.91","28096","11.63","16181","9.2%","49.8%","2566","45.1%","4377","50.9%","6943","48.7%","9247","50.6%","-1.8pp"
"An Unexpected Party","W","R","9251","1.73","6339","1.71","38599","91.8%","58.9%","6634","61.6%","11012","67.5%","17646","65.2%","20929","53.5%","11.8pp"
"Velvetwing Butterflies","W","C","250840","6.93","29421","10.17","54783","29.5%","52.7%","9361","49.2%","14818","55.4%","24179","53.0%","30667","52.4%","0.7pp"
"Vow to Erebor","W","C","261745","7.81","28647","11.46","28597","15.8%","52.3%","4627","49.7%","6802","52.0%","11429","51.1%","17174","53.1%","-2.0pp"
"Bilbo, Luckwearer","U","U","58106","3.45","19549","3.85","109748","87.4%","56.6%","19656","59.2%","34867","61.1%","54523","60.4%","54718","52.8%","7.6pp"
