"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","% GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IIH"
"Agent 13, Sharon Carter","W","U","28906","3.04","11733","3.40","69567","92.3%","57.5%","12387","59.1%","18720","59.2%","31107","59.2%","38645","56.3%","2.9pp"
"Agent Maria Hill","W","U","35228","3.62","11629","4.18","63087","83.4%","58.6%","11143","62.7%","16121","57.9%","27264","59.8%","35742","57.8%","2.1pp"
"Agent of Atlas","W","C","138718","5.92","24638","8.21","100298","63.4%","57.0%","17978","58.0%","24459","54.9%","42437","56.2%","57741","57.5%","-1.3pp"
"Agent Phil Coulson","W","R","5917","1.59","4341","1.58","27006","94.7%","58.9%","4815","68.0%","7381","61.5%","12196","64.0%","14866","54.7%","9.3pp"
"Agents of S.H.I.E.L.D.","W","C","140007","6.05","22414","8.58","79626","55.9%","56.0%","13824","55.5%","20650","55.8%","34474","55.7%","45135","56.2%","-0.5pp"
"Avengers Assemble!","W","M","2699","1.50","2071","1.47","12842","93.8%","59.2%","2124","64.5%","3487","65.0%","5611","64.8%","7233","54.8%","10.0pp"
"Borough Backup","W","C","122021","4.88","29065","6.44","157070","83.7%","58.0%","28551","56.9%","41476","59.7%","70027","58.6%","87052","57.5%","1.1pp"
"Brave Brawler","W","C","117330","4.69","26847","6.19","153899","88.8%","58.0%","27397","58.9%","40360","58.0%","67757","58.4%","86165","57.8%","0.6pp"
"Captain America, Super-Soldier","W","M","2756","1.47","1973","1.47","11870","93.1%","57.9%","2076","60.5%","3307","61.2%","5383","61.0%","6583","55.3%","5.6pp"
"Captain America, Wings of Freedom","W","R","5847","1.54","4267","1.54","26171","94.8%","58.9%","4670","63.2%","7151","61.6%","11821","62.2%","14446","56.2%","6.0pp"
"Captain Marvel, Earth's Protector","W","M","2385","1.29","2070","1.28","13486","95.9%","61.3%","2250","65.7%","3909","70.1%","6159","68.5%","7363","55.3%","13.2pp"
"Captain Mar-Vell, Space-Born","W","U","43445","4.49","6879","6.33","28485","65.8%","54.7%","4727","52.1%","7850","55.6%","12577","54.3%","16056","55.0%","-0.7pp"
"Colleen Wing, Street Samurai","W","U","44307","4.56","7780","6.30","31907","64.3%","55.4%","5710","57.1%","7804","54.3%","13514","55.4%","18378","55.5%","-0.0pp"
"Crowd of True Believers","W","C","151609","7.17","22633","10.06","47655","32.9%","56.7%","8397","57.9%","11635","55.2%","20032","56.3%","27636","56.9%","-0.6pp"
"Helicarrier Strike","W","C","115040","4.53","24620","6.10","134208","84.8%","56.9%","23132","55.7%","35717","58.3%","58849","57.3%","75371","56.6%","0.7pp"
"Hero in Training","W","C","84991","3.55","32800","4.06","203502","93.9%","59.6%","35823","60.3%","55917","62.2%","91740","61.5%","111332","58.0%","3.5pp"
"Invisible Woman, Sue Storm","W","U","49260","5.47","5620","8.26","10703","31.2%","49.9%","1714","43.1%","2732","48.5%","4446","46.4%","6281","52.3%","-5.8pp"
"Jennifer Walters","W","M","2727","1.48","2047","1.46","12812","93.9%","60.0%","2336","65.5%","3559","64.5%","5895","64.9%","6982","56.0%","8.9pp"
"Kree Commandos","W","C","148845","6.97","17471","10.49","22920","20.8%","52.8%","3969","50.8%","5714","52.5%","9683","51.8%","13284","53.5%","-1.7pp"
