"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","% GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IIH"
"Agent 13, Sharon Carter","W","U","38027","2.92","15724","3.28","93973","92.7%","57.2%","16666","58.7%","25295","58.7%","41961","58.7%","52239","56.1%","2.6pp"
"Agent Maria Hill","W","U","48075","3.57","15617","4.16","85105","83.7%","58.2%","15035","62.4%","21621","57.4%","36656","59.4%","48340","57.2%","2.2pp"
"Agent of Atlas","W","C","189366","5.82","33433","8.11","138253","64.5%","56.6%","24731","57.6%","33612","54.6%","58343","55.9%","79728","57.1%","-1.2pp"
"Agent Phil Coulson","W","R","7997","1.56","5921","1.56","36794","94.9%","58.3%","6507","67.4%","10037","61.2%","16544","63.6%","20340","54.1%","9.6pp"
"Agents of S.H.I.E.L.D.","W","C","190163","5.89","30461","8.41","114031","58.7%","55.8%","19854","55.2%","29546","55.7%","49400","55.5%","64613","56.0%","-0.4pp"
"Avengers Assemble!","W","M","3676","1.49","2838","1.46","17476","93.6%","58.6%","2961","62.7%","4718","64.8%","7679","64.0%","9800","54.3%","9.7pp"
"Borough Backup","W","C","161318","4.67","39270","6.15","215808","85.1%","57.4%","39065","56.2%","57210","59.3%","96275","58.0%","119551","56.8%","1.2pp"
"Brave Brawler","W","C","155958","4.50","36841","5.91","213505","89.7%","57.4%","38037","58.4%","56193","57.4%","94230","57.8%","119309","57.1%","0.7pp"
"Captain America, Super-Soldier","W","M","3801","1.47","2729","1.47","16301","93.3%","56.8%","2867","58.9%","4583","59.5%","7450","59.3%","8983","54.6%","4.6pp"
"Captain America, Wings of Freedom","W","R","7925","1.53","5790","1.53","35336","94.5%","58.2%","6303","62.4%","9699","60.5%","16002","61.3%","19481","55.7%","5.6pp"
"Captain Marvel, Earth's Protector","W","M","3199","1.27","2804","1.26","18315","96.0%","61.0%","3075","64.9%","5362","70.1%","8437","68.2%","9939","54.9%","13.3pp"
"Captain Mar-Vell, Space-Born","W","U","61508","4.60","9252","6.62","36977","63.4%","54.2%","6136","51.9%","10138","55.3%","16274","54.0%","20885","54.4%","-0.4pp"
"Colleen Wing, Street Samurai","W","U","61675","4.57","10573","6.38","43415","64.5%","55.0%","7717","56.4%","10699","53.8%","18416","54.9%","24975","55.1%","-0.2pp"
"Crowd of True Believers","W","C","207973","7.07","31183","9.94","68886","34.5%","56.3%","12168","57.5%","16746","54.9%","28914","56.0%","39990","56.5%","-0.5pp"
"Helicarrier Strike","W","C","155761","4.43","32982","6.02","181165","85.3%","56.5%","31233","55.5%","48404","58.0%","79637","57.0%","101542","56.1%","0.9pp"
