"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","% GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IIH"
"Agent 13, Sharon Carter","W","U","30441","3.02","12413","3.38","73723","92.4%","57.5%","13114","58.9%","19826","59.2%","32940","59.1%","40979","56.3%","2.8pp"
"Agent Maria Hill","W","U","37343","3.61","12292","4.17","66690","83.6%","58.5%","11790","62.5%","17022","57.8%","28812","59.7%","37794","57.7%","2.0pp"
"Agent of Atlas","W","C","147031","5.90","26052","8.19","106340","63.6%","56.8%","19076","57.9%","25930","54.7%","45006","56.1%","61209","57.4%","-1.3pp"
"Agent Phil Coulson","W","R","6305","1.58","4645","1.58","28785","94.7%","58.8%","5117","67.9%","7872","61.4%","12989","64.0%","15863","54.6%","9.4pp"
"Agents of S.H.I.E.L.D.","W","C","148374","6.03","23849","8.56","85501","56.4%","55.9%","14793","55.4%","22189","55.7%","36982","55.6%","48502","56.2%","-0.6pp"
"Avengers Assemble!","W","M","2851","1.50","2181","1.47","13539","93.8%","59.0%","2256","64.2%","3674","65.1%","5930","64.7%","7611","54.6%","10.1pp"
"Borough Backup","W","C","128608","4.85","30799","6.39","166906","84.0%","57.8%","30337","56.8%","44079","59.6%","74416","58.4%","92501","57.4%","1.1pp"
"Brave Brawler","W","C","123697","4.65","28483","6.14","163585","89.0%","57.9%","29091","58.8%","43013","57.8%","72104","58.2%","91511","57.6%","0.6pp"
"Captain America, Super-Soldier","W","M","2928","1.46","2107","1.46","12638","93.0%","57.7%","2207","60.4%","3518","60.9%","5725","60.8%","7014","55.1%","5.7pp"
"Captain America, Wings of Freedom","W","R","6166","1.54","4487","1.54","27533","94.8%","58.8%","4906","63.2%","7512","61.4%","12418","62.1%","15222","56.1%","6.0pp"
"Captain Marvel, Earth's Protector","W","M","2521","1.29","2198","1.28","14280","95.8%","61.4%","2400","65.6%","4141","70.4%","6541","68.6%","7779","55.3%","13.4pp"
"Captain Mar-Vell, Space-Born","W","U","46304","4.51","7307","6.38","30106","65.4%","54.5%","5007","52.0%","8318","55.4%","13325","54.2%","16945","54.7%","-0.5pp"
"Colleen Wing, Street Samurai","W","U","47108","4.56","8233","6.31","33858","64.4%","55.4%","6068","56.8%","8295","54.2%","14363","55.3%","19478","55.5%","-0.2pp"
"Crowd of True Believers","W","C","160808","7.15","24107","10.03","51116","33.2%","56.6%","9016","57.8%","12473","55.1%","21489","56.2%","29641","56.8%","-0.6pp"
"Helicarrier Strike","W","C","121746","4.51","26029","6.09","142310","85.0%","56.8%","24531","55.7%","38021","58.3%","62552","57.3%","79771","56.4%","0.8pp"
"Hero in Training","W","C","89053","3.52","34701","4.01","215144","94.0%","59.4%","37885","60.2%","59198","62.0%","97083","61.3%","117607","57.8%","3.5pp"
"Invisible Woman, Sue Storm","W","U","52515","5.50","5963","8.33","11139","30.6%","49.7%","1784","42.8%","2840","48.5%","4624","46.3%","6540","52.1%","-5.8pp"
"Jennifer Walters","W","M","2894","1.47","2179","1.45","13626","94.1%","59.9%","2471","65.3%","3812","64.3%","6283","64.7%","7413","55.9%","8.8pp"
"Kree Commandos","W","C","158013","6.98","18495","10.50","24177","20.7%","52.7%","4179","50.6%","6044","52.5%","10223","51.7%","14002","53.4%","-1.6pp"
"Luke Cage, Power Man","W","U","53636","5.49","6517","8.25","16027","39.5%","52.8%","2687","50.1%","4063","52.8%","6750","51.7%","9319","53.5%","-1.8pp"
"The Mind Stone","W","M","3668","1.89","1887","1.90","9698","83.2%","54.8%","1697","58.2%","2593","54.8%","4290","56.1%","5409","53.7%","2.5pp"
