"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","% GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IIH"
"Agent 13, Sharon Carter","W","U","44018","2.88","18373","3.22","110418","92.8%","57.1%","19505","58.5%","29850","58.5%","49355","58.5%","61336","56.0%","2.6pp"
"Agent Maria Hill","W","U","56508","3.56","18231","4.16","99856","84.0%","58.0%","17691","62.2%","25429","57.1%","43120","59.2%","56601","57.1%","2.1pp"
"Agent of Atlas","W","C","222028","5.78","39221","8.07","163957","65.0%","56.3%","29256","57.3%","40076","54.6%","69332","55.7%","94400","56.8%","-1.1pp"
"Agent Phil Coulson","W","R","9311","1.56","6917","1.56","43096","95.0%","58.2%","7663","67.1%","11734","60.9%","19397","63.3%","23820","54.1%","9.3pp"
"Agents of S.H.I.E.L.D.","W","C","221576","5.81","35505","8.32","136389","60.1%","55.6%","23787","55.2%","35338","55.6%","59125","55.5%","77245","55.8%","-0.3pp"
"Avengers Assemble!","W","M","4313","1.49","3341","1.46","20620","93.6%","58.4%","3478","63.2%","5539","64.6%","9017","64.0%","11606","54.0%","10.0pp"
"Borough Backup","W","C","186545","4.58","46125","6.03","256653","85.9%","57.2%","46343","56.2%","68179","59.1%","114522","57.9%","142151","56.6%","1.3pp"
"Brave Brawler","W","C","180326","4.42","43174","5.80","251736","90.2%","57.3%","44878","58.1%","66401","57.3%","111279","57.6%","140484","57.0%","0.6pp"
"Captain America, Super-Soldier","W","M","4491","1.48","3217","1.49","19247","93.5%","56.7%","3402","59.1%","5395","59.1%","8797","59.1%","10614","54.7%","4.4pp"
"Captain America, Wings of Freedom","W","R","9252","1.52","6767","1.52","41436","94.6%","58.1%","7400","62.6%","11427","60.6%","18827","61.4%","22786","55.3%","6.0pp"
"Captain Marvel, Earth's Protector","W","M","3710","1.26","3257","1.26","21315","96.0%","60.8%","3631","64.9%","6221","70.0%","9852","68.1%","11536","54.6%","13.5pp"
"Captain Mar-Vell, Space-Born","W","U","73183","4.67","10763","6.76","42082","61.9%","54.1%","6975","51.8%","11517","55.2%","18492","53.9%","23800","54.1%","-0.2pp"
"Colleen Wing, Street Samurai","W","U","72946","4.58","12320","6.41","50898","64.6%","55.0%","9036","56.5%","12555","54.0%","21591","55.0%","29290","55.0%","0.1pp"
"Crowd of True Believers","W","C","244019","7.04","36329","9.94","80549","34.6%","56.0%","14155","57.3%","19646","54.6%","33801","55.7%","46771","56.3%","-0.6pp"
"Helicarrier Strike","W","C","181833","4.38","38316","5.98","211223","85.5%","56.4%","36314","55.1%","56427","57.9%","92741","56.8%","118500","56.0%","0.8pp"
"Hero in Training","W","C","125884","3.28","51473","3.73","319771","94.2%","58.6%","56637","59.5%","87873","61.1%","144510","60.5%","174552","57.1%","3.4pp"
"Invisible Woman, Sue Storm","W","U","82455","5.70","8938","8.78","14596","26.5%","49.3%","2332","43.3%","3664","48.3%","5996","46.3%","8621","51.2%","-4.9pp"
"Jennifer Walters","W","M","4384","1.46","3383","1.44","21246","94.6%","59.0%","3822","64.0%","5936","64.0%","9758","64.0%","11590","54.8%","9.2pp"
