"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","% GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IIH"
"Agent 13, Sharon Carter","W","U","31204","3.01","12742","3.37","75787","92.4%","57.5%","13468","58.9%","20372","59.1%","33840","59.0%","42144","56.3%","2.7pp"
"Agent Maria Hill","W","U","38374","3.60","12627","4.17","68444","83.5%","58.5%","12106","62.5%","17467","57.7%","29573","59.7%","38782","57.6%","2.1pp"
"Agent of Atlas","W","C","151352","5.89","26829","8.18","109744","63.8%","56.8%","19680","57.9%","26757","54.8%","46437","56.1%","63176","57.4%","-1.3pp"
"Agent Phil Coulson","W","R","6479","1.58","4776","1.57","29587","94.7%","58.6%","5235","67.7%","8072","61.3%","13307","63.8%","16346","54.4%","9.4pp"
"Agents of S.H.I.E.L.D.","W","C","152650","6.01","24529","8.53","88567","56.8%","55.9%","15354","55.3%","22964","55.6%","38318","55.5%","50235","56.1%","-0.6pp"
"Avengers Assemble!","W","M","2938","1.49","2254","1.46","13962","93.8%","58.9%","2336","64.0%","3784","64.9%","6120","64.6%","7844","54.5%","10.1pp"
"Borough Backup","W","C","131919","4.82","31676","6.36","171979","84.1%","57.8%","31223","56.7%","45427","59.6%","76650","58.4%","95340","57.2%","1.2pp"
"Brave Brawler","W","C","127025","4.63","29344","6.11","168622","89.0%","57.8%","29985","58.8%","44387","57.7%","74372","58.2%","94286","57.5%","0.6pp"
"Captain America, Super-Soldier","W","M","2994","1.46","2156","1.46","12919","93.1%","57.6%","2253","60.1%","3594","60.8%","5847","60.5%","7174","55.2%","5.4pp"
"Captain America, Wings of Freedom","W","R","6341","1.54","4619","1.54","28300","94.7%","58.7%","5029","63.1%","7731","61.1%","12760","61.9%","15651","56.1%","5.8pp"
"Captain Marvel, Earth's Protector","W","M","2594","1.29","2262","1.27","14685","95.8%","61.2%","2469","65.3%","4253","70.4%","6722","68.5%","8008","55.0%","13.5pp"
"Captain Mar-Vell, Space-Born","W","U","47838","4.52","7527","6.41","30927","65.3%","54.5%","5152","52.0%","8538","55.5%","13690","54.2%","17403","54.6%","-0.5pp"
