"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","% GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IIH"
"The Dawning Archaic","","M","9390","1.89","4034","1.88","21260","85.3%","52.2%","3404","47.5%","6867","56.9%","10271","53.8%","10558","49.9%","3.8pp"
"Rancorous Archaic","","C","355200","7.38","47076","10.60","83486","28.3%","51.3%","13814","48.8%","25649","56.2%","39463","53.6%","43150","49.0%","4.6pp"
"Sundering Archaic","","U","108042","4.45","29283","5.45","141325","75.2%","55.6%","23224","53.7%","44263","61.5%","67487","58.8%","70690","51.9%","6.9pp"
"Together as One","","R","19430","2.00","13531","1.95","78687","87.6%","58.1%","13305","61.5%","23892","67.9%","37197","65.6%","38314","49.6%","16.0pp"
"Transcendent Archaic","","U","126685","5.31","24617","7.08","92096","59.5%","53.7%","15146","52.0%","28433","59.6%","43579","57.0%","46980","50.1%","6.8pp"
"Ajani's Response","W","C","256181","4.57","54731","5.97","295823","83.3%","56.6%","50162","55.2%","81731","59.0%","131893","57.6%","161268","55.7%","1.8pp"
"Antiquities on the Loose","W","R","19245","1.92","12074","1.91","73541","90.7%","59.4%","13150","65.3%","19699","63.6%","32849","64.2%","40131","55.2%","9.0pp"
"Ascendant Dustspeaker","W","C","323312","6.22","48640","8.76","177141","56.4%","55.9%","29009","53.5%","48442","56.4%","77451","55.3%","99642","56.2%","-0.9pp"
"Daydream","W","U","137021","6.40","15928","9.53","22321","22.1%","51.1%","3732","47.7%","5607","49.7%","9339","48.9%","12926","52.7%","-3.8pp"
"Dig Site Inventory","W","C","299021","5.64","47668","7.75","208623","67.8%","55.9%","35007","54.7%","50794","55.8%","85801","55.4%","122398","56.2%","-0.8pp"
"Eager Glyphmage","W","C","322211","6.25","52042","8.60","197744","58.5%","56.6%","33510","55.7%","51591","56.1%","85101","56.0%","112088","57.1%","-1.1pp"
"Elite Interceptor","W","C","227720","4.17","65957","4.87","387817","89.2%","58.3%","71061","60.8%","100761","58.2%","171822","59.2%","214647","57.5%","1.8pp"
"Emeritus of Truce","W","M","9170","1.84","4985","1.84","28163","87.4%","56.6%","4972","59.3%","7546","58.0%","12518","58.5%","15534","55.1%","3.4pp"
"Ennis, Debate Moderator","W","U","120415","5.44","16045","7.71","49478","48.7%","52.8%","8771","48.2%","12476","51.2%","21247","50.0%","28118","54.9%","-5.0pp"
"Erode","W","R","26712","2.54","8630","2.80","46786","85.2%","55.3%","8055","52.9%","12695","58.2%","20750","56.2%","25629","54.6%","1.6pp"
"Graduation Day","W","U","117640","5.57","14378","8.02","37456","41.2%","52.7%","6587","52.2%","8932","50.2%","15519","51.0%","21845","53.9%","-2.9pp"
