"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","% GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IIH"
"Long-Bodied Grey Dog","","C","143839","7.11","16517","10.57","19639","19.2%","52.0%","3383","52.3%","4762","51.6%","8145","51.9%","11495","52.1%","-0.2pp"
"Old Thrush","","C","141672","7.05","15493","10.50","20145","21.3%","51.4%","3663","50.8%","5065","52.5%","8728","51.8%","11416","51.2%","0.6pp"
"Troop of Ponies","","U","49114","4.91","6763","7.09","21306","52.0%","52.5%","4004","53.3%","5182","52.9%","9186","53.0%","12085","52.1%","0.9pp"
"Belladonna Took","W","R","9430","3.19","2234","3.67","8404","63.2%","51.4%","1535","50.8%","2455","51.6%","3990","51.3%","4383","51.5%","-0.2pp"
"Bilbo's Gambit","W","R","15355","4.99","1970","7.42","2586","21.9%","49.0%","448","","695","48.8%","1143","49.0%","1444","48.9%","0.1pp"
"Bofur, Reliable Guardian","W","U","39513","4.22","7556","5.50","36082","77.0%","55.0%","6259","53.5%","9329","57.2%","15588","55.7%","20337","54.4%","1.3pp"
"Celebrate the Mountain-king","W","U","25121","2.69","10706","2.95","62090","90.7%","57.9%","10501","59.1%","17911","63.4%","28412","61.8%","33640","54.7%","7.2pp"
"Dáin, Lord of the Iron Hills","W","U","37596","4.14","7268","5.32","32962","74.2%","54.0%","5805","53.5%","8587","54.1%","14392","53.9%","18439","54.0%","-0.1pp"
"Dwarven Provisioner","W","C","131479","6.34","20070","8.82","72632","58.1%","55.0%","12979","53.6%","19397","55.7%","32376","54.8%","40063","55.1%","-0.3pp"
"Dwarven Shortsword","W","C","125227","6.02","17482","8.59","60253","55.6%","54.4%","10193","52.2%","15068","53.9%","25261","53.2%","34644","55.3%","-2.0pp"
"Eagle of the Great Shelf","W","U","49612","5.66","6644","7.97","18547","45.7%","51.5%","3023","48.3%","5447","53.8%","8470","51.8%","10175","51.3%","0.6pp"
"The Eagles Are Coming!","W","R","5835","2.08","3188","2.06","17469","87.9%","56.1%","2951","56.3%","5049","60.9%","8000","59.2%","9477","53.6%","5.6pp"
"Esgaroth Garrison","W","C","141647","7.66","18033","10.91","23829","21.4%","53.4%","3942","52.3%","7358","56.8%","11300","55.2%","12593","51.9%","3.3pp"
"Fíli the Pathfinder","W","R","5561","1.98","3201","1.92","18556","88.6%","59.1%","3278","65.7%","4960","66.4%","8238","66.1%","10183","53.1%","13.0pp"
"Gleaming Splendor","W","M","5637","3.81","749","5.47","951","21.3%","40.2%","165","","241","","406","","544","43.8%",""
"Iron Hills Blacksmith","W","U","31734","3.36","8738","4.03","47834","86.7%","56.5%","8762","57.8%","12540","57.5%","21302","57.6%","26401","55.5%","2.1pp"
"Kíli the Resourceful","W","R","6871","2.41","3137","2.39","16579","82.8%","57.9%","3065","66.6%","4131","59.7%","7196","62.6%","9248","54.0%","8.6pp"
"Lake-town Lookout","W","C","139295","7.32","16419","10.61","24337","24.0%","51.3%","4371","50.8%","7167","52.1%","11538","51.6%","12796","51.0%","0.7pp"
"Lake-town Toymaker","W","U","52742","6.11","8087","8.28","20658","41.6%","53.1%","3465","50.6%","6637","55.7%","10102","54.0%","10585","52.4%","1.6pp"
"Magnificent End","W","C","105284","4.66","19587","6.27","97267","80.0%","55.1%","16545","53.7%","27612","57.2%","44157","55.9%","53139","54.5%","1.4pp"
"Moment of Glory","W","C","142116","7.61","16078","11.16","16497","16.7%","51.1%","2819","48.8%","4686","52.3%","7505","51.0%","9003","51.1%","-0.1pp"
"The Mountain-king's Return","W","U","31208","3.33","10385","3.78","57056","86.9%","57.8%","10022","60.7%","16394","61.2%","26416","61.0%","30634","54.9%","6.1pp"
"Ori, Keeper of Songs","W","C","133417","6.71","17587","9.60","50261","46.0%","55.1%","8718","54.7%","12518","55.1%","21236","54.9%","28846","55.1%","-0.1pp"
"The Queen of Dale","W","M","2939","2.06","1347","2.07","6854","82.9%","55.7%","1219","58.7%","1915","58.5%","3134","58.6%","3719","53.3%","5.2pp"
"Roads Go Ever, Ever On","W","R","10076","3.28","2653","3.78","11882","73.0%","55.3%","2113","56.2%","3281","56.0%","5394","56.1%","6486","54.7%","1.4pp"
"Settle the Wreckage","W","R","6738","2.32","2752","2.43","14677","85.4%","56.0%","2501","54.4%","4229","61.7%","6730","59.0%","7948","53.4%","5.6pp"
"Stone by Sunlight","W","U","29841","3.14","9868","3.62","55556","89.3%","57.0%","9565","56.9%","15510","62.2%","25075","60.2%","30488","54.3%","5.9pp"
"Thorin's Last Stand","W","C","143275","7.78","15533","11.41","10870","11.4%","49.2%","1757","44.8%","2888","50.9%","4645","48.6%","6232","49.7%","-1.1pp"
"An Unexpected Party","W","R","5131","1.76","3397","1.72","20039","91.4%","58.8%","3476","62.3%","5627","67.1%","9103","65.3%","10926","53.4%","11.9pp"
"Velvetwing Butterflies","W","C","136187","6.82","15779","9.96","31278","32.1%","52.8%","5336","48.6%","8422","55.4%","13758","52.8%","17558","52.9%","-0.1pp"
"Vow to Erebor","W","C","142125","7.75","15595","11.32","16826","17.5%","52.4%","2727","50.1%","3920","52.5%","6647","51.5%","10181","52.9%","-1.4pp"
"Bilbo, Luckwearer","U","U","32599","3.56","9919","4.03","53369","85.9%","56.0%","9496","59.1%","16665","60.6%","26161","60.1%","26979","52.2%","7.8pp"
"Bilbo, Thief in the Night","U","M","3458","2.49","1354","2.66","6211","75.5%","54.5%","1080","57.8%","1950","58.7%","3030","58.3%","3144","50.9%","7.5pp"
"Bilbo Baggins, Burglar","U","C","110094","5.14","23764","6.39","111356","75.7%","55.0%","19905","55.5%","33868","58.2%","53773","57.2%","56814","52.9%","4.3pp"
"Confusticate and Bebother","U","C","134179","6.86","18019","9.67","43775","39.8%","51.6%","7603","50.0%","13231","55.7%","20834","53.7%","22941","49.8%","3.9pp"
"Elrond, Moon-Reader","U","M","3807","2.81","1057","3.07","3798","61.8%","49.4%","676","49.0%","1113","51.4%","1789","50.5%","1994","48.1%","2.3pp"
"Elven Raft-Steerer","U","U","53201","6.30","6001","9.33","10322","28.4%","49.1%","1832","47.8%","2664","50.3%","4496","49.3%","5781","49.0%","0.3pp"
"Elvenking's Harper","U","C","143423","7.91","18084","11.21","23917","21.7%","51.1%","4189","50.3%","6630","54.0%","10819","52.6%","13021","49.6%","3.0pp"
"Enchanted River's Grasp","U","C","109257","5.02","19219","6.68","90708","77.8%","53.2%","15432","50.8%","28223","57.5%","43655","55.1%","46730","51.4%","3.7pp"
"Fateful Discovery","U","M","8389","5.32","1088","8.10","73","1.1%","","14","","20","","34","","40","",""
"Gandalf, Wandering Wizard","U","C","143136","7.91","17198","11.32","14419","13.7%","49.5%","2343","47.8%","4513","53.2%","6856","51.4%","7639","48.0%","3.4pp"
"Great Gilded Boat","U","R","7401","2.53","3622","2.59","19990","86.7%","56.5%","3452","63.1%","6359","60.4%","9811","61.3%","10213","51.9%","9.5pp"
"Lakeshore Apothecary","U","C","117306","5.76","24226","7.17","117426","78.2%","55.4%","21043","57.5%","38472","57.7%","59515","57.6%","57999","53.2%","4.4pp"
"Lake-town Mariners","U","U","55142","6.38","7145","9.15","12686","29.1%","50.3%","2113","47.2%","3725","53.4%","5838","51.1%","6827","49.4%","1.7pp"
"Long Lake Nuisance","U","C","128060","6.36","24229","8.10","98973","65.9%","55.3%","16989","54.9%","32394","59.5%","49383","57.9%","49695","52.8%","5.1pp"
"The Lord of the Eagles","U","R","10768","3.74","2152","4.46","6887","53.1%","50.5%","1209","48.0%","2101","53.6%","3310","51.6%","3581","49.3%","2.3pp"
"Master's Councillors","U","U","43929","4.94","10277","5.89","49839","77.8%","55.7%","8860","56.6%","16382","59.2%","25242","58.3%","24695","53.0%","5.4pp"
"Mirkwood Meditator","U","C","145748","8.60","16162","12.37","4393","4.4%","46.7%","796","46.5%","1129","48.0%","1925","47.4%","2461","46.1%","1.3pp"
"Most Decrepit Old Bird","U","R","14067","4.34","2577","5.71","7893","49.9%","53.1%","1323","53.4%","2481","57.5%","3804","56.1%","4092","50.3%","5.8pp"
"Old Fat Spider Can't See Me","U","U","47630","5.36","7451","7.29","22508","50.0%","51.1%","3791","48.9%","6920","54.6%","10711","52.6%","11746","49.8%","2.8pp"
"Plunder the Trollshaws","U","C","121922","5.82","22903","7.55","101683","71.5%","55.6%","17938","55.6%","31846","60.1%","49784","58.5%","51898","52.8%","5.7pp"
"Ravenhill Flock","U","U","45553","5.22","6052","7.39","18523","50.5%","50.1%","3078","47.2%","5919","53.9%","8997","51.6%","9562","48.6%","3.0pp"
"Riddles in the Dark","U","R","13565","4.48","2328","5.91","5838","41.6%","50.3%","993","48.2%","1736","52.3%","2729","50.8%","3109","49.9%","0.9pp"
"Roll-Roll-Roll-Roll","U","R","15745","5.09","2345","7.12","3251","23.4%","46.2%","536","37.9%","939","47.9%","1475","44.3%","1763","47.7%","-3.4pp"
"Sound the Trumpets","U","U","54928","6.40","7960","8.89","17171","35.3%","52.6%","2849","51.6%","5424","57.0%","8273","55.2%","8896","50.3%","4.9pp"
"Thranduil's Decree","U","U","55955","6.58","7280","9.50","10787","24.2%","49.7%","1795","47.7%","3298","52.5%","5093","50.8%","5692","48.7%","2.1pp"
"Uncover the Moon-Letters","U","R","18423","6.02","2425","9.16","664","4.4%","45.9%","115","","199","","314","","351","",""
"Uneasy Partings","U","C","132061","6.61","22744","8.83","79732","56.9%","54.2%","13248","50.8%","24940","58.6%","38188","55.9%","41572","52.5%","3.4pp"
"Wizard's Staff","U","R","15935","5.16","2004","7.71","1242","10.4%","41.4%","194","","332","","526","40.7%","713","42.1%","-1.4pp"
"Along the Crooked Way","B","R","9760","3.19","2316","3.71","9854","69.4%","54.0%","1719","48.3%","2247","55.6%","3966","52.4%","5880","55.0%","-2.5pp"
"Azog, Moria's Ruin","B","R","7643","2.55","2512","2.79","12787","83.1%","53.4%","2221","50.3%","2930","53.3%","5151","52.0%","7619","54.4%","-2.3pp"
"Bilbo's Deadly Slice","B","C","64552","2.90","20721","3.49","123319","93.6%","56.9%","21009","55.3%","27940","58.8%","48949","57.3%","74396","56.6%","0.6pp"
"Crude Bent Blade","B","C","78412","3.54","26328","4.09","154522","90.4%","58.7%","26843","60.7%","34927","60.6%","61770","60.6%","92517","57.4%","3.3pp"
"Desolation Prowler","B","U","25344","2.79","11753","3.02","71554","92.7%","59.1%","12967","64.6%","15889","59.0%","28856","61.5%","42804","57.4%","4.1pp"
"Down, Down to Goblin-town","B","U","30623","3.25","11186","3.65","63776","88.0%","58.4%","11243","60.6%","14352","58.9%","25595","59.6%","38127","57.5%","2.1pp"
"Dreaded Bat-Cloud","B","U","36339","3.76","7964","4.86","42177","83.4%","56.4%","7002","55.0%","9676","57.0%","16678","56.2%","25566","56.6%","-0.4pp"
"Front Porch Sentries","B","C","130413","5.92","20645","8.49","69419","52.9%","56.0%","12384","55.5%","15715","54.8%","28099","55.1%","41318","56.5%","-1.4pp"
"Gathering of Darkness","B","U","37193","3.88","8577","4.94","42865","79.1%","55.7%","7070","52.1%","9644","56.5%","16714","54.7%","26161","56.3%","-1.7pp"
"Gnashing of Teeth","B","U","26069","2.74","8649","3.20","49701","90.8%","56.1%","8474","54.5%","11102","56.9%","19576","55.9%","30138","56.2%","-0.4pp"
"Gollum, Riddle Master","B","M","2212","1.53","1600","1.52","9350","90.8%","58.7%","1667","68.6%","2140","60.3%","3807","64.0%","5478","55.2%","8.8pp"
"Gollum, Silent Slinker","B","C","110620","4.90","24580","6.27","127405","80.4%","58.4%","21652","59.3%","28522","59.7%","50174","59.5%","76401","57.7%","1.8pp"
"Gollum the Abandoned","B","U","42511","4.37","9453","5.57","45878","76.1%","57.1%","8224","57.5%","10260","57.1%","18484","57.2%","27222","57.0%","0.2pp"
"Great Fierce Bee","B","C","138030","6.74","16191","10.14","24612","24.2%","53.4%","4184","51.4%","5635","53.2%","9819","52.4%","14824","54.0%","-1.5pp"
"Great Ugly-Looking Goblin","B","U","33378","3.49","9021","4.31","50618","88.1%","57.0%","8981","56.9%","11273","57.3%","20254","57.1%","30341","56.9%","0.2pp"
"Head of the Hunt","B","R","4682","1.63","3218","1.62","19350","93.4%","57.7%","3298","60.0%","4498","60.5%","7796","60.3%","11561","55.9%","4.5pp"
"Inside Information","B","M","3967","2.71","1068","2.99","4822","72.4%","53.1%","845","49.0%","1152","50.8%","1997","50.0%","2831","55.3%","-5.3pp"
"The Master of Lake-town","B","R","9257","2.96","2654","3.38","12816","77.3%","55.4%","2175","53.4%","2977","55.3%","5152","54.5%","7676","56.0%","-1.5pp"
"Nighthowl Pursuer","B","U","36709","3.89","10223","4.62","55070","83.1%","58.5%","9868","62.6%","11940","56.3%","21808","59.1%","33273","58.1%","1.1pp"
"Rage into the Valley","B","C","113115","4.92","23577","6.62","118951","78.9%","57.0%","20684","55.9%","26659","55.9%","47343","55.9%","71617","57.7%","-1.8pp"
"Ravening Warg","B","C","107167","4.65","21034","6.31","113110","84.0%","57.8%","20075","58.1%","24847","57.1%","44922","57.6%","68147","58.0%","-0.4pp"
"Reverent Howl","B","C","133484","6.19","17276","9.26","43968","40.4%","54.6%","7506","51.7%","9602","54.7%","17108","53.4%","26873","55.3%","-2.0pp"
"Rhovanion Rampager","B","R","5121","1.78","3243","1.80","19398","93.2%","58.1%","3344","62.6%","4514","58.8%","7858","60.4%","11614","56.5%","3.9pp"
"The Sackville-Bagginses","B","R","7537","2.55","3161","2.73","17638","87.0%","57.1%","3070","57.7%","3998","59.3%","7068","58.6%","10485","56.3%","2.3pp"
"Stir Up Trouble","B","C","97082","4.14","22498","5.44","123437","87.0%","56.4%","20946","54.2%","28082","57.9%","49028","56.3%","74459","56.4%","-0.0pp"
"Stony-Voiced Goblins","B","C","117958","5.09","22956","6.99","111001","76.0%","56.6%","19919","56.2%","24972","55.4%","44891","55.8%","66058","57.2%","-1.4pp"
"Supper for Spiders","B","R","17741","5.57","2179","8.54","905","6.7%","45.2%","140","","198","","338","","568","47.2%",""
