"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","% GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IIH"
"Long-Bodied Grey Dog","","C","225329","7.15","26734","10.56","34047","20.2%","52.5%","6003","52.6%","8329","52.3%","14332","52.4%","19713","52.5%","-0.1pp"
"Old Thrush","","C","221625","7.04","25149","10.45","36655","23.3%","52.1%","6759","51.9%","9261","53.8%","16020","53.0%","20637","51.4%","1.6pp"
"Troop of Ponies","","U","79496","5.08","10816","7.44","33288","49.4%","53.2%","6215","54.2%","8237","53.1%","14452","53.6%","18789","52.8%","0.8pp"
"Belladonna Took","W","R","15583","3.36","3369","4.04","12539","61.1%","51.8%","2307","50.9%","3614","52.7%","5921","52.0%","6574","51.7%","0.3pp"
"Bilbo's Gambit","W","R","25060","5.13","3075","7.80","3351","17.7%","48.3%","575","47.5%","897","48.2%","1472","47.9%","1879","48.6%","-0.7pp"
"Bofur, Reliable Guardian","W","U","62548","4.25","11973","5.60","58306","77.1%","55.2%","10153","53.9%","15403","58.0%","25556","56.4%","32488","54.3%","2.0pp"
"Celebrate the Mountain-king","W","U","38573","2.66","17189","2.91","101935","91.2%","57.9%","17196","59.2%","29818","63.4%","47014","61.9%","54864","54.5%","7.4pp"
"Dáin, Lord of the Iron Hills","W","U","60510","4.23","11075","5.58","50426","73.0%","54.0%","8922","53.7%","13052","54.1%","21974","54.0%","28257","54.0%","-0.0pp"
"Dwarven Provisioner","W","C","205720","6.32","32077","8.80","119709","59.0%","55.1%","21431","53.5%","32339","55.9%","53770","55.0%","65638","55.2%","-0.2pp"
"Dwarven Shortsword","W","C","197525","6.06","26882","8.73","91169","54.0%","54.2%","15432","52.1%","22865","53.8%","38297","53.1%","52309","55.0%","-1.9pp"
"Eagle of the Great Shelf","W","U","79474","5.80","10090","8.30","25827","41.5%","51.2%","4166","47.8%","7575","54.0%","11741","51.8%","14221","50.7%","1.1pp"
"The Eagles Are Coming!","W","R","9343","2.11","5060","2.11","28586","88.3%","56.4%","4829","56.6%","8443","60.8%","13272","59.3%","15329","53.9%","5.4pp"
"Esgaroth Garrison","W","C","221789","7.63","29293","10.78","44746","24.3%","54.3%","7381","53.1%","14070","57.8%","21451","56.1%","23407","52.7%","3.4pp"
"Fíli the Pathfinder","W","R","8731","1.98","5181","1.94","30457","89.3%","59.1%","5408","65.9%","8199","66.5%","13607","66.3%","16620","53.0%","13.3pp"
"Gleaming Splendor","W","M","9268","3.94","1174","5.83","1350","18.5%","41.7%","235","","356","","591","37.7%","758","44.9%","-7.1pp"
"Iron Hills Blacksmith","W","U","49523","3.35","13866","4.02","76614","86.5%","56.3%","14037","58.3%","20279","57.0%","34316","57.5%","42087","55.2%","2.3pp"
"Kíli the Resourceful","W","R","10645","2.38","4926","2.36","26346","82.6%","57.5%","4817","66.8%","6583","59.7%","11400","62.7%","14754","53.3%","9.4pp"
"Lake-town Lookout","W","C","218306","7.42","25204","10.81","33718","21.3%","51.1%","6043","51.1%","9953","51.8%","15996","51.5%","17716","50.8%","0.8pp"
"Lake-town Toymaker","W","U","83778","6.21","12515","8.56","29586","38.0%","52.7%","5005","50.2%","9576","55.5%","14581","53.7%","15053","51.8%","1.9pp"
"Magnificent End","W","C","162293","4.57","31727","6.12","163680","81.9%","55.2%","27851","53.6%","47321","57.5%","75172","56.1%","88561","54.5%","1.5pp"
"Moment of Glory","W","C","222914","7.68","25332","11.26","24048","15.2%","51.1%","4087","48.2%","6953","52.4%","11040","50.8%","13022","51.3%","-0.5pp"
"The Mountain-king's Return","W","U","47184","3.24","16951","3.63","96247","88.1%","57.7%","17061","60.6%","27891","61.2%","44952","61.0%","51289","54.9%","6.1pp"
"Ori, Keeper of Songs","W","C","209044","6.70","28065","9.59","81735","46.3%","54.9%","14191","54.5%","20374","55.0%","34565","54.8%","46848","55.0%","-0.2pp"
"The Queen of Dale","W","M","4720","2.10","2145","2.14","11239","83.7%","55.3%","1999","58.5%","3203","57.8%","5202","58.1%","6029","53.0%","5.1pp"
"Roads Go Ever, Ever On","W","R","16264","3.38","4108","4.00","18598","72.3%","55.6%","3319","56.6%","5160","56.1%","8479","56.3%","10114","55.0%","1.4pp"
"Settle the Wreckage","W","R","10841","2.37","4315","2.48","23359","85.4%","55.7%","3962","54.3%","6811","61.0%","10773","58.5%","12591","53.2%","5.4pp"
"Stone by Sunlight","W","U","45910","3.08","16096","3.52","92442","89.8%","57.1%","15810","56.9%","26519","62.1%","42329","60.2%","50133","54.6%","5.6pp"
"Thorin's Last Stand","W","C","224922","7.87","24016","11.57","14411","9.6%","49.5%","2306","44.8%","3841","50.6%","6147","48.4%","8270","50.2%","-1.8pp"
"An Unexpected Party","W","R","7947","1.74","5396","1.71","32551","91.6%","58.7%","5601","61.6%","9248","66.9%","14849","64.9%","17683","53.4%","11.5pp"
"Velvetwing Butterflies","W","C","213457","6.90","24972","10.12","47091","30.1%","52.6%","8032","48.9%","12708","55.5%","20740","52.9%","26406","52.4%","0.5pp"
"Vow to Erebor","W","C","223393","7.80","24535","11.43","24811","16.1%","52.1%","4025","49.7%","5871","52.0%","9896","51.1%","14920","52.9%","-1.8pp"
"Bilbo, Luckwearer","U","U","49984","3.49","16360","3.91","90697","87.0%","56.4%","16265","59.2%","28699","60.9%","44964","60.3%","45324","52.5%","7.8pp"
"Bilbo, Thief in the Night","U","M","5600","2.53","2230","2.70","10773","77.6%","54.7%","1907","56.6%","3362","58.7%","5269","58.0%","5441","51.6%","6.4pp"
"Bilbo Baggins, Burglar","U","C","172616","5.13","38146","6.43","183767","76.6%","55.0%","32868","55.4%","56457","58.4%","89325","57.3%","93210","53.0%","4.3pp"
"Confusticate and Bebother","U","C","210734","6.91","29097","9.76","69837","38.6%","52.1%","11966","50.3%","21402","56.1%","33368","54.0%","36478","50.3%","3.7pp"
"Elrond, Moon-Reader","U","M","6447","2.98","1594","3.42","5666","59.7%","49.3%","1022","47.3%","1631","51.8%","2653","50.1%","2998","48.4%","1.7pp"
"Elven Raft-Steerer","U","U","84979","6.45","9428","9.64","14462","24.9%","49.1%","2558","48.3%","3772","51.0%","6330","49.9%","8080","48.5%","1.4pp"
"Elvenking's Harper","U","C","224661","7.94","29079","11.21","38715","21.3%","51.6%","6769","51.1%","11006","54.4%","17775","53.1%","20842","50.2%","2.9pp"
"Enchanted River's Grasp","U","C","171051","5.02","30755","6.73","147415","77.5%","53.6%","25062","51.0%","46426","57.8%","71488","55.4%","75505","51.8%","3.6pp"
"Fateful Discovery","U","M","13386","5.43","1754","8.28","90","0.8%","","19","","26","","45","","46","",""
"Gandalf, Wandering Wizard","U","C","225024","8.03","27158","11.50","19588","11.6%","49.4%","3218","47.4%","6147","52.9%","9365","51.0%","10335","48.1%","3.0pp"
"Great Gilded Boat","U","R","11234","2.47","5841","2.52","33341","87.8%","57.2%","5802","63.8%","10659","61.2%","16461","62.1%","16928","52.4%","9.7pp"
"Lakeshore Apothecary","U","C","176525","5.47","40522","6.66","207214","81.4%","55.4%","37071","57.4%","68624","57.4%","105695","57.4%","101713","53.4%","4.1pp"
"Lake-town Mariners","U","U","88002","6.57","11317","9.53","17391","24.9%","50.7%","2884","47.2%","5176","53.4%","8060","51.2%","9301","50.2%","1.0pp"
"Long Lake Nuisance","U","C","195854","6.14","40228","7.73","178378","70.3%","55.5%","30541","54.7%","58896","59.4%","89437","57.8%","89141","53.1%","4.7pp"
"The Lord of the Eagles","U","R","18247","3.96","3351","4.97","10155","49.5%","51.1%","1756","48.6%","3141","55.2%","4897","52.8%","5271","49.4%","3.4pp"
"Master's Councillors","U","U","66010","4.68","17594","5.45","90904","81.5%","56.0%","16098","57.0%","30310","59.6%","46408","58.7%","44697","53.2%","5.5pp"
"Mirkwood Meditator","U","C","228493","8.67","25564","12.43","6285","3.9%","47.2%","1112","47.9%","1654","48.9%","2766","48.5%","3509","46.1%","2.4pp"
"Most Decrepit Old Bird","U","R","22907","4.49","4145","6.09","12298","47.5%","53.2%","2100","52.9%","3912","56.7%","6012","55.4%","6296","51.1%","4.3pp"
"Old Fat Spider Can't See Me","U","U","75885","5.45","11707","7.54","34501","47.9%","51.2%","5791","49.4%","10670","54.0%","16461","52.4%","17973","50.0%","2.4pp"
"Plunder the Trollshaws","U","C","186793","5.66","38488","7.19","181646","74.4%","56.0%","32010","56.1%","57751","60.5%","89761","58.9%","91883","53.1%","5.8pp"
"Ravenhill Flock","U","U","72400","5.30","9514","7.59","28112","48.1%","50.0%","4679","47.9%","9004","53.9%","13683","51.9%","14501","48.3%","3.6pp"
"Riddles in the Dark","U","R","22642","4.69","3579","6.38","8064","36.5%","49.6%","1368","47.7%","2439","52.6%","3807","50.8%","4255","48.5%","2.4pp"
"Roll-Roll-Roll-Roll","U","R","25328","5.23","3633","7.50","4462","20.1%","46.2%","740","38.2%","1317","47.6%","2057","44.2%","2388","47.9%","-3.6pp"
"Sound the Trumpets","U","U","86872","6.44","12849","9.00","28185","35.3%","53.2%","4728","52.0%","9060","57.1%","13788","55.4%","14399","51.2%","4.2pp"
"Thranduil's Decree","U","U","89328","6.79","11309","9.86","13888","19.8%","49.5%","2326","46.6%","4265","53.1%","6591","50.8%","7298","48.3%","2.5pp"
"Uncover the Moon-Letters","U","R","29447","6.08","3800","9.26","961","4.0%","47.1%","162","","300","","462","","499","",""
"Uneasy Partings","U","C","207401","6.64","36557","8.85","128882","56.2%","54.2%","21617","51.0%","40778","58.2%","62395","55.7%","66534","52.8%","2.9pp"
"Wizard's Staff","U","R","25683","5.31","3176","8.02","1602","8.2%","40.9%","271","","429","","700","39.1%","899","42.4%","-3.2pp"
"Along the Crooked Way","B","R","15882","3.29","3380","4.02","14125","67.0%","53.1%","2430","47.9%","3238","54.8%","5668","51.8%","8438","54.0%","-2.1pp"
"Azog, Moria's Ruin","B","R","12627","2.66","3606","3.00","18224","81.5%","53.2%","3148","50.0%","4173","54.4%","7321","52.5%","10881","53.6%","-1.1pp"
"Bilbo's Deadly Slice","B","C","98874","2.84","31877","3.41","191828","93.4%","56.6%","32630","54.9%","43830","58.5%","76460","57.0%","115409","56.4%","0.5pp"
"Crude Bent Blade","B","C","109750","3.26","40938","3.64","244999","91.1%","58.2%","42605","60.3%","56091","60.2%","98696","60.2%","145939","56.7%","3.5pp"
"Desolation Prowler","B","U","37011","2.64","18008","2.83","110696","92.7%","58.8%","20015","64.3%","24991","58.7%","45006","61.2%","65873","57.2%","3.9pp"
"Down, Down to Goblin-town","B","U","45725","3.12","17187","3.51","99675","88.8%","58.0%","17538","60.2%","22665","58.6%","40203","59.3%","59389","57.1%","2.2pp"
"Dreaded Bat-Cloud","B","U","56374","3.71","12144","4.86","65197","83.9%","55.8%","10834","54.6%","14952","56.3%","25786","55.6%","39529","56.0%","-0.4pp"
"Front Porch Sentries","B","C","201990","5.82","31572","8.37","110898","54.6%","55.7%","19816","55.4%","24975","54.6%","44791","54.9%","66104","56.3%","-1.3pp"
"Gathering of Darkness","B","U","58767","3.86","12576","5.03","63435","78.8%","55.5%","10606","52.4%","14425","56.4%","25031","54.7%","38429","56.0%","-1.3pp"
"Gnashing of Teeth","B","U","40367","2.74","12960","3.21","75568","91.1%","55.9%","12851","54.4%","17059","56.4%","29910","55.5%","45675","56.1%","-0.5pp"
"Gollum, Riddle Master","B","M","3455","1.52","2524","1.51","14910","90.8%","58.0%","2669","67.7%","3495","60.1%","6164","63.4%","8623","54.4%","9.0pp"
"Gollum, Silent Slinker","B","C","164994","4.63","38759","5.88","209809","82.9%","57.9%","35645","58.4%","47333","59.3%","82978","58.9%","125257","57.3%","1.7pp"
"Gollum the Abandoned","B","U","65037","4.26","14692","5.46","74335","78.0%","57.0%","13329","57.3%","16716","56.8%","30045","57.0%","43992","56.9%","0.1pp"
"Great Fierce Bee","B","C","216567","6.74","24703","10.19","37831","24.0%","53.1%","6478","51.0%","8629","52.6%","15107","51.9%","22762","53.8%","-1.9pp"
"Great Ugly-Looking Goblin","B","U","52027","3.44","13669","4.32","77826","88.2%","56.7%","13849","56.6%","17359","56.9%","31208","56.7%","46570","56.7%","0.0pp"
"Head of the Hunt","B","R","7237","1.62","4999","1.61","30250","93.1%","57.5%","5209","60.9%","7040","61.0%","12249","61.0%","18027","55.1%","5.9pp"
"Inside Information","B","M","6524","2.81","1589","3.17","6941","69.8%","52.7%","1175","47.8%","1664","51.3%","2839","49.9%","4109","54.6%","-4.8pp"
"The Master of Lake-town","B","R","14473","2.99","3907","3.53","19241","77.7%","54.9%","3248","53.2%","4458","54.6%","7706","54.0%","11557","55.4%","-1.3pp"
"Nighthowl Pursuer","B","U","54944","3.71","15826","4.39","87785","84.7%","58.1%","15806","62.7%","19084","56.0%","34890","59.1%","52909","57.5%","1.6pp"
"Rage into the Valley","B","C","175578","4.85","35519","6.61","179505","78.2%","56.6%","31239","55.3%","40444","55.7%","71683","55.5%","107830","57.3%","-1.7pp"
"Ravening Warg","B","C","160764","4.43","33187","5.95","185975","86.5%","57.3%","33128","57.8%","41327","56.8%","74455","57.2%","111473","57.3%","-0.1pp"
"Reverent Howl","B","C","208158","6.14","26512","9.24","69246","40.9%","54.3%","11829","51.0%","15223","54.4%","27052","52.9%","42213","55.2%","-2.2pp"
"Rhovanion Rampager","B","R","7951","1.76","5012","1.77","30367","92.7%","58.1%","5293","62.0%","7056","59.7%","12349","60.7%","18131","56.2%","4.5pp"
"The Sackville-Bagginses","B","R","12198","2.60","4853","2.84","27275","86.9%","56.7%","4795","57.9%","6229","58.8%","11024","58.4%","16115","55.7%","2.8pp"
"Stir Up Trouble","B","C","147234","4.03","34196","5.29","191758","87.7%","56.2%","32385","54.0%","44010","57.6%","76395","56.1%","115440","56.2%","-0.1pp"
"Stony-Voiced Goblins","B","C","183920","5.05","34600","7.03","166761","74.9%","56.3%","30049","55.4%","37488","55.3%","67537","55.3%","99155","56.9%","-1.5pp"
"Supper for Spiders","B","R","28318","5.67","3464","8.80","1207","5.6%","44.7%","185","","266","","451","","757","46.1%",""
"Balin, Loremaster","R","R","17897","3.74","3105","4.93","10607","55.2%","52.9%","1792","48.1%","2507","52.3%","4299","50.5%","6272","54.3%","-3.7pp"
"Bombur, Gentle Dreamer","R","U","72953","4.90","11848","6.85","48541","64.9%","54.9%","8321","54.4%","11490","54.5%","19811","54.4%","28538","55.2%","-0.8pp"
"Bothersome Noisemaker","R","U","41377","2.86","17331","3.13","103685","90.7%","58.5%","18591","63.4%","24172","58.5%","42763","60.6%","60981","57.0%","3.6pp"
"Burn, Burn, Tree and Fern","R","U","39527","2.69","15821","3.01","93405","90.6%","57.5%","15763","58.6%","22026","60.3%","37789","59.6%","55589","56.1%","3.5pp"
"Dáin Ironfoot","R","R","8813","1.99","4979","2.00","29630","91.7%","57.9%","5186","62.4%","7018","60.5%","12204","61.3%","17334","55.5%","5.8pp"
"Desert Were-Worm","R","R","18571","3.96","2747","5.45","7160","41.7%","50.4%","1209","45.2%","1606","48.1%","2815","46.8%","4363","52.6%","-5.8pp"
"Desolation of Smaug","R","R","18341","3.85","3329","4.98","10280","48.6%","52.8%","1772","51.4%","2401","53.1%","4173","52.4%","6111","53.0%","-0.7pp"
"Dori, Bearer of Friends","R","C","175312","4.86","32490","6.70","168037","80.4%","56.8%","29239","57.2%","39323","56.6%","68562","56.9%","98916","56.6%","0.3pp"
