"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","% GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IIH"
"Long-Bodied Grey Dog","","C","205388","7.14","24135","10.57","30163","19.8%","52.4%","5266","52.5%","7372","51.9%","12638","52.2%","17523","52.6%","-0.4pp"
"Old Thrush","","C","202050","7.05","22652","10.48","31814","22.5%","51.9%","5827","51.6%","8054","53.7%","13881","52.8%","17931","51.2%","1.7pp"
"Troop of Ponies","","U","72004","5.05","9872","7.38","30364","49.6%","53.0%","5653","53.8%","7483","53.1%","13136","53.4%","17185","52.6%","0.8pp"
"Belladonna Took","W","R","14065","3.33","3088","3.95","11591","61.6%","51.9%","2126","51.2%","3354","52.7%","5480","52.1%","6072","51.8%","0.3pp"
"Bilbo's Gambit","W","R","22617","5.08","2775","7.71","3187","18.7%","49.0%","542","48.2%","850","49.5%","1392","49.0%","1795","49.0%","0.0pp"
"Bofur, Reliable Guardian","W","U","56788","4.25","10821","5.59","52555","76.9%","55.2%","9156","53.6%","13813","57.7%","22969","56.1%","29353","54.4%","1.7pp"
"Celebrate the Mountain-king","W","U","35296","2.66","15546","2.92","92023","91.1%","58.0%","15550","59.1%","26867","63.6%","42417","61.9%","49551","54.7%","7.3pp"
"Dáin, Lord of the Iron Hills","W","U","54863","4.21","10124","5.53","46403","73.4%","54.1%","8232","53.9%","12028","54.3%","20260","54.2%","25960","54.0%","0.2pp"
"Dwarven Provisioner","W","C","187337","6.32","29017","8.80","107386","58.7%","55.2%","19213","53.6%","28970","56.0%","48183","55.1%","58923","55.2%","-0.1pp"
"Dwarven Shortsword","W","C","179831","6.06","24570","8.71","83736","54.3%","54.3%","14166","52.3%","20947","54.0%","35113","53.3%","48105","55.0%","-1.8pp"
"Eagle of the Great Shelf","W","U","72069","5.77","9217","8.23","24206","42.6%","51.4%","3917","47.8%","7128","54.0%","11045","51.8%","13287","51.0%","0.8pp"
