"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","% GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IIH"
"Long-Bodied Grey Dog","","C","161817","7.13","18718","10.57","22642","19.5%","52.1%","3880","51.9%","5504","51.7%","9384","51.8%","13254","52.3%","-0.6pp"
"Old Thrush","","C","159178","7.05","17518","10.50","23181","21.5%","51.6%","4243","50.7%","5802","53.1%","10045","52.1%","13131","51.3%","0.8pp"
"Troop of Ponies","","U","55871","4.96","7701","7.20","23955","51.0%","52.7%","4490","53.7%","5866","53.1%","10356","53.3%","13561","52.1%","1.2pp"
"Belladonna Took","W","R","10706","3.23","2480","3.74","9280","62.5%","51.6%","1682","50.7%","2700","52.0%","4382","51.5%","4862","51.8%","-0.3pp"
"Bilbo's Gambit","W","R","17396","5.01","2189","7.52","2742","20.8%","48.8%","472","","740","48.8%","1212","48.8%","1531","48.7%","0.0pp"
"Bofur, Reliable Guardian","W","U","44584","4.23","8482","5.54","40815","77.0%","55.0%","7089","53.7%","10594","57.0%","17683","55.7%","22956","54.5%","1.2pp"
"Celebrate the Mountain-king","W","U","28099","2.68","12046","2.95","70317","90.8%","57.9%","11880","59.0%","20306","63.4%","32186","61.8%","38089","54.7%","7.1pp"
"Dáin, Lord of the Iron Hills","W","U","42529","4.16","8088","5.37","37042","74.2%","54.0%","6545","53.6%","9644","54.3%","16189","54.0%","20705","54.0%","-0.0pp"
"Dwarven Provisioner","W","C","147879","6.34","22623","8.82","82319","58.3%","55.0%","14696","53.4%","22068","55.6%","36764","54.7%","45340","55.1%","-0.4pp"
"Dwarven Shortsword","W","C","141204","6.04","19518","8.64","66910","55.1%","54.3%","11293","52.1%","16751","54.0%","28044","53.2%","38477","55.1%","-1.9pp"
"Eagle of the Great Shelf","W","U","56022","5.69","7392","8.05","20299","44.9%","51.5%","3269","48.3%","5980","53.7%","9249","51.8%","11160","51.3%","0.5pp"
"The Eagles Are Coming!","W","R","6617","2.09","3576","2.08","19665","87.7%","56.2%","3307","56.3%","5696","60.9%","9003","59.2%","10672","53.6%","5.6pp"
"Esgaroth Garrison","W","C","159332","7.66","20381","10.91","27477","21.7%","53.6%","4568","52.5%","8513","57.2%","13081","55.6%","14472","51.9%","3.7pp"
"Fíli the Pathfinder","W","R","6257","1.98","3634","1.93","21014","88.5%","59.2%","3710","65.7%","5600","66.5%","9310","66.2%","11552","53.3%","12.9pp"
"Gleaming Splendor","W","M","6414","3.86","842","5.62","1030","20.4%","40.4%","178","","264","","442","","587","43.8%",""
"Iron Hills Blacksmith","W","U","35710","3.35","9831","4.01","54046","86.9%","56.3%","9885","57.7%","14163","57.2%","24048","57.4%","29849","55.4%","2.0pp"
"Kíli the Resourceful","W","R","7737","2.40","3561","2.39","18827","82.6%","57.9%","3483","66.8%","4676","59.8%","8159","62.8%","10527","53.9%","8.9pp"
"Lake-town Lookout","W","C","156937","7.35","18405","10.66","26629","23.3%","51.5%","4774","51.5%","7875","52.2%","12649","51.9%","13977","51.1%","0.8pp"
"Lake-town Toymaker","W","U","59571","6.14","9064","8.36","22682","40.7%","53.0%","3808","50.5%","7334","55.7%","11142","53.9%","11577","52.3%","1.7pp"
"Magnificent End","W","C","118098","4.64","22089","6.25","110701","80.5%","55.1%","18883","53.7%","31569","57.1%","50452","55.9%","60287","54.5%","1.4pp"
"Moment of Glory","W","C","159902","7.62","18016","11.18","18215","16.4%","51.1%","3095","48.9%","5185","52.2%","8280","51.0%","9945","51.3%","-0.3pp"
"The Mountain-king's Return","W","U","34826","3.31","11771","3.74","64997","87.0%","57.7%","11382","60.6%","18685","61.0%","30067","60.8%","34926","54.9%","5.9pp"
"Ori, Keeper of Songs","W","C","149930","6.71","19875","9.61","57146","46.2%","55.1%","9905","54.9%","14252","55.2%","24157","55.1%","32777","55.0%","0.1pp"
"The Queen of Dale","W","M","3324","2.06","1520","2.07","7848","83.3%","55.7%","1378","59.4%","2215","57.7%","3593","58.4%","4252","53.4%","5.0pp"
"Roads Go Ever, Ever On","W","R","11343","3.31","2951","3.84","13246","72.8%","55.4%","2392","55.9%","3650","56.4%","6042","56.2%","7202","54.7%","1.6pp"
