"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","% GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IIH"
"The Dawning Archaic","","M","8745","1.87","3809","1.86","20071","85.5%","52.1%","3211","47.3%","6477","57.0%","9688","53.8%","9977","49.8%","4.0pp"
"Rancorous Archaic","","C","334111","7.38","44337","10.59","78849","28.4%","51.3%","13036","48.8%","24244","56.2%","37280","53.6%","40728","49.0%","4.7pp"
"Sundering Archaic","","U","101782","4.46","27511","5.47","132027","75.0%","55.5%","21713","53.7%","41382","61.5%","63095","58.8%","65985","51.9%","6.9pp"
"Together as One","","R","18375","2.01","12730","1.95","73744","87.5%","58.1%","12412","61.4%","22387","67.9%","34799","65.6%","35980","49.5%","16.1pp"
"Transcendent Archaic","","U","118939","5.31","23172","7.06","86387","59.4%","53.7%","14198","51.9%","26652","59.6%","40850","56.9%","44074","50.2%","6.8pp"
"Ajani's Response","W","C","242141","4.59","51365","6.00","276419","83.1%","56.6%","46916","55.2%","76279","59.0%","123195","57.6%","150728","55.7%","1.8pp"
"Antiquities on the Loose","W","R","18167","1.92","11381","1.92","69141","90.7%","59.5%","12318","65.4%","18460","63.7%","30778","64.4%","37842","55.3%","9.1pp"
"Ascendant Dustspeaker","W","C","304584","6.24","45750","8.78","165712","56.2%","55.8%","27126","53.5%","45270","56.4%","72396","55.3%","93276","56.2%","-0.9pp"
"Daydream","W","U","128565","6.38","15017","9.50","21396","22.4%","51.2%","3554","48.0%","5376","49.8%","8930","49.0%","12414","52.8%","-3.7pp"
"Dig Site Inventory","W","C","281808","5.65","44905","7.77","195441","67.5%","55.9%","32845","54.8%","47408","55.7%","80253","55.4%","114802","56.2%","-0.8pp"
"Eager Glyphmage","W","C","303245","6.25","49065","8.60","186554","58.6%","56.7%","31634","55.7%","48640","56.2%","80274","56.0%","105747","57.1%","-1.1pp"
"Elite Interceptor","W","C","215407","4.19","62094","4.89","364297","89.2%","58.3%","66746","60.8%","94575","58.2%","161321","59.3%","201712","57.5%","1.8pp"
"Emeritus of Truce","W","M","8616","1.84","4709","1.83","26621","87.6%","56.6%","4705","59.3%","7095","58.1%","11800","58.6%","14713","55.1%","3.5pp"
"Ennis, Debate Moderator","W","U","112886","5.42","15124","7.65","46839","49.0%","52.9%","8318","48.3%","11782","51.4%","20100","50.1%","26628","54.9%","-4.8pp"
"Erode","W","R","25112","2.53","8135","2.79","44006","85.2%","55.4%","7574","52.9%","11929","58.3%","19503","56.2%","24113","54.7%","1.5pp"
"Graduation Day","W","U","110526","5.55","13609","7.97","35737","41.6%","52.6%","6278","52.0%","8526","49.9%","14804","50.8%","20846","53.9%","-3.1pp"
"Group Project","W","U","96194","4.39","23176","5.39","123814","82.1%","57.1%","22268","57.7%","31169","56.1%","53437","56.7%","70273","57.3%","-0.5pp"
"Harsh Annotation","W","U","121298","5.98","11572","9.43","18791","25.5%","51.2%","3139","47.9%","4748","51.5%","7887","50.1%","10786","52.0%","-1.9pp"
"Honorbound Page","W","C","311072","6.53","40074","9.44","105743","40.9%","54.6%","17908","51.4%","26707","54.3%","44615","53.1%","60903","55.6%","-2.5pp"
"Informed Inkwright","W","R","16795","1.81","10253","1.81","62090","91.7%","58.2%","11295","63.3%","16449","60.4%","27744","61.6%","34034","55.4%","6.2pp"
"Inkshape Demonstrator","W","U","96649","4.46","19683","5.69","99774","78.3%","56.5%","16922","57.0%","26136","56.4%","43058","56.6%","56482","56.4%","0.2pp"
"Interjection","W","C","326070","7.24","42972","10.30","80314","29.0%","55.9%","13283","54.5%","20218","56.5%","33501","55.7%","46581","55.9%","-0.2pp"
"Joined Researchers","W","R","43636","4.08","8857","5.25","41959","73.9%","55.8%","7617","55.7%","10509","54.3%","18126","54.9%","23788","56.4%","-1.4pp"
"Owlin Historian","W","C","301021","6.17","45719","8.62","180321","61.2%","56.0%","31299","55.2%","47788","55.5%","79087","55.4%","101329","56.4%","-1.0pp"
"Practiced Offense","W","R","16273","1.74","11273","1.70","69927","92.0%","59.4%","11928","62.7%","18626","65.9%","30554","64.7%","38798","55.0%","9.7pp"
"Primary Research","W","U","98627","4.60","19610","5.88","85423","68.2%","55.4%","14388","53.3%","23174","55.9%","37562","54.9%","47665","55.8%","-0.9pp"
"Quill-Blade Laureate","W","U","79335","3.63","20177","4.39","116828","89.1%","57.0%","21151","57.1%","29651","56.7%","50802","56.9%","65724","57.1%","-0.2pp"
"Rapier Wit","W","C","321429","7.05","41343","10.15","81404","30.6%","54.8%","13843","52.2%","20612","55.8%","34455","54.3%","46567","55.0%","-0.6pp"
"Rehearsed Debater","W","C","312349","6.57","44820","9.26","142193","49.4%","55.7%","24715","55.7%","34936","54.0%","59651","54.7%","82375","56.4%","-1.8pp"
"Restoration Seminar","W","M","9331","2.07","4826","2.03","24445","79.9%","55.0%","4118","54.3%","6900","59.5%","11018","57.5%","13139","52.7%","4.9pp"
"Shattered Acolyte","W","C","292661","5.83","47329","8.06","214185","69.8%","56.4%","39054","56.7%","52881","55.2%","91935","55.9%","121808","56.9%","-1.0pp"
"Soaring Stoneglider","W","U","100129","4.61","17044","6.14","80010","73.9%","54.4%","13582","51.6%","21331","55.0%","34913","53.7%","45128","54.8%","-1.1pp"
"Spiritcall Enthusiast","W","U","115779","5.60","16177","7.90","45884","44.6%","53.6%","7977","52.0%","11324","51.8%","19301","51.9%","26549","54.9%","-3.0pp"
"Stand Up for Yourself","W","U","85565","3.86","21144","4.76","118473","86.4%","56.5%","20017","54.8%","32235","58.5%","52252","57.1%","65343","55.9%","1.2pp"
"Stirring Hopesinger","W","R","14877","1.60","10268","1.58","63772","93.3%","58.6%","11224","63.2%","17432","62.5%","28656","62.8%","34854","54.9%","7.9pp"
"Stone Docent","W","C","280296","5.52","54239","7.26","285653","80.7%","57.1%","51294","57.7%","70943","55.6%","122237","56.5%","163214","57.6%","-1.1pp"
