"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","% GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IIH"
"Agent 13, Sharon Carter","W","U","42594","2.89","17748","3.24","106483","92.8%","57.1%","18798","58.6%","28728","58.6%","47526","58.6%","59217","56.0%","2.6pp"
"Agent Maria Hill","W","U","54435","3.56","17564","4.16","96052","83.9%","58.0%","16993","62.3%","24427","57.2%","41420","59.3%","54502","57.1%","2.1pp"
"Agent of Atlas","W","C","213882","5.79","37760","8.08","157394","64.9%","56.4%","28092","57.3%","38438","54.6%","66530","55.7%","90652","56.9%","-1.2pp"
"Agent Phil Coulson","W","R","8991","1.56","6678","1.56","41640","94.9%","58.2%","7396","66.9%","11325","61.1%","18721","63.4%","23030","54.1%","9.3pp"
"Agents of S.H.I.E.L.D.","W","C","213792","5.83","34226","8.34","130648","59.8%","55.6%","22775","55.2%","33869","55.6%","56644","55.5%","73988","55.8%","-0.3pp"
"Avengers Assemble!","W","M","4153","1.50","3207","1.47","19841","93.7%","58.5%","3352","62.9%","5344","64.8%","8696","64.1%","11148","54.1%","10.0pp"
"Borough Backup","W","C","180335","4.60","44450","6.06","246263","85.7%","57.2%","44495","56.1%","65371","59.1%","109866","57.9%","136417","56.6%","1.3pp"
"Brave Brawler","W","C","174580","4.44","41637","5.83","242454","90.1%","57.3%","43254","58.2%","63938","57.3%","107192","57.7%","135287","57.1%","0.6pp"
"Captain America, Super-Soldier","W","M","4329","1.48","3101","1.48","18523","93.5%","56.6%","3286","58.9%","5187","59.0%","8473","59.0%","10201","54.5%","4.5pp"
"Captain America, Wings of Freedom","W","R","8903","1.52","6509","1.53","39804","94.6%","58.1%","7108","62.4%","10984","60.5%","18092","61.3%","21883","55.4%","5.8pp"
"Captain Marvel, Earth's Protector","W","M","3582","1.26","3144","1.26","20554","96.0%","60.9%","3481","64.9%","6004","70.0%","9485","68.1%","11142","54.7%","13.4pp"
"Captain Mar-Vell, Space-Born","W","U","70186","4.65","10388","6.73","40788","62.2%","54.1%","6781","51.7%","11156","55.1%","17937","53.9%","23056","54.3%","-0.4pp"
"Colleen Wing, Street Samurai","W","U","70239","4.58","11892","6.41","48972","64.5%","55.0%","8713","56.4%","12106","53.9%","20819","54.9%","28133","55.0%","-0.1pp"
"Crowd of True Believers","W","C","235133","7.05","35010","9.94","77643","34.6%","56.1%","13672","57.3%","18903","54.7%","32575","55.8%","45089","56.3%","-0.5pp"
"Helicarrier Strike","W","C","175424","4.39","37010","5.98","203749","85.5%","56.4%","35030","55.1%","54456","57.9%","89486","56.8%","114280","56.0%","0.8pp"
"Hero in Training","W","C","121978","3.30","49668","3.75","308162","94.2%","58.6%","54567","59.5%","84705","61.2%","139272","60.5%","168216","57.1%","3.4pp"
"Invisible Woman, Sue Storm","W","U","79207","5.68","8602","8.73","14231","26.9%","49.2%","2273","43.0%","3580","48.0%","5853","46.1%","8402","51.2%","-5.2pp"
"Jennifer Walters","W","M","4214","1.46","3249","1.43","20365","94.5%","59.2%","3666","64.3%","5690","64.0%","9356","64.1%","11110","55.0%","9.2pp"
"Kree Commandos","W","C","232763","7.05","26552","10.63","32701","19.4%","52.5%","5637","50.2%","8163","52.1%","13800","51.3%","18959","53.4%","-2.1pp"
"Luke Cage, Power Man","W","U","80553","5.63","9295","8.56","20847","35.8%","52.4%","3537","49.7%","5296","52.3%","8833","51.3%","12075","53.1%","-1.8pp"
"The Mind Stone","W","M","5440","1.89","2764","1.92","14237","83.0%","54.7%","2526","57.1%","3817","55.5%","6343","56.1%","7896","53.5%","2.6pp"
"Mockingbird, Ace Agent","W","U","76254","5.25","9192","7.89","22157","38.7%","51.9%","3743","49.0%","5581","51.2%","9324","50.3%","12880","52.9%","-2.5pp"
"Monica Rambeau","W","M","3960","1.41","3196","1.39","19726","94.8%","57.7%","3537","61.0%","5442","64.1%","8979","62.9%","10720","53.4%","9.5pp"
"Murdock's Crusade","W","C","145925","3.85","40649","4.73","237720","89.6%","57.7%","40327","57.2%","64533","61.3%","104860","59.7%","132944","56.2%","3.5pp"
"Nick Fury, Agent of S.H.I.E.L.D.","W","R","28395","4.24","6347","5.48","24831","61.6%","55.9%","4380","57.0%","6291","56.3%","10671","56.6%","14127","55.5%","1.1pp"
"Night Nurse, Healer of Heroes","W","U","44468","2.85","16910","3.35","100859","92.9%","56.7%","17665","56.0%","26837","58.6%","44502","57.6%","56251","56.0%","1.6pp"
"Okoye, Dora Milaje Leader","W","U","50451","3.23","16179","3.86","92162","88.4%","56.8%","15851","57.2%","24668","59.1%","40519","58.3%","51496","55.7%","2.7pp"
"Origin of the Avengers","W","R","11512","1.92","6028","1.97","34362","90.4%","55.8%","6161","57.8%","9032","57.6%","15193","57.7%","19169","54.3%","3.4pp"
"Panther Pounce","W","C","235159","6.96","31170","10.22","56172","28.2%","54.1%","9251","50.5%","14322","56.2%","23573","54.0%","32609","54.2%","-0.2pp"
"Patriot, Shield Wielder","W","U","56543","3.58","16087","4.43","93876","91.1%","56.6%","16778","57.3%","24378","56.9%","41156","57.1%","52778","56.3%","0.8pp"
"Political Triumph","W","U","49589","3.37","16284","3.81","91169","86.6%","57.4%","16115","63.6%","23369","56.1%","39484","59.1%","51652","56.0%","3.1pp"
"Quake, Agent of S.H.I.E.L.D.","W","U","72015","4.69","12424","6.52","52355","66.0%","55.3%","9112","54.7%","13542","55.3%","22654","55.1%","29742","55.5%","-0.4pp"
"Raft Security Officer","W","C","180376","4.77","43884","6.16","244933","86.5%","57.2%","43544","56.8%","65313","57.5%","108857","57.2%","136666","57.2%","-0.0pp"
"Red Guardian, Super-Soldier","W","U","44779","2.93","15563","3.42","92365","92.1%","56.9%","16147","57.1%","24897","59.3%","41044","58.4%","51350","55.7%","2.7pp"
"The Sentry, Golden Guardian","W","R","13677","2.34","4309","2.46","21670","81.0%","53.3%","3778","51.5%","5947","53.7%","9725","52.8%","12083","53.3%","-0.4pp"
"S.H.I.E.L.D. Spy Kit","W","C","190424","5.28","41281","6.74","200176","75.3%","56.9%","34717","57.9%","52394","57.8%","87111","57.8%","113047","56.1%","1.7pp"
"Super Villain Lockup","W","U","40284","2.63","12788","3.15","74088","91.5%","55.2%","12618","54.3%","19847","57.4%","32465","56.2%","41628","54.4%","1.8pp"
"Super-Soldier Serum","W","R","18928","3.11","3561","3.81","15254","69.7%","52.3%","2605","52.2%","3914","54.6%","6519","53.6%","8739","51.3%","2.3pp"
"Take Up the Shield","W","C","170098","4.32","38717","5.77","216804","86.7%","56.8%","36239","55.4%","57943","60.3%","94182","58.4%","122672","55.6%","2.8pp"
"Wakandan Drone Flock","W","C","216295","5.89","38673","8.10","154698","62.0%","56.8%","26344","54.8%","42844","58.5%","69188","57.1%","86209","56.5%","0.6pp"
"Web Up","W","C","94339","2.56","40807","2.95","251460","95.1%","57.2%","42925","56.6%","69077","61.0%","112002","59.3%","139470","55.4%","3.9pp"
"White Widow, Free Agent","W","U","56542","3.57","13115","4.58","70582","84.9%","55.3%","12020","52.7%","18684","56.9%","30704","55.3%","39813","55.3%","-0.0pp"
"Aerial Doombot","U","C","197717","5.21","37240","7.20","182034","76.6%","56.2%","32366","57.0%","49970","57.6%","82336","57.4%","100045","55.2%","2.2pp"
"A.I.M. Scientists","U","C","212544","5.59","40641","7.80","174247","66.9%","56.2%","31813","55.6%","48849","57.5%","80662","56.8%","93862","55.7%","1.0pp"
"Atlantean Cavalry","U","C","230537","7.03","29676","10.30","51978","28.0%","52.3%","9142","52.1%","15044","53.1%","24186","52.7%","27907","51.9%","0.8pp"
