"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","% GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IIH"
"Agent 13, Sharon Carter","W","U","29622","3.03","12051","3.39","71527","92.3%","57.5%","12741","58.9%","19246","59.3%","31987","59.1%","39732","56.2%","2.9pp"
"Agent Maria Hill","W","U","36215","3.61","11946","4.17","64817","83.5%","58.6%","11442","62.7%","16549","57.8%","27991","59.8%","36745","57.8%","2.1pp"
"Agent of Atlas","W","C","142633","5.91","25312","8.20","103139","63.5%","56.9%","18479","58.0%","25186","54.8%","43665","56.2%","59349","57.5%","-1.4pp"
"Agent Phil Coulson","W","R","6097","1.59","4490","1.57","27875","94.7%","58.8%","4961","67.9%","7620","61.5%","12581","64.0%","15356","54.7%","9.4pp"
"Agents of S.H.I.E.L.D.","W","C","144035","6.04","23126","8.57","82620","56.3%","56.0%","14305","55.4%","21431","55.8%","35736","55.6%","46870","56.2%","-0.6pp"
"Avengers Assemble!","W","M","2775","1.49","2130","1.47","13238","93.8%","59.2%","2196","64.5%","3597","65.1%","5793","64.9%","7447","54.8%","10.1pp"
"Borough Backup","W","C","125164","4.87","29918","6.41","161874","83.8%","57.9%","29436","56.9%","42750","59.6%","72186","58.5%","89698","57.5%","1.1pp"
"Brave Brawler","W","C","120289","4.67","27605","6.16","158553","88.9%","58.0%","28243","58.9%","41619","57.9%","69862","58.3%","88722","57.8%","0.6pp"
"Captain America, Super-Soldier","W","M","2838","1.46","2043","1.46","12263","92.9%","57.8%","2141","60.4%","3415","61.1%","5556","60.9%","6806","55.2%","5.6pp"
"Captain America, Wings of Freedom","W","R","5997","1.54","4374","1.54","26852","94.8%","58.9%","4784","63.2%","7330","61.6%","12114","62.2%","14838","56.2%","6.0pp"
"Captain Marvel, Earth's Protector","W","M","2449","1.29","2129","1.27","13894","95.9%","61.4%","2336","65.6%","4028","70.3%","6364","68.6%","7567","55.4%","13.2pp"
"Captain Mar-Vell, Space-Born","W","U","44797","4.49","7097","6.35","29338","65.6%","54.6%","4876","52.1%","8081","55.6%","12957","54.3%","16534","54.8%","-0.5pp"
"Colleen Wing, Street Samurai","W","U","45617","4.56","7990","6.31","32847","64.4%","55.4%","5882","56.9%","8045","54.2%","13927","55.3%","18904","55.5%","-0.2pp"
"Crowd of True Believers","W","C","156012","7.16","23334","10.05","49331","33.0%","56.6%","8697","57.8%","12032","55.1%","20729","56.2%","28616","56.9%","-0.6pp"
"Helicarrier Strike","W","C","118205","4.52","25291","6.09","138125","84.9%","56.9%","23810","55.7%","36856","58.4%","60666","57.3%","77471","56.5%","0.8pp"
"Hero in Training","W","C","86932","3.53","33730","4.03","209241","94.0%","59.5%","36853","60.3%","57558","62.2%","94411","61.4%","114388","57.9%","3.5pp"
"Invisible Woman, Sue Storm","W","U","50800","5.48","5782","8.30","10916","30.8%","49.9%","1747","43.0%","2793","48.7%","4540","46.5%","6401","52.2%","-5.7pp"
"Jennifer Walters","W","M","2796","1.48","2106","1.45","13206","94.0%","60.0%","2392","65.5%","3693","64.5%","6085","64.9%","7189","56.0%","8.9pp"
"Kree Commandos","W","C","153182","6.97","17979","10.50","23577","20.8%","52.8%","4072","50.7%","5892","52.5%","9964","51.8%","13661","53.5%","-1.7pp"
"Luke Cage, Power Man","W","U","51896","5.48","6335","8.22","15684","39.7%","52.8%","2640","50.1%","3977","52.8%","6617","51.7%","9108","53.5%","-1.8pp"
"The Mind Stone","W","M","3571","1.89","1843","1.89","9455","83.3%","54.7%","1662","58.3%","2530","54.9%","4192","56.3%","5264","53.5%","2.8pp"
"Mockingbird, Ace Agent","W","U","49135","5.10","6167","7.54","15468","40.6%","52.1%","2634","49.2%","3909","51.2%","6543","50.4%","8960","53.3%","-3.0pp"
"Monica Rambeau","W","M","2638","1.46","2077","1.44","12748","94.9%","57.9%","2249","61.2%","3533","64.8%","5782","63.4%","6950","53.3%","10.1pp"
"Murdock's Crusade","W","C","103257","4.10","27297","5.09","157127","88.2%","58.4%","26586","58.2%","42626","61.9%","69212","60.5%","87972","56.7%","3.7pp"
"Nick Fury, Agent of S.H.I.E.L.D.","W","R","18462","4.17","4184","5.33","16204","61.2%","56.8%","2909","58.0%","4087","57.1%","6996","57.4%","9184","56.4%","1.1pp"
"Night Nurse, Healer of Heroes","W","U","29886","2.91","11386","3.39","67898","92.8%","57.5%","11928","57.2%","17866","59.3%","29794","58.4%","38023","56.7%","1.7pp"
"Okoye, Dora Milaje Leader","W","U","33578","3.24","11020","3.81","62810","88.7%","57.3%","10660","57.6%","16843","59.6%","27503","58.8%","35216","56.1%","2.7pp"
"Origin of the Avengers","W","R","7453","1.89","4010","1.93","22816","90.8%","56.0%","4154","58.9%","5919","57.6%","10073","58.1%","12744","54.3%","3.8pp"
"Panther Pounce","W","C","155584","6.98","21005","10.21","38323","28.7%","54.4%","6327","51.0%","9863","56.3%","16190","54.2%","22142","54.5%","-0.3pp"
"Patriot, Shield Wielder","W","U","37632","3.64","11059","4.43","64617","91.2%","57.2%","11564","58.5%","16900","57.4%","28464","57.8%","36203","56.8%","1.1pp"
"Political Triumph","W","U","35197","3.59","10902","4.08","59771","84.8%","58.2%","10520","64.7%","15355","57.2%","25875","60.2%","33880","56.7%","3.6pp"
"Quake, Agent of S.H.I.E.L.D.","W","U","46637","4.64","8543","6.32","36508","67.5%","55.8%","6253","55.4%","9450","55.7%","15703","55.6%","20834","56.0%","-0.4pp"
"Raft Security Officer","W","C","125501","5.10","29771","6.56","162530","84.6%","58.0%","29015","57.4%","43212","58.3%","72227","57.9%","90649","58.0%","-0.0pp"
"Red Guardian, Super-Soldier","W","U","30967","3.06","10414","3.58","61380","91.3%","57.7%","10785","58.3%","16500","59.9%","27285","59.3%","34117","56.5%","2.8pp"
"The Sentry, Golden Guardian","W","R","8689","2.26","3085","2.37","15743","82.0%","53.7%","2765","52.0%","4350","53.8%","7115","53.1%","8733","53.8%","-0.7pp"
"S.H.I.E.L.D. Spy Kit","W","C","134128","5.70","27564","7.31","124356","70.3%","57.5%","21459","58.6%","32492","58.4%","53951","58.5%","70395","56.8%","1.7pp"
"Super Villain Lockup","W","U","26993","2.69","8758","3.19","50318","91.0%","55.7%","8533","54.7%","13417","58.2%","21950","56.8%","28370","54.9%","2.0pp"
"Super-Soldier Serum","W","R","12022","3.02","2383","3.61","10375","71.0%","52.8%","1743","53.4%","2686","54.5%","4429","54.0%","5950","51.8%","2.2pp"
"Take Up the Shield","W","C","115978","4.50","26054","6.01","144295","86.0%","57.6%","24183","56.4%","38553","60.9%","62736","59.1%","81593","56.4%","2.7pp"
"Wakandan Drone Flock","W","C","145289","6.10","26252","8.30","100831","59.7%","57.4%","17197","55.4%","27925","59.0%","45122","57.6%","56162","57.1%","0.5pp"
"Web Up","W","C","66387","2.69","27751","3.11","171539","95.1%","57.9%","29376","57.1%","46994","61.9%","76370","60.1%","95173","56.2%","3.9pp"
"White Widow, Free Agent","W","U","37098","3.56","9212","4.49","50122","85.7%","56.1%","8504","53.4%","13227","57.7%","21731","56.0%","28341","56.2%","-0.2pp"
"Aerial Doombot","U","C","132931","5.38","24367","7.44","113846","73.5%","56.3%","20172","57.1%","31199","58.0%","51371","57.7%","62687","55.2%","2.5pp"
"A.I.M. Scientists","U","C","142352","5.73","27135","7.96","111894","64.8%","56.4%","20413","55.8%","31458","57.9%","51871","57.0%","60186","55.9%","1.2pp"
"Atlantean Cavalry","U","C","152600","7.06","19837","10.31","34523","27.9%","52.4%","6085","52.3%","10009","53.3%","16094","52.9%","18497","51.9%","1.1pp"
"Atlantis Attacks","U","C","134332","5.49","27661","7.43","121266","68.9%","56.5%","20092","53.5%","34511","59.1%","54603","57.0%","66749","56.0%","1.0pp"
"Attuma, Atlantean Warlord","U","U","53091","5.57","9215","7.65","26457","45.9%","54.2%","4439","54.0%","7762","55.6%","12201","55.0%","14412","53.5%","1.6pp"
"Bold Biochemist","U","C","140738","5.82","29455","7.77","140489","74.5%","57.3%","24929","55.6%","39153","59.1%","64082","57.7%","76562","57.0%","0.7pp"
"Bruce Banner","U","M","3457","1.89","2133","1.80","12165","90.7%","57.6%","2186","62.4%","3366","59.6%","5552","60.7%","6648","55.1%","5.6pp"
"Depower","U","C","149394","6.45","24472","9.12","70198","45.4%","55.4%","12002","53.6%","19741","58.2%","31743","56.4%","38466","54.6%","1.8pp"
"Echo, Perceptive Prodigy","U","U","54407","5.63","9534","7.69","33336","55.4%","54.7%","5796","51.1%","9182","54.8%","14978","53.4%","18393","55.8%","-2.4pp"
"Falcon, Winged Wonder","U","U","35543","3.50","12437","4.07","70505","87.8%","58.3%","11999","57.6%","20182","62.0%","32181","60.4%","38485","56.5%","3.8pp"
"Falcon's Wing Harness","U","U","45278","4.42","9600","5.82","44864","73.7%","56.2%","7630","55.0%","12448","59.5%","20078","57.8%","24767","54.9%","2.9pp"
"Frozen in Ice","U","C","94214","3.68","25742","4.71","149591","91.3%","56.5%","25492","54.2%","42470","59.9%","67962","57.7%","81646","55.4%","2.3pp"
"Futurist Forge","U","C","134180","5.49","25197","7.52","113201","70.3%","56.7%","20481","56.5%","31229","59.4%","51710","58.3%","61442","55.4%","2.8pp"
"Giant-Sized Flying Ant","U","C","148593","6.42","25491","8.85","82777","51.1%","57.0%","13958","54.4%","23738","60.1%","37696","58.0%","45255","56.2%","1.8pp"
"Hydraulic Helper","U","C","152805","7.16","22030","10.11","48951","35.4%","54.2%","8860","54.7%","12816","55.1%","21676","54.9%","27251","53.6%","1.3pp"
"I Am Iron Man","U","C","154302","7.05","23777","9.96","53830","35.9%","54.9%","8978","53.5%","14840","57.5%","23818","56.0%","30025","54.1%","1.9pp"
"Iron Lad, Diverging Destiny","U","U","42334","4.31","7986","5.67","35211","70.6%","54.2%","6175","54.0%","9560","55.6%","15735","55.0%","19532","53.5%","1.5pp"
"Ironheart, Clever Champion","U","R","15014","3.74","2960","4.62","11354","62.6%","51.8%","1927","49.8%","3207","54.1%","5134","52.5%","6284","51.3%","1.2pp"
"Justice, Vance Astrovik","U","U","25459","2.62","13554","2.80","84027","93.9%","59.5%","14811","61.8%","24128","64.7%","38939","63.6%","45135","56.0%","7.6pp"
"Kang the Conqueror","U","M","2931","1.59","2085","1.55","12310","92.7%","57.4%","2109","57.9%","3635","63.7%","5744","61.6%","6669","53.6%","8.0pp"
"Kid Loki","U","U","48935","4.91","7882","6.85","27975","57.2%","53.1%","4922","54.4%","8033","53.4%","12955","53.8%","15033","52.5%","1.3pp"
"Leader, Super-Genius","U","R","6515","1.70","4932","1.66","30897","94.9%","59.8%","5376","68.0%","9166","68.0%","14542","68.0%","16619","52.8%","15.2pp"
"Loki, God of Mischief","U","R","8531","2.16","4284","2.20","24369","89.1%","56.5%","4350","58.9%","6739","58.8%","11089","58.8%","13356","54.5%","4.3pp"
"Mister Fantastic, Reed Richards","U","U","55216","5.85","8219","8.22","18668","36.3%","53.1%","3185","51.0%","5154","54.2%","8339","53.0%","10402","53.2%","-0.2pp"
"Ms. Marvel, Kamala Khan","U","R","13773","3.40","3278","3.96","11689","56.4%","54.1%","2079","55.8%","3239","54.3%","5318","54.9%","6403","53.4%","1.5pp"
"Multiversal Incursion","U","M","6299","3.14","1702","3.53","6737","66.0%","50.7%","1106","47.2%","1850","53.8%","2956","51.3%","3786","50.3%","1.1pp"
"Namor the Sub-Mariner","U","M","4864","2.59","1765","2.70","7758","70.1%","54.3%","1317","54.7%","2237","58.0%","3554","56.8%","4261","52.1%","4.8pp"
"Pym Particles","U","U","57512","6.04","7626","8.93","16395","34.7%","51.3%","2718","48.2%","4307","54.9%","7025","52.3%","9374","50.6%","1.7pp"
"Rewrite History","U","U","60306","6.63","7598","9.76","8361","17.8%","50.2%","1427","45.5%","2332","49.9%","3759","48.2%","4601","51.8%","-3.6pp"
"Secret Invasion","U","R","9040","2.29","4523","2.37","25620","89.2%","56.9%","4348","55.0%","7295","62.3%","11643","59.6%","13980","54.6%","4.9pp"
"S.H.I.E.L.D. Deployment Drone","U","C","98871","3.88","32876","4.71","194863","91.5%","58.2%","34517","59.0%","55091","60.8%","89608","60.1%","105365","56.5%","3.6pp"
"S.H.I.E.L.D. Flying Car","U","R","9548","2.38","4854","2.50","27910","90.5%","56.5%","4730","55.9%","7894","61.5%","12624","59.4%","15280","54.2%","5.2pp"
"Shuri, Wakandan Inventor","U","U","50403","5.20","8445","7.09","30890","58.0%","54.5%","5559","56.6%","8239","54.4%","13798","55.3%","17085","53.8%","1.5pp"
"Stature, Size Shifter","U","U","42640","4.23","12316","5.01","65521","82.9%","57.9%","11758","59.5%","18247","59.5%","30005","59.5%","35575","56.6%","2.9pp"
"Super Intelligence","U","U","48157","5.01","5880","7.41","17154","47.9%","51.4%","2970","51.9%","4669","52.9%","7639","52.5%","9520","50.5%","2.1pp"
"Super Suit","U","C","153383","7.09","19693","10.41","34150","27.6%","54.0%","5777","53.3%","9321","56.4%","15098","55.2%","19037","53.0%","2.2pp"
"Thirst for Knowledge","U","U","58047","6.19","7479","9.10","14490","31.1%","51.3%","2444","47.8%","3895","53.4%","6339","51.2%","8154","51.3%","-0.0pp"
"Tony Stark","U","M","4018","2.13","1983","2.07","10506","84.3%","56.1%","1864","59.8%","3037","61.1%","4901","60.6%","5651","52.2%","8.4pp"
"Trickster's Stratagem","U","C","110082","4.37","34076","5.32","197632","89.1%","58.5%","33149","57.8%","56659","62.6%","89808","60.8%","107858","56.5%","4.3pp"
"We Say Thee Nay!","U","C","114686","4.53","30846","5.72","171986","86.5%","57.8%","30385","59.5%","47806","59.8%","78191","59.7%","93803","56.2%","3.5pp"
"Wiccan, Rising Magician","U","U","46068","4.54","8941","6.08","39765","70.1%","55.8%","6574","53.1%","11711","57.5%","18285","55.9%","21740","55.6%","0.3pp"
"The Wondrous Wasp","U","R","7652","1.92","4791","1.95","29474","94.0%","59.2%","5375","62.8%","8307","63.8%","13682","63.4%","15839","55.7%","7.7pp"
"Agents of HYDRA","B","C","144339","6.36","17642","9.22","58246","53.7%","52.4%","10434","51.4%","15252","53.4%","25686","52.6%","32569","52.2%","0.4pp"
"Arnim Zola, Bio-Fanatic","B","U","47083","4.84","6702","6.71","25748","64.4%","50.4%","4531","47.4%","6989","52.3%","11520","50.4%","14300","50.5%","-0.2pp"
"Baron Helmut Zemo","B","R","17131","4.21","2446","5.90","6528","43.9%","50.5%","1154","50.4%","1806","52.5%","2960","51.7%","3615","49.4%","2.3pp"
"Baron Strucker, HYDRA Overlord","B","U","35588","3.60","7240","4.55","38739","86.4%","53.9%","6859","57.6%","10626","55.7%","17485","56.4%","21362","51.7%","4.7pp"
"Black Widow, Super Spy","B","M","3147","1.67","1767","1.67","9553","85.3%","54.9%","1749","61.3%","2642","56.5%","4391","58.5%","5219","51.9%","6.6pp"
"Construct a Cosmic Cube","B","R","13516","3.52","2843","4.07","10071","58.9%","49.0%","1743","46.9%","3002","50.4%","4745","49.1%","5267","48.9%","0.2pp"
"Crossbones, Malicious Mercenary","B","U","39038","4.01","6177","5.30","28966","77.9%","51.7%","5059","51.5%","7936","53.8%","12995","52.9%","16165","50.7%","2.2pp"
"Cruel Alliance","B","C","91603","3.65","23974","4.53","137213","90.1%","56.2%","23755","55.7%","38202","61.5%","61957","59.3%","75279","53.7%","5.6pp"
"Dark Deed","B","U","24171","2.45","9186","2.81","53216","91.0%","56.2%","9363","58.0%","14808","61.1%","24171","59.9%","29047","53.1%","6.8pp"
"Decoy Ploy","B","C","155657","7.45","18854","10.80","28955","24.8%","52.4%","4734","47.0%","7840","54.2%","12574","51.5%","16397","53.1%","-1.6pp"
"Doctor Doom","B","M","2629","1.37","2016","1.32","12082","92.3%","58.3%","2056","64.2%","3474","66.2%","5530","65.4%","6568","52.2%","13.2pp"
"Doom Reigns Supreme","B","R","9985","2.62","2665","2.86","12820","80.4%","51.5%","2327","54.9%","3263","51.9%","5590","53.1%","7073","50.4%","2.7pp"
"Elektra, Daughter of the Hand","B","R","7488","1.92","4000","1.92","22601","87.5%","57.0%","3937","63.4%","6362","62.9%","10299","63.1%","12322","52.0%","11.1pp"
"Grim Reaper, Lethal Legionnaire","B","U","50707","5.35","5848","7.91","17074","47.8%","51.4%","2917","48.1%","4643","54.5%","7560","52.0%","9597","51.0%","1.1pp"
