"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","% GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IIH"
"Long-Bodied Grey Dog","","C","212716","7.14","25088","10.56","31602","20.0%","52.5%","5534","52.6%","7742","52.1%","13276","52.3%","18323","52.6%","-0.2pp"
"Old Thrush","","C","209323","7.05","23565","10.47","33602","22.9%","52.0%","6166","51.6%","8514","53.9%","14680","52.9%","18923","51.2%","1.7pp"
"Troop of Ponies","","U","74761","5.06","10215","7.40","31468","49.6%","53.0%","5866","54.0%","7764","53.1%","13630","53.5%","17793","52.6%","0.8pp"
"Belladonna Took","W","R","14622","3.34","3189","3.98","11944","61.4%","52.0%","2202","51.3%","3446","52.8%","5648","52.2%","6254","51.9%","0.3pp"
"Bilbo's Gambit","W","R","23489","5.10","2882","7.74","3247","18.4%","48.7%","552","48.4%","870","49.0%","1422","48.7%","1825","48.7%","0.0pp"
"Bofur, Reliable Guardian","W","U","58947","4.25","11260","5.59","54654","76.9%","55.2%","9518","53.8%","14403","57.8%","23921","56.2%","30494","54.3%","1.9pp"
"Celebrate the Mountain-king","W","U","36514","2.66","16158","2.92","95616","91.1%","57.9%","16137","59.1%","27949","63.6%","44086","61.9%","51475","54.5%","7.4pp"
"Dáin, Lord of the Iron Hills","W","U","57019","4.22","10529","5.56","47959","73.2%","54.1%","8496","53.8%","12438","54.2%","20934","54.1%","26834","54.0%","0.1pp"
"Dwarven Provisioner","W","C","194163","6.32","30196","8.80","111922","58.8%","55.1%","20048","53.6%","30198","55.9%","50246","55.0%","61398","55.2%","-0.2pp"
"Dwarven Shortsword","W","C","186258","6.06","25445","8.72","86375","54.1%","54.3%","14613","52.1%","21638","53.9%","36251","53.2%","49590","55.0%","-1.8pp"
"Eagle of the Great Shelf","W","U","74736","5.78","9536","8.25","24778","42.1%","51.3%","3993","47.9%","7297","53.9%","11290","51.8%","13615","50.9%","0.8pp"
"The Eagles Are Coming!","W","R","8797","2.10","4765","2.10","26783","88.2%","56.3%","4513","56.5%","7881","60.8%","12394","59.2%","14404","53.9%","5.4pp"
"Esgaroth Garrison","W","C","209436","7.64","27433","10.82","40760","23.7%","54.3%","6715","52.9%","12768","57.6%","19483","56.0%","21382","52.9%","3.1pp"
"Fíli the Pathfinder","W","R","8253","1.98","4876","1.94","28624","89.3%","59.2%","5077","65.9%","7733","66.6%","12810","66.3%","15597","53.1%","13.2pp"
"Gleaming Splendor","W","M","8689","3.92","1102","5.77","1294","19.0%","41.1%","222","","345","","567","37.0%","726","44.4%","-7.3pp"
"Iron Hills Blacksmith","W","U","46859","3.35","13072","4.01","72288","86.7%","56.2%","13192","58.1%","19143","57.0%","32335","57.4%","39758","55.2%","2.2pp"
"Kíli the Resourceful","W","R","10093","2.38","4672","2.37","24977","82.6%","57.5%","4557","66.8%","6222","59.8%","10779","62.8%","14015","53.3%","9.5pp"
"Lake-town Lookout","W","C","206158","7.40","23882","10.78","32365","21.6%","51.3%","5801","51.2%","9531","52.0%","15332","51.7%","17027","50.9%","0.8pp"
"Lake-town Toymaker","W","U","78979","6.19","11845","8.52","28386","38.6%","52.8%","4791","50.4%","9182","55.4%","13973","53.7%","14461","51.9%","1.8pp"
"Magnificent End","W","C","153664","4.59","29782","6.16","152929","81.6%","55.2%","26048","53.6%","44066","57.5%","70114","56.1%","82864","54.5%","1.5pp"
"Moment of Glory","W","C","210455","7.67","23851","11.25","22838","15.3%","51.2%","3865","48.3%","6567","52.7%","10432","51.0%","12418","51.3%","-0.3pp"
"The Mountain-king's Return","W","U","44766","3.25","15906","3.65","89916","87.8%","57.8%","15899","60.7%","26049","61.3%","41948","61.0%","47961","55.0%","6.1pp"
"Ori, Keeper of Songs","W","C","197260","6.70","26478","9.59","77024","46.3%","55.0%","13388","54.6%","19203","55.0%","32591","54.8%","44135","55.0%","-0.2pp"
"The Queen of Dale","W","M","4446","2.09","2027","2.12","10597","83.5%","55.5%","1883","58.8%","3013","57.9%","4896","58.3%","5693","53.1%","5.2pp"
"Roads Go Ever, Ever On","W","R","15213","3.37","3881","3.97","17547","72.3%","55.5%","3149","56.6%","4839","55.9%","7988","56.1%","9555","54.9%","1.2pp"
"Settle the Wreckage","W","R","10162","2.37","4050","2.48","21920","85.3%","55.7%","3708","54.4%","6384","61.1%","10092","58.7%","11833","53.2%","5.4pp"
"Stone by Sunlight","W","U","43527","3.10","15132","3.54","86677","89.7%","57.1%","14833","57.0%","24755","62.1%","39588","60.2%","47106","54.5%","5.6pp"
"Thorin's Last Stand","W","C","212227","7.86","22720","11.55","13985","9.9%","49.5%","2227","44.6%","3722","50.7%","5949","48.4%","8042","50.2%","-1.9pp"
"An Unexpected Party","W","R","7520","1.74","5102","1.71","30857","91.8%","58.7%","5323","61.5%","8777","66.9%","14100","64.9%","16740","53.5%","11.4pp"
"Velvetwing Butterflies","W","C","201469","6.89","23522","10.11","44356","30.1%","52.8%","7558","49.0%","11975","55.5%","19533","53.0%","24878","52.6%","0.5pp"
"Vow to Erebor","W","C","210900","7.79","23190","11.41","23797","16.4%","52.2%","3856","49.7%","5628","52.1%","9484","51.1%","14317","52.9%","-1.8pp"
"Bilbo, Luckwearer","U","U","47376","3.49","15331","3.92","84809","86.9%","56.3%","15206","59.4%","26798","60.8%","42004","60.3%","42426","52.5%","7.8pp"
"Bilbo, Thief in the Night","U","M","5237","2.52","2076","2.68","10002","77.7%","54.8%","1760","56.8%","3144","58.8%","4904","58.1%","5045","51.6%","6.4pp"
"Bilbo Baggins, Burglar","U","C","162686","5.13","35827","6.42","172317","76.5%","55.1%","30822","55.5%","52891","58.4%","83713","57.3%","87446","52.9%","4.4pp"
"Confusticate and Bebother","U","C","198897","6.90","27301","9.75","65714","38.7%","52.1%","11303","50.3%","20044","56.0%","31347","54.0%","34372","50.3%","3.6pp"
"Elrond, Moon-Reader","U","M","6016","2.96","1502","3.37","5345","59.8%","49.4%","964","47.5%","1545","51.9%","2509","50.2%","2818","48.5%","1.7pp"
"Elven Raft-Steerer","U","U","80018","6.43","8910","9.61","13932","25.4%","49.3%","2454","48.4%","3631","51.0%","6085","49.9%","7797","48.8%","1.2pp"
"Elvenking's Harper","U","C","212012","7.94","27353","11.22","36337","21.3%","51.6%","6356","50.9%","10274","54.4%","16630","53.1%","19611","50.2%","2.9pp"
"Enchanted River's Grasp","U","C","161571","5.02","28872","6.72","138314","77.4%","53.6%","23517","51.0%","43457","57.8%","66974","55.4%","70938","51.8%","3.6pp"
"Fateful Discovery","U","M","12657","5.41","1651","8.27","87","0.8%","","18","","24","","42","","46","",""
"Gandalf, Wandering Wizard","U","C","212173","8.02","25597","11.48","18873","11.9%","49.5%","3094","47.3%","5937","53.1%","9031","51.1%","9947","48.2%","2.9pp"
"Great Gilded Boat","U","R","10690","2.48","5509","2.53","31254","87.6%","57.2%","5461","64.0%","10024","61.0%","15485","62.1%","15815","52.4%","9.7pp"
"Lakeshore Apothecary","U","C","167654","5.51","37945","6.73","193167","81.0%","55.5%","34537","57.5%","64045","57.5%","98582","57.5%","94758","53.4%","4.1pp"
"Lake-town Mariners","U","U","82747","6.54","10665","9.48","16757","25.4%","50.8%","2787","47.3%","4962","53.5%","7749","51.3%","8980","50.2%","1.0pp"
"Long Lake Nuisance","U","C","185555","6.17","37645","7.78","165720","69.8%","55.5%","28294","54.7%","54707","59.5%","83001","57.8%","82901","53.2%","4.7pp"
"The Lord of the Eagles","U","R","16987","3.93","3141","4.90","9614","50.1%","51.1%","1674","48.6%","2959","55.3%","4633","52.9%","4992","49.3%","3.5pp"
"Master's Councillors","U","U","62581","4.72","16362","5.51","83988","81.0%","56.0%","14896","57.0%","28005","59.8%","42901","58.8%","41265","53.1%","5.7pp"
"Mirkwood Meditator","U","C","215662","8.66","24156","12.42","6040","4.0%","47.2%","1073","47.7%","1578","48.7%","2651","48.3%","3378","46.3%","2.0pp"
"Most Decrepit Old Bird","U","R","21535","4.46","3901","6.05","11648","47.8%","53.3%","1994","53.2%","3710","57.0%","5704","55.7%","5954","51.0%","4.6pp"
"Old Fat Spider Can't See Me","U","U","71409","5.44","11062","7.50","32901","48.3%","51.2%","5532","49.4%","10182","54.2%","15714","52.5%","17123","50.1%","2.4pp"
"Plunder the Trollshaws","U","C","177035","5.68","35947","7.23","168693","74.0%","56.0%","29768","56.0%","53577","60.5%","83345","58.9%","85345","53.1%","5.7pp"
"Ravenhill Flock","U","U","68218","5.28","8967","7.57","26696","48.5%","50.0%","4434","48.1%","8512","53.9%","12946","51.9%","13813","48.2%","3.7pp"
"Riddles in the Dark","U","R","21110","4.65","3357","6.29","7742","37.3%","49.7%","1308","47.8%","2331","52.8%","3639","51.0%","4101","48.6%","2.4pp"
"Roll-Roll-Roll-Roll","U","R","23837","5.20","3414","7.45","4240","20.4%","46.5%","703","38.7%","1241","47.9%","1944","44.5%","2279","48.2%","-3.6pp"
"Sound the Trumpets","U","U","81755","6.43","12077","8.99","26640","35.5%","53.3%","4490","52.0%","8521","57.4%","13011","55.5%","13631","51.2%","4.4pp"
"Thranduil's Decree","U","U","84261","6.76","10665","9.80","13522","20.4%","49.7%","2257","46.7%","4157","53.3%","6414","51.0%","7109","48.6%","2.4pp"
"Uncover the Moon-Letters","U","R","27741","6.07","3586","9.24","918","4.1%","47.7%","156","","284","","440","","478","",""
"Uneasy Partings","U","C","195696","6.63","34405","8.84","121801","56.5%","54.3%","20415","51.1%","38504","58.3%","58919","55.8%","62925","52.9%","2.9pp"
"Wizard's Staff","U","R","24092","5.27","2959","7.96","1546","8.5%","40.8%","259","","410","","669","39.2%","874","42.2%","-3.1pp"
"Along the Crooked Way","B","R","14894","3.26","3201","3.95","13447","67.5%","53.1%","2309","47.8%","3071","54.5%","5380","51.6%","8050","54.0%","-2.4pp"
"Azog, Moria's Ruin","B","R","11826","2.63","3429","2.96","17402","81.9%","53.2%","3000","50.1%","3985","54.3%","6985","52.5%","10394","53.7%","-1.2pp"
"Bilbo's Deadly Slice","B","C","93535","2.85","30136","3.42","181246","93.4%","56.6%","30867","54.9%","41406","58.5%","72273","56.9%","109009","56.4%","0.5pp"
"Crude Bent Blade","B","C","105038","3.29","38668","3.70","230988","91.1%","58.2%","40200","60.3%","52824","60.2%","93024","60.2%","137627","56.8%","3.5pp"
"Desolation Prowler","B","U","35254","2.66","17075","2.85","104826","92.6%","58.8%","18975","64.3%","23601","58.6%","42576","61.2%","62426","57.2%","4.0pp"
"Down, Down to Goblin-town","B","U","43402","3.13","16265","3.52","94322","88.8%","57.9%","16601","60.1%","21428","58.5%","38029","59.2%","56213","57.1%","2.1pp"
"Dreaded Bat-Cloud","B","U","53217","3.71","11519","4.85","61705","83.8%","55.9%","10275","54.9%","14167","56.3%","24442","55.7%","37370","56.1%","-0.4pp"
"Front Porch Sentries","B","C","190954","5.83","29866","8.39","104442","54.4%","55.8%","18614","55.4%","23516","54.7%","42130","55.0%","62310","56.3%","-1.4pp"
"Gathering of Darkness","B","U","55424","3.85","11978","5.00","60371","78.8%","55.5%","10049","52.5%","13716","56.4%","23765","54.7%","36630","56.0%","-1.3pp"
"Gnashing of Teeth","B","U","38166","2.73","12322","3.20","71766","91.0%","55.8%","12201","54.4%","16191","56.4%","28392","55.6%","43390","56.0%","-0.5pp"
