"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","% GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IIH"
"Long-Bodied Grey Dog","","C","101231","7.05","11562","10.46","14043","19.8%","51.7%","2423","52.0%","3415","52.0%","5838","52.0%","8202","51.5%","0.5pp"
"Old Thrush","","C","99777","7.01","10917","10.44","14116","21.3%","51.7%","2566","50.9%","3556","52.6%","6122","51.9%","7988","51.5%","0.4pp"
"Troop of Ponies","","U","34088","4.77","4796","6.82","15563","54.2%","52.9%","2929","53.2%","3794","53.6%","6723","53.4%","8810","52.5%","0.9pp"
"Belladonna Took","W","R","6365","3.07","1594","3.47","6230","64.7%","51.7%","1121","51.1%","1846","51.9%","2967","51.6%","3240","52.0%","-0.4pp"
"Bilbo's Gambit","W","R","10480","4.88","1384","7.20","2021","24.9%","48.6%","346","","532","48.5%","878","48.2%","1144","48.9%","-0.7pp"
"Bofur, Reliable Guardian","W","U","27795","4.20","5365","5.45","25336","77.4%","55.1%","4397","53.6%","6523","56.9%","10920","55.6%","14305","54.7%","0.9pp"
"Celebrate the Mountain-king","W","U","18118","2.73","7533","3.01","43312","90.4%","58.4%","7322","59.0%","12388","64.3%","19710","62.3%","23578","55.1%","7.2pp"
"Dáin, Lord of the Iron Hills","W","U","25940","4.08","5130","5.17","23420","75.1%","54.2%","4159","53.5%","6123","54.9%","10282","54.3%","13048","53.9%","0.4pp"
"Dwarven Provisioner","W","C","92998","6.35","14110","8.80","50163","57.8%","55.1%","8881","53.6%","13382","55.8%","22263","54.9%","27760","55.2%","-0.3pp"
"Dwarven Shortsword","W","C","87895","6.00","12514","8.50","43215","56.5%","54.4%","7242","52.2%","10921","54.1%","18163","53.3%","24794","55.1%","-1.8pp"
"Eagle of the Great Shelf","W","U","34554","5.59","4756","7.78","13777","48.1%","52.1%","2237","49.0%","4091","54.6%","6328","52.6%","7532","51.5%","1.1pp"
"The Eagles Are Coming!","W","R","4105","2.05","2262","2.01","12224","87.9%","56.1%","2061","55.9%","3487","60.7%","5548","58.9%","6681","53.8%","5.0pp"
"Esgaroth Garrison","W","C","99883","7.65","12452","10.95","15215","20.0%","53.4%","2544","51.9%","4616","56.5%","7160","54.9%","8090","52.2%","2.7pp"
"Fíli the Pathfinder","W","R","4021","1.99","2264","1.94","12833","87.9%","58.9%","2296","66.2%","3413","66.4%","5709","66.4%","7040","52.8%","13.6pp"
"Gleaming Splendor","W","M","3841","3.75","509","5.34","640","21.0%","41.2%","113","","163","","276","","364","",""
"Iron Hills Blacksmith","W","U","22551","3.37","6143","4.01","33426","86.9%","56.8%","6112","58.0%","8745","58.1%","14857","58.0%","18486","55.8%","2.3pp"
"Kíli the Resourceful","W","R","4937","2.42","2236","2.38","11659","82.7%","58.4%","2138","66.9%","2914","60.8%","5052","63.4%","6507","54.3%","9.1pp"
"Lake-town Lookout","W","C","98211","7.24","11629","10.46","18439","25.9%","51.5%","3310","50.6%","5410","52.6%","8720","51.9%","9716","51.2%","0.7pp"
"Lake-town Toymaker","W","U","36930","6.05","5723","8.14","14841","42.8%","53.5%","2466","52.0%","4761","56.0%","7227","54.6%","7629","52.4%","2.2pp"
"Magnificent End","W","C","74631","4.71","13625","6.33","65967","78.9%","55.0%","11231","53.3%","18638","57.2%","29869","55.8%","36114","54.3%","1.5pp"
"Moment of Glory","W","C","100013","7.54","11328","11.07","12128","17.6%","50.7%","2093","48.3%","3392","52.3%","5485","50.7%","6651","50.6%","0.1pp"
"The Mountain-king's Return","W","U","22212","3.40","7094","3.87","38097","86.2%","57.7%","6662","60.3%","10832","61.2%","17494","60.8%","20596","55.1%","5.8pp"
"Ori, Keeper of Songs","W","C","94151","6.72","12191","9.65","33966","45.4%","54.8%","5849","55.2%","8525","54.6%","14374","54.8%","19468","54.7%","0.2pp"
"The Queen of Dale","W","M","2054","2.05","953","2.06","4690","82.0%","54.8%","844","58.8%","1300","56.8%","2144","57.6%","2545","52.3%","5.3pp"
"Roads Go Ever, Ever On","W","R","6905","3.20","1866","3.61","8327","73.8%","55.5%","1494","57.8%","2262","56.2%","3756","56.8%","4570","54.3%","2.5pp"
"Settle the Wreckage","W","R","4704","2.29","1947","2.38","10253","85.3%","55.6%","1743","53.4%","2955","61.5%","4698","58.5%","5554","53.2%","5.3pp"
"Stone by Sunlight","W","U","21235","3.18","6828","3.69","37898","89.1%","57.2%","6502","57.2%","10546","62.5%","17048","60.5%","20852","54.5%","6.0pp"
"Thorin's Last Stand","W","C","100872","7.69","11001","11.28","8405","12.6%","49.3%","1375","44.9%","2216","51.7%","3591","49.1%","4820","49.5%","-0.4pp"
"An Unexpected Party","W","R","3663","1.78","2402","1.73","13966","91.1%","59.0%","2453","63.4%","3878","67.2%","6331","65.7%","7627","53.4%","12.3pp"
"Velvetwing Butterflies","W","C","95235","6.74","11154","9.81","22719","33.7%","52.4%","3897","48.3%","6074","55.3%","9971","52.6%","12776","52.3%","0.3pp"
"Vow to Erebor","W","C","100346","7.70","11000","11.25","12301","18.3%","52.2%","1966","50.2%","2867","52.2%","4833","51.4%","7469","52.8%","-1.4pp"
"Bilbo, Luckwearer","U","U","23180","3.60","6897","4.06","36682","85.6%","55.8%","6439","59.0%","11454","60.4%","17893","59.9%","18623","51.8%","8.0pp"
"Bilbo, Thief in the Night","U","M","2358","2.39","924","2.50","4214","76.2%","54.3%","750","56.1%","1304","58.3%","2054","57.5%","2133","51.2%","6.3pp"
"Bilbo Baggins, Burglar","U","C","77589","5.15","16775","6.39","77589","75.1%","54.9%","13838","55.6%","23373","58.3%","37211","57.3%","39809","52.7%","4.6pp"
"Confusticate and Bebother","U","C","94083","6.80","12587","9.58","31468","41.1%","51.6%","5484","50.4%","9391","55.9%","14875","53.9%","16593","49.7%","4.2pp"
"Elrond, Moon-Reader","U","M","2512","2.68","764","2.88","2730","61.6%","49.2%","495","","760","52.2%","1255","51.5%","1465","47.1%","4.4pp"
"Elven Raft-Steerer","U","U","36759","6.15","4240","9.06","7796","30.7%","48.5%","1368","46.8%","1997","49.7%","3365","48.5%","4397","48.4%","0.2pp"
"Elvenking's Harper","U","C","101110","7.87","12713","11.16","17444","22.6%","51.0%","3039","50.2%","4811","53.3%","7850","52.1%","9533","49.8%","2.3pp"
"Enchanted River's Grasp","U","C","77333","5.02","13465","6.64","63098","78.0%","53.1%","10709","50.4%","19453","57.4%","30162","54.9%","32690","51.4%","3.5pp"
"Fateful Discovery","U","M","5695","5.21","730","7.90","51","1.2%","","10","","13","","23","","29","",""
"Gandalf, Wandering Wizard","U","C","100977","7.84","12209","11.20","11055","15.0%","49.6%","1821","48.5%","3467","53.8%","5288","52.0%","5818","47.7%","4.3pp"
"Great Gilded Boat","U","R","5134","2.55","2471","2.60","13553","87.0%","56.4%","2340","62.6%","4299","60.6%","6639","61.3%","6935","51.8%","9.5pp"
"Lakeshore Apothecary","U","C","84605","5.93","16575","7.48","77693","76.3%","55.4%","13952","57.4%","25395","57.8%","39347","57.6%","38400","53.0%","4.6pp"
"Lake-town Mariners","U","U","38551","6.24","5070","8.92","9724","31.9%","50.1%","1637","46.7%","2831","53.6%","4468","51.1%","5239","49.2%","1.9pp"
"Long Lake Nuisance","U","C","91013","6.48","16472","8.28","64945","63.9%","55.4%","11058","55.1%","21288","59.4%","32346","57.9%","32669","52.8%","5.1pp"
"The Lord of the Eagles","U","R","7238","3.62","1524","4.22","4991","54.5%","50.4%","882","49.1%","1515","53.5%","2397","51.9%","2597","48.8%","3.1pp"
"Master's Councillors","U","U","31910","5.10","7015","6.16","32599","75.5%","55.5%","5793","56.4%","10574","59.6%","16367","58.5%","16287","52.6%","5.9pp"
"Mirkwood Meditator","U","C","102749","8.54","11297","12.31","3367","4.9%","47.5%","607","47.3%","857","48.7%","1464","48.1%","1895","47.0%","1.1pp"
"Most Decrepit Old Bird","U","R","9609","4.22","1834","5.43","5727","52.1%","52.6%","944","52.5%","1781","56.1%","2725","54.9%","3003","50.5%","4.4pp"
"Old Fat Spider Can't See Me","U","U","33149","5.29","5268","7.12","16290","51.6%","51.2%","2713","49.0%","4970","54.7%","7683","52.7%","8564","49.8%","2.8pp"
"Plunder the Trollshaws","U","C","86856","5.90","15666","7.74","67844","70.2%","55.4%","12003","55.6%","21019","59.9%","33022","58.3%","34819","52.7%","5.6pp"
"Ravenhill Flock","U","U","32006","5.20","4271","7.31","13128","51.0%","50.4%","2209","47.6%","4070","54.0%","6279","51.7%","6867","49.1%","2.7pp"
"Riddles in the Dark","U","R","9136","4.33","1652","5.55","4578","46.8%","50.3%","812","48.6%","1357","51.7%","2169","50.5%","2409","50.1%","0.4pp"
"Roll-Roll-Roll-Roll","U","R","10622","4.94","1608","6.74","2513","26.8%","45.9%","426","","734","48.0%","1160","43.4%","1343","48.0%","-4.6pp"
"Sound the Trumpets","U","U","38388","6.31","5460","8.74","11712","35.5%","51.9%","1937","51.8%","3668","56.4%","5605","54.8%","6105","49.3%","5.5pp"
