"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","% GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IIH"
"The Dawning Archaic","","M","9140","1.88","3937","1.87","20791","85.5%","52.2%","3330","47.6%","6715","57.1%","10045","53.9%","10331","49.9%","4.0pp"
"Rancorous Archaic","","C","346371","7.38","45974","10.60","81514","28.3%","51.3%","13480","48.8%","25058","56.3%","38538","53.6%","42117","49.0%","4.7pp"
"Sundering Archaic","","U","105507","4.45","28544","5.46","137357","75.1%","55.6%","22597","53.7%","43052","61.5%","65649","58.8%","68669","51.9%","6.9pp"
"Together as One","","R","18999","2.01","13210","1.95","76526","87.5%","58.1%","12911","61.4%","23225","67.9%","36136","65.6%","37302","49.5%","16.1pp"
"Transcendent Archaic","","U","123494","5.31","24020","7.07","89751","59.5%","53.7%","14741","52.0%","27706","59.5%","42447","56.9%","45789","50.2%","6.8pp"
"Ajani's Response","W","C","250390","4.58","53350","5.98","287526","83.2%","56.6%","48787","55.2%","79433","58.9%","128220","57.5%","156729","55.7%","1.8pp"
"Antiquities on the Loose","W","R","18773","1.92","11762","1.91","71459","90.7%","59.4%","12744","65.3%","19117","63.6%","31861","64.3%","39058","55.2%","9.0pp"
"Ascendant Dustspeaker","W","C","315515","6.23","47430","8.77","172174","56.3%","55.8%","28172","53.5%","47096","56.4%","75268","55.3%","96864","56.2%","-0.8pp"
"Daydream","W","U","133475","6.40","15533","9.51","21932","22.3%","51.1%","3652","47.8%","5510","49.6%","9162","48.9%","12716","52.7%","-3.8pp"
"Dig Site Inventory","W","C","291881","5.64","46495","7.75","202800","67.7%","55.9%","34071","54.8%","49290","55.8%","83361","55.4%","119030","56.1%","-0.7pp"
"Eager Glyphmage","W","C","314358","6.25","50853","8.60","193173","58.6%","56.6%","32744","55.7%","50401","56.2%","83145","56.0%","109479","57.1%","-1.1pp"
"Elite Interceptor","W","C","222603","4.18","64354","4.88","377679","89.2%","58.3%","69213","60.8%","98123","58.3%","167336","59.3%","209032","57.5%","1.8pp"
"Emeritus of Truce","W","M","8918","1.84","4855","1.83","27420","87.4%","56.6%","4845","59.2%","7336","58.0%","12181","58.5%","15129","55.1%","3.3pp"
"Ennis, Debate Moderator","W","U","117250","5.43","15671","7.68","48390","48.8%","52.8%","8581","48.3%","12185","51.2%","20766","50.0%","27510","54.9%","-4.9pp"
"Erode","W","R","26065","2.54","8427","2.80","45684","85.3%","55.3%","7878","53.0%","12391","58.2%","20269","56.2%","25014","54.5%","1.6pp"
"Graduation Day","W","U","114752","5.56","14058","8.00","36746","41.4%","52.7%","6445","52.2%","8771","50.1%","15216","51.0%","21439","53.9%","-2.9pp"
"Group Project","W","U","99837","4.40","24007","5.40","127983","82.0%","57.1%","22998","57.7%","32227","56.0%","55225","56.7%","72649","57.3%","-0.6pp"
"Harsh Annotation","W","U","125879","5.98","11987","9.44","19530","25.6%","51.2%","3260","47.9%","4945","51.5%","8205","50.0%","11206","52.0%","-2.0pp"
"Honorbound Page","W","C","322591","6.53","41571","9.44","109587","40.9%","54.6%","18564","51.5%","27698","54.2%","46262","53.1%","63094","55.6%","-2.4pp"
"Informed Inkwright","W","R","17380","1.81","10620","1.81","64360","91.7%","58.1%","11708","63.3%","17055","60.3%","28763","61.5%","35276","55.3%","6.2pp"
"Inkshape Demonstrator","W","U","100147","4.45","20396","5.68","103582","78.4%","56.5%","17532","56.9%","27173","56.4%","44705","56.6%","58637","56.3%","0.2pp"
"Interjection","W","C","337931","7.23","44557","10.30","83304","29.0%","55.8%","13783","54.5%","20961","56.5%","34744","55.7%","48316","55.9%","-0.2pp"
"Joined Researchers","W","R","45356","4.09","9202","5.27","43748","74.0%","55.8%","7977","55.8%","10934","54.2%","18911","54.9%","24793","56.4%","-1.5pp"
"Owlin Historian","W","C","311974","6.16","47452","8.61","187678","61.4%","55.9%","32607","55.2%","49757","55.5%","82364","55.4%","105402","56.3%","-1.0pp"
"Practiced Offense","W","R","16795","1.73","11674","1.70","72603","92.2%","59.4%","12371","62.8%","19371","66.0%","31742","64.7%","40258","55.0%","9.7pp"
"Primary Research","W","U","102172","4.59","20304","5.87","88425","68.2%","55.4%","14886","53.3%","24021","55.9%","38907","54.9%","49310","55.8%","-0.8pp"
"Quill-Blade Laureate","W","U","82178","3.63","20969","4.39","121395","89.1%","57.0%","21932","57.1%","30849","56.8%","52781","56.9%","68293","57.0%","-0.1pp"
"Rapier Wit","W","C","333184","7.04","42836","10.15","84434","30.6%","54.7%","14376","52.1%","21401","55.8%","35777","54.3%","48259","55.0%","-0.7pp"
"Rehearsed Debater","W","C","323344","6.55","46594","9.23","148848","49.7%","55.7%","25957","55.6%","36571","54.0%","62528","54.7%","86155","56.4%","-1.8pp"
"Restoration Seminar","W","M","9676","2.06","5016","2.02","25437","79.9%","55.0%","4290","54.1%","7159","59.5%","11449","57.5%","13687","52.8%","4.7pp"
"Shattered Acolyte","W","C","303017","5.82","49086","8.04","223060","70.1%","56.4%","40677","56.8%","55123","55.2%","95800","55.9%","126800","56.9%","-1.0pp"
"Soaring Stoneglider","W","U","103825","4.61","17668","6.15","82886","73.8%","54.3%","14067","51.5%","22088","55.0%","36155","53.6%","46755","54.8%","-1.2pp"
"Spiritcall Enthusiast","W","U","120174","5.62","16693","7.93","47230","44.5%","53.6%","8193","52.0%","11707","51.8%","19900","51.9%","27296","54.9%","-3.1pp"
"Stand Up for Yourself","W","U","88524","3.86","21912","4.76","122718","86.4%","56.5%","20714","54.8%","33404","58.5%","54118","57.1%","67681","55.9%","1.2pp"
"Stirring Hopesinger","W","R","15419","1.60","10646","1.57","66066","93.3%","58.5%","11620","63.2%","18065","62.4%","29685","62.7%","36106","54.9%","7.8pp"
"Stone Docent","W","C","290245","5.52","56181","7.25","296263","80.7%","57.1%","53262","57.8%","73523","55.6%","126785","56.5%","169261","57.5%","-1.0pp"
"Summoned Dromedary","W","U","108152","4.79","18782","6.48","82900","69.3%","54.9%","13890","53.1%","21628","54.8%","35518","54.1%","47617","55.3%","-1.2pp"
"Banishing Betrayal","U","C","317544","6.23","47295","8.88","175450","59.1%","53.0%","31180","50.7%","51437","57.9%","82617","55.2%","88976","50.8%","4.4pp"
"Brush Off","U","U","113233","5.09","25199","6.29","119269","74.6%","55.0%","20101","53.2%","36321","60.6%","56422","58.0%","59376","51.2%","6.8pp"
"Campus Composer","U","U","108723","4.80","17687","6.60","76117","69.5%","52.6%","12716","51.0%","22425","55.6%","35141","54.0%","39608","51.2%","2.7pp"
"Chase Inspiration","U","C","349299","7.93","44900","11.25","62197","22.1%","52.9%","10307","51.0%","17765","56.2%","28072","54.3%","32924","51.2%","3.1pp"
"Deluge Virtuoso","U","C","324088","6.60","39914","9.69","99248","40.0%","51.1%","17306","49.3%","28497","53.5%","45803","51.9%","51655","50.2%","1.7pp"
"Divergent Equation","U","U","106877","4.88","26565","5.80","127945","76.0%","55.0%","21246","51.7%","40250","61.3%","61496","58.0%","61756","51.0%","7.0pp"
"Echocasting Symposium","U","M","8347","1.77","5034","1.73","27507","86.9%","54.1%","4671","53.6%","8115","60.5%","12786","58.0%","13437","49.1%","8.8pp"
"Emeritus of Ideation","U","M","6852","1.40","5177","1.39","30496","89.7%","57.4%","5202","61.5%","9447","66.1%","14649","64.5%","14918","49.9%","14.5pp"
"Encouraging Aviator","U","U","120991","5.59","15313","8.00","43574","46.6%","49.9%","7516","47.8%","12168","51.9%","19684","50.4%","23310","49.4%","1.0pp"
"Essence Scatter","U","C","274026","5.10","56264","6.73","292697","82.5%","54.4%","51416","54.8%","85997","58.2%","137413","56.9%","148233","51.6%","5.4pp"
