"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","% GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IIH"
"The Dawning Archaic","","M","9206","1.88","3963","1.88","20899","85.5%","52.2%","3344","47.7%","6747","57.0%","10091","53.9%","10386","49.9%","4.0pp"
"Rancorous Archaic","","C","348179","7.38","46209","10.60","81896","28.3%","51.3%","13548","48.8%","25170","56.2%","38718","53.6%","42318","49.0%","4.6pp"
"Sundering Archaic","","U","106006","4.45","28699","5.46","138234","75.2%","55.6%","22724","53.7%","43347","61.5%","66071","58.8%","69106","51.9%","6.9pp"
"Together as One","","R","19097","2.01","13287","1.95","77047","87.5%","58.1%","13006","61.5%","23368","67.9%","36374","65.6%","37560","49.6%","16.0pp"
"Transcendent Archaic","","U","124088","5.31","24132","7.07","90205","59.5%","53.7%","14816","52.0%","27850","59.6%","42666","57.0%","46018","50.1%","6.8pp"
"Ajani's Response","W","C","251601","4.58","53635","5.98","289178","83.2%","56.6%","49052","55.3%","79888","59.0%","128940","57.6%","157642","55.7%","1.8pp"
"Antiquities on the Loose","W","R","18857","1.92","11815","1.91","71863","90.8%","59.4%","12828","65.3%","19233","63.5%","32061","64.2%","39261","55.2%","9.0pp"
"Ascendant Dustspeaker","W","C","317047","6.23","47671","8.76","173184","56.3%","55.8%","28347","53.5%","47365","56.4%","75712","55.3%","97426","56.2%","-0.9pp"
"Daydream","W","U","134175","6.40","15622","9.52","22047","22.3%","51.2%","3670","47.8%","5539","49.7%","9209","48.9%","12782","52.7%","-3.8pp"
"Dig Site Inventory","W","C","293391","5.64","46728","7.75","203958","67.7%","55.9%","34267","54.8%","49591","55.8%","83858","55.4%","119690","56.2%","-0.7pp"
"Eager Glyphmage","W","C","315869","6.25","51084","8.60","194006","58.6%","56.7%","32865","55.8%","50613","56.2%","83478","56.0%","109976","57.1%","-1.1pp"
"Elite Interceptor","W","C","223597","4.18","64669","4.87","379684","89.2%","58.3%","69583","60.8%","98644","58.2%","168227","59.3%","210136","57.5%","1.8pp"
"Emeritus of Truce","W","M","8967","1.84","4879","1.83","27551","87.3%","56.6%","4866","59.2%","7369","58.0%","12235","58.5%","15206","55.1%","3.4pp"
"Ennis, Debate Moderator","W","U","117918","5.43","15764","7.68","48654","48.8%","52.8%","8624","48.2%","12259","51.2%","20883","49.9%","27658","54.9%","-5.0pp"
"Erode","W","R","26211","2.54","8470","2.80","45938","85.3%","55.3%","7917","53.0%","12463","58.2%","20380","56.2%","25155","54.5%","1.6pp"
"Graduation Day","W","U","115321","5.56","14129","8.01","36899","41.4%","52.7%","6482","52.2%","8799","50.1%","15281","51.0%","21527","53.9%","-2.9pp"
"Group Project","W","U","100337","4.40","24120","5.40","128685","82.0%","57.1%","23129","57.7%","32385","56.1%","55514","56.8%","73061","57.3%","-0.6pp"
"Harsh Annotation","W","U","126578","5.99","12067","9.44","19635","25.6%","51.2%","3274","47.8%","4972","51.4%","8246","50.0%","11269","52.0%","-2.0pp"
"Honorbound Page","W","C","324203","6.53","41784","9.44","110198","40.9%","54.6%","18658","51.5%","27863","54.3%","46521","53.1%","63446","55.6%","-2.4pp"
"Informed Inkwright","W","R","17454","1.81","10668","1.81","64625","91.7%","58.1%","11777","63.3%","17120","60.3%","28897","61.5%","35406","55.3%","6.2pp"
"Inkshape Demonstrator","W","U","100646","4.45","20489","5.68","104160","78.5%","56.5%","17637","56.8%","27305","56.4%","44942","56.6%","58978","56.4%","0.2pp"
"Interjection","W","C","339565","7.23","44780","10.30","83804","29.0%","55.8%","13872","54.4%","21092","56.5%","34964","55.7%","48595","55.9%","-0.3pp"
"Joined Researchers","W","R","45597","4.09","9242","5.27","43953","74.0%","55.7%","8015","55.7%","10985","54.2%","19000","54.9%","24910","56.3%","-1.5pp"
"Owlin Historian","W","C","313504","6.16","47662","8.61","188632","61.4%","55.9%","32770","55.2%","50020","55.5%","82790","55.4%","105931","56.4%","-1.0pp"
"Practiced Offense","W","R","16866","1.73","11733","1.70","72972","92.2%","59.4%","12437","62.7%","19462","66.0%","31899","64.7%","40464","55.0%","9.7pp"
"Primary Research","W","U","102696","4.59","20405","5.87","88911","68.2%","55.4%","14966","53.3%","24147","55.9%","39113","54.9%","49587","55.8%","-0.8pp"
"Quill-Blade Laureate","W","U","82593","3.63","21081","4.39","122027","89.1%","57.0%","22044","57.1%","31010","56.8%","53054","56.9%","68648","57.0%","-0.1pp"
"Rapier Wit","W","C","334957","7.04","43035","10.15","84932","30.6%","54.7%","14454","52.1%","21522","55.8%","35976","54.3%","48555","55.0%","-0.7pp"
"Rehearsed Debater","W","C","324980","6.55","46845","9.23","149867","49.8%","55.7%","26130","55.6%","36831","54.0%","62961","54.7%","86739","56.4%","-1.8pp"
"Restoration Seminar","W","M","9721","2.06","5034","2.02","25537","79.9%","55.0%","4308","54.1%","7189","59.4%","11497","57.4%","13738","52.8%","4.7pp"
"Shattered Acolyte","W","C","304454","5.82","49329","8.04","224397","70.1%","56.4%","40943","56.8%","55431","55.3%","96374","55.9%","127561","56.9%","-1.0pp"
"Soaring Stoneglider","W","U","104386","4.61","17749","6.15","83294","73.8%","54.4%","14141","51.5%","22190","55.0%","36331","53.6%","46985","54.8%","-1.2pp"
"Spiritcall Enthusiast","W","U","120804","5.62","16784","7.93","47464","44.5%","53.7%","8232","52.0%","11775","51.8%","20007","51.9%","27422","55.0%","-3.1pp"
"Stand Up for Yourself","W","U","88965","3.86","22014","4.76","123379","86.5%","56.5%","20841","54.8%","33565","58.5%","54406","57.1%","68046","55.9%","1.2pp"
"Stirring Hopesinger","W","R","15483","1.60","10692","1.57","66331","93.3%","58.5%","11670","63.2%","18137","62.4%","29807","62.7%","36248","54.9%","7.8pp"
"Stone Docent","W","C","291537","5.51","56410","7.25","297650","80.8%","57.1%","53496","57.8%","73904","55.6%","127400","56.5%","170034","57.5%","-1.1pp"
