"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","% GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IIH"
"The Dawning Archaic","","M","6213","1.82","2822","1.79","14818","85.7%","52.5%","2378","47.9%","4806","56.9%","7184","53.9%","7352","50.5%","3.4pp"
"Rancorous Archaic","","C","244877","7.38","32872","10.56","59771","29.0%","51.8%","9802","49.0%","18324","56.8%","28126","54.1%","30956","49.4%","4.6pp"
"Sundering Archaic","","U","76421","4.58","20307","5.62","95400","73.7%","55.7%","15697","54.4%","29673","61.6%","45370","59.1%","47870","52.0%","7.1pp"
"Together as One","","R","14130","2.10","9495","2.04","54215","86.6%","58.2%","9063","61.6%","16393","68.0%","25456","65.7%","26569","49.9%","15.8pp"
"Transcendent Archaic","","U","87695","5.37","17052","7.11","62297","58.3%","54.1%","10232","52.4%","19200","60.0%","29432","57.4%","31787","50.6%","6.8pp"
"Ajani's Response","W","C","182333","4.74","37239","6.21","196203","81.4%","56.9%","33288","55.6%","54042","59.4%","87330","58.0%","107179","56.0%","2.0pp"
"Antiquities on the Loose","W","R","13394","1.95","8292","1.94","50114","90.4%","59.7%","8972","65.6%","13339","64.0%","22311","64.6%","27422","55.6%","9.1pp"
"Ascendant Dustspeaker","W","C","224411","6.32","33291","8.88","117845","54.9%","56.1%","19301","53.8%","32014","56.9%","51315","55.7%","66510","56.4%","-0.6pp"
"Daydream","W","U","92746","6.28","11008","9.27","17105","24.4%","51.6%","2845","48.5%","4309","50.2%","7154","49.5%","9909","53.0%","-3.5pp"
"Dig Site Inventory","W","C","208326","5.72","32999","7.85","141422","66.6%","56.2%","23861","55.3%","34265","56.1%","58126","55.7%","83016","56.5%","-0.7pp"
"Eager Glyphmage","W","C","221646","6.24","35839","8.58","136205","58.8%","56.9%","23163","56.2%","35447","56.3%","58610","56.3%","77220","57.3%","-1.0pp"
"Elite Interceptor","W","C","162579","4.31","45213","5.05","263230","88.6%","58.6%","48253","61.3%","68201","58.4%","116454","59.6%","145859","57.8%","1.8pp"
"Emeritus of Truce","W","M","6184","1.81","3446","1.81","19467","87.3%","57.2%","3453","60.4%","5139","58.8%","8592","59.4%","10801","55.3%","4.1pp"
