"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","% GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IIH"
"Long-Bodied Grey Dog","","C","231244","7.15","27470","10.55","35187","20.3%","52.6%","6210","52.7%","8625","52.5%","14835","52.6%","20351","52.6%","0.0pp"
"Old Thrush","","C","227303","7.04","25852","10.44","38122","23.6%","52.2%","7037","52.0%","9661","53.8%","16698","53.0%","21425","51.6%","1.4pp"
"Troop of Ponies","","U","81650","5.09","11066","7.46","33948","49.2%","53.2%","6339","54.3%","8392","53.1%","14731","53.6%","19168","52.8%","0.8pp"
"Belladonna Took","W","R","16052","3.37","3446","4.07","12845","61.0%","51.8%","2362","50.8%","3716","52.7%","6078","52.0%","6722","51.7%","0.3pp"
"Bilbo's Gambit","W","R","25751","5.13","3159","7.81","3421","17.6%","48.3%","590","47.5%","921","47.9%","1511","47.7%","1910","48.8%","-1.1pp"
"Bofur, Reliable Guardian","W","U","64152","4.25","12280","5.59","59899","77.0%","55.2%","10456","53.9%","15833","57.9%","26289","56.3%","33344","54.3%","2.0pp"
"Celebrate the Mountain-king","W","U","39457","2.65","17625","2.91","104501","91.2%","58.0%","17643","59.3%","30593","63.4%","48236","61.9%","56208","54.6%","7.3pp"
"Dáin, Lord of the Iron Hills","W","U","62164","4.24","11358","5.61","51729","72.8%","54.1%","9143","53.6%","13379","54.2%","22522","54.0%","29005","54.1%","-0.2pp"
"Dwarven Provisioner","W","C","210972","6.31","32910","8.79","123165","59.1%","55.2%","22028","53.6%","33349","56.0%","55377","55.0%","67475","55.3%","-0.3pp"
"Dwarven Shortsword","W","C","202541","6.06","27514","8.74","93408","54.0%","54.3%","15820","52.2%","23403","53.8%","39223","53.2%","53605","55.0%","-1.9pp"
"Eagle of the Great Shelf","W","U","81593","5.81","10326","8.32","26222","41.1%","51.2%","4222","47.7%","7681","54.1%","11903","51.8%","14457","50.7%","1.1pp"
"The Eagles Are Coming!","W","R","9582","2.10","5195","2.10","29338","88.2%","56.5%","4978","56.7%","8655","60.8%","13633","59.3%","15721","54.0%","5.4pp"
"Esgaroth Garrison","W","C","227519","7.62","30162","10.77","46602","24.6%","54.4%","7670","53.1%","14675","57.8%","22345","56.2%","24375","52.8%","3.4pp"
"Fíli the Pathfinder","W","R","8959","1.98","5312","1.94","31291","89.3%","59.2%","5564","65.9%","8445","66.6%","14009","66.3%","17052","53.1%","13.2pp"
"Gleaming Splendor","W","M","9541","3.95","1219","5.87","1376","18.2%","41.7%","237","","364","","601","37.9%","774","44.7%","-6.8pp"
"Iron Hills Blacksmith","W","U","50769","3.35","14237","4.02","78595","86.5%","56.3%","14390","58.3%","20813","57.0%","35203","57.5%","43179","55.2%","2.3pp"
"Kíli the Resourceful","W","R","10907","2.38","5041","2.37","26987","82.6%","57.5%","4935","67.1%","6741","59.7%","11676","62.8%","15115","53.3%","9.5pp"
"Lake-town Lookout","W","C","223945","7.42","25866","10.82","34399","21.2%","51.1%","6151","51.2%","10169","51.8%","16320","51.6%","18073","50.8%","0.8pp"
"Lake-town Toymaker","W","U","85925","6.21","12816","8.58","30089","37.8%","52.6%","5095","50.2%","9746","55.4%","14841","53.6%","15296","51.8%","1.8pp"
"Magnificent End","W","C","166201","4.57","32578","6.11","168512","82.0%","55.3%","28717","53.7%","48778","57.5%","77495","56.1%","91074","54.6%","1.5pp"
"Moment of Glory","W","C","228567","7.68","26000","11.27","24607","15.2%","51.1%","4170","48.1%","7120","52.5%","11290","50.9%","13332","51.4%","-0.5pp"
"The Mountain-king's Return","W","U","48268","3.23","17427","3.63","99254","88.2%","57.8%","17613","60.6%","28773","61.3%","46386","61.1%","52862","54.9%","6.2pp"
"Ori, Keeper of Songs","W","C","214428","6.70","28811","9.59","83980","46.3%","55.0%","14558","54.5%","20963","54.9%","35521","54.7%","48131","55.1%","-0.4pp"
"The Queen of Dale","W","M","4844","2.10","2210","2.14","11605","83.8%","55.4%","2061","58.7%","3310","57.9%","5371","58.2%","6226","53.0%","5.2pp"
"Roads Go Ever, Ever On","W","R","16781","3.39","4213","4.01","19100","72.3%","55.6%","3402","56.7%","5304","56.0%","8706","56.3%","10389","55.0%","1.3pp"
"Settle the Wreckage","W","R","11163","2.38","4439","2.49","24085","85.5%","55.7%","4090","54.4%","7033","60.8%","11123","58.5%","12967","53.3%","5.2pp"
"Stone by Sunlight","W","U","47013","3.08","16555","3.51","95121","89.9%","57.2%","16264","57.0%","27297","62.0%","43561","60.1%","51583","54.7%","5.5pp"
"Thorin's Last Stand","W","C","230734","7.88","24642","11.58","14692","9.5%","49.6%","2337","45.0%","3934","50.7%","6271","48.6%","8428","50.3%","-1.7pp"
"An Unexpected Party","W","R","8134","1.74","5529","1.71","33449","91.6%","58.7%","5749","61.6%","9521","66.9%","15270","64.9%","18158","53.5%","11.5pp"
"Velvetwing Butterflies","W","C","219016","6.91","25610","10.13","48232","30.0%","52.7%","8238","48.9%","13005","55.6%","21243","53.0%","27047","52.4%","0.6pp"
"Vow to Erebor","W","C","229043","7.80","25161","11.43","25429","16.1%","52.2%","4139","49.7%","6035","52.0%","10174","51.1%","15260","53.0%","-2.0pp"
"Bilbo, Luckwearer","U","U","51163","3.48","16808","3.90","93368","87.0%","56.4%","16724","59.2%","29546","61.0%","46270","60.4%","46671","52.6%","7.8pp"
"Bilbo, Thief in the Night","U","M","5754","2.54","2293","2.70","11107","77.5%","54.8%","1963","56.8%","3461","58.8%","5424","58.1%","5620","51.6%","6.5pp"
"Bilbo Baggins, Burglar","U","C","176916","5.13","39158","6.43","188846","76.6%","55.1%","33780","55.5%","58061","58.4%","91841","57.3%","95739","53.0%","4.3pp"
"Confusticate and Bebother","U","C","216205","6.91","29869","9.77","71515","38.5%","52.1%","12228","50.3%","21887","56.0%","34115","53.9%","37410","50.4%","3.6pp"
"Elrond, Moon-Reader","U","M","6650","3.00","1633","3.45","5793","59.5%","49.4%","1046","47.5%","1660","51.8%","2706","50.1%","3073","48.5%","1.7pp"
"Elven Raft-Steerer","U","U","87319","6.46","9683","9.66","14721","24.6%","49.1%","2599","48.1%","3835","50.9%","6434","49.8%","8233","48.5%","1.3pp"
"Elvenking's Harper","U","C","230487","7.94","29893","11.20","40080","21.5%","51.7%","7015","51.3%","11430","54.5%","18445","53.3%","21534","50.3%","3.0pp"
"Enchanted River's Grasp","U","C","175512","5.02","31591","6.72","151610","77.5%","53.6%","25761","51.1%","47772","57.8%","73533","55.5%","77647","51.8%","3.6pp"
"Fateful Discovery","U","M","13789","5.43","1816","8.28","90","0.8%","","19","","26","","45","","46","",""
"Gandalf, Wandering Wizard","U","C","230768","8.04","27839","11.50","19941","11.5%","49.5%","3278","47.3%","6270","53.0%","9548","51.0%","10510","48.1%","2.9pp"
"Great Gilded Boat","U","R","11508","2.47","5996","2.51","34250","88.0%","57.2%","5973","64.1%","10926","61.0%","16899","62.1%","17397","52.4%","9.7pp"
"Lakeshore Apothecary","U","C","180593","5.45","41650","6.64","213312","81.5%","55.4%","38168","57.4%","70646","57.4%","108814","57.4%","104703","53.4%","4.0pp"
"Lake-town Mariners","U","U","90352","6.58","11594","9.55","17683","24.7%","50.7%","2927","47.3%","5272","53.4%","8199","51.2%","9454","50.1%","1.1pp"
"Long Lake Nuisance","U","C","200519","6.12","41413","7.71","184357","70.5%","55.5%","31573","54.7%","60863","59.4%","92436","57.8%","92131","53.1%","4.7pp"
"The Lord of the Eagles","U","R","18780","3.98","3416","5.00","10334","49.3%","51.2%","1783","48.6%","3203","55.0%","4986","52.7%","5364","49.6%","3.2pp"
"Master's Councillors","U","U","67487","4.67","18101","5.42","93904","81.7%","56.1%","16676","57.3%","31283","59.6%","47959","58.8%","46158","53.3%","5.5pp"
"Mirkwood Meditator","U","C","234364","8.67","26266","12.43","6412","3.9%","47.0%","1137","48.0%","1681","48.7%","2818","48.4%","3584","45.9%","2.5pp"
"Most Decrepit Old Bird","U","R","23535","4.49","4244","6.11","12564","47.3%","53.2%","2139","53.1%","3988","56.7%","6127","55.5%","6447","51.1%","4.4pp"
"Old Fat Spider Can't See Me","U","U","78005","5.46","12012","7.56","35263","47.7%","51.1%","5921","49.5%","10922","53.9%","16843","52.3%","18352","49.9%","2.5pp"
"Plunder the Trollshaws","U","C","191297","5.65","39721","7.16","187994","74.6%","56.0%","33155","56.1%","59808","60.6%","92963","59.0%","95029","53.2%","5.8pp"
"Ravenhill Flock","U","U","74317","5.30","9770","7.61","28735","47.9%","50.0%","4775","47.9%","9198","53.9%","13973","51.8%","14835","48.2%","3.6pp"
"Riddles in the Dark","U","R","23313","4.71","3660","6.41","8168","36.1%","49.5%","1381","47.6%","2466","52.5%","3847","50.8%","4319","48.4%","2.4pp"
"Roll-Roll-Roll-Roll","U","R","26030","5.23","3721","7.52","4506","19.9%","46.0%","748","38.1%","1327","47.6%","2075","44.1%","2415","47.6%","-3.5pp"
"Sound the Trumpets","U","U","89164","6.45","13171","9.01","28831","35.2%","53.2%","4838","51.8%","9282","57.1%","14120","55.3%","14713","51.2%","4.1pp"
"Thranduil's Decree","U","U","91689","6.81","11607","9.88","14138","19.6%","49.4%","2376","46.5%","4325","53.0%","6701","50.7%","7438","48.3%","2.5pp"
"Uncover the Moon-Letters","U","R","30221","6.09","3911","9.26","990","4.0%","47.1%","168","","309","","477","","513","44.6%",""
"Uneasy Partings","U","C","212941","6.65","37677","8.86","132554","56.1%","54.2%","22222","51.1%","42007","58.2%","64229","55.7%","68378","52.8%","2.9pp"
"Wizard's Staff","U","R","26443","5.32","3273","8.04","1645","8.2%","40.8%","278","","446","","724","39.1%","918","42.3%","-3.2pp"
"Along the Crooked Way","B","R","16366","3.30","3458","4.05","14357","66.6%","53.1%","2473","48.0%","3281","54.7%","5754","51.8%","8584","53.9%","-2.1pp"
"Azog, Moria's Ruin","B","R","12951","2.66","3664","3.02","18495","81.3%","53.2%","3193","50.2%","4225","54.4%","7418","52.6%","11055","53.7%","-1.0pp"
