"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","% GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IIH"
"Long-Bodied Grey Dog","","C","252125","7.14","30107","10.53","39363","20.7%","52.8%","6950","52.8%","9696","53.1%","16646","53.0%","22711","52.7%","0.3pp"
"Old Thrush","","C","247828","7.03","28406","10.41","43725","24.5%","52.5%","8109","52.2%","11111","54.2%","19220","53.3%","24509","51.9%","1.5pp"
"Troop of Ponies","","U","89538","5.12","12128","7.53","36916","48.6%","53.4%","6842","54.4%","9139","53.3%","15981","53.8%","20887","53.1%","0.7pp"
"Belladonna Took","W","R","17690","3.40","3709","4.13","13732","60.4%","51.8%","2522","50.7%","3953","52.7%","6475","51.9%","7211","51.8%","0.2pp"
"Bilbo's Gambit","W","R","28292","5.17","3437","7.89","3591","16.8%","48.5%","623","47.4%","963","47.8%","1586","47.6%","2005","49.1%","-1.5pp"
"Bofur, Reliable Guardian","W","U","70183","4.24","13440","5.60","65995","77.3%","55.3%","11503","53.8%","17501","58.1%","29004","56.4%","36692","54.3%","2.1pp"
"Celebrate the Mountain-king","W","U","42887","2.65","19365","2.90","115281","91.4%","57.9%","19453","59.4%","33727","63.4%","53180","61.9%","62034","54.5%","7.4pp"
"Dáin, Lord of the Iron Hills","W","U","68149","4.26","12347","5.67","56159","72.4%","54.1%","9920","53.6%","14552","54.1%","24472","53.9%","31462","54.3%","-0.3pp"
"Dwarven Provisioner","W","C","230123","6.30","36079","8.77","136192","59.4%","55.3%","24313","53.7%","37126","56.1%","61439","55.2%","74402","55.3%","-0.1pp"
"Dwarven Shortsword","W","C","220964","6.07","29795","8.76","100737","53.6%","54.3%","17067","52.1%","25208","53.8%","42275","53.1%","57839","55.0%","-1.9pp"
"Eagle of the Great Shelf","W","U","89353","5.84","11214","8.40","27870","40.1%","51.2%","4478","47.8%","8185","54.0%","12663","51.8%","15358","50.8%","1.0pp"
"The Eagles Are Coming!","W","R","10507","2.11","5701","2.11","32351","88.2%","56.6%","5481","57.0%","9583","61.2%","15064","59.7%","17305","53.9%","5.7pp"
"Esgaroth Garrison","W","C","247919","7.60","33228","10.71","54238","25.8%","54.7%","8961","53.4%","17069","58.3%","26030","56.6%","28346","53.0%","3.7pp"
"Fíli the Pathfinder","W","R","9784","1.98","5817","1.94","34184","89.1%","59.1%","6090","65.3%","9229","66.5%","15319","66.0%","18615","53.2%","12.8pp"
"Gleaming Splendor","W","M","10536","3.99","1339","5.96","1485","17.8%","42.6%","255","","389","","644","38.7%","840","45.6%","-6.9pp"
"Iron Hills Blacksmith","W","U","55288","3.35","15540","4.02","86209","86.5%","56.3%","15753","58.3%","22819","57.2%","38572","57.6%","47402","55.3%","2.4pp"
"Kíli the Resourceful","W","R","11857","2.37","5501","2.37","29394","82.4%","57.6%","5349","67.0%","7372","60.0%","12721","63.0%","16458","53.3%","9.6pp"
"Lake-town Lookout","W","C","244420","7.45","27977","10.86","36294","20.6%","51.2%","6457","51.1%","10747","52.0%","17204","51.7%","19085","50.8%","0.9pp"
"Lake-town Toymaker","W","U","93950","6.24","13869","8.65","32021","37.1%","52.7%","5423","50.2%","10378","55.5%","15801","53.7%","16271","51.7%","1.9pp"
