"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","% GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IIH"
"Agent 13, Sharon Carter","W","U","33525","2.98","13771","3.34","81935","92.5%","57.4%","14592","58.8%","22025","59.0%","36617","58.9%","45527","56.1%","2.7pp"
"Agent Maria Hill","W","U","41590","3.59","13656","4.17","74048","83.5%","58.3%","13099","62.4%","18861","57.6%","31960","59.6%","41989","57.4%","2.2pp"
"Agent of Atlas","W","C","163981","5.86","29029","8.15","119151","64.1%","56.7%","21306","57.7%","29032","54.7%","50338","55.9%","68669","57.2%","-1.3pp"
"Agent Phil Coulson","W","R","6991","1.57","5174","1.56","32042","94.6%","58.5%","5699","67.5%","8749","61.2%","14448","63.7%","17666","54.4%","9.3pp"
"Agents of S.H.I.E.L.D.","W","C","165220","5.97","26530","8.48","97019","57.5%","55.8%","16860","55.4%","25187","55.7%","42047","55.6%","54966","56.0%","-0.4pp"
"Avengers Assemble!","W","M","3200","1.49","2458","1.46","15166","93.7%","58.8%","2558","63.4%","4124","64.9%","6682","64.4%","8486","54.4%","10.0pp"
"Borough Backup","W","C","141823","4.76","34207","6.28","186383","84.5%","57.6%","33765","56.5%","49316","59.5%","83081","58.3%","103314","57.0%","1.2pp"
"Brave Brawler","W","C","136828","4.58","31868","6.04","183374","89.3%","57.6%","32636","58.6%","48202","57.5%","80838","57.9%","102582","57.4%","0.6pp"
"Captain America, Super-Soldier","W","M","3250","1.46","2341","1.46","13982","93.1%","57.2%","2448","59.8%","3892","60.1%","6340","60.0%","7751","54.9%","5.1pp"
"Captain America, Wings of Freedom","W","R","6879","1.53","5010","1.53","30671","94.6%","58.5%","5461","63.1%","8363","60.9%","13824","61.8%","16978","55.8%","6.0pp"
"Captain Marvel, Earth's Protector","W","M","2788","1.28","2440","1.27","15833","95.9%","61.1%","2636","65.4%","4608","70.3%","7244","68.5%","8634","55.0%","13.6pp"
"Captain Mar-Vell, Space-Born","W","U","52512","4.55","8105","6.49","32926","64.6%","54.4%","5458","51.9%","9046","55.4%","14504","54.1%","18598","54.6%","-0.5pp"
"Colleen Wing, Street Samurai","W","U","52798","4.56","9153","6.33","37660","64.6%","55.3%","6698","56.7%","9232","54.1%","15930","55.2%","21712","55.4%","-0.2pp"
"Crowd of True Believers","W","C","179447","7.11","26949","9.98","58418","33.9%","56.4%","10288","57.4%","14200","54.9%","24488","55.9%","33946","56.7%","-0.8pp"
"Helicarrier Strike","W","C","135297","4.47","28852","6.05","157778","85.1%","56.6%","27183","55.6%","42064","58.1%","69247","57.1%","88543","56.2%","0.9pp"
"Hero in Training","W","C","97329","3.44","38411","3.92","237868","94.0%","59.1%","41966","59.9%","65378","61.7%","107344","61.0%","130006","57.5%","3.5pp"
"Invisible Woman, Sue Storm","W","U","59372","5.56","6668","8.45","11990","29.5%","49.5%","1924","42.7%","3055","48.3%","4979","46.1%","7035","51.8%","-5.7pp"
"Jennifer Walters","W","M","3223","1.47","2452","1.44","15345","94.0%","59.6%","2782","64.7%","4276","64.3%","7058","64.5%","8358","55.6%","8.9pp"
"Kree Commandos","W","C","177063","7.00","20608","10.54","26483","20.4%","52.5%","4595","50.3%","6608","52.2%","11203","51.5%","15332","53.3%","-1.9pp"
"Luke Cage, Power Man","W","U","60510","5.54","7297","8.36","17447","38.3%","52.8%","2930","50.3%","4412","52.7%","7342","51.7%","10153","53.6%","-1.8pp"
"The Mind Stone","W","M","4107","1.88","2093","1.89","10786","83.2%","54.7%","1900","57.7%","2884","55.1%","4784","56.1%","6004","53.6%","2.5pp"
"Mockingbird, Ace Agent","W","U","57260","5.16","7088","7.67","17534","39.8%","52.0%","2978","49.2%","4420","50.7%","7398","50.1%","10177","53.2%","-3.1pp"
"Monica Rambeau","W","M","3049","1.44","2414","1.43","14915","95.0%","58.0%","2638","61.4%","4148","64.3%","6786","63.1%","8112","53.6%","9.5pp"
"Murdock's Crusade","W","C","116212","4.01","31343","4.95","181095","88.8%","58.0%","30652","57.6%","49111","61.6%","79763","60.0%","101396","56.5%","3.5pp"
"Nick Fury, Agent of S.H.I.E.L.D.","W","R","21489","4.20","4809","5.39","18673","61.4%","56.5%","3321","57.4%","4720","56.9%","8041","57.1%","10605","56.1%","1.0pp"
"Night Nurse, Healer of Heroes","W","U","34269","2.88","13104","3.37","78113","92.8%","57.1%","13675","56.8%","20718","58.9%","34393","58.1%","43634","56.4%","1.7pp"
"Okoye, Dora Milaje Leader","W","U","38527","3.23","12536","3.82","71240","88.6%","57.0%","12089","57.5%","19143","59.1%","31232","58.5%","39902","55.8%","2.7pp"
"Origin of the Avengers","W","R","8660","1.90","4646","1.94","26329","90.7%","55.9%","4762","58.6%","6870","57.5%","11632","58.0%","14698","54.2%","3.7pp"
"Panther Pounce","W","C","179556","6.97","24019","10.21","43647","28.6%","54.2%","7172","50.9%","11199","56.1%","18371","54.1%","25285","54.2%","-0.1pp"
"Patriot, Shield Wielder","W","U","43302","3.61","12670","4.43","73681","91.2%","56.9%","13183","58.2%","19131","57.1%","32314","57.5%","41420","56.4%","1.1pp"
"Political Triumph","W","U","39539","3.51","12518","3.97","69030","85.5%","57.7%","12208","64.1%","17701","56.5%","29909","59.6%","39103","56.3%","3.4pp"
"Quake, Agent of S.H.I.E.L.D.","W","U","54172","4.64","9716","6.38","41347","67.2%","55.6%","7111","55.1%","10644","55.4%","17755","55.3%","23619","55.9%","-0.6pp"
"Raft Security Officer","W","C","141844","4.97","34053","6.40","187429","85.4%","57.6%","33442","57.3%","49876","57.8%","83318","57.6%","104531","57.6%","-0.0pp"
"Red Guardian, Super-Soldier","W","U","35235","3.01","12048","3.51","71164","91.7%","57.3%","12472","57.7%","19154","59.6%","31626","58.9%","39562","56.0%","2.8pp"
"The Sentry, Golden Guardian","W","R","10230","2.30","3490","2.40","17669","81.5%","53.6%","3095","52.1%","4871","53.9%","7966","53.2%","9811","53.6%","-0.4pp"
"S.H.I.E.L.D. Spy Kit","W","C","151415","5.55","31792","7.09","147600","72.3%","57.2%","25521","58.1%","38500","58.2%","64021","58.2%","83562","56.5%","1.6pp"
"Super Villain Lockup","W","U","31107","2.66","10021","3.17","57677","91.1%","55.5%","9842","54.4%","15412","57.9%","25254","56.5%","32427","54.7%","1.9pp"
"Super-Soldier Serum","W","R","14031","3.04","2747","3.68","11871","70.6%","52.5%","2006","52.9%","3072","54.3%","5078","53.8%","6797","51.5%","2.3pp"
"Take Up the Shield","W","C","132326","4.43","30003","5.92","166620","86.2%","57.3%","27916","55.9%","44511","60.6%","72427","58.8%","94233","56.1%","2.7pp"
"Wakandan Drone Flock","W","C","166781","6.02","30047","8.22","117136","60.6%","57.1%","19954","55.1%","32411","58.8%","52365","57.4%","65299","56.8%","0.5pp"
"Web Up","W","C","74925","2.64","31728","3.05","195611","95.1%","57.6%","33465","56.8%","53568","61.6%","87033","59.8%","108582","55.9%","3.9pp"
"White Widow, Free Agent","W","U","42982","3.56","10419","4.52","56327","85.3%","55.8%","9584","53.1%","14881","57.6%","24465","55.8%","31805","55.8%","-0.0pp"
"Aerial Doombot","U","C","152244","5.31","28168","7.34","133534","74.7%","56.2%","23678","57.2%","36628","57.8%","60306","57.6%","73476","55.1%","2.5pp"
"A.I.M. Scientists","U","C","163552","5.68","31129","7.90","129792","65.5%","56.3%","23688","55.7%","36441","57.7%","60129","56.9%","69856","55.6%","1.3pp"
"Atlantean Cavalry","U","C","176147","7.05","22833","10.30","39671","27.9%","52.2%","7007","52.1%","11480","53.0%","18487","52.6%","21267","51.8%","0.8pp"
"Atlantis Attacks","U","C","155291","5.50","31445","7.47","137022","68.6%","56.2%","22691","53.1%","38992","59.0%","61683","56.8%","75435","55.7%","1.1pp"
"Attuma, Atlantean Warlord","U","U","61404","5.56","10530","7.65","30166","45.9%","54.1%","5069","54.1%","8840","55.3%","13909","54.9%","16428","53.3%","1.6pp"
"Bold Biochemist","U","C","161663","5.75","33867","7.69","163128","75.3%","57.1%","28984","55.4%","45398","58.9%","74382","57.5%","88917","56.7%","0.8pp"
"Bruce Banner","U","M","3999","1.89","2487","1.81","14269","91.2%","57.3%","2545","63.0%","3961","59.5%","6506","60.9%","7805","54.5%","6.4pp"
"Depower","U","C","173313","6.47","27924","9.18","78441","44.5%","55.2%","13456","53.4%","21936","57.7%","35392","56.1%","43062","54.4%","1.7pp"
"Echo, Perceptive Prodigy","U","U","62503","5.57","10928","7.63","38442","56.0%","54.5%","6729","51.0%","10534","54.4%","17263","53.1%","21217","55.6%","-2.5pp"
"Falcon, Winged Wonder","U","U","40758","3.47","14255","4.05","80839","87.9%","58.0%","13752","57.3%","23228","61.6%","36980","60.0%","44059","56.3%","3.8pp"
"Falcon's Wing Harness","U","U","52327","4.40","11050","5.81","51778","74.0%","56.0%","8827","54.7%","14295","59.3%","23122","57.5%","28633","54.7%","2.8pp"
"Frozen in Ice","U","C","107549","3.63","29426","4.65","170937","91.4%","56.3%","29078","54.0%","48510","59.7%","77588","57.6%","93369","55.3%","2.3pp"
"Futurist Forge","U","C","154279","5.45","29038","7.47","130948","70.8%","56.5%","23646","56.3%","36244","59.2%","59890","58.1%","71002","55.2%","2.9pp"
"Giant-Sized Flying Ant","U","C","170503","6.35","29618","8.74","99797","53.1%","56.8%","16813","54.1%","28669","59.9%","45482","57.7%","54538","56.1%","1.7pp"
"Hydraulic Helper","U","C","176706","7.16","25330","10.13","56258","35.4%","54.0%","10218","54.4%","14716","55.0%","24934","54.7%","31293","53.5%","1.2pp"
"I Am Iron Man","U","C","177854","7.05","27174","9.98","61189","35.7%","54.7%","10170","53.4%","16879","57.3%","27049","55.8%","34158","53.8%","2.0pp"
"Iron Lad, Diverging Destiny","U","U","49306","4.34","9174","5.71","40498","70.7%","54.1%","7137","54.1%","11029","55.5%","18166","54.9%","22405","53.4%","1.6pp"
"Ironheart, Clever Champion","U","R","17707","3.79","3394","4.75","12875","62.1%","51.8%","2186","50.5%","3642","54.2%","5828","52.8%","7119","50.8%","1.9pp"
"Justice, Vance Astrovik","U","U","28925","2.58","15441","2.77","95851","94.0%","59.3%","16939","61.6%","27446","64.4%","44385","63.3%","51519","55.8%","7.5pp"
"Kang the Conqueror","U","M","3402","1.57","2416","1.55","14285","92.7%","57.1%","2434","56.8%","4263","63.7%","6697","61.2%","7708","53.5%","7.7pp"
"Kid Loki","U","U","56871","4.95","9028","6.92","31754","56.8%","52.9%","5556","54.2%","9096","53.3%","14652","53.6%","17110","52.2%","1.4pp"
"Leader, Super-Genius","U","R","7393","1.67","5648","1.64","35419","95.0%","59.6%","6144","67.8%","10513","67.9%","16657","67.9%","19070","52.6%","15.2pp"
"Loki, God of Mischief","U","R","9711","2.14","4922","2.19","28131","89.5%","56.3%","5077","58.6%","7737","58.7%","12814","58.7%","15418","54.3%","4.3pp"
"Mister Fantastic, Reed Richards","U","U","63896","5.88","9351","8.31","20817","35.6%","53.0%","3581","51.0%","5758","54.0%","9339","52.9%","11562","53.1%","-0.2pp"
"Ms. Marvel, Kamala Khan","U","R","16162","3.46","3746","4.08","13287","56.2%","54.1%","2354","56.2%","3708","54.2%","6062","55.0%","7271","53.3%","1.7pp"
"Multiversal Incursion","U","M","7322","3.18","1925","3.60","7538","65.1%","50.6%","1249","47.3%","2067","53.8%","3316","51.4%","4227","50.0%","1.3pp"
"Namor the Sub-Mariner","U","M","5683","2.63","2017","2.73","8759","69.6%","53.9%","1494","54.7%","2501","57.5%","3995","56.4%","4824","51.8%","4.7pp"
"Pym Particles","U","U","66628","6.07","8674","8.99","18373","34.1%","51.3%","3055","48.1%","4836","54.8%","7891","52.2%","10487","50.6%","1.6pp"
"Rewrite History","U","U","70113","6.70","8773","9.89","9152","16.9%","50.3%","1557","45.5%","2553","50.3%","4110","48.5%","5036","51.7%","-3.3pp"
"Secret Invasion","U","R","10358","2.28","5154","2.37","29338","89.6%","56.6%","5003","54.3%","8375","62.4%","13378","59.3%","15965","54.3%","5.1pp"
"S.H.I.E.L.D. Deployment Drone","U","C","112559","3.83","37424","4.66","222273","91.6%","58.0%","39291","58.9%","62875","60.5%","102166","59.9%","120229","56.3%","3.6pp"
"S.H.I.E.L.D. Flying Car","U","R","10907","2.36","5544","2.49","31792","90.4%","56.4%","5412","55.9%","8965","61.3%","14377","59.3%","17409","54.0%","5.2pp"
"Shuri, Wakandan Inventor","U","U","58330","5.22","9677","7.16","35274","57.8%","54.5%","6393","57.0%","9398","54.4%","15791","55.5%","19476","53.7%","1.8pp"
"Stature, Size Shifter","U","U","48596","4.17","14106","4.96","75826","83.4%","57.7%","13580","59.3%","21160","59.2%","34740","59.2%","41161","56.5%","2.8pp"
"Super Intelligence","U","U","55767","5.01","6802","7.45","19779","48.0%","51.2%","3412","52.0%","5384","52.6%","8796","52.4%","10989","50.2%","2.2pp"
"Super Suit","U","C","177094","7.07","22791","10.37","40728","28.5%","54.1%","6878","53.4%","11061","56.3%","17939","55.2%","22776","53.1%","2.1pp"
"Thirst for Knowledge","U","U","67494","6.24","8512","9.20","15805","29.9%","51.2%","2675","47.3%","4241","53.7%","6916","51.2%","8892","51.3%","-0.0pp"
"Tony Stark","U","M","4610","2.14","2297","2.08","12165","84.3%","55.9%","2160","59.9%","3503","61.2%","5663","60.7%","6555","51.8%","8.9pp"
"Trickster's Stratagem","U","C","125174","4.30","38946","5.23","226332","89.3%","58.3%","37973","57.6%","64885","62.5%","102858","60.7%","123522","56.3%","4.4pp"
"We Say Thee Nay!","U","C","131413","4.49","35273","5.68","196590","86.8%","57.5%","34637","59.2%","54737","59.7%","89374","59.5%","107225","55.9%","3.6pp"
"Wiccan, Rising Magician","U","U","53284","4.54","10201","6.13","45254","70.1%","55.5%","7449","52.5%","13300","57.3%","20749","55.6%","24790","55.2%","0.4pp"
"The Wondrous Wasp","U","R","8784","1.91","5513","1.94","33872","93.8%","59.0%","6134","62.7%","9514","63.7%","15648","63.3%","18276","55.3%","8.0pp"
"Agents of HYDRA","B","C","167251","6.41","20482","9.31","66360","52.7%","52.5%","11923","51.3%","17366","53.6%","29289","52.6%","37081","52.4%","0.2pp"
"Arnim Zola, Bio-Fanatic","B","U","55234","4.93","7748","6.87","29039","62.8%","50.4%","5109","47.2%","7874","52.2%","12983","50.2%","16142","50.6%","-0.4pp"
"Baron Helmut Zemo","B","R","20206","4.29","2898","6.04","7568","43.3%","50.6%","1367","50.3%","2099","52.5%","3466","51.6%","4156","49.8%","1.9pp"
"Baron Strucker, HYDRA Overlord","B","U","41432","3.63","8431","4.58","44922","86.3%","53.8%","7956","57.3%","12333","55.8%","20289","56.4%","24762","51.7%","4.7pp"
"Black Widow, Super Spy","B","M","3616","1.68","2031","1.70","11052","85.8%","55.1%","2011","60.8%","3071","56.6%","5082","58.3%","6036","52.4%","5.9pp"
"Construct a Cosmic Cube","B","R","16015","3.62","3305","4.24","11350","57.2%","49.0%","1944","47.2%","3370","50.0%","5314","49.0%","5967","49.0%","0.1pp"
"Crossbones, Malicious Mercenary","B","U","45673","4.06","7113","5.40","33181","77.2%","51.8%","5763","51.2%","9114","53.8%","14877","52.8%","18526","51.0%","1.8pp"
"Cruel Alliance","B","C","104219","3.60","27813","4.45","159179","90.2%","56.1%","27507","55.7%","44285","61.3%","71792","59.2%","87411","53.5%","5.7pp"
"Dark Deed","B","U","27894","2.44","10585","2.81","61439","91.2%","56.1%","10792","58.0%","17128","60.7%","27920","59.7%","33521","53.1%","6.5pp"
"Decoy Ploy","B","C","180067","7.50","21890","10.85","32929","24.3%","52.2%","5371","46.7%","8937","54.1%","14308","51.3%","18640","53.0%","-1.6pp"
"Doctor Doom","B","M","3063","1.37","2350","1.33","14072","92.5%","58.1%","2432","64.1%","4028","66.0%","6460","65.3%","7631","52.1%","13.2pp"
"Doom Reigns Supreme","B","R","11806","2.66","3097","2.92","14808","80.1%","51.4%","2689","54.4%","3803","51.8%","6492","52.9%","8139","50.5%","2.3pp"
"Elektra, Daughter of the Hand","B","R","8735","1.93","4648","1.92","26293","87.8%","56.9%","4574","63.0%","7366","62.7%","11940","62.8%","14379","52.0%","10.7pp"
"Grim Reaper, Lethal Legionnaire","B","U","59341","5.44","6807","8.07","19303","46.5%","51.2%","3279","48.2%","5245","54.3%","8524","51.9%","10876","50.6%","1.3pp"
"Hour of Defeat","B","C","101353","3.45","23835","4.42","131790","88.6%","54.6%","22534","53.5%","36526","58.7%","59060","56.7%","72766","52.9%","3.8pp"
"HYDRA Infiltration","B","C","177264","7.32","23302","10.41","42915","29.4%","54.9%","7222","54.2%","11857","57.9%","19079","56.5%","23842","53.6%","2.9pp"
"HYDRA Troopers","B","C","167322","6.41","21362","9.21","64949","49.3%","52.3%","11068","50.6%","17498","54.9%","28566","53.2%","36427","51.6%","1.7pp"
"Kingpin's Enforcers","B","C","174399","6.85","21060","10.03","52435","40.1%","53.0%","8973","52.1%","14277","55.3%","23250","54.1%","29310","52.1%","2.0pp"
