"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","% GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IIH"
"Long-Bodied Grey Dog","","C","181831","7.14","21211","10.58","26055","19.7%","52.3%","4510","52.0%","6346","52.0%","10856","52.0%","15195","52.5%","-0.5pp"
"Old Thrush","","C","179096","7.05","19897","10.50","26929","21.9%","51.8%","4932","51.1%","6793","53.6%","11725","52.5%","15200","51.2%","1.3pp"
"Troop of Ponies","","U","63158","4.99","8700","7.28","27049","50.5%","52.9%","5037","53.8%","6635","53.2%","11672","53.4%","15336","52.4%","1.0pp"
"Belladonna Took","W","R","12223","3.28","2745","3.84","10290","62.2%","51.6%","1893","50.8%","2942","52.4%","4835","51.8%","5419","51.6%","0.2pp"
"Bilbo's Gambit","W","R","19740","5.04","2457","7.58","3001","20.1%","49.1%","512","48.8%","803","49.3%","1315","49.1%","1687","49.1%","0.0pp"
"Bofur, Reliable Guardian","W","U","50230","4.25","9567","5.59","46198","76.8%","55.1%","8052","53.8%","12078","57.4%","20130","56.0%","25861","54.4%","1.5pp"
"Celebrate the Mountain-king","W","U","31508","2.68","13631","2.95","80059","90.9%","58.0%","13572","59.0%","23263","63.5%","36835","61.8%","43176","54.6%","7.2pp"
"Dáin, Lord of the Iron Hills","W","U","48210","4.20","9049","5.46","41408","73.8%","54.1%","7329","53.9%","10757","54.4%","18086","54.2%","23151","54.0%","0.1pp"
"Dwarven Provisioner","W","C","166064","6.33","25557","8.82","93783","58.4%","55.1%","16744","53.5%","25190","55.9%","41934","54.9%","51596","55.1%","-0.2pp"
"Dwarven Shortsword","W","C","159073","6.05","21836","8.67","74571","54.6%","54.3%","12642","52.1%","18673","53.8%","31315","53.1%","42808","55.1%","-2.0pp"
"Eagle of the Great Shelf","W","U","63436","5.73","8262","8.14","22316","44.0%","51.5%","3604","48.0%","6575","53.8%","10179","51.8%","12257","51.2%","0.6pp"
