"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","% GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IIH"
"Long-Bodied Grey Dog","","C","197638","7.14","23155","10.57","28841","19.8%","52.3%","5017","52.3%","7035","52.0%","12052","52.1%","16785","52.5%","-0.4pp"
"Old Thrush","","C","194582","7.05","21745","10.48","30289","22.4%","51.8%","5571","51.3%","7645","53.7%","13216","52.7%","17070","51.1%","1.6pp"
"Troop of Ponies","","U","69066","5.03","9479","7.35","29281","49.8%","52.9%","5471","53.7%","7176","53.0%","12647","53.3%","16592","52.6%","0.7pp"
"Belladonna Took","W","R","13446","3.32","2962","3.93","11134","61.8%","51.9%","2046","51.1%","3213","52.6%","5259","52.0%","5836","51.8%","0.2pp"
"Bilbo's Gambit","W","R","21683","5.07","2671","7.67","3147","19.2%","49.1%","536","48.3%","841","49.5%","1377","49.0%","1770","49.1%","-0.1pp"
"Bofur, Reliable Guardian","W","U","54647","4.25","10406","5.59","50594","76.9%","55.2%","8813","53.7%","13247","57.7%","22060","56.1%","28311","54.5%","1.7pp"
"Celebrate the Mountain-king","W","U","34079","2.67","14909","2.93","88212","91.0%","58.0%","14937","59.0%","25726","63.5%","40663","61.8%","47496","54.7%","7.2pp"
"Dáin, Lord of the Iron Hills","W","U","52732","4.21","9773","5.50","44786","73.5%","54.1%","7964","53.9%","11627","54.3%","19591","54.2%","25016","54.1%","0.1pp"
"Dwarven Provisioner","W","C","180294","6.33","27880","8.81","103030","58.6%","55.1%","18416","53.6%","27750","55.9%","46166","55.0%","56592","55.1%","-0.2pp"
"Dwarven Shortsword","W","C","172974","6.06","23648","8.70","80601","54.3%","54.3%","13607","52.1%","20199","54.0%","33806","53.2%","46305","55.0%","-1.8pp"
"Eagle of the Great Shelf","W","U","69277","5.76","8908","8.19","23612","43.0%","51.4%","3801","47.8%","6953","53.9%","10754","51.7%","12983","51.1%","0.6pp"
"The Eagles Are Coming!","W","R","8191","2.10","4427","2.10","24766","88.2%","56.3%","4210","56.5%","7223","60.7%","11433","59.2%","13347","53.9%","5.3pp"
"Esgaroth Garrison","W","C","194545","7.65","25204","10.86","36140","22.8%","54.2%","5970","53.3%","11279","57.3%","17249","55.9%","18984","52.7%","3.3pp"
"Fíli the Pathfinder","W","R","7693","1.99","4521","1.94","26410","89.0%","59.3%","4686","66.0%","7111","66.6%","11797","66.4%","14410","53.2%","13.1pp"
"Gleaming Splendor","W","M","7987","3.90","1021","5.73","1213","19.4%","40.7%","213","","318","","531","36.3%","681","44.2%","-7.9pp"
