"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","% GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IIH"
"Long-Bodied Grey Dog","","C","243790","7.14","28987","10.54","37471","20.4%","52.7%","6609","52.8%","9200","52.9%","15809","52.9%","21658","52.6%","0.3pp"
"Old Thrush","","C","239707","7.03","27357","10.43","41345","24.1%","52.4%","7621","52.1%","10506","53.9%","18127","53.2%","23221","51.7%","1.4pp"
"Troop of Ponies","","U","86331","5.11","11682","7.51","35621","48.8%","53.3%","6616","54.4%","8819","53.3%","15435","53.8%","20138","52.9%","0.8pp"
"Belladonna Took","W","R","17004","3.39","3602","4.11","13378","60.6%","51.8%","2470","50.6%","3855","52.7%","6325","51.9%","7007","51.8%","0.1pp"
"Bilbo's Gambit","W","R","27272","5.15","3327","7.86","3551","17.2%","48.4%","617","47.3%","956","47.7%","1573","47.6%","1978","49.0%","-1.5pp"
"Bofur, Reliable Guardian","W","U","67751","4.24","12974","5.60","63640","77.3%","55.3%","11097","53.8%","16849","58.0%","27946","56.3%","35404","54.4%","1.9pp"
"Celebrate the Mountain-king","W","U","41508","2.65","18663","2.91","110987","91.3%","57.9%","18702","59.4%","32521","63.4%","51223","62.0%","59701","54.5%","7.5pp"
"Dáin, Lord of the Iron Hills","W","U","65684","4.25","11953","5.64","54426","72.7%","54.1%","9607","53.6%","14108","54.2%","23715","54.0%","30498","54.2%","-0.3pp"
"Dwarven Provisioner","W","C","222436","6.31","34800","8.78","130995","59.3%","55.3%","23358","53.7%","35643","56.1%","59001","55.2%","71657","55.3%","-0.2pp"
"Dwarven Shortsword","W","C","213493","6.06","28907","8.75","97870","53.8%","54.2%","16578","52.1%","24518","53.8%","41096","53.1%","56171","55.0%","-1.8pp"
"Eagle of the Great Shelf","W","U","86235","5.82","10841","8.37","27161","40.5%","51.2%","4377","47.7%","7973","53.9%","12350","51.7%","14956","50.7%","1.1pp"
"The Eagles Are Coming!","W","R","10137","2.11","5501","2.11","31090","88.1%","56.5%","5278","56.9%","9181","61.0%","14459","59.5%","16648","53.9%","5.6pp"
"Esgaroth Garrison","W","C","239704","7.61","32008","10.73","51137","25.3%","54.6%","8454","53.3%","16110","58.1%","24564","56.4%","26701","52.9%","3.5pp"
"Fíli the Pathfinder","W","R","9435","1.98","5605","1.94","33009","89.2%","59.2%","5883","65.5%","8906","66.6%","14789","66.1%","17980","53.2%","13.0pp"
"Gleaming Splendor","W","M","10112","3.98","1283","5.94","1423","17.9%","42.2%","246","","372","","618","38.3%","804","45.1%","-6.8pp"
"Iron Hills Blacksmith","W","U","53448","3.35","15035","4.02","83284","86.5%","56.3%","15222","58.2%","22030","57.1%","37252","57.5%","45808","55.3%","2.3pp"
"Kíli the Resourceful","W","R","11480","2.37","5322","2.37","28513","82.6%","57.7%","5194","67.2%","7153","59.9%","12347","63.0%","15958","53.4%","9.6pp"
"Lake-town Lookout","W","C","236189","7.44","27131","10.85","35459","20.8%","51.2%","6324","51.2%","10520","51.9%","16844","51.6%","18610","50.8%","0.8pp"
"Lake-town Toymaker","W","U","90702","6.23","13444","8.61","31245","37.3%","52.6%","5293","50.1%","10140","55.4%","15433","53.6%","15862","51.7%","1.9pp"
"Magnificent End","W","C","174754","4.55","34442","6.08","179230","82.3%","55.3%","30551","53.7%","51991","57.6%","82542","56.2%","96749","54.6%","1.5pp"
"Moment of Glory","W","C","241086","7.69","27462","11.28","25786","15.0%","51.2%","4349","48.3%","7477","52.5%","11826","50.9%","13975","51.5%","-0.5pp"
"The Mountain-king's Return","W","U","50597","3.22","18440","3.60","105528","88.5%","57.8%","18685","60.7%","30698","61.4%","49383","61.1%","56139","54.9%","6.2pp"
"Ori, Keeper of Songs","W","C","226032","6.70","30449","9.59","88757","46.2%","55.0%","15380","54.5%","22193","54.8%","37573","54.7%","50833","55.2%","-0.6pp"
"The Queen of Dale","W","M","5125","2.11","2336","2.16","12378","84.3%","55.4%","2215","58.5%","3541","58.1%","5756","58.3%","6614","52.8%","5.4pp"
"Roads Go Ever, Ever On","W","R","17727","3.41","4414","4.05","20013","72.1%","55.6%","3563","56.8%","5569","56.1%","9132","56.3%","10876","55.0%","1.3pp"
"Settle the Wreckage","W","R","11795","2.39","4662","2.50","25397","85.6%","55.8%","4318","54.5%","7451","60.8%","11769","58.5%","13633","53.5%","5.0pp"
"Stone by Sunlight","W","U","49379","3.07","17499","3.51","100995","90.0%","57.2%","17234","57.0%","29079","62.0%","46313","60.2%","54707","54.7%","5.5pp"
"Thorin's Last Stand","W","C","243230","7.89","25923","11.60","15218","9.4%","49.6%","2417","44.8%","4084","50.7%","6501","48.5%","8724","50.5%","-2.0pp"
"An Unexpected Party","W","R","8567","1.74","5828","1.71","35400","91.7%","58.9%","6110","61.7%","10086","67.3%","16196","65.2%","19182","53.5%","11.6pp"
"Velvetwing Butterflies","W","C","231152","6.92","27051","10.15","50594","29.7%","52.7%","8655","49.0%","13651","55.5%","22306","53.0%","28347","52.4%","0.5pp"
"Vow to Erebor","W","C","241342","7.80","26411","11.44","26536","16.0%","52.3%","4318","49.8%","6296","51.9%","10614","51.1%","15927","53.0%","-2.0pp"
"Bilbo, Luckwearer","U","U","53861","3.47","17838","3.89","99488","87.1%","56.5%","17816","59.2%","31540","61.0%","49356","60.4%","49672","52.7%","7.7pp"
"Bilbo, Thief in the Night","U","M","6092","2.55","2434","2.72","11820","77.7%","54.8%","2087","56.8%","3683","59.1%","5770","58.2%","5979","51.5%","6.7pp"
"Bilbo Baggins, Burglar","U","C","186331","5.13","41402","6.43","200304","76.7%","55.1%","35892","55.5%","61659","58.5%","97551","57.4%","101422","52.9%","4.4pp"
"Confusticate and Bebother","U","C","227935","6.92","31605","9.77","75587","38.4%","52.1%","12905","50.3%","23205","56.0%","36110","54.0%","39491","50.4%","3.5pp"
"Elrond, Moon-Reader","U","M","7105","3.03","1716","3.52","6028","58.4%","49.6%","1090","47.8%","1733","52.0%","2823","50.4%","3189","48.7%","1.7pp"
"Elven Raft-Steerer","U","U","92045","6.47","10145","9.70","15115","24.1%","49.0%","2653","48.1%","3946","50.7%","6599","49.6%","8461","48.4%","1.3pp"
"Elvenking's Harper","U","C","242840","7.94","31571","11.19","42901","21.7%","51.9%","7485","51.4%","12364","54.7%","19849","53.5%","22950","50.5%","3.0pp"
"Enchanted River's Grasp","U","C","185027","5.02","33452","6.73","160888","77.4%","53.7%","27292","51.1%","50746","57.9%","78038","55.5%","82396","51.9%","3.6pp"
"Fateful Discovery","U","M","14625","5.44","1919","8.30","96","0.8%","","21","","28","","49","","48","",""
"Gandalf, Wandering Wizard","U","C","243190","8.06","29314","11.53","20482","11.2%","49.5%","3368","47.1%","6458","53.1%","9826","51.0%","10775","48.2%","2.9pp"
"Great Gilded Boat","U","R","12091","2.46","6347","2.51","36397","88.1%","57.2%","6376","64.1%","11604","61.0%","17980","62.1%","18467","52.4%","9.7pp"
"Lakeshore Apothecary","U","C","189358","5.41","44188","6.58","227474","81.8%","55.5%","40634","57.4%","75511","57.5%","116145","57.4%","111552","53.5%","4.0pp"
"Lake-town Mariners","U","U","95544","6.60","12249","9.60","18308","24.2%","50.7%","3026","47.3%","5483","53.3%","8509","51.2%","9769","50.1%","1.0pp"
"Long Lake Nuisance","U","C","210458","6.10","43883","7.66","196939","70.9%","55.5%","33763","54.8%","65029","59.5%","98792","57.9%","98372","53.2%","4.7pp"
"The Lord of the Eagles","U","R","19984","4.01","3584","5.08","10671","48.5%","51.1%","1853","48.5%","3290","55.0%","5143","52.7%","5546","49.5%","3.2pp"
"Master's Councillors","U","U","70733","4.64","19226","5.37","100390","82.1%","56.2%","17825","57.3%","33514","59.7%","51339","58.9%","49276","53.4%","5.5pp"
"Mirkwood Meditator","U","C","247028","8.68","27747","12.44","6574","3.8%","47.2%","1157","48.3%","1733","48.8%","2890","48.6%","3674","46.1%","2.5pp"
"Most Decrepit Old Bird","U","R","24956","4.51","4494","6.16","13304","47.2%","53.3%","2283","53.5%","4232","56.5%","6515","55.5%","6801","51.2%","4.3pp"
"Old Fat Spider Can't See Me","U","U","82301","5.47","12610","7.61","36697","47.2%","51.1%","6136","49.5%","11374","53.9%","17510","52.4%","19117","49.9%","2.4pp"
"Plunder the Trollshaws","U","C","201143","5.63","42294","7.12","201432","75.0%","56.1%","35488","56.2%","64222","60.6%","99710","59.1%","101723","53.2%","5.8pp"
"Ravenhill Flock","U","U","78479","5.32","10281","7.66","30028","47.6%","49.9%","4997","47.9%","9645","53.7%","14642","51.7%","15464","48.1%","3.6pp"
"Riddles in the Dark","U","R","24693","4.75","3829","6.50","8339","35.1%","49.6%","1402","47.8%","2515","52.7%","3917","50.9%","4418","48.4%","2.5pp"
"Roll-Roll-Roll-Roll","U","R","27604","5.25","3941","7.55","4675","19.3%","46.2%","771","38.1%","1389","47.9%","2160","44.4%","2498","47.6%","-3.2pp"
"Sound the Trumpets","U","U","94200","6.45","13955","9.02","30410","34.9%","53.3%","5130","52.1%","9773","57.2%","14903","55.4%","15509","51.3%","4.1pp"
"Thranduil's Decree","U","U","96923","6.84","12275","9.92","14601","19.1%","49.4%","2458","46.7%","4455","53.0%","6913","50.7%","7689","48.2%","2.6pp"
"Uncover the Moon-Letters","U","R","31918","6.11","4167","9.29","1045","4.0%","47.6%","175","","324","","499","","546","45.4%",""
"Uneasy Partings","U","C","224565","6.66","39849","8.87","140464","56.0%","54.3%","23555","51.1%","44575","58.3%","68130","55.8%","72389","52.9%","2.8pp"
"Wizard's Staff","U","R","27989","5.35","3453","8.11","1691","7.9%","40.9%","282","","464","","746","39.5%","942","42.1%","-2.6pp"
"Along the Crooked Way","B","R","17375","3.33","3600","4.09","14892","66.2%","53.1%","2578","48.0%","3397","54.4%","5975","51.6%","8898","54.1%","-2.4pp"
"Azog, Moria's Ruin","B","R","13710","2.68","3815","3.06","19225","81.2%","53.2%","3340","50.1%","4406","54.6%","7746","52.7%","11458","53.6%","-0.9pp"
"Bilbo's Deadly Slice","B","C","106522","2.83","34339","3.40","206727","93.4%","56.7%","35179","54.8%","47338","58.6%","82517","57.0%","124254","56.5%","0.5pp"
"Crude Bent Blade","B","C","116468","3.21","44106","3.58","264310","91.3%","58.1%","46006","60.3%","60559","60.1%","106565","60.2%","157351","56.7%","3.5pp"
"Desolation Prowler","B","U","39674","2.62","19369","2.80","119250","92.7%","58.8%","21627","64.2%","26960","58.6%","48587","61.1%","70857","57.2%","3.9pp"
"Down, Down to Goblin-town","B","U","49046","3.10","18473","3.49","107212","88.8%","57.9%","18869","60.1%","24409","58.4%","43278","59.1%","63845","57.1%","2.1pp"
"Dreaded Bat-Cloud","B","U","61081","3.71","13020","4.87","69939","83.8%","55.9%","11645","54.5%","15987","56.4%","27632","55.6%","42439","56.0%","-0.4pp"
"Front Porch Sentries","B","C","218318","5.81","33970","8.36","120276","54.9%","55.8%","21444","55.4%","27125","54.5%","48569","54.9%","71707","56.3%","-1.4pp"
"Gathering of Darkness","B","U","63653","3.87","13406","5.06","67516","78.6%","55.5%","11298","52.5%","15365","56.4%","26663","54.8%","40879","56.0%","-1.2pp"
"Gnashing of Teeth","B","U","43736","2.73","13861","3.22","81049","91.1%","55.9%","13797","54.4%","18272","56.4%","32069","55.6%","48997","56.1%","-0.5pp"
"Gollum, Riddle Master","B","M","3728","1.53","2718","1.52","16124","91.0%","58.1%","2888","67.6%","3770","60.0%","6658","63.3%","9326","54.5%","8.8pp"
