"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","% GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IIH"
"Long-Bodied Grey Dog","","C","255927","7.14","30604","10.53","40181","20.7%","52.8%","7096","52.9%","9895","53.1%","16991","53.0%","23186","52.7%","0.3pp"
"Old Thrush","","C","251677","7.02","28897","10.41","44825","24.7%","52.5%","8334","52.4%","11389","54.2%","19723","53.4%","25107","51.8%","1.6pp"
"Troop of Ponies","","U","90988","5.13","12295","7.54","37445","48.6%","53.3%","6944","54.4%","9286","53.4%","16230","53.8%","21166","53.0%","0.8pp"
"Belladonna Took","W","R","18007","3.41","3761","4.14","13932","60.3%","51.8%","2561","50.7%","4006","52.8%","6567","52.0%","7317","51.7%","0.3pp"
"Bilbo's Gambit","W","R","28801","5.17","3496","7.91","3604","16.6%","48.5%","624","47.4%","969","48.0%","1593","47.8%","2011","49.1%","-1.4pp"
"Bofur, Reliable Guardian","W","U","71300","4.24","13667","5.60","67144","77.3%","55.3%","11694","53.8%","17841","58.2%","29535","56.4%","37302","54.3%","2.1pp"
"Celebrate the Mountain-king","W","U","43487","2.64","19654","2.90","117091","91.4%","57.9%","19767","59.5%","34227","63.4%","53994","62.0%","63029","54.5%","7.5pp"
"Dáin, Lord of the Iron Hills","W","U","69206","4.27","12529","5.68","56947","72.3%","54.2%","10061","53.6%","14763","54.2%","24824","54.0%","31897","54.2%","-0.3pp"
"Dwarven Provisioner","W","C","233696","6.30","36663","8.77","138544","59.5%","55.3%","24756","53.6%","37768","56.2%","62524","55.2%","75667","55.3%","-0.1pp"
"Dwarven Shortsword","W","C","224336","6.07","30235","8.76","102210","53.7%","54.3%","17319","52.1%","25566","53.8%","42885","53.1%","58684","55.0%","-1.9pp"
"Eagle of the Great Shelf","W","U","90743","5.84","11358","8.42","28103","39.9%","51.2%","4514","47.7%","8257","54.0%","12771","51.8%","15483","50.7%","1.1pp"
"The Eagles Are Coming!","W","R","10667","2.11","5786","2.11","32837","88.3%","56.7%","5569","57.0%","9719","61.2%","15288","59.7%","17568","54.0%","5.6pp"
"Esgaroth Garrison","W","C","251628","7.59","33783","10.70","55451","26.0%","54.8%","9169","53.5%","17462","58.3%","26631","56.7%","28962","53.1%","3.6pp"
"Fíli the Pathfinder","W","R","9960","1.98","5937","1.95","34938","89.2%","59.1%","6227","65.3%","9449","66.5%","15676","66.0%","19001","53.2%","12.8pp"
"Gleaming Splendor","W","M","10723","4.00","1364","5.98","1515","17.8%","42.6%","258","","398","","656","38.9%","858","45.6%","-6.7pp"
"Iron Hills Blacksmith","W","U","56118","3.35","15761","4.02","87520","86.5%","56.4%","15994","58.4%","23199","57.2%","39193","57.7%","48088","55.3%","2.4pp"
"Kíli the Resourceful","W","R","12029","2.37","5580","2.37","29830","82.5%","57.7%","5426","67.0%","7481","60.1%","12907","63.0%","16697","53.4%","9.6pp"
"Lake-town Lookout","W","C","248255","7.45","28386","10.87","36629","20.5%","51.2%","6520","51.1%","10840","52.1%","17360","51.7%","19264","50.8%","0.9pp"
"Lake-town Toymaker","W","U","95447","6.25","14080","8.66","32358","36.9%","52.6%","5482","50.2%","10493","55.5%","15975","53.7%","16435","51.7%","2.0pp"
"Magnificent End","W","C","183040","4.54","36227","6.07","189058","82.4%","55.4%","32247","53.7%","54890","57.7%","87137","56.2%","101984","54.6%","1.6pp"
"Moment of Glory","W","C","253388","7.70","28837","11.29","26953","14.9%","51.4%","4541","48.3%","7855","52.7%","12396","51.1%","14573","51.6%","-0.5pp"
"The Mountain-king's Return","W","U","52802","3.21","19402","3.58","111485","88.6%","57.9%","19735","60.8%","32497","61.6%","52232","61.3%","59244","55.0%","6.3pp"
"Ori, Keeper of Songs","W","C","237440","6.69","31960","9.59","93082","46.1%","55.0%","16131","54.4%","23262","54.7%","39393","54.6%","53321","55.2%","-0.6pp"
"The Queen of Dale","W","M","5406","2.12","2450","2.16","13011","84.3%","55.5%","2332","58.7%","3730","58.3%","6062","58.5%","6940","53.0%","5.5pp"
"Roads Go Ever, Ever On","W","R","18790","3.42","4622","4.09","20898","71.7%","55.6%","3723","56.6%","5821","56.0%","9544","56.3%","11349","55.0%","1.3pp"
"Settle the Wreckage","W","R","12477","2.40","4907","2.52","26692","85.5%","55.8%","4528","54.7%","7846","60.7%","12374","58.5%","14323","53.5%","5.1pp"
"Stone by Sunlight","W","U","51659","3.06","18408","3.49","106403","90.1%","57.2%","18182","57.2%","30686","62.1%","48868","60.3%","57562","54.6%","5.6pp"
"Thorin's Last Stand","W","C","255344","7.90","27222","11.62","15819","9.3%","49.8%","2523","44.9%","4262","51.0%","6785","48.8%","9043","50.5%","-1.8pp"
"An Unexpected Party","W","R","8961","1.74","6124","1.71","37236","91.7%","58.9%","6409","61.7%","10630","67.4%","17039","65.2%","20174","53.5%","11.7pp"
"Velvetwing Butterflies","W","C","242784","6.92","28434","10.16","53004","29.6%","52.7%","9044","49.2%","14335","55.4%","23379","53.0%","29688","52.4%","0.6pp"
"Vow to Erebor","W","C","253286","7.81","27704","11.45","27578","15.8%","52.2%","4475","49.6%","6532","51.9%","11007","50.9%","16576","53.0%","-2.1pp"
"Bilbo, Luckwearer","U","U","56378","3.46","18855","3.86","105516","87.3%","56.6%","18930","59.2%","33485","61.1%","52415","60.4%","52617","52.8%","7.6pp"
"Bilbo, Thief in the Night","U","M","6413","2.55","2561","2.73","12527","78.0%","55.0%","2219","57.0%","3925","59.1%","6144","58.3%","6308","51.9%","6.4pp"
"Bilbo Baggins, Burglar","U","C","195866","5.13","43679","6.43","211833","76.8%","55.1%","38032","55.6%","65393","58.5%","103425","57.4%","107013","53.0%","4.5pp"
"Confusticate and Bebother","U","C","239550","6.93","33261","9.79","79456","38.3%","52.1%","13566","50.3%","24464","55.9%","38030","53.9%","41442","50.4%","3.5pp"
"Elrond, Moon-Reader","U","M","7602","3.07","1812","3.58","6319","58.0%","49.5%","1145","47.9%","1818","52.1%","2963","50.5%","3341","48.5%","2.0pp"
"Elven Raft-Steerer","U","U","96787","6.50","10673","9.74","15668","23.8%","49.0%","2743","48.0%","4094","50.7%","6837","49.6%","8772","48.4%","1.2pp"
"Elvenking's Harper","U","C","254655","7.93","33365","11.16","46068","22.0%","52.0%","8056","51.3%","13298","55.1%","21354","53.7%","24604","50.5%","3.2pp"
