"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","% GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IIH"
"Long-Bodied Grey Dog","","C","153169","7.12","17630","10.58","21045","19.3%","52.1%","3628","52.1%","5097","51.7%","8725","51.9%","12320","52.3%","-0.5pp"
"Old Thrush","","C","150725","7.05","16535","10.50","21653","21.4%","51.6%","3946","50.5%","5441","52.8%","9387","51.8%","12261","51.4%","0.4pp"
"Troop of Ponies","","U","52587","4.93","7232","7.15","22541","51.3%","52.6%","4234","53.5%","5505","52.8%","9739","53.1%","12766","52.1%","1.0pp"
"Belladonna Took","W","R","10121","3.21","2366","3.72","8853","62.7%","51.6%","1602","50.4%","2591","52.1%","4193","51.5%","4628","51.8%","-0.3pp"
"Bilbo's Gambit","W","R","16430","4.99","2080","7.48","2677","21.4%","48.4%","464","","719","48.4%","1183","48.4%","1495","48.4%","0.0pp"
"Bofur, Reliable Guardian","W","U","42154","4.22","8020","5.52","38468","77.0%","54.9%","6655","53.4%","9966","57.0%","16621","55.6%","21678","54.4%","1.2pp"
"Celebrate the Mountain-king","W","U","26629","2.69","11377","2.95","66340","90.7%","57.9%","11182","58.9%","19129","63.5%","30311","61.8%","35989","54.7%","7.1pp"
"Dáin, Lord of the Iron Hills","W","U","40122","4.15","7698","5.35","35161","74.4%","53.9%","6206","53.5%","9153","54.1%","15359","53.9%","19655","53.9%","-0.1pp"
"Dwarven Provisioner","W","C","140048","6.34","21389","8.82","77649","58.3%","55.0%","13855","53.4%","20832","55.7%","34687","54.8%","42755","55.1%","-0.3pp"
"Dwarven Shortsword","W","C","133485","6.03","18524","8.62","63741","55.3%","54.3%","10750","52.1%","15977","53.9%","26727","53.2%","36645","55.1%","-1.9pp"
"Eagle of the Great Shelf","W","U","52897","5.67","7007","8.02","19396","45.4%","51.5%","3141","48.2%","5692","53.8%","8833","51.8%","10665","51.3%","0.5pp"
"The Eagles Are Coming!","W","R","6218","2.08","3375","2.07","18629","88.0%","56.0%","3152","56.3%","5377","60.7%","8529","59.1%","10108","53.4%","5.7pp"
"Esgaroth Garrison","W","C","150645","7.66","19240","10.91","25660","21.5%","53.5%","4255","52.4%","7944","57.1%","12199","55.5%","13532","51.8%","3.7pp"
"Fíli the Pathfinder","W","R","5926","1.98","3417","1.92","19751","88.5%","58.9%","3483","65.5%","5284","66.3%","8767","66.0%","10840","53.0%","13.0pp"
"Gleaming Splendor","W","M","6044","3.84","799","5.52","998","20.9%","40.0%","172","","256","","428","","569","43.6%",""
