"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","% GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IIH"
"Long-Bodied Grey Dog","","C","233940","7.15","27786","10.55","35622","20.3%","52.6%","6283","52.7%","8725","52.6%","15008","52.7%","20613","52.5%","0.1pp"
"Old Thrush","","C","229988","7.04","26190","10.44","38824","23.7%","52.3%","7169","52.0%","9837","53.9%","17006","53.1%","21819","51.6%","1.5pp"
"Troop of Ponies","","U","82712","5.09","11214","7.47","34344","49.1%","53.2%","6405","54.3%","8489","53.1%","14894","53.6%","19401","52.8%","0.8pp"
"Belladonna Took","W","R","16257","3.38","3476","4.09","12953","61.0%","51.8%","2378","50.8%","3754","52.7%","6132","52.0%","6777","51.7%","0.2pp"
"Bilbo's Gambit","W","R","26089","5.14","3186","7.83","3448","17.5%","48.3%","599","47.4%","928","47.7%","1527","47.6%","1921","48.8%","-1.2pp"
"Bofur, Reliable Guardian","W","U","64909","4.25","12434","5.59","60726","77.1%","55.2%","10586","53.8%","16048","57.9%","26634","56.3%","33821","54.3%","2.0pp"
"Celebrate the Mountain-king","W","U","39865","2.65","17849","2.91","105841","91.2%","57.9%","17861","59.3%","30977","63.4%","48838","61.9%","56944","54.5%","7.4pp"
"Dáin, Lord of the Iron Hills","W","U","62924","4.25","11481","5.61","52258","72.7%","54.1%","9241","53.6%","13517","54.2%","22758","54.0%","29295","54.1%","-0.2pp"
"Dwarven Provisioner","W","C","213402","6.31","33349","8.78","124992","59.2%","55.2%","22318","53.6%","33914","56.0%","56232","55.0%","68447","55.3%","-0.2pp"
"Dwarven Shortsword","W","C","204857","6.06","27846","8.75","94371","53.9%","54.2%","15991","52.1%","23630","53.7%","39621","53.1%","54166","55.0%","-1.9pp"
"Eagle of the Great Shelf","W","U","82516","5.81","10436","8.34","26421","41.0%","51.3%","4257","47.8%","7747","54.1%","12004","51.9%","14556","50.7%","1.1pp"
"The Eagles Are Coming!","W","R","9709","2.10","5266","2.10","29758","88.2%","56.5%","5040","56.9%","8782","60.9%","13822","59.4%","15953","54.0%","5.4pp"
"Esgaroth Garrison","W","C","230101","7.62","30570","10.76","47493","24.7%","54.4%","7815","53.1%","14957","57.9%","22772","56.3%","24839","52.8%","3.5pp"
"Fíli the Pathfinder","W","R","9043","1.98","5358","1.94","31601","89.3%","59.1%","5611","65.7%","8534","66.5%","14145","66.2%","17224","53.0%","13.2pp"
"Gleaming Splendor","W","M","9666","3.97","1237","5.89","1386","18.1%","41.8%","240","","365","","605","38.0%","780","44.9%","-6.9pp"
"Iron Hills Blacksmith","W","U","51324","3.35","14397","4.02","79531","86.4%","56.3%","14568","58.3%","21038","57.0%","35606","57.5%","43707","55.2%","2.3pp"
"Kíli the Resourceful","W","R","11012","2.37","5095","2.37","27296","82.6%","57.5%","4977","67.0%","6827","59.7%","11804","62.8%","15293","53.2%","9.6pp"
"Lake-town Lookout","W","C","226617","7.43","26122","10.83","34636","21.1%","51.2%","6185","51.3%","10237","51.9%","16422","51.7%","18208","50.7%","0.9pp"
"Lake-town Toymaker","W","U","86927","6.22","12956","8.59","30396","37.7%","52.6%","5142","50.2%","9838","55.3%","14980","53.6%","15464","51.8%","1.8pp"
"Magnificent End","W","C","167938","4.56","32972","6.11","170570","82.0%","55.3%","29093","53.6%","49373","57.5%","78466","56.0%","92162","54.6%","1.5pp"
"Moment of Glory","W","C","231210","7.69","26310","11.27","24814","15.1%","51.2%","4203","48.3%","7184","52.5%","11387","50.9%","13442","51.4%","-0.5pp"
"The Mountain-king's Return","W","U","48762","3.23","17667","3.62","100687","88.2%","57.8%","17861","60.6%","29177","61.3%","47038","61.1%","53642","54.9%","6.2pp"
"Ori, Keeper of Songs","W","C","216903","6.70","29162","9.59","85027","46.3%","55.0%","14759","54.4%","21229","54.8%","35988","54.7%","48710","55.1%","-0.4pp"
"The Queen of Dale","W","M","4914","2.10","2243","2.14","11821","84.1%","55.4%","2106","58.6%","3376","57.9%","5482","58.2%","6331","52.9%","5.3pp"
"Roads Go Ever, Ever On","W","R","16972","3.39","4252","4.02","19268","72.3%","55.5%","3435","56.6%","5349","56.0%","8784","56.2%","10479","55.0%","1.3pp"
"Settle the Wreckage","W","R","11303","2.38","4489","2.49","24346","85.6%","55.7%","4129","54.5%","7116","60.8%","11245","58.5%","13106","53.3%","5.2pp"
"Stone by Sunlight","W","U","47538","3.08","16789","3.51","96341","89.9%","57.1%","16475","57.0%","27676","62.0%","44151","60.1%","52213","54.6%","5.5pp"
"Thorin's Last Stand","W","C","233385","7.88","24932","11.58","14802","9.5%","49.5%","2354","44.9%","3961","50.7%","6315","48.5%","8494","50.3%","-1.8pp"
"An Unexpected Party","W","R","8228","1.74","5596","1.71","33836","91.7%","58.7%","5813","61.7%","9650","67.0%","15463","65.0%","18351","53.4%","11.5pp"
"Velvetwing Butterflies","W","C","221674","6.91","25941","10.14","48706","29.9%","52.6%","8326","48.8%","13137","55.5%","21463","52.9%","27301","52.4%","0.5pp"
"Vow to Erebor","W","C","231683","7.80","25453","11.43","25709","16.1%","52.2%","4176","49.7%","6101","51.9%","10277","51.0%","15437","53.0%","-2.0pp"
"Bilbo, Luckwearer","U","U","51720","3.47","17024","3.89","94573","87.1%","56.4%","16948","59.2%","29962","61.0%","46910","60.4%","47234","52.5%","7.8pp"
