"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","% GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IIH"
"Agent 13, Sharon Carter","W","U","19291","3.13","7766","3.48","45875","91.7%","58.1%","8069","59.4%","12404","59.8%","20473","59.6%","25530","56.8%","2.8pp"
"Agent Maria Hill","W","U","22893","3.66","7609","4.21","41004","82.9%","59.1%","7263","63.1%","10421","58.2%","17684","60.2%","23265","58.2%","2.0pp"
"Agent of Atlas","W","C","90196","6.04","15981","8.34","64449","62.6%","57.6%","11523","58.5%","15648","55.2%","27171","56.6%","37211","58.3%","-1.7pp"
"Agent Phil Coulson","W","R","3885","1.61","2828","1.60","17455","94.4%","59.1%","3131","68.1%","4725","62.1%","7856","64.5%","9622","54.8%","9.7pp"
"Agents of S.H.I.E.L.D.","W","C","91888","6.21","14763","8.78","49900","53.0%","56.7%","8625","55.8%","13001","56.6%","21626","56.3%","28248","56.9%","-0.6pp"
"Avengers Assemble!","W","M","1770","1.51","1330","1.49","8296","94.1%","59.6%","1381","64.9%","2242","64.7%","3623","64.8%","4675","55.6%","9.1pp"
"Borough Backup","W","C","81264","5.06","19038","6.66","101121","82.3%","58.5%","18312","57.1%","26682","60.5%","44994","59.1%","56132","58.1%","1.0pp"
"Brave Brawler","W","C","78570","4.86","17219","6.49","97476","87.5%","58.7%","17404","59.7%","25369","58.7%","42773","59.1%","54715","58.4%","0.7pp"
"Captain America, Super-Soldier","W","M","1790","1.48","1246","1.47","7459","91.9%","58.3%","1343","60.4%","2023","62.4%","3366","61.6%","4150","55.5%","6.1pp"
"Captain America, Wings of Freedom","W","R","3793","1.57","2757","1.57","16919","94.3%","59.5%","3044","64.1%","4615","62.0%","7659","62.8%","9311","56.9%","5.9pp"
"Captain Marvel, Earth's Protector","W","M","1560","1.30","1347","1.28","8741","95.4%","61.8%","1450","66.7%","2518","72.0%","3968","70.1%","4801","55.1%","15.0pp"
"Captain Mar-Vell, Space-Born","W","U","27430","4.41","4519","6.16","19489","67.9%","55.1%","3246","53.0%","5359","55.8%","8605","54.7%","10978","55.3%","-0.6pp"
"Colleen Wing, Street Samurai","W","U","28401","4.58","5125","6.32","21257","64.4%","55.9%","3766","57.1%","5168","55.0%","8934","55.9%","12308","55.9%","0.0pp"
"Crowd of True Believers","W","C","98443","7.28","14372","10.24","27356","29.6%","57.4%","4800","58.5%","6675","56.0%","11475","57.0%","15889","57.7%","-0.7pp"
"Helicarrier Strike","W","C","75840","4.63","16137","6.24","87304","83.8%","57.5%","15108","56.4%","23101","59.0%","38209","58.0%","49104","57.1%","0.9pp"
"Hero in Training","W","C","58111","3.69","21419","4.28","132852","93.6%","60.2%","23432","61.1%","36525","62.6%","59957","62.0%","72606","58.8%","3.3pp"
"Invisible Woman, Sue Storm","W","U","31108","5.32","3680","7.87","7697","34.0%","50.0%","1250","44.0%","1938","47.7%","3188","46.3%","4529","52.4%","-6.1pp"
"Jennifer Walters","W","M","1774","1.50","1314","1.48","8240","93.3%","60.3%","1493","66.2%","2252","64.1%","3745","64.9%","4543","56.5%","8.4pp"
"Kree Commandos","W","C","96240","6.96","11484","10.42","15619","21.6%","52.9%","2681","51.2%","3873","52.8%","6554","52.1%","9100","53.5%","-1.4pp"
"Luke Cage, Power Man","W","U","32123","5.39","4020","8.03","10549","41.6%","53.0%","1754","50.3%","2683","52.7%","4437","51.8%","6141","53.9%","-2.1pp"
"The Mind Stone","W","M","2290","1.90","1192","1.90","6062","82.9%","55.8%","1089","57.9%","1631","55.2%","2720","56.3%","3342","55.4%","0.9pp"
"Mockingbird, Ace Agent","W","U","30285","5.00","3874","7.32","10233","42.2%","51.9%","1756","49.3%","2546","50.5%","4302","50.0%","5960","53.1%","-3.0pp"
"Monica Rambeau","W","M","1708","1.47","1323","1.45","8193","95.1%","58.2%","1442","61.4%","2305","64.4%","3747","63.3%","4445","53.8%","9.5pp"
