"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","% GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IIH"
"The Dawning Archaic","","M","5059","1.79","2383","1.77","12624","86.0%","53.0%","2034","48.3%","4065","57.3%","6099","54.3%","6278","51.0%","3.3pp"
"Rancorous Archaic","","C","203954","7.38","27353","10.56","50215","29.4%","51.9%","8232","49.3%","15375","56.8%","23607","54.2%","26016","49.5%","4.6pp"
"Sundering Archaic","","U","64872","4.67","16916","5.75","77702","72.6%","55.7%","12722","54.5%","24064","61.3%","36786","59.0%","39158","52.0%","6.9pp"
"Together as One","","R","12199","2.17","8028","2.10","45429","86.0%","58.3%","7553","61.9%","13702","68.1%","21255","65.9%","22343","50.0%","15.9pp"
"Transcendent Archaic","","U","73468","5.42","14212","7.18","51023","57.4%","54.2%","8409","52.8%","15600","60.0%","24009","57.5%","26115","50.5%","6.9pp"
"Ajani's Response","W","C","153770","4.83","30505","6.35","158543","80.4%","57.1%","26835","56.0%","43481","59.5%","70316","58.1%","86902","56.1%","2.1pp"
"Antiquities on the Loose","W","R","11262","1.97","6874","1.96","41488","90.2%","59.9%","7451","65.7%","10971","64.4%","18422","64.9%","22757","55.7%","9.3pp"
"Ascendant Dustspeaker","W","C","186841","6.36","27532","8.92","96419","54.4%","56.3%","15819","54.0%","26022","57.0%","41841","55.9%","54541","56.6%","-0.7pp"
"Daydream","W","U","76570","6.22","9181","9.17","14828","25.4%","51.6%","2463","48.2%","3745","50.1%","6208","49.4%","8580","53.2%","-3.9pp"
"Dig Site Inventory","W","C","173876","5.74","27404","7.88","116483","66.1%","56.2%","19693","55.2%","28149","56.3%","47842","55.8%","68415","56.5%","-0.7pp"
"Eager Glyphmage","W","C","184091","6.24","29736","8.55","113151","59.0%","57.0%","19331","56.3%","29324","56.5%","48655","56.5%","64192","57.4%","-1.0pp"
"Elite Interceptor","W","C","138099","4.39","37317","5.18","216037","88.2%","58.8%","39582","61.4%","55830","58.7%","95412","59.8%","119876","57.9%","1.9pp"
"Emeritus of Truce","W","M","5105","1.78","2841","1.78","16116","87.6%","57.2%","2856","60.1%","4275","59.6%","7131","59.8%","8926","55.2%","4.6pp"
"Ennis, Debate Moderator","W","U","66070","5.17","9306","7.14","31189","53.2%","53.3%","5599","49.0%","7750","52.1%","13349","50.8%","17767","55.1%","-4.3pp"
"Erode","W","R","15223","2.52","4840","2.76","25752","83.9%","55.8%","4447","53.3%","6995","58.6%","11442","56.5%","14089","55.1%","1.4pp"
