"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","% GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IIH"
"The Dawning Archaic","","M","9271","1.88","3985","1.88","21009","85.4%","52.2%","3361","47.6%","6777","57.0%","10138","53.9%","10447","50.0%","3.9pp"
"Rancorous Archaic","","C","350588","7.38","46473","10.60","82425","28.3%","51.3%","13629","48.8%","25321","56.2%","38950","53.6%","42610","49.0%","4.6pp"
"Sundering Archaic","","U","106684","4.45","28901","5.45","139319","75.2%","55.6%","22917","53.7%","43666","61.5%","66583","58.8%","69659","51.9%","6.9pp"
"Together as One","","R","19214","2.01","13375","1.95","77627","87.6%","58.1%","13107","61.5%","23565","67.9%","36672","65.6%","37820","49.6%","16.0pp"
"Transcendent Archaic","","U","124931","5.31","24297","7.07","90903","59.5%","53.7%","14935","52.0%","28050","59.6%","42985","57.0%","46383","50.1%","6.8pp"
"Ajani's Response","W","C","253178","4.57","53990","5.97","291275","83.2%","56.6%","49401","55.2%","80465","59.0%","129866","57.6%","158791","55.7%","1.8pp"
"Antiquities on the Loose","W","R","18976","1.92","11892","1.91","72357","90.8%","59.4%","12917","65.3%","19373","63.5%","32290","64.2%","39522","55.2%","9.0pp"
"Ascendant Dustspeaker","W","C","319167","6.23","48001","8.76","174453","56.3%","55.8%","28567","53.5%","47704","56.4%","76271","55.3%","98134","56.2%","-0.9pp"
"Daydream","W","U","135120","6.40","15716","9.52","22136","22.2%","51.2%","3690","47.8%","5561","49.7%","9251","48.9%","12829","52.7%","-3.8pp"
"Dig Site Inventory","W","C","295277","5.64","47016","7.75","205343","67.7%","55.8%","34482","54.8%","49946","55.8%","84428","55.4%","120500","56.1%","-0.8pp"
"Eager Glyphmage","W","C","317975","6.25","51416","8.60","195351","58.6%","56.6%","33105","55.7%","50964","56.2%","84069","56.0%","110732","57.1%","-1.1pp"
"Elite Interceptor","W","C","225002","4.17","65124","4.87","382283","89.2%","58.3%","70037","60.8%","99351","58.2%","169388","59.3%","211572","57.5%","1.8pp"
"Emeritus of Truce","W","M","9034","1.84","4909","1.84","27698","87.4%","56.6%","4892","59.2%","7410","58.0%","12302","58.5%","15285","55.1%","3.3pp"
"Ennis, Debate Moderator","W","U","118795","5.44","15852","7.69","48898","48.8%","52.8%","8670","48.2%","12326","51.2%","20996","50.0%","27789","54.9%","-4.9pp"
"Erode","W","R","26369","2.54","8526","2.80","46196","85.2%","55.3%","7956","53.0%","12536","58.2%","20492","56.2%","25301","54.5%","1.6pp"
"Graduation Day","W","U","116113","5.56","14214","8.01","37065","41.3%","52.7%","6522","52.2%","8842","50.1%","15364","51.0%","21608","53.9%","-2.9pp"
"Group Project","W","U","101065","4.40","24279","5.41","129538","82.0%","57.1%","23276","57.7%","32610","56.1%","55886","56.8%","73542","57.3%","-0.6pp"
"Harsh Annotation","W","U","127435","5.99","12145","9.44","19784","25.6%","51.2%","3296","47.7%","5001","51.5%","8297","50.0%","11367","52.0%","-2.0pp"
"Honorbound Page","W","C","326366","6.53","42048","9.44","110830","40.9%","54.6%","18764","51.5%","28023","54.2%","46787","53.1%","63813","55.6%","-2.4pp"
"Informed Inkwright","W","R","17570","1.81","10739","1.81","65067","91.7%","58.1%","11852","63.3%","17234","60.3%","29086","61.5%","35653","55.3%","6.2pp"
"Inkshape Demonstrator","W","U","101309","4.45","20623","5.68","104876","78.5%","56.5%","17776","56.8%","27499","56.4%","45275","56.6%","59357","56.4%","0.1pp"
"Interjection","W","C","341820","7.23","45089","10.30","84501","29.1%","55.8%","13983","54.4%","21257","56.5%","35240","55.6%","49010","55.9%","-0.3pp"
"Joined Researchers","W","R","45938","4.09","9326","5.27","44312","74.0%","55.8%","8082","55.7%","11073","54.2%","19155","54.8%","25113","56.4%","-1.5pp"
"Owlin Historian","W","C","315569","6.16","48015","8.60","190201","61.5%","55.9%","33055","55.2%","50430","55.4%","83485","55.4%","106804","56.4%","-1.0pp"
"Practiced Offense","W","R","16957","1.73","11804","1.69","73404","92.2%","59.4%","12510","62.7%","19580","66.0%","32090","64.7%","40697","54.9%","9.8pp"
"Primary Research","W","U","103358","4.59","20549","5.87","89616","68.2%","55.4%","15102","53.2%","24333","56.0%","39435","54.9%","49969","55.8%","-0.8pp"
"Quill-Blade Laureate","W","U","83114","3.62","21215","4.38","122848","89.1%","57.0%","22216","57.1%","31218","56.7%","53434","56.9%","69084","57.0%","-0.1pp"
"Rapier Wit","W","C","337218","7.04","43327","10.15","85472","30.6%","54.7%","14543","52.1%","21660","55.7%","36203","54.3%","48867","55.0%","-0.7pp"
"Rehearsed Debater","W","C","327166","6.55","47186","9.23","151159","49.8%","55.7%","26343","55.6%","37165","54.0%","63508","54.7%","87478","56.4%","-1.8pp"
"Restoration Seminar","W","M","9801","2.06","5075","2.02","25762","80.0%","55.0%","4351","54.1%","7249","59.4%","11600","57.4%","13855","52.8%","4.6pp"
