"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","% GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IIH"
"Long-Bodied Grey Dog","","C","113191","7.07","12973","10.50","15595","19.6%","51.6%","2697","52.2%","3758","51.7%","6455","51.9%","9137","51.5%","0.4pp"
"Old Thrush","","C","111494","7.02","12181","10.47","15678","21.2%","51.7%","2832","51.3%","3946","52.9%","6778","52.3%","8894","51.3%","1.0pp"
"Troop of Ponies","","U","38214","4.81","5358","6.89","17219","53.5%","52.7%","3232","52.9%","4196","53.3%","7428","53.1%","9757","52.3%","0.8pp"
"Belladonna Took","W","R","7224","3.11","1760","3.52","6767","64.1%","51.4%","1213","50.7%","2002","51.6%","3215","51.3%","3526","51.7%","-0.4pp"
"Bilbo's Gambit","W","R","11796","4.91","1552","7.24","2164","23.7%","48.3%","363","","578","49.0%","941","48.2%","1224","48.3%","-0.0pp"
"Bofur, Reliable Guardian","W","U","30971","4.19","5992","5.44","28431","77.2%","54.9%","4943","53.7%","7324","56.6%","12267","55.4%","16043","54.4%","1.0pp"
"Celebrate the Mountain-king","W","U","20083","2.72","8369","3.00","48271","90.5%","58.1%","8179","59.0%","13781","63.9%","21960","62.0%","26286","54.8%","7.2pp"
"Dáin, Lord of the Iron Hills","W","U","29158","4.10","5780","5.21","26299","74.7%","54.1%","4651","53.4%","6873","54.5%","11524","54.1%","14681","54.0%","0.1pp"
"Dwarven Provisioner","W","C","103929","6.34","15787","8.80","56525","58.0%","55.0%","10018","53.7%","15048","55.5%","25066","54.8%","31308","55.0%","-0.2pp"
"Dwarven Shortsword","W","C","98442","6.01","14018","8.52","48331","56.3%","54.3%","8145","52.1%","12114","53.9%","20259","53.2%","27798","55.1%","-1.9pp"
"Eagle of the Great Shelf","W","U","38760","5.60","5277","7.81","15103","47.4%","51.9%","2443","48.8%","4453","54.3%","6896","52.4%","8292","51.5%","0.9pp"
"The Eagles Are Coming!","W","R","4570","2.06","2527","2.02","13767","88.3%","56.1%","2323","56.2%","3941","60.7%","6264","59.0%","7510","53.7%","5.3pp"
"Esgaroth Garrison","W","C","111374","7.66","13973","10.94","17424","20.3%","53.5%","2909","51.8%","5319","56.9%","8228","55.1%","9232","52.1%","3.0pp"
"Fíli the Pathfinder","W","R","4430","2.00","2520","1.94","14382","88.1%","58.8%","2571","65.8%","3834","66.2%","6405","66.1%","7884","52.7%","13.3pp"
"Gleaming Splendor","W","M","4352","3.75","587","5.34","764","21.9%","41.5%","127","","195","","322","","441","",""
"Iron Hills Blacksmith","W","U","25184","3.38","6913","4.03","37661","86.7%","56.6%","6870","58.1%","9908","57.8%","16778","57.9%","20790","55.6%","2.4pp"
"Kíli the Resourceful","W","R","5489","2.42","2505","2.39","13087","82.7%","58.1%","2384","67.2%","3282","60.3%","5666","63.2%","7310","53.9%","9.3pp"
"Lake-town Lookout","W","C","109879","7.26","12972","10.50","20174","25.4%","51.5%","3640","50.5%","5912","52.4%","9552","51.7%","10619","51.3%","0.4pp"
"Lake-town Toymaker","W","U","41372","6.07","6402","8.16","16630","42.7%","53.4%","2778","51.3%","5332","56.1%","8110","54.4%","8540","52.4%","2.0pp"
"Magnificent End","W","C","83114","4.69","15301","6.31","74391","79.2%","55.0%","12690","53.5%","21025","57.0%","33715","55.7%","40695","54.3%","1.4pp"
"Moment of Glory","W","C","111964","7.57","12732","11.10","13428","17.4%","50.7%","2304","48.6%","3779","52.3%","6083","50.9%","7353","50.6%","0.3pp"
"The Mountain-king's Return","W","U","24756","3.39","8012","3.85","43144","86.4%","57.6%","7577","60.2%","12247","61.3%","19824","60.9%","23314","54.9%","6.0pp"
"Ori, Keeper of Songs","W","C","105276","6.72","13779","9.62","38616","45.7%","54.7%","6662","54.7%","9639","54.7%","16301","54.7%","22173","54.5%","0.2pp"
"The Queen of Dale","W","M","2291","2.06","1060","2.08","5376","82.8%","55.3%","959","59.1%","1469","57.2%","2428","58.0%","2946","53.1%","4.9pp"
"Roads Go Ever, Ever On","W","R","7776","3.23","2075","3.66","9271","73.6%","55.2%","1639","57.1%","2523","55.8%","4162","56.3%","5107","54.3%","2.0pp"
"Settle the Wreckage","W","R","5271","2.30","2179","2.39","11446","85.3%","55.6%","1955","53.4%","3302","61.5%","5257","58.5%","6188","53.1%","5.4pp"
"Stone by Sunlight","W","U","23659","3.17","7687","3.67","42808","89.2%","57.1%","7356","56.9%","11928","62.3%","19284","60.3%","23527","54.5%","5.8pp"
"Thorin's Last Stand","W","C","112639","7.72","12274","11.31","9151","12.3%","48.9%","1497","44.2%","2401","50.9%","3898","48.3%","5259","49.3%","-1.0pp"
"An Unexpected Party","W","R","4114","1.77","2719","1.72","15842","91.5%","58.8%","2778","62.6%","4406","67.2%","7184","65.4%","8651","53.3%","12.1pp"
"Velvetwing Butterflies","W","C","106681","6.77","12515","9.86","25324","33.3%","52.5%","4319","48.3%","6783","55.4%","11102","52.7%","14250","52.4%","0.3pp"
"Vow to Erebor","W","C","112153","7.72","12346","11.27","13693","18.2%","52.0%","2225","49.4%","3188","51.9%","5413","50.9%","8281","52.8%","-1.9pp"
"Bilbo, Luckwearer","U","U","25762","3.58","7722","4.06","41202","85.7%","55.8%","7277","59.0%","12848","60.4%","20125","59.9%","20904","51.9%","8.0pp"
"Bilbo, Thief in the Night","U","M","2648","2.42","1026","2.56","4652","75.7%","54.3%","823","56.4%","1436","58.1%","2259","57.5%","2362","51.2%","6.3pp"
"Bilbo Baggins, Burglar","U","C","86801","5.15","18697","6.41","86507","75.2%","54.9%","15394","55.6%","26105","58.3%","41499","57.3%","44377","52.7%","4.6pp"
"Confusticate and Bebother","U","C","105357","6.83","14065","9.61","34808","40.7%","51.7%","6109","50.1%","10396","55.8%","16505","53.7%","18301","49.8%","3.9pp"
"Elrond, Moon-Reader","U","M","2857","2.71","842","2.95","2976","61.2%","49.1%","541","49.9%","837","52.0%","1378","51.2%","1588","47.1%","4.1pp"
"Elven Raft-Steerer","U","U","41444","6.21","4729","9.17","8503","29.8%","48.8%","1504","47.1%","2181","50.3%","3685","49.0%","4782","48.5%","0.5pp"
"Elvenking's Harper","U","C","113016","7.88","14151","11.18","19012","22.1%","50.9%","3328","50.3%","5240","53.4%","8568","52.2%","10380","49.7%","2.4pp"
"Enchanted River's Grasp","U","C","86272","5.02","15028","6.64","70619","77.9%","53.1%","11960","50.5%","21780","57.5%","33740","55.0%","36610","51.3%","3.7pp"
"Fateful Discovery","U","M","6424","5.27","826","7.98","56","1.1%","","10","","14","","24","","33","",""
"Gandalf, Wandering Wizard","U","C","112735","7.86","13588","11.24","12029","14.7%","49.6%","1956","48.0%","3768","53.6%","5724","51.7%","6364","47.9%","3.8pp"
"Great Gilded Boat","U","R","5782","2.54","2795","2.61","15199","86.8%","56.4%","2615","63.0%","4814","60.4%","7429","61.3%","7793","51.8%","9.5pp"
"Lakeshore Apothecary","U","C","94207","5.89","18577","7.42","87563","76.6%","55.3%","15659","57.3%","28651","57.7%","44310","57.6%","43315","53.1%","4.5pp"
"Lake-town Mariners","U","U","43142","6.29","5625","8.99","10599","31.2%","50.2%","1780","47.0%","3091","53.2%","4871","51.0%","5709","49.4%","1.5pp"
"Long Lake Nuisance","U","C","101476","6.45","18449","8.25","73128","64.2%","55.3%","12514","54.9%","23948","59.5%","36462","57.9%","36746","52.7%","5.2pp"
