"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","% GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IIH"
"Long-Bodied Grey Dog","","C","215630","7.15","25470","10.56","32120","20.0%","52.5%","5636","52.8%","7855","52.1%","13491","52.4%","18626","52.6%","-0.2pp"
"Old Thrush","","C","212173","7.05","23937","10.47","34341","23.0%","52.0%","6308","51.7%","8680","53.9%","14988","53.0%","19355","51.2%","1.7pp"
"Troop of Ponies","","U","75861","5.07","10363","7.41","31939","49.6%","53.1%","5948","54.1%","7882","53.0%","13830","53.5%","18063","52.7%","0.8pp"
"Belladonna Took","W","R","14835","3.35","3227","4.00","12074","61.4%","51.9%","2221","51.3%","3480","52.8%","5701","52.2%","6330","51.8%","0.4pp"
"Bilbo's Gambit","W","R","23858","5.10","2935","7.76","3284","18.2%","48.6%","562","47.9%","878","48.7%","1440","48.4%","1844","48.7%","-0.3pp"
"Bofur, Reliable Guardian","W","U","59750","4.25","11411","5.59","55487","77.0%","55.2%","9661","53.8%","14619","57.9%","24280","56.3%","30962","54.3%","2.0pp"
"Celebrate the Mountain-king","W","U","37000","2.66","16404","2.92","97103","91.1%","57.9%","16383","59.2%","28370","63.6%","44753","61.9%","52295","54.5%","7.4pp"
"Dáin, Lord of the Iron Hills","W","U","57833","4.23","10665","5.57","48547","73.1%","54.0%","8599","53.8%","12583","54.2%","21182","54.0%","27171","54.0%","0.0pp"
"Dwarven Provisioner","W","C","196796","6.32","30652","8.80","113756","58.8%","55.1%","20376","53.5%","30695","55.9%","51071","54.9%","62398","55.2%","-0.2pp"
"Dwarven Shortsword","W","C","188862","6.06","25801","8.72","87620","54.1%","54.3%","14822","52.2%","21951","53.9%","36773","53.2%","50311","54.9%","-1.7pp"
"Eagle of the Great Shelf","W","U","75827","5.79","9659","8.27","24978","42.0%","51.3%","4030","47.9%","7362","53.9%","11392","51.7%","13715","50.9%","0.8pp"
"The Eagles Are Coming!","W","R","8930","2.11","4839","2.11","27203","88.2%","56.4%","4598","56.7%","8015","60.9%","12613","59.4%","14605","53.9%","5.5pp"
"Esgaroth Garrison","W","C","212203","7.64","27849","10.81","41680","23.9%","54.4%","6888","53.0%","13052","57.7%","19940","56.1%","21846","52.9%","3.1pp"
"Fíli the Pathfinder","W","R","8353","1.98","4945","1.94","29020","89.3%","59.2%","5140","66.0%","7830","66.6%","12970","66.4%","15828","53.1%","13.3pp"
"Gleaming Splendor","W","M","8820","3.92","1118","5.77","1305","18.9%","41.1%","223","","347","","570","37.2%","734","44.3%","-7.1pp"
"Iron Hills Blacksmith","W","U","47514","3.35","13268","4.01","73372","86.6%","56.2%","13386","58.1%","19428","56.9%","32814","57.4%","40362","55.3%","2.2pp"
"Kíli the Resourceful","W","R","10210","2.38","4729","2.36","25279","82.5%","57.5%","4612","66.9%","6307","59.8%","10919","62.8%","14176","53.2%","9.5pp"
"Lake-town Lookout","W","C","208924","7.40","24177","10.79","32671","21.6%","51.3%","5854","51.2%","9624","52.0%","15478","51.7%","17187","50.9%","0.8pp"
