"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","% GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IIH"
"Agent 13, Sharon Carter","W","U","43689","2.88","18221","3.22","109514","92.9%","57.1%","19346","58.5%","29601","58.5%","48947","58.5%","60842","56.0%","2.6pp"
"Agent Maria Hill","W","U","56064","3.56","18087","4.16","99097","84.0%","58.0%","17554","62.2%","25236","57.2%","42790","59.2%","56173","57.1%","2.1pp"
"Agent of Atlas","W","C","220152","5.79","38881","8.07","162491","65.0%","56.4%","28997","57.3%","39721","54.6%","68718","55.7%","93551","56.9%","-1.1pp"
"Agent Phil Coulson","W","R","9223","1.56","6854","1.56","42734","95.0%","58.2%","7603","67.1%","11621","60.9%","19224","63.4%","23628","54.1%","9.3pp"
"Agents of S.H.I.E.L.D.","W","C","219725","5.82","35189","8.33","134927","60.0%","55.7%","23511","55.3%","34974","55.6%","58485","55.5%","76423","55.8%","-0.3pp"
"Avengers Assemble!","W","M","4276","1.49","3310","1.46","20426","93.6%","58.4%","3450","63.2%","5497","64.6%","8947","64.1%","11482","54.0%","10.0pp"
"Borough Backup","W","C","185163","4.58","45751","6.03","254370","85.9%","57.2%","45913","56.2%","67574","59.1%","113487","57.9%","140903","56.6%","1.3pp"
"Brave Brawler","W","C","179014","4.42","42816","5.80","249607","90.2%","57.3%","44500","58.1%","65815","57.3%","110315","57.6%","139314","57.1%","0.6pp"
"Captain America, Super-Soldier","W","M","4457","1.48","3193","1.48","19114","93.5%","56.7%","3384","59.0%","5351","59.1%","8735","59.1%","10540","54.6%","4.4pp"
"Captain America, Wings of Freedom","W","R","9177","1.52","6708","1.52","41107","94.6%","58.1%","7338","62.6%","11338","60.6%","18676","61.4%","22608","55.4%","6.0pp"
"Captain Marvel, Earth's Protector","W","M","3683","1.26","3232","1.25","21154","96.0%","60.9%","3598","65.0%","6181","69.9%","9779","68.1%","11448","54.7%","13.5pp"
"Captain Mar-Vell, Space-Born","W","U","72537","4.67","10687","6.76","41807","61.9%","54.1%","6920","51.7%","11428","55.2%","18348","53.9%","23665","54.2%","-0.3pp"
"Colleen Wing, Street Samurai","W","U","72355","4.58","12229","6.41","50435","64.5%","55.0%","8957","56.4%","12430","54.0%","21387","55.0%","29031","54.9%","0.1pp"
"Crowd of True Believers","W","C","242030","7.04","36026","9.94","79888","34.6%","56.0%","14048","57.3%","19482","54.6%","33530","55.7%","46381","56.3%","-0.6pp"
"Helicarrier Strike","W","C","180394","4.38","38029","5.98","209486","85.5%","56.4%","36012","55.1%","55968","57.9%","91980","56.8%","117524","56.0%","0.8pp"
"Hero in Training","W","C","125011","3.29","51060","3.73","317181","94.2%","58.6%","56168","59.5%","87148","61.2%","143316","60.5%","173158","57.1%","3.5pp"
"Invisible Woman, Sue Storm","W","U","81736","5.70","8858","8.77","14537","26.6%","49.3%","2324","43.2%","3644","48.3%","5968","46.3%","8590","51.2%","-4.9pp"
"Jennifer Walters","W","M","4338","1.46","3350","1.43","21014","94.6%","59.0%","3782","64.0%","5872","64.0%","9654","64.0%","11460","54.8%","9.2pp"
"Kree Commandos","W","C","239726","7.05","27299","10.64","33542","19.4%","52.5%","5769","50.3%","8372","52.1%","14141","51.4%","19460","53.2%","-1.9pp"
"Luke Cage, Power Man","W","U","83057","5.64","9565","8.59","21302","35.5%","52.4%","3603","49.6%","5414","52.4%","9017","51.3%","12346","53.1%","-1.8pp"
"The Mind Stone","W","M","5630","1.89","2846","1.93","14746","83.2%","54.7%","2607","57.0%","3950","55.5%","6557","56.1%","8189","53.7%","2.4pp"
"Mockingbird, Ace Agent","W","U","78736","5.26","9473","7.93","22697","38.4%","51.9%","3829","48.9%","5713","51.2%","9542","50.3%","13199","52.9%","-2.7pp"
"Monica Rambeau","W","M","4078","1.41","3290","1.39","20382","94.8%","57.8%","3647","61.0%","5631","64.1%","9278","62.9%","11072","53.5%","9.4pp"
"Murdock's Crusade","W","C","149708","3.84","41848","4.71","245307","89.7%","57.7%","41534","57.2%","66669","61.4%","108203","59.7%","137189","56.2%","3.6pp"
