"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","% GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IIH"
"The Dawning Archaic","","M","6977","1.83","3127","1.80","16604","86.0%","52.5%","2669","48.0%","5387","57.4%","8056","54.3%","8232","50.2%","4.1pp"
"Rancorous Archaic","","C","274826","7.37","36674","10.56","66358","28.8%","51.6%","10914","48.8%","20389","56.6%","31303","53.9%","34314","49.3%","4.5pp"
"Sundering Archaic","","U","85064","4.53","22811","5.56","108378","74.4%","55.7%","17761","54.3%","33820","61.7%","51581","59.1%","54344","51.9%","7.2pp"
"Together as One","","R","15567","2.07","10595","2.00","60984","87.0%","58.2%","10224","61.8%","18489","67.9%","28713","65.7%","29807","49.7%","16.0pp"
"Transcendent Archaic","","U","98124","5.34","19189","7.09","70677","58.8%","53.9%","11627","52.0%","21679","59.9%","33306","57.2%","36154","50.4%","6.8pp"
"Ajani's Response","W","C","202835","4.69","42135","6.14","224156","82.1%","56.8%","38049","55.5%","61868","59.3%","99917","57.9%","122283","55.9%","2.0pp"
"Antiquities on the Loose","W","R","15043","1.95","9371","1.94","56602","90.5%","59.7%","10096","65.8%","15062","63.9%","25158","64.7%","31009","55.4%","9.3pp"
"Ascendant Dustspeaker","W","C","251353","6.29","37502","8.85","134109","55.5%","56.1%","21960","53.8%","36503","56.7%","58463","55.6%","75618","56.3%","-0.7pp"
"Daydream","W","U","104799","6.32","12387","9.37","18617","23.7%","51.4%","3108","47.8%","4671","50.0%","7779","49.1%","10794","53.0%","-3.8pp"
"Dig Site Inventory","W","C","233563","5.70","37081","7.83","159671","66.9%","56.1%","26875","55.1%","38755","55.9%","65630","55.6%","93724","56.4%","-0.8pp"
"Eager Glyphmage","W","C","249217","6.25","40352","8.59","153597","58.8%","56.8%","26056","56.1%","40103","56.3%","66159","56.2%","87006","57.2%","-1.0pp"
"Elite Interceptor","W","C","180796","4.26","50866","4.99","297045","88.8%","58.5%","54452","61.1%","77026","58.3%","131478","59.5%","164536","57.7%","1.8pp"
"Emeritus of Truce","W","M","6943","1.82","3853","1.81","21866","87.6%","57.2%","3854","60.2%","5809","58.7%","9663","59.3%","12115","55.4%","3.9pp"
"Ennis, Debate Moderator","W","U","91537","5.34","12483","7.47","39545","50.1%","52.9%","7037","48.7%","9893","51.5%","16930","50.3%","22524","54.8%","-4.5pp"
"Erode","W","R","20451","2.52","6651","2.77","35788","84.6%","55.6%","6169","53.1%","9694","58.3%","15863","56.3%","19616","54.9%","1.3pp"
"Graduation Day","W","U","90130","5.48","11285","7.78","30672","43.0%","52.8%","5358","52.1%","7323","50.3%","12681","51.0%","17917","54.0%","-3.0pp"
"Group Project","W","U","78698","4.37","19217","5.35","102797","82.2%","57.2%","18572","57.7%","25879","56.4%","44451","56.9%","58264","57.4%","-0.5pp"
