"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","% GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IIH"
"Agent 13, Sharon Carter","W","U","45268","2.87","18903","3.21","114254","92.8%","57.1%","20165","58.5%","30933","58.6%","51098","58.6%","63446","55.9%","2.6pp"
"Agent Maria Hill","W","U","58312","3.55","18792","4.16","103311","84.0%","58.0%","18310","62.1%","26317","57.1%","44627","59.2%","58543","57.1%","2.1pp"
"Agent of Atlas","W","C","229017","5.78","40452","8.06","170304","65.2%","56.4%","30382","57.1%","41579","54.7%","71961","55.7%","98108","56.9%","-1.2pp"
"Agent Phil Coulson","W","R","9599","1.56","7133","1.56","44635","94.9%","58.1%","7935","67.0%","12144","60.9%","20079","63.3%","24680","54.1%","9.2pp"
"Agents of S.H.I.E.L.D.","W","C","228437","5.80","36625","8.30","141949","60.4%","55.6%","24716","55.2%","36864","55.7%","61580","55.5%","80354","55.8%","-0.3pp"
"Avengers Assemble!","W","M","4437","1.49","3442","1.46","21330","93.6%","58.4%","3599","63.1%","5733","64.5%","9332","64.0%","12001","54.0%","10.0pp"
"Borough Backup","W","C","192039","4.56","47577","6.00","266359","86.0%","57.2%","48119","56.2%","70740","59.1%","118859","57.9%","147523","56.6%","1.3pp"
"Brave Brawler","W","C","185579","4.40","44559","5.78","261291","90.2%","57.3%","46575","58.2%","68911","57.3%","115486","57.7%","145841","57.1%","0.6pp"
"Captain America, Super-Soldier","W","M","4629","1.48","3306","1.49","19867","93.5%","56.7%","3503","59.1%","5559","59.0%","9062","59.1%","10970","54.6%","4.5pp"
"Captain America, Wings of Freedom","W","R","9551","1.52","6983","1.52","42938","94.6%","58.0%","7652","62.5%","11860","60.5%","19512","61.3%","23610","55.3%","6.0pp"
"Captain Marvel, Earth's Protector","W","M","3835","1.26","3372","1.25","22230","96.1%","60.9%","3794","64.9%","6478","69.9%","10272","68.1%","12035","54.8%","13.3pp"
"Captain Mar-Vell, Space-Born","W","U","75841","4.69","11088","6.79","43383","61.6%","54.2%","7215","51.8%","11842","55.3%","19057","54.0%","24541","54.2%","-0.2pp"
"Colleen Wing, Street Samurai","W","U","75300","4.58","12691","6.41","52564","64.5%","55.0%","9350","56.5%","12962","53.9%","22312","55.0%","30235","55.0%","0.0pp"
"Crowd of True Believers","W","C","251783","7.04","37452","9.94","83437","34.6%","56.1%","14720","57.4%","20303","54.7%","35023","55.9%","48439","56.3%","-0.4pp"
"Helicarrier Strike","W","C","187282","4.38","39433","5.97","218436","85.6%","56.4%","37562","55.2%","58264","57.8%","95826","56.8%","122628","56.0%","0.8pp"
