"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","% GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IIH"
"Agent 13, Sharon Carter","W","U","42998","2.89","17913","3.24","107605","92.8%","57.1%","19006","58.6%","29059","58.5%","48065","58.6%","59803","56.0%","2.6pp"
"Agent Maria Hill","W","U","55025","3.56","17755","4.16","97066","83.9%","58.0%","17169","62.3%","24716","57.1%","41885","59.3%","55051","57.1%","2.1pp"
"Agent of Atlas","W","C","216038","5.79","38127","8.07","159051","64.9%","56.4%","28383","57.3%","38876","54.6%","67259","55.8%","91577","56.9%","-1.2pp"
"Agent Phil Coulson","W","R","9060","1.56","6735","1.56","42000","94.9%","58.2%","7464","67.0%","11414","61.1%","18878","63.4%","23235","54.0%","9.4pp"
"Agents of S.H.I.E.L.D.","W","C","215809","5.83","34550","8.34","132099","59.9%","55.6%","23029","55.2%","34250","55.6%","57279","55.5%","74801","55.8%","-0.3pp"
"Avengers Assemble!","W","M","4197","1.50","3245","1.47","20070","93.6%","58.5%","3396","63.0%","5404","64.7%","8800","64.1%","11273","54.1%","10.0pp"
"Borough Backup","W","C","182037","4.60","44905","6.05","249162","85.8%","57.2%","45002","56.1%","66148","59.1%","111150","57.9%","138032","56.6%","1.2pp"
"Brave Brawler","W","C","176157","4.43","42070","5.82","245151","90.2%","57.3%","43758","58.2%","64652","57.3%","108410","57.6%","136766","57.1%","0.6pp"
"Captain America, Super-Soldier","W","M","4370","1.48","3130","1.49","18734","93.5%","56.6%","3319","59.0%","5248","59.0%","8567","59.0%","10319","54.6%","4.4pp"
"Captain America, Wings of Freedom","W","R","9009","1.52","6592","1.53","40318","94.5%","58.1%","7196","62.5%","11127","60.6%","18323","61.3%","22167","55.4%","5.9pp"
"Captain Marvel, Earth's Protector","W","M","3621","1.26","3179","1.26","20806","96.0%","60.9%","3535","64.9%","6080","70.0%","9615","68.1%","11263","54.7%","13.4pp"
"Captain Mar-Vell, Space-Born","W","U","71025","4.66","10485","6.74","41093","62.1%","54.1%","6826","51.7%","11245","55.1%","18071","53.9%","23228","54.2%","-0.4pp"
"Colleen Wing, Street Samurai","W","U","70986","4.58","11997","6.41","49378","64.4%","55.0%","8783","56.4%","12193","53.9%","20976","54.9%","28383","55.0%","-0.0pp"
"Crowd of True Believers","W","C","237510","7.05","35365","9.94","78363","34.6%","56.1%","13786","57.3%","19097","54.6%","32883","55.7%","45502","56.3%","-0.5pp"
"Helicarrier Strike","W","C","177120","4.39","37359","5.98","205683","85.5%","56.4%","35366","55.1%","54947","57.9%","90313","56.8%","115387","56.0%","0.8pp"
"Hero in Training","W","C","122969","3.30","50147","3.74","311391","94.2%","58.6%","55156","59.5%","85585","61.2%","140741","60.5%","169969","57.1%","3.5pp"
"Invisible Woman, Sue Storm","W","U","80089","5.69","8681","8.75","14339","26.8%","49.2%","2292","43.0%","3612","48.2%","5904","46.2%","8457","51.3%","-5.1pp"
"Jennifer Walters","W","M","4252","1.46","3280","1.43","20551","94.5%","59.1%","3699","64.2%","5734","63.9%","9433","64.1%","11221","54.9%","9.2pp"
"Kree Commandos","W","C","235190","7.05","26812","10.63","32993","19.4%","52.5%","5694","50.3%","8225","52.1%","13919","51.4%","19132","53.3%","-2.0pp"
"Luke Cage, Power Man","W","U","81463","5.63","9393","8.57","20993","35.6%","52.4%","3559","49.6%","5336","52.4%","8895","51.3%","12159","53.0%","-1.7pp"
"The Mind Stone","W","M","5502","1.89","2790","1.93","14357","83.0%","54.7%","2551","57.0%","3846","55.6%","6397","56.2%","7962","53.5%","2.6pp"
"Mockingbird, Ace Agent","W","U","77085","5.26","9286","7.91","22360","38.6%","51.8%","3773","48.9%","5640","51.1%","9413","50.2%","12991","52.9%","-2.6pp"
"Monica Rambeau","W","M","4005","1.41","3232","1.39","19957","94.8%","57.7%","3574","60.9%","5505","64.1%","9079","62.9%","10848","53.4%","9.4pp"
"Murdock's Crusade","W","C","147311","3.85","41111","4.73","240624","89.6%","57.7%","40789","57.2%","65319","61.3%","106108","59.7%","134600","56.2%","3.6pp"
"Nick Fury, Agent of S.H.I.E.L.D.","W","R","28716","4.24","6421","5.47","25210","61.7%","56.0%","4440","57.1%","6381","56.3%","10821","56.6%","14355","55.6%","1.0pp"
"Night Nurse, Healer of Heroes","W","U","44904","2.85","17057","3.35","101727","92.9%","56.7%","17808","56.0%","27082","58.7%","44890","57.6%","56729","55.9%","1.7pp"
"Okoye, Dora Milaje Leader","W","U","51015","3.24","16350","3.86","93274","88.4%","56.8%","16038","57.2%","24972","59.1%","41010","58.3%","52113","55.7%","2.6pp"
"Origin of the Avengers","W","R","11623","1.92","6087","1.97","34703","90.5%","55.8%","6211","57.9%","9117","57.6%","15328","57.7%","19375","54.3%","3.4pp"
"Panther Pounce","W","C","237656","6.96","31472","10.22","56596","28.1%","54.1%","9336","50.5%","14431","56.2%","23767","54.0%","32839","54.2%","-0.2pp"
"Patriot, Shield Wielder","W","U","57129","3.58","16238","4.44","94785","91.1%","56.6%","16964","57.3%","24598","56.9%","41562","57.0%","53281","56.3%","0.8pp"
"Political Triumph","W","U","50032","3.37","16455","3.80","92127","86.6%","57.4%","16274","63.7%","23615","56.1%","39889","59.2%","52205","56.0%","3.2pp"
"Quake, Agent of S.H.I.E.L.D.","W","U","72781","4.69","12527","6.53","52820","66.0%","55.3%","9185","54.8%","13663","55.3%","22848","55.1%","30012","55.5%","-0.4pp"
"Raft Security Officer","W","C","182052","4.77","44309","6.15","247740","86.6%","57.2%","44038","56.8%","66081","57.5%","110119","57.2%","138215","57.2%","-0.0pp"
"Red Guardian, Super-Soldier","W","U","45173","2.93","15708","3.41","93331","92.1%","57.0%","16312","57.1%","25155","59.3%","41467","58.4%","51894","55.7%","2.7pp"
"The Sentry, Golden Guardian","W","R","13824","2.35","4337","2.47","21814","80.9%","53.3%","3802","51.5%","5979","53.8%","9781","52.9%","12171","53.2%","-0.3pp"
"S.H.I.E.L.D. Spy Kit","W","C","192185","5.27","41687","6.73","202575","75.5%","56.9%","35133","57.9%","53035","57.8%","88168","57.8%","114389","56.1%","1.7pp"
"Super Villain Lockup","W","U","40720","2.63","12914","3.15","74850","91.5%","55.2%","12766","54.4%","20025","57.5%","32791","56.3%","42064","54.4%","1.9pp"
"Super-Soldier Serum","W","R","19146","3.11","3606","3.82","15378","69.5%","52.3%","2628","52.2%","3953","54.5%","6581","53.6%","8801","51.3%","2.3pp"
"Take Up the Shield","W","C","171672","4.32","39087","5.77","219155","86.8%","56.8%","36644","55.4%","58596","60.3%","95240","58.4%","123965","55.7%","2.7pp"
"Wakandan Drone Flock","W","C","218473","5.88","39080","8.09","156514","62.0%","56.8%","26670","54.8%","43375","58.6%","70045","57.1%","87175","56.5%","0.6pp"
"Web Up","W","C","95192","2.56","41198","2.94","254089","95.1%","57.2%","43343","56.6%","69814","61.0%","113157","59.3%","140944","55.4%","3.9pp"
"White Widow, Free Agent","W","U","57128","3.57","13227","4.59","71143","84.8%","55.3%","12117","52.7%","18847","56.9%","30964","55.2%","40115","55.3%","-0.1pp"
