"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","% GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IIH"
"Agent 13, Sharon Carter","W","U","34948","2.96","14381","3.32","85612","92.6%","57.3%","15226","58.8%","22985","58.9%","38211","58.8%","47612","56.0%","2.8pp"
"Agent Maria Hill","W","U","43662","3.59","14260","4.17","77558","83.6%","58.2%","13749","62.4%","19755","57.5%","33504","59.5%","43953","57.3%","2.2pp"
"Agent of Atlas","W","C","171926","5.85","30389","8.13","124751","64.2%","56.6%","22322","57.7%","30400","54.6%","52722","55.9%","71876","57.1%","-1.2pp"
"Agent Phil Coulson","W","R","7318","1.57","5419","1.56","33593","94.8%","58.4%","5941","67.5%","9159","61.3%","15100","63.8%","18571","54.2%","9.6pp"
"Agents of S.H.I.E.L.D.","W","C","173229","5.94","27781","8.46","102396","57.9%","55.9%","17808","55.4%","26553","55.8%","44361","55.6%","58026","56.1%","-0.5pp"
"Avengers Assemble!","W","M","3344","1.48","2583","1.45","15898","93.6%","58.7%","2676","63.2%","4317","64.7%","6993","64.1%","8907","54.4%","9.7pp"
"Borough Backup","W","C","148041","4.73","35851","6.23","195791","84.7%","57.5%","35469","56.4%","51787","59.4%","87256","58.2%","108548","57.0%","1.2pp"
"Brave Brawler","W","C","143059","4.56","33467","6.00","192790","89.4%","57.6%","34347","58.5%","50667","57.4%","85014","57.9%","107822","57.4%","0.5pp"
"Captain America, Super-Soldier","W","M","3437","1.47","2472","1.47","14775","93.2%","57.1%","2585","59.3%","4128","59.8%","6713","59.6%","8177","55.0%","4.6pp"
"Captain America, Wings of Freedom","W","R","7245","1.53","5278","1.53","32156","94.5%","58.3%","5737","62.7%","8783","60.5%","14520","61.4%","17770","55.8%","5.6pp"
"Captain Marvel, Earth's Protector","W","M","2912","1.28","2552","1.27","16617","95.9%","61.0%","2772","65.0%","4848","70.2%","7620","68.3%","9046","54.9%","13.4pp"
"Captain Mar-Vell, Space-Born","W","U","55333","4.57","8464","6.53","34186","64.1%","54.4%","5662","51.8%","9384","55.4%","15046","54.1%","19320","54.5%","-0.4pp"
"Colleen Wing, Street Samurai","W","U","55611","4.57","9622","6.34","39396","64.5%","55.1%","7007","56.5%","9648","53.9%","16655","55.0%","22720","55.2%","-0.2pp"
"Crowd of True Believers","W","C","188598","7.09","28331","9.95","61917","34.2%","56.3%","10921","57.4%","15075","54.9%","25996","55.9%","35939","56.5%","-0.6pp"
"Helicarrier Strike","W","C","141838","4.46","30182","6.04","165143","85.2%","56.6%","28486","55.7%","44009","58.1%","72495","57.1%","92661","56.2%","0.9pp"
"Hero in Training","W","C","101432","3.41","40238","3.89","249329","94.1%","59.0%","44036","59.8%","68454","61.6%","112490","60.9%","136307","57.5%","3.5pp"
"Invisible Woman, Sue Storm","W","U","62586","5.58","6986","8.49","12361","29.0%","49.5%","1988","42.9%","3141","48.3%","5129","46.2%","7256","51.7%","-5.5pp"
"Jennifer Walters","W","M","3371","1.47","2571","1.44","16075","94.0%","59.5%","2913","64.8%","4485","64.2%","7398","64.4%","8750","55.4%","9.0pp"
"Kree Commandos","W","C","186039","7.01","21557","10.55","27475","20.2%","52.5%","4777","50.3%","6849","52.1%","11626","51.4%","15901","53.3%","-1.9pp"
"Luke Cage, Power Man","W","U","63674","5.55","7636","8.39","18190","38.1%","52.8%","3030","50.4%","4610","52.5%","7640","51.7%","10599","53.6%","-1.9pp"
"The Mind Stone","W","M","4325","1.89","2216","1.90","11412","83.1%","54.6%","2017","57.1%","3056","55.3%","5073","56.0%","6341","53.4%","2.6pp"
"Mockingbird, Ace Agent","W","U","60326","5.17","7424","7.71","18230","39.5%","52.0%","3082","49.3%","4587","50.9%","7669","50.2%","10601","53.2%","-3.0pp"
"Monica Rambeau","W","M","3178","1.44","2518","1.42","15597","95.0%","58.1%","2760","61.4%","4316","64.3%","7076","63.1%","8501","53.9%","9.3pp"
"Murdock's Crusade","W","C","121051","3.98","32849","4.91","190312","88.9%","58.0%","32238","57.5%","51523","61.5%","83761","60.0%","106619","56.5%","3.5pp"
"Nick Fury, Agent of S.H.I.E.L.D.","W","R","22563","4.20","5059","5.39","19645","61.5%","56.3%","3493","57.2%","4961","56.7%","8454","56.9%","11160","55.9%","1.0pp"
"Night Nurse, Healer of Heroes","W","U","35924","2.88","13760","3.36","82036","92.9%","57.1%","14363","56.6%","21742","58.9%","36105","58.0%","45842","56.4%","1.6pp"
"Okoye, Dora Milaje Leader","W","U","40394","3.23","13101","3.81","74502","88.6%","56.9%","12666","57.5%","19984","59.1%","32650","58.5%","41736","55.8%","2.7pp"
"Origin of the Avengers","W","R","9121","1.90","4869","1.94","27587","90.7%","55.8%","4983","58.5%","7187","57.5%","12170","57.9%","15418","54.2%","3.7pp"
"Panther Pounce","W","C","188676","6.97","25156","10.21","45662","28.5%","54.2%","7515","51.0%","11699","56.1%","19214","54.1%","26457","54.3%","-0.2pp"
"Patriot, Shield Wielder","W","U","45330","3.60","13189","4.43","76914","91.2%","56.9%","13739","58.0%","19989","57.0%","33728","57.4%","43241","56.4%","1.0pp"
"Political Triumph","W","U","41124","3.48","13109","3.94","72325","85.6%","57.7%","12788","64.0%","18585","56.5%","31373","59.6%","40934","56.3%","3.3pp"
"Quake, Agent of S.H.I.E.L.D.","W","U","57050","4.65","10147","6.39","43112","66.9%","55.5%","7434","54.9%","11129","55.4%","18563","55.2%","24586","55.8%","-0.6pp"
"Raft Security Officer","W","C","148131","4.93","35641","6.34","196777","85.6%","57.5%","35134","57.2%","52398","57.8%","87532","57.5%","109694","57.5%","-0.0pp"
"Red Guardian, Super-Soldier","W","U","36825","3.00","12612","3.50","74640","91.8%","57.2%","13090","57.6%","20088","59.6%","33178","58.8%","41485","56.0%","2.9pp"
"The Sentry, Golden Guardian","W","R","10759","2.30","3619","2.39","18255","81.4%","53.5%","3185","52.0%","5009","53.8%","8194","53.1%","10171","53.3%","-0.2pp"
"S.H.I.E.L.D. Spy Kit","W","C","157697","5.50","33336","7.02","155833","72.8%","57.2%","26961","58.1%","40686","58.2%","67647","58.2%","88167","56.4%","1.7pp"
"Super Villain Lockup","W","U","32599","2.66","10450","3.16","60153","91.2%","55.4%","10255","54.5%","16080","57.8%","26335","56.5%","33822","54.6%","1.9pp"
"Super-Soldier Serum","W","R","14791","3.05","2896","3.68","12524","70.7%","52.6%","2119","53.5%","3238","54.5%","5357","54.1%","7171","51.4%","2.7pp"
"Take Up the Shield","W","C","138455","4.41","31434","5.89","174848","86.3%","57.2%","29329","55.8%","46662","60.6%","75991","58.8%","98898","56.0%","2.7pp"
"Wakandan Drone Flock","W","C","174711","5.99","31396","8.19","123306","61.0%","57.1%","21023","54.9%","34074","58.8%","55097","57.3%","68761","56.9%","0.4pp"
"Web Up","W","C","78134","2.63","33220","3.03","204558","95.1%","57.5%","34986","56.8%","56072","61.5%","91058","59.7%","113506","55.8%","3.9pp"
"White Widow, Free Agent","W","U","45126","3.56","10851","4.53","58579","85.2%","55.7%","9986","52.9%","15481","57.5%","25467","55.7%","33057","55.7%","-0.0pp"
"Aerial Doombot","U","C","159610","5.29","29650","7.31","141363","75.0%","56.2%","25100","57.1%","38796","57.8%","63896","57.5%","77732","55.2%","2.3pp"
"A.I.M. Scientists","U","C","171473","5.67","32650","7.89","136771","65.7%","56.3%","25004","55.9%","38373","57.7%","63377","57.0%","73597","55.7%","1.3pp"
"Atlantean Cavalry","U","C","185037","7.05","23943","10.30","41713","27.9%","52.3%","7366","52.4%","12040","53.0%","19406","52.8%","22394","52.0%","0.8pp"
"Atlantis Attacks","U","C","163180","5.50","32863","7.49","142859","68.3%","56.2%","23643","53.1%","40650","59.0%","64293","56.8%","78664","55.7%","1.2pp"
"Attuma, Atlantean Warlord","U","U","64619","5.57","11062","7.67","31646","45.9%","54.1%","5327","54.3%","9262","55.3%","14589","54.9%","17234","53.2%","1.7pp"
"Bold Biochemist","U","C","169718","5.72","35571","7.67","171925","75.5%","57.1%","30577","55.3%","47853","58.9%","78430","57.5%","93672","56.7%","0.8pp"
"Bruce Banner","U","M","4205","1.88","2615","1.80","15005","91.0%","57.3%","2663","63.0%","4165","59.4%","6828","60.9%","8220","54.5%","6.4pp"
"Depower","U","C","182216","6.48","29217","9.20","81491","44.1%","55.2%","13974","53.4%","22798","57.8%","36772","56.1%","44734","54.5%","1.7pp"
"Echo, Perceptive Prodigy","U","U","65565","5.56","11453","7.62","40689","56.4%","54.5%","7122","51.0%","11127","54.4%","18249","53.1%","22484","55.6%","-2.5pp"
"Falcon, Winged Wonder","U","U","42700","3.46","14925","4.03","84766","87.9%","58.0%","14403","57.2%","24412","61.7%","38815","60.0%","46162","56.3%","3.7pp"
"Falcon's Wing Harness","U","U","54860","4.39","11595","5.80","54355","74.0%","55.9%","9266","54.7%","14973","59.1%","24239","57.4%","30091","54.6%","2.8pp"
"Frozen in Ice","U","C","112555","3.62","30806","4.64","179455","91.5%","56.3%","30513","54.0%","50942","59.6%","81455","57.5%","98020","55.3%","2.2pp"
"Futurist Forge","U","C","162001","5.43","30496","7.46","138067","70.9%","56.5%","24917","56.3%","38175","59.1%","63092","58.0%","74915","55.2%","2.8pp"
"Giant-Sized Flying Ant","U","C","178786","6.34","31191","8.71","106301","53.6%","56.8%","17908","54.1%","30527","59.8%","48435","57.7%","58100","56.0%","1.7pp"
