"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","% GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IIH"
"Agent 13, Sharon Carter","W","U","800","2.62","362","3.07","2218","94.7%","56.0%","386","","586","60.1%","972","59.6%","1246","53.4%","6.2pp"
"Agent Maria Hill","W","U","1006","3.45","301","4.06","1732","88.6%","53.8%","312","","440","","752","55.6%","979","52.4%","3.2pp"
"Agent of Atlas","W","C","4301","5.58","808","7.79","3336","68.0%","54.0%","612","54.2%","819","52.6%","1431","53.3%","1893","54.5%","-1.2pp"
"Agent Phil Coulson","W","R","176","","133","","835","96.0%","57.4%","159","","225","","384","","446","",""
"Agents of S.H.I.E.L.D.","W","C","4282","5.49","657","7.96","2741","64.9%","52.7%","478","","684","50.3%","1162","51.5%","1581","53.5%","-2.0pp"
"Avengers Assemble!","W","M","85","","73","","413","","","69","","102","","171","","242","",""
"Borough Backup","W","C","3512","4.08","881","5.55","4894","87.5%","55.9%","861","55.6%","1269","57.0%","2130","56.4%","2764","55.5%","1.0pp"
"Brave Brawler","W","C","3270","4.05","848","5.38","5079","90.8%","55.6%","840","57.1%","1441","55.0%","2281","55.8%","2799","55.3%","0.5pp"
"Captain America, Super-Soldier","W","M","90","","64","","431","","","74","","120","","194","","243","",""
"Captain America, Wings of Freedom","W","R","170","","131","","826","98.7%","57.4%","154","","228","","382","","446","",""
"Captain Marvel, Earth's Protector","W","M","63","","57","","331","","","53","","83","","136","","192","",""
"Captain Mar-Vell, Space-Born","W","U","1492","4.85","203","7.12","789","57.3%","52.3%","127","","210","","337","","453","",""
"Colleen Wing, Street Samurai","W","U","1513","4.46","234","6.52","972","64.2%","53.9%","174","","200","","374","","597","54.9%",""
"Crowd of True Believers","W","C","4705","6.77","762","9.64","2085","44.8%","55.0%","343","","543","53.8%","886","54.9%","1200","55.1%","-0.2pp"
"Helicarrier Strike","W","C","3460","4.12","751","5.69","4126","88.2%","54.6%","697","53.8%","1071","55.4%","1768","54.8%","2358","54.5%","0.3pp"
"Hero in Training","W","C","2140","2.77","1016","3.16","6168","95.2%","55.0%","1063","56.0%","1723","58.6%","2786","57.6%","3371","52.8%","4.7pp"
"Invisible Woman, Sue Storm","W","U","1836","5.93","200","9.33","228","20.5%","","30","","65","","95","","133","",""
"Jennifer Walters","W","M","96","","72","","404","","","84","","111","","195","","209","",""
"Kree Commandos","W","C","4927","7.07","532","10.82","679","20.0%","52.4%","111","","168","","279","","400","",""
"Luke Cage, Power Man","W","U","1627","5.89","194","","433","36.8%","","78","","129","","207","","228","",""
"The Mind Stone","W","M","107","","47","","256","","","38","","68","","106","","150","",""
"Mockingbird, Ace Agent","W","U","1603","5.30","172","","373","32.9%","","71","","105","","176","","199","",""
"Monica Rambeau","W","M","72","","59","","348","","","65","","85","","150","","198","",""
"Murdock's Crusade","W","C","2652","3.39","803","4.30","4922","91.5%","56.7%","833","55.2%","1380","60.9%","2213","58.7%","2713","55.0%","3.8pp"
"Nick Fury, Agent of S.H.I.E.L.D.","W","R","633","4.11","138","","513","60.9%","55.6%","91","","112","","203","","310","",""
"Night Nurse, Healer of Heroes","W","U","868","2.76","333","3.32","1938","93.0%","54.1%","346","","500","54.2%","846","55.4%","1092","53.2%","2.2pp"
