"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","% GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IIH"
"Agent 13, Sharon Carter","W","U","1058","2.74","453","3.14","2812","95.8%","56.6%","527","59.0%","703","61.0%","1230","60.2%","1596","53.9%","6.2pp"
"Agent Maria Hill","W","U","1331","3.46","451","4.07","2733","86.0%","59.4%","474","","689","59.8%","1163","59.2%","1568","59.8%","-0.6pp"
"Agent of Atlas","W","C","5714","5.58","1024","7.84","4328","64.7%","55.8%","801","57.2%","1049","56.3%","1850","56.7%","2472","55.0%","1.7pp"
"Agent Phil Coulson","W","R","234","1.47","175","","1124","93.2%","59.0%","203","","309","","512","63.3%","620","55.3%","8.0pp"
"Agents of S.H.I.E.L.D.","W","C","5809","5.64","967","7.97","4084","64.7%","55.7%","717","57.0%","1032","55.4%","1749","56.1%","2340","55.5%","0.6pp"
"Avengers Assemble!","W","M","87","","74","","518","97.0%","58.9%","81","","142","","223","","295","",""
"Borough Backup","W","C","4717","4.46","1250","5.97","7197","87.7%","56.6%","1341","54.7%","1946","58.2%","3287","56.7%","3909","56.5%","0.3pp"
"Brave Brawler","W","C","4389","4.06","1169","5.32","7113","92.2%","56.2%","1264","56.2%","1861","55.0%","3125","55.5%","3987","56.7%","-1.2pp"
"Captain America, Super-Soldier","W","M","121","","94","","613","95.8%","59.1%","96","","198","","294","","322","",""
"Captain America, Wings of Freedom","W","R","241","1.44","193","","1217","94.7%","56.5%","177","","344","","521","61.0%","696","52.7%","8.3pp"
"Captain Marvel, Earth's Protector","W","M","99","","86","","619","95.4%","62.0%","112","","183","","295","","327","",""
"Captain Mar-Vell, Space-Born","W","U","1897","4.57","249","6.67","948","60.2%","52.8%","158","","244","","402","","552","54.2%",""
"Colleen Wing, Street Samurai","W","U","1898","4.57","340","6.31","1298","62.9%","53.8%","251","","304","","555","53.3%","745","54.2%","-0.9pp"
"Crowd of True Believers","W","C","6322","6.87","1035","9.54","2910","43.0%","55.8%","538","57.6%","726","52.9%","1264","54.9%","1648","56.5%","-1.6pp"
"Helicarrier Strike","W","C","4450","4.11","975","5.66","5615","88.7%","55.2%","967","56.7%","1565","56.4%","2532","56.5%","3083","54.1%","2.4pp"
"Hero in Training","W","C","2923","2.88","1386","3.30","9127","95.0%","58.4%","1566","59.0%","2543","62.1%","4109","60.9%","4981","56.4%","4.6pp"
"Invisible Woman, Sue Storm","W","U","2260","5.87","229","9.55","360","25.1%","","51","","91","","142","","219","",""
"Jennifer Walters","W","M","112","","94","","662","97.5%","63.6%","112","","199","","311","","350","",""
"Kree Commandos","W","C","6379","7.04","733","10.60","849","18.3%","49.4%","175","","218","","393","","457","",""
"Luke Cage, Power Man","W","U","2278","5.70","248","8.93","422","27.9%","","66","","102","","168","","252","",""
"The Mind Stone","W","M","158","","72","","377","","","63","","99","","162","","215","",""
"Mockingbird, Ace Agent","W","U","2052","5.30","259","8.09","521","34.8%","49.1%","81","","140","","221","","297","",""
"Monica Rambeau","W","M","100","","91","","579","97.0%","58.2%","100","","152","","252","","325","",""
"Murdock's Crusade","W","C","3767","3.55","1135","4.38","7113","93.7%","57.3%","1173","56.4%","1996","61.7%","3169","59.8%","3945","55.3%","4.4pp"
"Nick Fury, Agent of S.H.I.E.L.D.","W","R","751","4.18","170","","702","67.5%","58.3%","141","","183","","324","","378","",""
"Night Nurse, Healer of Heroes","W","U","1165","2.73","427","3.11","2523","93.6%","56.5%","468","","678","56.6%","1146","57.1%","1368","56.1%","1.0pp"
"Okoye, Dora Milaje Leader","W","U","1368","3.04","440","3.74","2323","87.1%","54.5%","424","","625","55.5%","1049","56.9%","1263","52.7%","4.2pp"
"Origin of the Avengers","W","R","301","1.91","150","","882","89.3%","53.6%","154","","234","","388","","494","",""
"Panther Pounce","W","C","6531","6.92","870","10.14","1476","27.0%","51.4%","236","","389","","625","50.9%","851","51.7%","-0.8pp"
"Patriot, Shield Wielder","W","U","1466","3.34","427","4.00","2613","92.4%","55.3%","506","55.7%","697","51.9%","1203","53.5%","1413","56.6%","-3.1pp"
"Political Triumph","W","U","1177","3.09","458","3.67","2729","91.7%","56.7%","489","","687","56.2%","1176","59.4%","1552","54.6%","4.8pp"
"Quake, Agent of S.H.I.E.L.D.","W","U","1938","4.62","335","6.41","1431","67.0%","53.4%","240","","372","","612","54.9%","821","52.6%","2.3pp"
"Raft Security Officer","W","C","4672","4.22","1246","5.52","7587","91.9%","56.8%","1308","57.8%","2091","56.3%","3399","56.9%","4205","56.7%","0.2pp"
"Red Guardian, Super-Soldier","W","U","1175","2.79","429","3.29","2718","93.1%","56.1%","504","55.0%","733","60.4%","1237","58.2%","1482","54.4%","3.8pp"
"The Sentry, Golden Guardian","W","R","376","2.67","85","","400","69.2%","","70","","120","","190","","213","",""
"S.H.I.E.L.D. Spy Kit","W","C","4578","4.57","1174","5.87","6712","85.2%","55.9%","1180","59.0%","1723","56.5%","2903","57.5%","3809","54.6%","2.9pp"
"Super Villain Lockup","W","U","1018","2.59","338","3.07","1931","93.3%","54.6%","322","","558","57.2%","880","55.8%","1051","53.7%","2.1pp"
"Super-Soldier Serum","W","R","508","3.06","85","","369","73.4%","","63","","87","","150","","219","",""
"Take Up the Shield","W","C","4382","4.09","1058","5.38","6254","87.8%","56.7%","1044","53.9%","1627","60.5%","2671","57.9%","3584","55.9%","2.1pp"
"Wakandan Drone Flock","W","C","5680","5.64","1149","7.65","5237","70.3%","55.6%","879","56.0%","1451","56.3%","2330","56.2%","2926","55.2%","1.0pp"
"Web Up","W","C","2391","2.42","1134","2.79","7203","95.7%","56.0%","1171","54.7%","2029","58.4%","3200","57.0%","4003","55.3%","1.8pp"
"White Widow, Free Agent","W","U","1468","3.56","361","4.88","2042","83.9%","54.9%","327","","563","53.6%","890","53.7%","1147","55.7%","-2.0pp"
"Aerial Doombot","U","C","5107","4.95","1013","6.98","5503","80.6%","55.7%","971","55.0%","1553","55.8%","2524","55.5%","2988","55.9%","-0.3pp"
"A.I.M. Scientists","U","C","5907","5.42","1156","7.60","5060","68.3%","55.7%","863","53.2%","1442","58.6%","2305","56.6%","2762","54.9%","1.7pp"
"Atlantean Cavalry","U","C","6165","7.00","798","10.24","1452","28.8%","51.0%","269","","411","","680","51.9%","773","50.2%","1.7pp"
"Atlantis Attacks","U","C","5518","5.39","1033","7.48","4755","68.5%","56.7%","780","54.2%","1376","57.3%","2156","56.2%","2603","57.2%","-1.0pp"
"Attuma, Atlantean Warlord","U","U","2168","5.31","331","7.50","1049","46.0%","52.1%","161","","306","","467","","585","49.9%",""
"Bold Biochemist","U","C","5565","5.32","1227","7.14","6555","81.4%","55.9%","1138","53.2%","1823","58.6%","2961","56.5%","3604","55.4%","1.1pp"
"Bruce Banner","U","M","159","","104","","625","91.8%","57.1%","99","","172","","271","","354","",""
"Depower","U","C","5898","6.44","904","9.52","2477","41.8%","54.9%","404","","674","58.8%","1078","56.4%","1400","53.9%","2.5pp"
"Echo, Perceptive Prodigy","U","U","2166","5.49","423","7.45","1519","56.9%","55.8%","282","","397","","679","51.8%","840","59.2%","-7.3pp"
"Falcon, Winged Wonder","U","U","1295","3.31","505","3.79","3026","89.8%","57.9%","500","57.0%","901","61.4%","1401","59.8%","1630","56.2%","3.6pp"
"Falcon's Wing Harness","U","U","1752","4.27","332","5.95","1761","76.1%","56.6%","317","","467","","784","58.3%","976","55.3%","3.0pp"
"Frozen in Ice","U","C","3440","3.43","994","4.40","5996","92.3%","55.1%","1021","51.8%","1766","60.5%","2787","57.3%","3206","53.1%","4.2pp"
