"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","% GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IIH"
"Long-Bodied Grey Dog","","C","245975","7.15","29274","10.54","37906","20.5%","52.7%","6684","52.8%","9331","53.0%","16015","52.9%","21887","52.5%","0.4pp"
"Old Thrush","","C","241849","7.03","27636","10.43","41868","24.1%","52.4%","7736","52.2%","10637","54.0%","18373","53.3%","23498","51.8%","1.5pp"
"Troop of Ponies","","U","87155","5.11","11801","7.51","35956","48.7%","53.3%","6672","54.4%","8889","53.3%","15561","53.8%","20347","52.9%","0.9pp"
"Belladonna Took","W","R","17168","3.39","3624","4.11","13436","60.5%","51.8%","2483","50.6%","3867","52.7%","6350","51.9%","7039","51.8%","0.0pp"
"Bilbo's Gambit","W","R","27575","5.16","3363","7.87","3571","17.1%","48.4%","620","47.4%","959","47.7%","1579","47.6%","1992","49.1%","-1.6pp"
"Bofur, Reliable Guardian","W","U","68365","4.25","13104","5.60","64275","77.3%","55.3%","11201","53.7%","17013","58.0%","28214","56.3%","35768","54.4%","1.9pp"
"Celebrate the Mountain-king","W","U","41875","2.65","18857","2.91","112162","91.3%","57.9%","18913","59.5%","32852","63.4%","51765","62.0%","60334","54.5%","7.5pp"
"Dáin, Lord of the Iron Hills","W","U","66333","4.26","12072","5.65","54996","72.7%","54.2%","9717","53.7%","14244","54.1%","23961","54.0%","30819","54.2%","-0.3pp"
"Dwarven Provisioner","W","C","224442","6.31","35158","8.77","132429","59.4%","55.3%","23610","53.8%","36013","56.1%","59623","55.1%","72468","55.3%","-0.2pp"
"Dwarven Shortsword","W","C","215436","6.06","29154","8.75","98651","53.7%","54.3%","16705","52.2%","24714","53.8%","41419","53.2%","56624","55.0%","-1.8pp"
"Eagle of the Great Shelf","W","U","87037","5.83","10940","8.38","27337","40.4%","51.2%","4400","47.8%","8022","53.9%","12422","51.7%","15061","50.7%","1.0pp"
"The Eagles Are Coming!","W","R","10225","2.11","5557","2.11","31442","88.2%","56.6%","5330","57.0%","9301","61.1%","14631","59.6%","16829","53.9%","5.7pp"
"Esgaroth Garrison","W","C","241883","7.60","32330","10.72","52008","25.5%","54.7%","8587","53.3%","16367","58.2%","24954","56.5%","27183","53.0%","3.5pp"
"Fíli the Pathfinder","W","R","9532","1.98","5665","1.94","33339","89.2%","59.1%","5935","65.4%","8996","66.6%","14931","66.1%","18167","53.2%","12.9pp"
"Gleaming Splendor","W","M","10229","3.98","1294","5.95","1446","18.0%","42.5%","248","","379","","627","38.6%","818","45.6%","-7.0pp"
"Iron Hills Blacksmith","W","U","53940","3.35","15175","4.02","84114","86.6%","56.3%","15362","58.2%","22256","57.1%","37618","57.5%","46269","55.3%","2.2pp"
"Kíli the Resourceful","W","R","11578","2.37","5367","2.37","28802","82.7%","57.6%","5245","67.2%","7225","59.9%","12470","62.9%","16120","53.3%","9.6pp"
"Lake-town Lookout","W","C","238346","7.44","27347","10.85","35680","20.8%","51.2%","6362","51.1%","10579","52.0%","16941","51.6%","18734","50.8%","0.8pp"
"Lake-town Toymaker","W","U","91554","6.23","13575","8.63","31514","37.3%","52.6%","5342","50.1%","10218","55.4%","15560","53.6%","16005","51.7%","1.9pp"
"Magnificent End","W","C","176288","4.55","34792","6.08","181242","82.3%","55.4%","30914","53.7%","52543","57.6%","83457","56.2%","97847","54.6%","1.6pp"
"Moment of Glory","W","C","243342","7.69","27739","11.28","26053","15.0%","51.3%","4388","48.4%","7559","52.5%","11947","51.0%","14121","51.5%","-0.5pp"
"The Mountain-king's Return","W","U","50999","3.22","18638","3.60","106705","88.4%","57.8%","18876","60.8%","31069","61.4%","49945","61.2%","56754","54.9%","6.3pp"
"Ori, Keeper of Songs","W","C","228158","6.69","30750","9.59","89616","46.2%","55.0%","15519","54.5%","22400","54.8%","37919","54.6%","51341","55.2%","-0.6pp"
"The Queen of Dale","W","M","5175","2.11","2361","2.15","12514","84.3%","55.5%","2238","58.5%","3587","58.3%","5825","58.4%","6680","52.9%","5.5pp"
"Roads Go Ever, Ever On","W","R","17909","3.41","4445","4.05","20197","72.2%","55.7%","3594","56.8%","5622","56.0%","9216","56.3%","10976","55.1%","1.2pp"
"Settle the Wreckage","W","R","11916","2.39","4710","2.50","25651","85.6%","55.8%","4353","54.6%","7538","60.8%","11891","58.5%","13765","53.5%","5.1pp"
"Stone by Sunlight","W","U","49795","3.07","17683","3.50","102062","90.0%","57.2%","17420","57.1%","29379","62.0%","46799","60.2%","55288","54.6%","5.6pp"
"Thorin's Last Stand","W","C","245394","7.89","26154","11.60","15305","9.3%","49.7%","2436","44.8%","4111","50.7%","6547","48.5%","8765","50.5%","-2.0pp"
"An Unexpected Party","W","R","8650","1.74","5892","1.71","35769","91.7%","58.9%","6181","61.8%","10192","67.3%","16373","65.2%","19374","53.5%","11.7pp"
"Velvetwing Butterflies","W","C","233332","6.92","27341","10.15","51088","29.7%","52.6%","8750","49.0%","13784","55.4%","22534","52.9%","28614","52.4%","0.5pp"
"Vow to Erebor","W","C","243556","7.80","26634","11.44","26683","15.9%","52.2%","4338","49.8%","6334","51.9%","10672","51.0%","16016","53.0%","-2.0pp"
"Bilbo, Luckwearer","U","U","54342","3.47","18045","3.88","100721","87.2%","56.5%","18012","59.2%","31969","61.0%","49981","60.4%","50272","52.7%","7.7pp"
"Bilbo, Thief in the Night","U","M","6151","2.55","2455","2.73","11938","77.7%","54.8%","2118","56.8%","3732","59.1%","5850","58.2%","6017","51.6%","6.6pp"
"Bilbo Baggins, Burglar","U","C","188028","5.13","41842","6.43","202449","76.7%","55.1%","36277","55.5%","62347","58.5%","98624","57.4%","102479","53.0%","4.4pp"
"Confusticate and Bebother","U","C","230108","6.92","31915","9.78","76210","38.3%","52.1%","13010","50.3%","23437","56.0%","36447","54.0%","39777","50.4%","3.5pp"
"Elrond, Moon-Reader","U","M","7196","3.03","1730","3.53","6051","58.1%","49.6%","1093","47.7%","1740","52.1%","2833","50.4%","3202","48.8%","1.6pp"
"Elven Raft-Steerer","U","U","92894","6.47","10241","9.70","15237","24.1%","49.0%","2678","48.1%","3973","50.6%","6651","49.6%","8530","48.4%","1.2pp"
"Elvenking's Harper","U","C","244999","7.94","31896","11.18","43415","21.7%","52.0%","7576","51.4%","12523","54.8%","20099","53.5%","23210","50.5%","3.0pp"
"Enchanted River's Grasp","U","C","186711","5.02","33778","6.73","162364","77.4%","53.7%","27563","51.2%","51232","57.8%","78795","55.5%","83116","51.9%","3.6pp"
"Fateful Discovery","U","M","14776","5.45","1943","8.31","96","0.8%","","21","","28","","49","","48","",""
"Gandalf, Wandering Wizard","U","C","245443","8.06","29614","11.53","20575","11.1%","49.5%","3384","47.2%","6497","53.1%","9881","51.0%","10814","48.2%","2.9pp"
"Great Gilded Boat","U","R","12189","2.46","6404","2.51","36685","88.0%","57.1%","6421","64.0%","11697","61.0%","18118","62.0%","18618","52.4%","9.7pp"
"Lakeshore Apothecary","U","C","190941","5.41","44685","6.57","230178","81.8%","55.5%","41105","57.4%","76435","57.5%","117540","57.4%","112862","53.5%","3.9pp"
"Lake-town Mariners","U","U","96427","6.60","12346","9.60","18404","24.1%","50.7%","3040","47.2%","5515","53.4%","8555","51.2%","9819","50.1%","1.1pp"
"Long Lake Nuisance","U","C","212309","6.09","44365","7.66","199239","71.0%","55.5%","34148","54.8%","65792","59.5%","99940","57.9%","99527","53.2%","4.8pp"
"The Lord of the Eagles","U","R","20191","4.02","3616","5.09","10738","48.4%","51.1%","1860","48.4%","3311","55.2%","5171","52.8%","5585","49.4%","3.4pp"
"Master's Councillors","U","U","71320","4.63","19435","5.36","101527","82.2%","56.2%","18033","57.2%","33905","59.7%","51938","58.9%","49817","53.4%","5.5pp"
"Mirkwood Meditator","U","C","249330","8.68","28033","12.44","6633","3.8%","47.2%","1166","48.4%","1753","48.8%","2919","48.6%","3704","46.0%","2.6pp"
"Most Decrepit Old Bird","U","R","25210","4.51","4533","6.16","13420","47.1%","53.3%","2304","53.5%","4266","56.6%","6570","55.5%","6863","51.2%","4.3pp"
"Old Fat Spider Can't See Me","U","U","83111","5.48","12732","7.62","37007","47.2%","51.1%","6186","49.5%","11468","53.9%","17654","52.4%","19283","49.9%","2.5pp"
"Plunder the Trollshaws","U","C","202929","5.62","42822","7.11","204179","75.1%","56.2%","35959","56.3%","65169","60.7%","101128","59.1%","103053","53.3%","5.8pp"
"Ravenhill Flock","U","U","79193","5.32","10356","7.66","30226","47.5%","49.9%","5021","47.9%","9720","53.7%","14741","51.7%","15565","48.2%","3.6pp"
"Riddles in the Dark","U","R","24958","4.76","3865","6.52","8360","34.9%","49.6%","1407","48.0%","2521","52.7%","3928","51.0%","4428","48.4%","2.6pp"
"Roll-Roll-Roll-Roll","U","R","27874","5.25","3991","7.55","4748","19.4%","46.3%","785","37.8%","1409","48.3%","2194","44.5%","2537","47.7%","-3.1pp"
"Sound the Trumpets","U","U","95135","6.46","14098","9.03","30601","34.8%","53.3%","5160","52.1%","9846","57.2%","15006","55.4%","15597","51.4%","4.0pp"
"Thranduil's Decree","U","U","97849","6.84","12400","9.93","14668","19.0%","49.4%","2469","46.7%","4477","53.0%","6946","50.7%","7723","48.2%","2.6pp"
"Uncover the Moon-Letters","U","R","32201","6.11","4208","9.29","1053","3.9%","47.7%","176","","327","","503","49.9%","550","45.6%","4.3pp"
"Uneasy Partings","U","C","226629","6.66","40240","8.87","141806","56.0%","54.3%","23770","51.0%","44996","58.3%","68766","55.8%","73095","53.0%","2.8pp"
"Wizard's Staff","U","R","28265","5.35","3492","8.12","1702","7.9%","41.0%","283","","468","","751","39.4%","948","42.3%","-2.9pp"
"Along the Crooked Way","B","R","17552","3.33","3623","4.10","14966","66.1%","53.1%","2586","48.0%","3413","54.4%","5999","51.6%","8948","54.0%","-2.4pp"
"Azog, Moria's Ruin","B","R","13864","2.68","3843","3.06","19339","81.2%","53.2%","3357","50.0%","4430","54.6%","7787","52.6%","11531","53.6%","-1.0pp"
"Bilbo's Deadly Slice","B","C","107452","2.83","34606","3.40","208473","93.4%","56.7%","35483","54.8%","47761","58.6%","83244","57.0%","125273","56.5%","0.5pp"
"Crude Bent Blade","B","C","117284","3.21","44454","3.57","266564","91.3%","58.1%","46403","60.3%","61112","60.1%","107515","60.2%","158651","56.7%","3.5pp"
"Desolation Prowler","B","U","40001","2.61","19515","2.79","120263","92.7%","58.8%","21797","64.2%","27204","58.6%","49001","61.1%","71458","57.2%","3.9pp"
"Down, Down to Goblin-town","B","U","49421","3.10","18599","3.48","108069","88.8%","57.9%","19030","60.2%","24625","58.4%","43655","59.2%","64323","57.1%","2.1pp"
"Dreaded Bat-Cloud","B","U","61639","3.70","13100","4.87","70406","83.8%","55.9%","11724","54.5%","16095","56.5%","27819","55.7%","42721","56.0%","-0.4pp"
"Front Porch Sentries","B","C","220311","5.81","34231","8.36","121234","54.9%","55.7%","21605","55.4%","27347","54.5%","48952","54.9%","72282","56.3%","-1.4pp"
"Gathering of Darkness","B","U","64269","3.87","13516","5.07","68063","78.6%","55.5%","11380","52.6%","15502","56.4%","26882","54.8%","41207","56.0%","-1.2pp"
"Gnashing of Teeth","B","U","44138","2.73","13962","3.22","81676","91.1%","55.9%","13900","54.4%","18407","56.5%","32307","55.6%","49386","56.1%","-0.5pp"
"Gollum, Riddle Master","B","M","3759","1.53","2739","1.52","16238","91.0%","58.1%","2907","67.6%","3800","59.9%","6707","63.2%","9391","54.5%","8.7pp"
"Gollum, Silent Slinker","B","C","178288","4.58","42173","5.81","229566","83.3%","57.8%","38983","58.5%","51847","59.2%","90830","58.9%","136962","57.2%","1.7pp"
"Gollum the Abandoned","B","U","70960","4.25","15996","5.44","81236","78.4%","56.9%","14560","57.3%","18312","56.8%","32872","57.1%","48039","56.9%","0.2pp"
"Great Fierce Bee","B","C","236106","6.74","26709","10.21","40688","23.8%","53.2%","7004","51.1%","9283","52.7%","16287","52.0%","24441","54.0%","-2.0pp"
"Great Ugly-Looking Goblin","B","U","56851","3.44","14779","4.32","84549","88.4%","56.9%","14991","56.7%","18890","56.9%","33881","56.8%","50617","56.9%","-0.0pp"
"Head of the Hunt","B","R","7856","1.62","5385","1.61","32672","93.0%","57.5%","5626","61.1%","7592","60.9%","13218","61.0%","19480","55.1%","5.9pp"
"Inside Information","B","M","7249","2.85","1728","3.26","7443","69.1%","52.6%","1264","46.9%","1792","51.2%","3056","49.4%","4394","54.8%","-5.4pp"
"The Master of Lake-town","B","R","15771","3.00","4187","3.55","20663","77.6%","54.9%","3478","52.8%","4781","54.6%","8259","53.8%","12428","55.5%","-1.7pp"
"Nighthowl Pursuer","B","U","59554","3.67","17236","4.35","95654","84.8%","58.1%","17183","62.6%","20827","56.0%","38010","59.0%","57659","57.4%","1.6pp"
"Rage into the Valley","B","C","191617","4.85","38357","6.63","193430","78.0%","56.6%","33677","55.3%","43651","55.6%","77328","55.5%","116114","57.3%","-1.8pp"
"Ravening Warg","B","C","173935","4.38","36140","5.89","203680","87.0%","57.3%","36369","57.8%","45221","56.7%","81590","57.2%","122038","57.3%","-0.1pp"
"Reverent Howl","B","C","226752","6.14","28754","9.23","75458","41.0%","54.4%","12925","51.0%","16642","54.5%","29567","53.0%","45913","55.3%","-2.3pp"
"Rhovanion Rampager","B","R","8687","1.76","5441","1.77","32921","92.6%","58.1%","5747","62.0%","7609","59.8%","13356","60.8%","19683","56.1%","4.7pp"
"The Sackville-Bagginses","B","R","13434","2.61","5257","2.86","29618","86.8%","56.9%","5228","58.0%","6738","59.1%","11966","58.6%","17506","55.8%","2.8pp"
"Stir Up Trouble","B","C","159747","4.00","36875","5.27","207569","87.8%","56.1%","35097","53.8%","47573","57.7%","82670","56.1%","124978","56.2%","-0.1pp"
"Stony-Voiced Goblins","B","C","200984","5.05","37319","7.05","179048","74.5%","56.2%","32277","55.4%","40302","55.2%","72579","55.3%","106398","56.8%","-1.5pp"
"Supper for Spiders","B","R","31012","5.70","3805","8.86","1277","5.3%","45.3%","197","","278","","475","","803","46.9%",""
"Balin, Loremaster","R","R","19813","3.79","3373","5.04","11313","54.0%","52.8%","1897","48.4%","2684","52.1%","4581","50.6%","6691","54.2%","-3.6pp"
"Bombur, Gentle Dreamer","R","U","79567","4.89","12863","6.84","52986","65.1%","54.9%","9077","54.3%","12608","54.3%","21685","54.3%","31096","55.3%","-1.0pp"
"Bothersome Noisemaker","R","U","44786","2.84","18856","3.10","112818","90.6%","58.5%","20237","63.2%","26369","58.5%","46606","60.5%","66278","57.0%","3.5pp"
"Burn, Burn, Tree and Fern","R","U","42788","2.67","17184","2.98","101702","90.7%","57.5%","17145","58.5%","24072","60.1%","41217","59.5%","60451","56.2%","3.3pp"
"Dáin Ironfoot","R","R","9634","1.98","5435","2.00","32450","91.7%","58.0%","5700","62.4%","7690","60.4%","13390","61.3%","18956","55.6%","5.6pp"
"Desert Were-Worm","R","R","20506","4.01","2974","5.56","7576","40.6%","50.3%","1286","45.2%","1694","48.0%","2980","46.8%","4614","52.5%","-5.7pp"
"Desolation of Smaug","R","R","20067","3.86","3622","5.02","11297","48.8%","53.0%","1938","51.6%","2648","53.0%","4586","52.4%","6715","53.4%","-1.0pp"
"Dori, Bearer of Friends","R","C","190510","4.83","35561","6.65","185256","80.7%","56.9%","32249","57.4%","43447","56.7%","75696","57.0%","108955","56.7%","0.3pp"
"Dwarven Mauler","R","U","72163","4.34","14973","5.67","74817","77.5%","56.9%","13491","59.3%","17171","54.5%","30662","56.6%","43953","57.1%","-0.5pp"
"Gandalf, Goblins' Bane","R","M","4906","2.04","2253","2.05","12074","84.4%","55.9%","2131","57.7%","2903","57.6%","5034","57.6%","7045","54.7%","2.9pp"
"Gandalf, Spark Starter","R","U","65605","4.03","17658","4.89","90065","78.6%","57.3%","14979","56.3%","21403","60.5%","36382","58.8%","53698","56.4%","2.4pp"
"Getaway Barrel","R","R","32788","6.11","4065","9.44","484","1.9%","","79","","114","","193","","291","",""
"Glóin the Mighty","R","U","61805","3.74","13862","4.81","74166","82.8%","56.8%","12622","57.3%","17509","57.6%","30131","57.5%","43820","56.3%","1.2pp"
"Goblin-town Flunkies","R","C","221373","6.04","29586","8.84","94774","50.0%","54.4%","16863","53.1%","21478","53.3%","38341","53.2%","56461","55.3%","-2.1pp"
"Gundabad Opportunist","R","C","221291","5.85","37727","8.24","159176","65.3%","56.4%","27138","54.9%","36812","56.2%","63950","55.6%","95338","57.0%","-1.4pp"
"Iron Hills Stalwart","R","C","238206","7.01","26174","10.57","37954","22.8%","53.1%","6233","49.1%","9107","52.5%","15340","51.1%","22594","54.5%","-3.4pp"
"Last Light of Durin's Day","R","R","31351","5.87","3834","9.14","775","3.2%","41.0%","123","","196","","319","","456","",""
"The Misty Mountains Cold","R","R","13165","2.60","4271","2.90","23108","84.4%","55.4%","4006","60.5%","5570","54.5%","9576","57.0%","13535","54.3%","2.8pp"
"Misty Mountains Raider","R","U","50234","3.14","16604","3.66","94685","88.0%","57.1%","15989","56.7%","22530","58.8%","38519","57.9%","56334","56.6%","1.3pp"
"Óin the Brave","R","C","218529","5.95","33404","8.45","127713","59.7%","55.7%","22978","54.9%","29540","54.9%","52518","54.9%","74837","56.1%","-1.2pp"
"Pinecone Strike","R","C","121451","3.13","41452","3.74","245901","91.1%","57.5%","43163","58.6%","57770","59.3%","100933","59.0%","144993","56.5%","2.5pp"
"Ragged Short Spear","R","C","223754","6.02","31380","8.82","106179","52.6%","55.6%","18983","55.4%","24413","54.7%","43396","55.0%","62495","56.0%","-1.0pp"
"Smaug, the Great Calamity","R","C","193178","4.96","30828","7.06","136096","68.7%","55.6%","22698","54.0%","32568","57.2%","55266","55.9%","80837","55.4%","0.5pp"
"Smaug the Magnificent","R","M","3434","1.35","2558","1.35","15279","92.1%","58.7%","2688","63.5%","3739","64.2%","6427","63.9%","8882","55.0%","8.9pp"
"Smaug's Fury","R","C","242284","7.35","26531","10.98","28676","17.0%","53.1%","4804","50.3%","6436","52.7%","11240","51.7%","17447","54.0%","-2.3pp"
"Snowslope Hunter","R","U","80343","4.96","13971","6.76","57990","65.1%","54.5%","10123","51.1%","13357","54.3%","23480","52.9%","34577","55.5%","-2.5pp"
"Stone-Giant of High Pass","R","R","12010","2.41","4990","2.49","27694","86.1%","56.9%","4486","55.2%","6851","60.3%","11337","58.3%","16449","56.0%","2.3pp"
"Thorin, Mountain-king","R","M","4290","1.77","2592","1.75","14848","87.7%","58.0%","2544","61.4%","3591","63.6%","6135","62.7%","8630","54.5%","8.2pp"
"Tidings of War","R","C","212542","5.65","33272","8.13","137947","64.1%","56.0%","24788","56.6%","31005","54.1%","55793","55.2%","82170","56.5%","-1.3pp"
"Attercop","G","C","201882","5.37","28485","7.66","135052","75.0%","55.0%","24225","55.6%","30761","55.2%","54986","55.4%","79688","54.7%","0.7pp"
"Bejeweled Warg","G","R","10052","2.05","4540","2.07","24346","83.8%","56.3%","4537","63.9%","5554","56.6%","10091","59.8%","14274","53.9%","6.0pp"
"Beorn, Reluctant Host","G","C","227204","6.68","22054","10.16","39705","28.9%","51.3%","6917","48.9%","9277","51.3%","16194","50.3%","23411","51.9%","-1.7pp"
"Beorn the Fierce","G","M","3708","1.55","2386","1.49","13804","88.7%","57.3%","2306","61.5%","3286","64.2%","5592","63.1%","8158","53.1%","10.0pp"
"Beorn's Hospitality","G","U","61745","3.97","9003","5.38","40767","72.5%","53.4%","7061","54.8%","9320","54.2%","16381","54.5%","24213","52.5%","2.0pp"
"Boughside Wanderers","G","C","234119","7.00","26561","10.26","57093","34.1%","53.3%","9435","49.9%","13679","55.2%","23114","53.0%","33614","53.3%","-0.3pp"
"Cantankerous Keepers","G","R","22884","4.47","3477","6.06","8808","41.3%","51.9%","1452","51.3%","2156","53.2%","3608","52.4%","5050","51.1%","1.4pp"
"Dancing from Dark to Dawn","G","M","3905","1.67","2157","1.62","11927","86.8%","55.3%","2017","56.8%","2848","59.6%","4865","58.4%","6952","53.2%","5.2pp"
"Down in the Valley","G","R","16247","3.20","3724","3.78","16574","71.0%","53.8%","2914","57.1%","4068","54.9%","6982","55.8%","9449","52.3%","3.6pp"
"Galion, Elvenking's Butler","G","U","83397","5.37","10532","7.76","33439","50.9%","53.6%","5765","53.0%","7707","54.0%","13472","53.6%","19894","53.6%","-0.1pp"
"Gigantic Big Bear","G","R","14640","2.93","3047","3.39","13626","73.1%","51.4%","2301","48.4%","3207","52.6%","5508","50.9%","8021","51.5%","-0.6pp"
"Guardian of the Halls","G","C","227464","6.56","25406","9.70","69751","43.7%","52.8%","12539","51.8%","16029","52.7%","28568","52.3%","40910","53.1%","-0.8pp"
"Little Bear","G","C","235608","7.14","24002","10.68","34164","22.7%","51.5%","5933","49.3%","7487","51.0%","13420","50.3%","20676","52.3%","-2.0pp"
"Mirkwood Pathmaker","G","U","51854","3.22","14404","3.82","81330","87.3%","56.9%","14228","58.8%","19171","60.0%","33399","59.5%","47567","55.0%","4.5pp"
"Nasty Little Rabbit","G","U","58570","3.64","14408","4.39","75375","81.4%","56.8%","13857","62.1%","16246","56.1%","30103","58.8%","45149","55.4%","3.4pp"
"The Notary Hobbits","G","R","26716","4.98","3531","7.28","4578","20.5%","49.6%","762","50.0%","1117","53.9%","1879","52.3%","2655","47.6%","4.7pp"
"Old Fat Spider","G","U","77026","4.92","10879","6.87","41635","61.1%","53.2%","6991","50.6%","9713","54.3%","16704","52.7%","24775","53.4%","-0.7pp"
"Ordinary Bear","G","C","234630","6.97","28384","10.15","64658","36.1%","54.7%","10783","54.2%","14391","54.0%","25174","54.1%","39407","55.0%","-0.9pp"
"Part in Friendship","G","R","19669","3.80","3602","4.90","13012","58.6%","51.6%","2167","51.0%","3023","51.5%","5190","51.3%","7729","51.7%","-0.4pp"
"Quarrel","G","C","172976","4.47","29957","6.02","158767","83.4%","55.3%","26747","54.5%","36800","57.6%","63547","56.3%","95267","54.7%","1.6pp"
"Radagast of Rhosgobel","G","R","13409","2.69","3005","3.04","13916","74.2%","52.3%","2343","50.4%","3255","53.2%","5598","52.0%","8273","52.4%","-0.4pp"
"Through the Forest Gate","G","R","32292","5.96","3965","9.27","1372","5.5%","47.3%","223","","339","","562","48.8%","811","46.5%","2.3pp"
"Troll Negotiations","G","U","64276","3.95","12290","5.16","62621","80.6%","54.7%","10207","53.0%","14389","55.9%","24596","54.7%","38051","54.7%","-0.0pp"
"Warg Tactics","G","C","233347","6.86","25229","10.23","57160","35.8%","53.9%","9638","52.0%","12745","54.8%","22383","53.6%","34799","54.2%","-0.6pp"
"Wargling","G","C","225686","6.49","29034","9.36","94546","51.6%","54.9%","16869","54.3%","20004","53.6%","36873","53.9%","57528","55.5%","-1.6pp"
