"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","% GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IIH"
"Long-Bodied Grey Dog","","C","250239","7.14","29861","10.53","38927","20.6%","52.8%","6864","52.9%","9593","53.1%","16457","53.0%","22466","52.6%","0.4pp"
"Old Thrush","","C","245979","7.03","28148","10.42","43107","24.4%","52.5%","7988","52.2%","10951","54.1%","18939","53.3%","24172","51.8%","1.5pp"
"Troop of Ponies","","U","88848","5.12","12028","7.53","36656","48.7%","53.3%","6799","54.4%","9066","53.3%","15865","53.8%","20743","53.0%","0.8pp"
"Belladonna Took","W","R","17515","3.39","3678","4.12","13625","60.4%","51.8%","2507","50.7%","3920","52.7%","6427","51.9%","7152","51.8%","0.1pp"
"Bilbo's Gambit","W","R","28083","5.16","3415","7.89","3588","16.9%","48.5%","623","47.4%","963","47.8%","1586","47.6%","2002","49.2%","-1.6pp"
"Bofur, Reliable Guardian","W","U","69605","4.24","13333","5.59","65486","77.2%","55.3%","11409","53.8%","17364","58.1%","28773","56.4%","36414","54.4%","2.0pp"
"Celebrate the Mountain-king","W","U","42597","2.65","19221","2.90","114329","91.3%","58.0%","19305","59.4%","33451","63.4%","52756","61.9%","61509","54.5%","7.4pp"
"Dáin, Lord of the Iron Hills","W","U","67549","4.26","12260","5.67","55810","72.5%","54.2%","9860","53.6%","14460","54.1%","24320","53.9%","31268","54.3%","-0.3pp"
"Dwarven Provisioner","W","C","228326","6.30","35793","8.77","134983","59.4%","55.3%","24086","53.7%","36762","56.1%","60848","55.2%","73788","55.3%","-0.1pp"
"Dwarven Shortsword","W","C","219191","6.06","29610","8.76","100123","53.7%","54.3%","16960","52.1%","25072","53.8%","42032","53.1%","57471","55.0%","-1.9pp"
"Eagle of the Great Shelf","W","U","88647","5.83","11119","8.40","27711","40.2%","51.2%","4448","47.8%","8145","53.9%","12593","51.8%","15268","50.8%","1.0pp"
"The Eagles Are Coming!","W","R","10413","2.11","5654","2.11","32087","88.2%","56.6%","5442","57.1%","9496","61.2%","14938","59.7%","17167","54.0%","5.7pp"
"Esgaroth Garrison","W","C","246017","7.60","32945","10.71","53528","25.7%","54.7%","8845","53.3%","16846","58.2%","25691","56.5%","27974","53.0%","3.6pp"
