"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","% GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IIH"
"Long-Bodied Grey Dog","","C","193764","7.14","22680","10.57","28240","19.8%","52.3%","4905","52.3%","6882","52.0%","11787","52.2%","16450","52.5%","-0.3pp"
"Old Thrush","","C","190763","7.05","21309","10.49","29427","22.2%","51.8%","5400","51.3%","7447","53.6%","12847","52.6%","16577","51.1%","1.5pp"
"Troop of Ponies","","U","67652","5.02","9291","7.33","28800","50.0%","52.9%","5366","53.6%","7060","53.1%","12426","53.3%","16332","52.5%","0.8pp"
"Belladonna Took","W","R","13131","3.31","2904","3.90","10896","61.8%","51.8%","2006","51.0%","3133","52.6%","5139","52.0%","5718","51.7%","0.2pp"
"Bilbo's Gambit","W","R","21225","5.06","2615","7.66","3093","19.4%","49.0%","525","48.6%","828","49.3%","1353","49.0%","1740","49.0%","-0.0pp"
"Bofur, Reliable Guardian","W","U","53587","4.25","10213","5.59","49686","76.9%","55.2%","8666","53.8%","13012","57.6%","21678","56.1%","27791","54.5%","1.6pp"
"Celebrate the Mountain-king","W","U","33493","2.67","14619","2.94","86391","90.9%","58.0%","14642","58.9%","25185","63.5%","39827","61.8%","46512","54.7%","7.1pp"
"Dáin, Lord of the Iron Hills","W","U","51657","4.21","9623","5.49","44098","73.6%","54.1%","7835","54.0%","11444","54.3%","19279","54.2%","24644","54.0%","0.1pp"
"Dwarven Provisioner","W","C","176968","6.33","27349","8.81","101034","58.6%","55.1%","18059","53.5%","27193","55.9%","45252","55.0%","55516","55.1%","-0.2pp"
"Dwarven Shortsword","W","C","169610","6.06","23232","8.69","79151","54.4%","54.3%","13374","52.1%","19832","54.0%","33206","53.2%","45463","55.0%","-1.8pp"
"Eagle of the Great Shelf","W","U","67852","5.75","8764","8.18","23325","43.2%","51.4%","3757","47.8%","6863","54.0%","10620","51.8%","12827","51.1%","0.7pp"
"The Eagles Are Coming!","W","R","8018","2.10","4332","2.09","24191","88.0%","56.3%","4111","56.5%","7043","60.7%","11154","59.2%","13051","53.8%","5.4pp"
"Esgaroth Garrison","W","C","190803","7.65","24668","10.87","35250","22.8%","54.1%","5829","53.2%","10989","57.3%","16818","55.9%","18524","52.5%","3.4pp"
"Fíli the Pathfinder","W","R","7531","1.98","4419","1.94","25896","89.1%","59.3%","4592","66.1%","6960","66.7%","11552","66.4%","14146","53.2%","13.2pp"
"Gleaming Splendor","W","M","7824","3.90","1005","5.75","1192","19.4%","40.7%","210","","314","","524","36.3%","667","44.2%","-8.0pp"
"Iron Hills Blacksmith","W","U","42692","3.35","11839","4.01","65431","86.5%","56.4%","11915","58.2%","17260","57.2%","29175","57.6%","36076","55.4%","2.2pp"
"Kíli the Resourceful","W","R","9175","2.39","4238","2.38","22704","82.8%","57.6%","4149","66.8%","5659","59.6%","9808","62.6%","12738","53.5%","9.1pp"
