"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","% GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IIH"
"Long-Bodied Grey Dog","","C","241446","7.15","28688","10.54","37039","20.4%","52.7%","6540","52.7%","9085","53.0%","15625","52.9%","21409","52.6%","0.3pp"
"Old Thrush","","C","237434","7.03","27086","10.43","40701","24.0%","52.4%","7503","52.0%","10344","53.9%","17847","53.1%","22857","51.8%","1.3pp"
"Troop of Ponies","","U","85467","5.10","11568","7.49","35354","48.9%","53.2%","6571","54.3%","8749","53.2%","15320","53.7%","19986","52.9%","0.8pp"
"Belladonna Took","W","R","16850","3.39","3581","4.10","13301","60.7%","51.8%","2456","50.7%","3833","52.8%","6289","51.9%","6966","51.8%","0.1pp"
"Bilbo's Gambit","W","R","27015","5.15","3295","7.86","3505","17.2%","48.4%","611","47.3%","946","47.9%","1557","47.7%","1948","49.0%","-1.3pp"
"Bofur, Reliable Guardian","W","U","67111","4.24","12849","5.60","62999","77.3%","55.3%","10977","53.8%","16680","58.0%","27657","56.4%","35056","54.4%","1.9pp"
"Celebrate the Mountain-king","W","U","41115","2.65","18475","2.91","109730","91.3%","57.9%","18511","59.4%","32110","63.4%","50621","62.0%","59047","54.5%","7.5pp"
"Dáin, Lord of the Iron Hills","W","U","65066","4.25","11849","5.64","53987","72.7%","54.1%","9531","53.7%","13993","54.1%","23524","54.0%","30252","54.2%","-0.3pp"
"Dwarven Provisioner","W","C","220283","6.31","34454","8.78","129543","59.3%","55.3%","23100","53.7%","35243","56.0%","58343","55.1%","70869","55.3%","-0.2pp"
"Dwarven Shortsword","W","C","211434","6.06","28631","8.75","96996","53.8%","54.2%","16434","52.1%","24293","53.8%","40727","53.1%","55674","55.0%","-1.9pp"
"Eagle of the Great Shelf","W","U","85453","5.82","10763","8.37","26997","40.6%","51.2%","4352","47.7%","7920","53.9%","12272","51.7%","14869","50.7%","1.0pp"
"The Eagles Are Coming!","W","R","10037","2.11","5449","2.11","30768","88.1%","56.5%","5225","57.0%","9088","61.1%","14313","59.6%","16472","53.9%","5.7pp"
"Esgaroth Garrison","W","C","237381","7.61","31649","10.74","50274","25.2%","54.6%","8315","53.3%","15820","58.1%","24135","56.4%","26263","52.9%","3.5pp"
"Fíli the Pathfinder","W","R","9335","1.98","5550","1.94","32703","89.2%","59.2%","5828","65.6%","8822","66.5%","14650","66.2%","17814","53.2%","13.0pp"
"Gleaming Splendor","W","M","9993","3.98","1276","5.93","1420","17.9%","42.2%","246","","372","","618","38.3%","801","45.2%","-6.8pp"
"Iron Hills Blacksmith","W","U","52966","3.35","14898","4.02","82444","86.5%","56.3%","15067","58.2%","21825","57.1%","36892","57.6%","45329","55.3%","2.3pp"
"Kíli the Resourceful","W","R","11375","2.37","5266","2.38","28179","82.6%","57.6%","5136","67.0%","7064","59.9%","12200","62.9%","15772","53.3%","9.6pp"
