"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","% GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IIH"
"Long-Bodied Grey Dog","","C","259773","7.14","31103","10.52","41118","20.9%","52.9%","7249","53.0%","10137","53.2%","17386","53.1%","23729","52.8%","0.3pp"
"Old Thrush","","C","255355","7.02","29363","10.40","45877","24.9%","52.6%","8530","52.4%","11666","54.3%","20196","53.5%","25686","51.9%","1.6pp"
"Troop of Ponies","","U","92411","5.14","12480","7.56","37847","48.4%","53.3%","7028","54.4%","9388","53.4%","16416","53.8%","21382","53.0%","0.8pp"
"Belladonna Took","W","R","18338","3.42","3823","4.16","14180","60.3%","51.9%","2605","50.7%","4082","52.8%","6687","52.0%","7445","51.8%","0.1pp"
"Bilbo's Gambit","W","R","29315","5.18","3559","7.92","3620","16.3%","48.5%","625","47.4%","971","47.9%","1596","47.7%","2024","49.1%","-1.4pp"
"Bofur, Reliable Guardian","W","U","72407","4.25","13890","5.60","68280","77.3%","55.3%","11893","53.8%","18178","58.1%","30071","56.4%","37898","54.4%","2.1pp"
"Celebrate the Mountain-king","W","U","44084","2.64","19969","2.90","118980","91.4%","57.9%","20066","59.5%","34756","63.4%","54822","62.0%","64089","54.5%","7.5pp"
"Dáin, Lord of the Iron Hills","W","U","70336","4.27","12714","5.69","57770","72.3%","54.2%","10231","53.7%","15001","54.3%","25232","54.0%","32303","54.2%","-0.2pp"
"Dwarven Provisioner","W","C","237067","6.30","37211","8.77","140744","59.5%","55.3%","25127","53.7%","38451","56.2%","63578","55.2%","76811","55.3%","-0.1pp"
"Dwarven Shortsword","W","C","227665","6.07","30671","8.77","103547","53.6%","54.2%","17550","52.1%","25908","53.8%","43458","53.1%","59440","55.0%","-1.9pp"
"Eagle of the Great Shelf","W","U","92151","5.84","11531","8.43","28525","39.9%","51.2%","4587","47.8%","8386","54.0%","12973","51.8%","15705","50.7%","1.1pp"
"The Eagles Are Coming!","W","R","10834","2.11","5866","2.12","33339","88.3%","56.7%","5654","57.0%","9870","61.2%","15524","59.6%","17835","54.1%","5.5pp"
"Esgaroth Garrison","W","C","255275","7.59","34331","10.69","56619","26.1%","54.8%","9354","53.4%","17886","58.3%","27240","56.7%","29529","53.1%","3.5pp"
