"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","% GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IIH"
"Long-Bodied Grey Dog","","C","134064","7.10","15336","10.54","18328","19.3%","51.8%","3155","52.0%","4441","51.4%","7596","51.7%","10731","52.0%","-0.3pp"
"Old Thrush","","C","132156","7.04","14471","10.49","18775","21.3%","51.5%","3416","51.0%","4735","52.8%","8151","52.0%","10620","51.2%","0.9pp"
"Troop of Ponies","","U","45588","4.88","6328","7.04","19904","52.2%","52.5%","3741","52.8%","4861","53.0%","8602","52.9%","11269","52.2%","0.8pp"
"Belladonna Took","W","R","8731","3.16","2086","3.63","7917","63.4%","51.5%","1440","50.6%","2323","51.7%","3763","51.3%","4125","51.8%","-0.5pp"
"Bilbo's Gambit","W","R","14277","4.96","1841","7.37","2440","22.3%","49.1%","416","","653","49.3%","1069","49.1%","1372","49.1%","-0.0pp"
"Bofur, Reliable Guardian","W","U","36786","4.21","7058","5.49","33653","76.9%","55.0%","5866","53.8%","8710","57.1%","14576","55.7%","18927","54.5%","1.3pp"
"Celebrate the Mountain-king","W","U","23557","2.70","9965","2.96","57865","90.7%","58.0%","9770","59.1%","16656","63.5%","26426","61.9%","31405","54.8%","7.1pp"
"Dáin, Lord of the Iron Hills","W","U","34881","4.14","6805","5.29","30845","74.1%","54.0%","5429","53.5%","8038","54.3%","13467","54.0%","17254","53.9%","0.0pp"
"Dwarven Provisioner","W","C","122860","6.35","18728","8.83","67591","58.1%","55.0%","12065","53.9%","18026","55.6%","30091","54.9%","37318","55.0%","-0.1pp"
"Dwarven Shortsword","W","C","116903","6.02","16444","8.58","56530","55.6%","54.4%","9554","52.2%","14196","54.0%","23750","53.3%","32452","55.2%","-1.9pp"
"Eagle of the Great Shelf","W","U","46176","5.64","6218","7.92","17550","46.4%","51.6%","2848","48.4%","5163","54.0%","8011","52.0%","9631","51.2%","0.7pp"
"The Eagles Are Coming!","W","R","5423","2.07","2975","2.06","16244","87.8%","56.1%","2735","56.1%","4716","60.8%","7451","59.1%","8800","53.5%","5.6pp"
"Esgaroth Garrison","W","C","132145","7.67","16780","10.92","21737","21.0%","53.3%","3607","52.1%","6703","56.7%","10310","55.1%","11480","51.8%","3.2pp"
"Fíli the Pathfinder","W","R","5217","1.99","2990","1.94","17231","88.3%","59.0%","3055","65.4%","4591","66.3%","7646","65.9%","9467","53.1%","12.8pp"
"Gleaming Splendor","W","M","5264","3.80","699","5.41","891","21.3%","40.3%","152","","226","","378","","512","43.6%",""
"Iron Hills Blacksmith","W","U","29686","3.37","8146","4.03","44680","86.8%","56.7%","8166","58.0%","11682","57.8%","19848","57.9%","24715","55.6%","2.2pp"
"Kíli the Resourceful","W","R","6450","2.42","2941","2.40","15515","82.7%","57.9%","2862","67.1%","3872","60.0%","6734","63.0%","8648","53.7%","9.3pp"
"Lake-town Lookout","W","C","129801","7.31","15335","10.58","23160","24.5%","51.3%","4163","51.0%","6822","52.2%","10985","51.8%","12172","50.9%","0.9pp"
"Lake-town Toymaker","W","U","49072","6.10","7589","8.26","19488","41.9%","53.2%","3278","50.7%","6267","55.7%","9545","54.0%","9970","52.4%","1.7pp"
"Magnificent End","W","C","98304","4.66","18278","6.27","90457","79.9%","55.1%","15389","53.7%","25656","57.2%","41045","55.9%","49436","54.5%","1.4pp"
"Moment of Glory","W","C","132598","7.59","14988","11.14","15454","16.9%","50.7%","2661","48.2%","4383","52.0%","7044","50.6%","8420","50.9%","-0.3pp"
"The Mountain-king's Return","W","U","29304","3.34","9675","3.80","52940","86.8%","57.7%","9271","60.6%","15143","61.3%","24414","61.0%","28520","54.8%","6.2pp"
"Ori, Keeper of Songs","W","C","124589","6.72","16422","9.60","46614","45.9%","55.0%","8068","54.8%","11641","55.2%","19709","55.0%","26737","54.9%","0.1pp"
"The Queen of Dale","W","M","2720","2.05","1247","2.07","6365","83.0%","55.7%","1129","59.1%","1774","57.8%","2903","58.3%","3459","53.5%","4.9pp"
"Roads Go Ever, Ever On","W","R","9363","3.26","2484","3.75","11114","73.3%","55.4%","1959","56.7%","3092","56.3%","5051","56.4%","6061","54.6%","1.9pp"
"Settle the Wreckage","W","R","6290","2.31","2560","2.41","13609","85.3%","56.0%","2321","54.2%","3912","61.7%","6233","58.9%","7376","53.6%","5.3pp"
"Stone by Sunlight","W","U","27907","3.16","9168","3.64","51652","89.3%","57.0%","8888","57.1%","14404","62.2%","23292","60.2%","28365","54.4%","5.8pp"
"Thorin's Last Stand","W","C","133642","7.76","14496","11.38","10390","11.7%","49.1%","1684","45.0%","2753","50.7%","4437","48.5%","5960","49.5%","-0.9pp"
"An Unexpected Party","W","R","4779","1.77","3152","1.73","18633","91.4%","58.8%","3246","62.3%","5234","67.0%","8480","65.2%","10144","53.4%","11.8pp"
"Velvetwing Butterflies","W","C","126718","6.81","14769","9.92","29597","32.6%","52.7%","5028","48.5%","7977","55.3%","13005","52.7%","16626","52.8%","-0.1pp"
"Vow to Erebor","W","C","132653","7.75","14595","11.32","15784","17.6%","52.2%","2567","50.2%","3676","52.2%","6243","51.4%","9543","52.8%","-1.5pp"
"Bilbo, Luckwearer","U","U","30470","3.57","9254","4.04","49592","85.9%","56.0%","8874","59.2%","15488","60.5%","24362","60.0%","25024","52.1%","7.9pp"
"Bilbo, Thief in the Night","U","M","3197","2.47","1243","2.61","5644","75.4%","54.2%","984","57.0%","1768","58.7%","2752","58.1%","2858","50.6%","7.5pp"
"Bilbo Baggins, Burglar","U","C","102714","5.14","22183","6.40","103503","75.6%","54.9%","18469","55.3%","31410","58.2%","49879","57.1%","52904","52.8%","4.3pp"
"Confusticate and Bebother","U","C","124991","6.84","16702","9.65","40665","39.9%","51.5%","7084","50.0%","12251","55.7%","19335","53.6%","21331","49.6%","4.0pp"
"Elrond, Moon-Reader","U","M","3519","2.79","998","3.06","3528","61.4%","49.0%","629","49.4%","1029","51.2%","1658","50.5%","1858","47.5%","3.0pp"
"Elven Raft-Steerer","U","U","49407","6.27","5597","9.29","9687","28.6%","49.1%","1729","47.9%","2506","50.4%","4235","49.4%","5410","48.9%","0.5pp"
"Elvenking's Harper","U","C","133675","7.91","16817","11.21","22293","21.8%","51.0%","3890","50.7%","6169","53.8%","10059","52.6%","12161","49.5%","3.1pp"
"Enchanted River's Grasp","U","C","101910","5.02","17846","6.67","83929","77.8%","53.1%","14287","50.6%","26054","57.5%","40341","55.1%","43281","51.2%","3.9pp"
"Fateful Discovery","U","M","7742","5.31","999","8.07","62","1.0%","","12","","17","","29","","34","",""
"Gandalf, Wandering Wizard","U","C","133330","7.89","16021","11.29","13699","14.0%","49.5%","2237","48.0%","4283","53.3%","6520","51.5%","7252","47.9%","3.6pp"
"Great Gilded Boat","U","R","6873","2.53","3357","2.60","18526","86.8%","56.5%","3204","63.2%","5886","60.2%","9090","61.3%","9467","51.9%","9.4pp"
"Lakeshore Apothecary","U","C","110023","5.79","22482","7.24","107897","77.7%","55.3%","19299","57.3%","35368","57.5%","54667","57.4%","53312","53.2%","4.2pp"
"Lake-town Mariners","U","U","51308","6.35","6660","9.10","12027","29.8%","50.2%","2014","46.8%","3527","53.4%","5541","51.0%","6465","49.4%","1.6pp"
