"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","% GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IIH"
"The Dawning Archaic","","M","6768","1.82","3050","1.79","16146","85.8%","52.5%","2587","48.0%","5233","57.3%","7820","54.2%","8014","50.3%","3.9pp"
"Rancorous Archaic","","C","266562","7.37","35581","10.56","64527","28.9%","51.7%","10596","48.8%","19812","56.6%","30408","53.9%","33393","49.4%","4.5pp"
"Sundering Archaic","","U","82702","4.55","22101","5.58","104617","74.2%","55.7%","17160","54.4%","32630","61.6%","49790","59.1%","52447","51.9%","7.2pp"
"Together as One","","R","15163","2.08","10282","2.02","59055","86.9%","58.2%","9893","61.7%","17917","68.0%","27810","65.7%","28869","49.7%","16.0pp"
"Transcendent Archaic","","U","95277","5.35","18604","7.10","68244","58.6%","53.9%","11232","52.2%","20920","59.9%","32152","57.2%","34899","50.3%","6.8pp"
"Ajani's Response","W","C","197183","4.70","40786","6.16","216488","81.9%","56.8%","36761","55.5%","59719","59.3%","96480","57.9%","118132","55.9%","1.9pp"
"Antiquities on the Loose","W","R","14578","1.95","9059","1.94","54727","90.4%","59.7%","9773","65.7%","14577","63.9%","24350","64.6%","29962","55.4%","9.2pp"
"Ascendant Dustspeaker","W","C","243830","6.30","36309","8.85","129565","55.3%","56.1%","21201","53.8%","35270","56.8%","56471","55.7%","73070","56.4%","-0.7pp"
"Daydream","W","U","101436","6.30","11995","9.33","18297","24.0%","51.5%","3066","48.0%","4590","50.2%","7656","49.3%","10599","53.0%","-3.7pp"
"Dig Site Inventory","W","C","226571","5.70","35958","7.83","154683","66.8%","56.2%","26039","55.2%","37552","56.0%","63591","55.7%","90788","56.4%","-0.7pp"
"Eager Glyphmage","W","C","241520","6.25","39114","8.59","148707","58.8%","56.8%","25248","56.1%","38817","56.3%","64065","56.2%","84218","57.2%","-1.0pp"
"Elite Interceptor","W","C","175764","4.28","49313","5.01","287639","88.7%","58.5%","52713","61.2%","74544","58.4%","127257","59.5%","159379","57.7%","1.8pp"
"Emeritus of Truce","W","M","6736","1.81","3750","1.81","21234","87.4%","57.2%","3752","60.3%","5627","58.8%","9379","59.4%","11769","55.5%","3.9pp"
"Ennis, Debate Moderator","W","U","88383","5.32","12107","7.43","38669","50.5%","53.0%","6887","48.6%","9670","51.7%","16557","50.4%","22021","54.9%","-4.5pp"
"Erode","W","R","19863","2.52","6448","2.76","34558","84.5%","55.6%","5964","53.2%","9385","58.4%","15349","56.4%","18910","54.9%","1.5pp"
"Graduation Day","W","U","87104","5.47","10937","7.76","29911","43.3%","52.8%","5222","52.4%","7148","50.3%","12370","51.2%","17468","54.0%","-2.8pp"
"Group Project","W","U","76135","4.37","18609","5.34","99484","82.1%","57.2%","17976","57.7%","25035","56.3%","43011","56.9%","56396","57.5%","-0.5pp"
"Harsh Annotation","W","U","95835","5.94","9208","9.36","15405","26.2%","51.0%","2595","47.7%","3900","51.8%","6495","50.1%","8814","51.6%","-1.5pp"
"Honorbound Page","W","C","248040","6.51","31918","9.42","85019","41.5%","54.7%","14487","51.7%","21397","54.2%","35884","53.2%","48936","55.7%","-2.6pp"
"Informed Inkwright","W","R","13415","1.82","8137","1.82","49323","91.8%","58.4%","8932","63.7%","13108","61.0%","22040","62.1%","27036","55.4%","6.7pp"
"Inkshape Demonstrator","W","U","77461","4.49","15701","5.70","79105","77.8%","56.8%","13444","57.2%","20621","56.6%","34065","56.8%","44849","56.7%","0.1pp"
"Interjection","W","C","259939","7.26","33955","10.35","61942","28.3%","55.9%","10145","54.7%","15581","56.6%","25726","55.8%","36042","56.0%","-0.1pp"
"Joined Researchers","W","R","34433","4.06","7075","5.17","33585","74.2%","56.0%","6113","55.9%","8430","54.4%","14543","55.0%","19014","56.7%","-1.7pp"
"Owlin Historian","W","C","240484","6.21","36168","8.68","141047","60.6%","56.1%","24489","55.3%","37392","55.7%","61881","55.5%","79240","56.6%","-1.0pp"
"Practiced Offense","W","R","13202","1.78","8971","1.74","55291","91.5%","59.6%","9404","63.0%","14711","66.2%","24115","65.0%","30774","55.3%","9.7pp"
"Primary Research","W","U","79014","4.62","15797","5.90","68190","67.7%","55.6%","11445","53.2%","18521","56.2%","29966","55.0%","38064","56.0%","-0.9pp"
"Quill-Blade Laureate","W","U","63428","3.64","16051","4.41","92102","88.5%","57.1%","16640","57.3%","23408","56.8%","40048","57.0%","51800","57.2%","-0.2pp"
"Rapier Wit","W","C","256460","7.05","32971","10.15","64711","30.5%","54.8%","10955","52.2%","16376","55.8%","27331","54.3%","37076","55.0%","-0.7pp"
"Rehearsed Debater","W","C","249859","6.64","35469","9.37","108610","47.8%","55.8%","18863","56.0%","26539","54.0%","45402","54.8%","63076","56.4%","-1.6pp"
"Restoration Seminar","W","M","7414","2.07","3832","2.03","19370","79.5%","55.2%","3236","54.4%","5465","59.5%","8701","57.6%","10447","52.9%","4.7pp"
"Shattered Acolyte","W","C","234800","5.89","37495","8.14","166964","68.9%","56.6%","30413","56.8%","41205","55.4%","71618","56.0%","95009","57.1%","-1.1pp"
"Soaring Stoneglider","W","U","79256","4.58","13762","6.04","65175","74.5%","54.5%","11101","51.7%","17402","55.0%","28503","53.7%","36689","55.0%","-1.3pp"
"Spiritcall Enthusiast","W","U","90692","5.49","12958","7.70","38144","46.2%","53.8%","6605","52.2%","9410","52.2%","16015","52.2%","22091","55.0%","-2.9pp"
"Stand Up for Yourself","W","U","69160","3.92","16886","4.83","93937","86.0%","56.7%","15855","54.8%","25403","58.7%","41258","57.2%","51977","56.1%","1.1pp"
"Stirring Hopesinger","W","R","11873","1.60","8188","1.58","50685","93.1%","58.8%","8933","63.4%","13854","62.9%","22787","63.1%","27687","55.2%","7.9pp"
"Stone Docent","W","C","225403","5.59","43257","7.33","225825","80.0%","57.4%","40473","58.0%","56116","55.8%","96589","56.7%","129087","57.9%","-1.1pp"
