"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","% GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IIH"
"Agent 13, Sharon Carter","W","U","21719","3.08","8814","3.44","52676","92.0%","57.9%","9276","59.5%","14254","59.5%","23530","59.5%","29288","56.7%","2.8pp"
"Agent Maria Hill","W","U","26109","3.64","8750","4.19","47466","83.2%","59.0%","8379","63.1%","12140","58.1%","20519","60.1%","26888","58.1%","2.0pp"
"Agent of Atlas","W","C","102611","6.00","18199","8.29","73899","62.7%","57.4%","13194","58.5%","18008","55.1%","31202","56.5%","42615","58.2%","-1.6pp"
"Agent Phil Coulson","W","R","4435","1.60","3232","1.59","20119","94.7%","59.1%","3561","68.2%","5473","61.8%","9034","64.3%","11112","55.0%","9.3pp"
"Agents of S.H.I.E.L.D.","W","C","104085","6.16","16774","8.70","57880","54.0%","56.6%","10005","55.7%","15145","56.7%","25150","56.3%","32702","56.8%","-0.5pp"
"Avengers Assemble!","W","M","2014","1.50","1535","1.48","9633","93.9%","59.5%","1605","64.9%","2608","64.9%","4213","64.9%","5422","55.4%","9.6pp"
"Borough Backup","W","C","91783","4.99","21745","6.57","117113","82.9%","58.4%","21207","57.4%","30925","60.2%","52132","59.0%","64987","57.9%","1.1pp"
"Brave Brawler","W","C","88588","4.79","19820","6.38","113351","88.0%","58.6%","20256","59.6%","29503","58.6%","49759","59.0%","63598","58.3%","0.7pp"
"Captain America, Super-Soldier","W","M","2039","1.47","1434","1.46","8741","92.5%","58.5%","1557","60.8%","2400","62.6%","3957","61.9%","4851","55.6%","6.3pp"
"Captain America, Wings of Freedom","W","R","4368","1.56","3193","1.56","19625","94.6%","59.4%","3515","63.5%","5368","62.2%","8883","62.7%","10807","56.8%","5.9pp"
"Captain Marvel, Earth's Protector","W","M","1767","1.30","1524","1.28","9892","95.8%","61.5%","1630","66.1%","2855","71.2%","4485","69.4%","5435","55.1%","14.2pp"
"Captain Mar-Vell, Space-Born","W","U","31483","4.42","5123","6.19","22012","67.6%","55.1%","3702","52.8%","6037","55.6%","9739","54.5%","12385","55.4%","-0.8pp"
"Colleen Wing, Street Samurai","W","U","32269","4.57","5763","6.32","23790","64.2%","55.8%","4224","57.1%","5797","55.0%","10021","55.9%","13753","55.8%","0.1pp"
"Crowd of True Believers","W","C","111949","7.25","16601","10.18","32604","30.5%","57.4%","5771","58.5%","7908","55.9%","13679","57.0%","18935","57.7%","-0.7pp"
