"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","% GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IIH"
"Long-Bodied Grey Dog","","C","189771","7.14","22202","10.57","27608","19.8%","52.4%","4799","52.2%","6725","51.9%","11524","52.1%","16081","52.6%","-0.5pp"
"Old Thrush","","C","186907","7.05","20857","10.49","28671","22.1%","51.8%","5258","51.3%","7253","53.5%","12511","52.6%","16157","51.2%","1.4pp"
"Troop of Ponies","","U","66194","5.01","9105","7.32","28272","50.2%","52.9%","5268","53.7%","6928","53.1%","12196","53.3%","16036","52.5%","0.8pp"
"Belladonna Took","W","R","12796","3.30","2847","3.87","10734","62.1%","51.7%","1979","51.1%","3077","52.3%","5056","51.8%","5639","51.7%","0.1pp"
"Bilbo's Gambit","W","R","20721","5.06","2559","7.63","3056","19.6%","49.1%","521","48.8%","816","49.3%","1337","49.1%","1720","49.1%","-0.0pp"
"Bofur, Reliable Guardian","W","U","52517","4.25","10028","5.59","48621","76.9%","55.2%","8457","53.8%","12733","57.6%","21190","56.1%","27216","54.5%","1.6pp"
"Celebrate the Mountain-king","W","U","32864","2.67","14306","2.94","84487","90.9%","58.0%","14292","58.9%","24611","63.5%","38903","61.8%","45532","54.7%","7.1pp"
"Dáin, Lord of the Iron Hills","W","U","50590","4.20","9438","5.48","43257","73.6%","54.2%","7693","54.0%","11228","54.4%","18921","54.2%","24166","54.1%","0.2pp"
"Dwarven Provisioner","W","C","173417","6.33","26762","8.81","98513","58.5%","55.1%","17588","53.5%","26478","55.9%","44066","55.0%","54186","55.1%","-0.2pp"
"Dwarven Shortsword","W","C","166159","6.05","22761","8.69","77695","54.5%","54.3%","13131","52.0%","19443","53.9%","32574","53.2%","44653","55.1%","-1.9pp"
"Eagle of the Great Shelf","W","U","66398","5.75","8607","8.17","23036","43.6%","51.5%","3709","47.9%","6774","53.8%","10483","51.7%","12674","51.2%","0.5pp"
"The Eagles Are Coming!","W","R","7872","2.10","4245","2.10","23680","88.0%","56.4%","4025","56.5%","6890","60.9%","10915","59.3%","12779","53.8%","5.5pp"
"Esgaroth Garrison","W","C","187092","7.65","24145","10.88","34350","22.7%","54.1%","5700","53.2%","10671","57.2%","16371","55.8%","18069","52.5%","3.3pp"
"Fíli the Pathfinder","W","R","7386","1.99","4330","1.94","25310","89.1%","59.3%","4488","66.0%","6795","66.8%","11283","66.5%","13839","53.2%","13.3pp"
"Gleaming Splendor","W","M","7651","3.90","978","5.74","1186","19.8%","40.7%","209","","313","","522","36.4%","663","44.2%","-7.8pp"
"Iron Hills Blacksmith","W","U","41852","3.35","11600","4.01","64120","86.6%","56.4%","11679","58.2%","16914","57.2%","28593","57.6%","35353","55.4%","2.2pp"
"Kíli the Resourceful","W","R","8999","2.39","4146","2.38","22209","82.8%","57.7%","4061","66.8%","5519","59.8%","9580","62.7%","12475","53.5%","9.2pp"
"Lake-town Lookout","W","C","183939","7.38","21440","10.73","29816","22.2%","51.3%","5351","51.2%","8799","52.0%","14150","51.7%","15661","51.0%","0.7pp"
"Lake-town Toymaker","W","U","70180","6.17","10589","8.46","25867","39.4%","52.9%","4356","50.4%","8361","55.6%","12717","53.9%","13193","52.1%","1.8pp"
