"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","% GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IIH"
"The Dawning Archaic","","M","7732","1.84","3437","1.81","18128","85.7%","52.2%","2926","47.4%","5875","57.2%","8801","53.9%","8980","49.9%","4.0pp"
"Rancorous Archaic","","C","300283","7.37","40102","10.58","72299","28.8%","51.4%","11901","48.7%","22246","56.5%","34147","53.8%","37362","49.1%","4.7pp"
"Sundering Archaic","","U","92112","4.50","24837","5.52","118523","74.6%","55.5%","19438","53.9%","37130","61.5%","56568","58.9%","59300","51.8%","7.1pp"
"Together as One","","R","16777","2.04","11529","1.98","66568","87.1%","58.1%","11184","61.5%","20239","67.8%","31423","65.6%","32446","49.5%","16.0pp"
"Transcendent Archaic","","U","106878","5.32","20905","7.06","77800","59.3%","53.8%","12741","52.0%","23966","59.8%","36707","57.1%","39773","50.2%","6.9pp"
"Ajani's Response","W","C","219840","4.65","46235","6.07","247573","82.6%","56.7%","41994","55.3%","68320","59.1%","110314","57.7%","135060","55.8%","1.8pp"
"Antiquities on the Loose","W","R","16407","1.94","10243","1.93","62268","90.7%","59.6%","11124","65.6%","16638","63.9%","27762","64.6%","34029","55.5%","9.1pp"
"Ascendant Dustspeaker","W","C","273956","6.27","41098","8.82","147853","55.8%","56.0%","24205","53.8%","40286","56.5%","64491","55.5%","83319","56.3%","-0.8pp"
"Daydream","W","U","115075","6.35","13548","9.43","19812","23.0%","51.2%","3313","47.7%","4977","49.7%","8290","48.9%","11477","52.8%","-3.9pp"
"Dig Site Inventory","W","C","254402","5.68","40489","7.81","175115","67.1%","55.9%","29441","55.0%","42517","55.8%","71958","55.5%","102816","56.2%","-0.7pp"
"Eager Glyphmage","W","C","272504","6.25","44141","8.59","168419","58.8%","56.7%","28569","55.9%","43999","56.2%","72568","56.1%","95366","57.1%","-1.0pp"
"Elite Interceptor","W","C","195922","4.23","55814","4.95","326896","89.0%","58.4%","59923","60.9%","84811","58.3%","144734","59.4%","181048","57.6%","1.8pp"
"Emeritus of Truce","W","M","7641","1.82","4226","1.82","23948","87.7%","56.9%","4238","60.0%","6369","58.3%","10607","59.0%","13246","55.2%","3.7pp"
"Ennis, Debate Moderator","W","U","100827","5.38","13593","7.56","42667","49.7%","53.0%","7576","48.7%","10680","51.5%","18256","50.3%","24309","54.9%","-4.6pp"
"Erode","W","R","22427","2.52","7312","2.77","39606","85.0%","55.6%","6807","53.3%","10716","58.4%","17523","56.4%","21738","54.8%","1.6pp"
"Graduation Day","W","U","98860","5.51","12330","7.88","32950","42.3%","52.6%","5782","51.9%","7852","50.0%","13634","50.8%","19238","53.8%","-3.0pp"
"Group Project","W","U","86241","4.38","20982","5.37","112008","82.1%","57.1%","20177","57.6%","28206","56.3%","48383","56.8%","63531","57.3%","-0.4pp"
"Harsh Annotation","W","U","108528","5.95","10355","9.39","17046","25.8%","51.0%","2880","47.8%","4296","51.4%","7176","50.0%","9758","51.8%","-1.8pp"
"Honorbound Page","W","C","279676","6.52","36015","9.44","95384","41.1%","54.5%","16246","51.3%","23972","54.1%","40218","53.0%","54953","55.6%","-2.6pp"
"Informed Inkwright","W","R","15099","1.82","9178","1.82","55581","91.7%","58.2%","10135","63.3%","14695","60.6%","24830","61.7%","30478","55.4%","6.3pp"
"Inkshape Demonstrator","W","U","87240","4.47","17726","5.69","89636","78.1%","56.6%","15217","57.1%","23448","56.4%","38665","56.7%","50759","56.5%","0.1pp"
"Interjection","W","C","293153","7.25","38448","10.33","70551","28.5%","55.8%","11602","54.4%","17774","56.4%","29376","55.6%","40962","55.8%","-0.2pp"
"Joined Researchers","W","R","39016","4.07","7951","5.21","37744","74.1%","55.8%","6877","55.6%","9449","54.1%","16326","54.7%","21378","56.6%","-1.8pp"
"Owlin Historian","W","C","271136","6.20","41027","8.66","160731","60.9%","56.0%","27936","55.2%","42649","55.6%","70585","55.4%","90251","56.4%","-1.0pp"
"Practiced Offense","W","R","14743","1.76","10138","1.72","62707","91.8%","59.4%","10700","62.7%","16689","66.0%","27389","64.7%","34827","55.0%","9.7pp"
"Primary Research","W","U","88932","4.62","17668","5.89","76704","68.0%","55.5%","12849","53.2%","20827","55.9%","33676","54.8%","42854","55.9%","-1.1pp"
"Quill-Blade Laureate","W","U","71546","3.64","18189","4.41","104863","88.9%","57.0%","18946","57.1%","26636","56.6%","45582","56.8%","58998","57.1%","-0.3pp"
"Rapier Wit","W","C","288873","7.05","37167","10.16","72960","30.5%","54.7%","12418","52.1%","18462","55.7%","30880","54.3%","41738","55.0%","-0.7pp"
"Rehearsed Debater","W","C","281043","6.61","40183","9.33","124813","48.4%","55.7%","21613","55.8%","30649","53.9%","52262","54.7%","72397","56.4%","-1.7pp"
"Restoration Seminar","W","M","8375","2.07","4342","2.01","21983","80.0%","55.1%","3679","54.1%","6191","59.7%","9870","57.6%","11857","52.8%","4.8pp"
"Shattered Acolyte","W","C","263903","5.86","42397","8.11","190357","69.3%","56.4%","34766","56.8%","47012","55.2%","81778","55.9%","108189","56.9%","-1.0pp"
"Soaring Stoneglider","W","U","89807","4.60","15405","6.11","72551","74.1%","54.4%","12320","51.6%","19334","54.9%","31654","53.6%","40920","54.9%","-1.3pp"
"Spiritcall Enthusiast","W","U","103277","5.55","14580","7.82","42076","45.3%","53.8%","7281","52.2%","10351","52.0%","17632","52.1%","24405","55.0%","-3.0pp"
"Stand Up for Yourself","W","U","77520","3.89","19097","4.80","106828","86.3%","56.6%","18076","54.8%","28989","58.5%","47065","57.1%","58965","56.1%","1.0pp"
"Stirring Hopesinger","W","R","13386","1.60","9231","1.58","57156","93.1%","58.8%","10051","63.4%","15630","62.9%","25681","63.1%","31254","55.0%","8.1pp"
"Stone Docent","W","C","252953","5.56","48840","7.30","256330","80.4%","57.2%","46011","57.8%","63669","55.7%","109680","56.6%","146476","57.7%","-1.1pp"
"Summoned Dromedary","W","U","93925","4.80","16459","6.48","72535","69.2%","54.8%","12153","52.9%","18940","54.8%","31093","54.0%","41651","55.4%","-1.3pp"
"Banishing Betrayal","U","C","275216","6.25","40863","8.90","150052","58.5%","52.9%","26637","50.7%","43969","57.8%","70606","55.1%","76156","50.6%","4.5pp"
"Brush Off","U","U","100106","5.20","21543","6.48","99441","72.8%","54.9%","16792","53.1%","30251","60.5%","47043","57.8%","49534","51.4%","6.5pp"
"Campus Composer","U","U","93258","4.74","15469","6.48","67418","70.3%","52.7%","11277","51.1%","19826","55.6%","31103","54.0%","35096","51.3%","2.6pp"
"Chase Inspiration","U","C","303710","7.96","38474","11.33","49661","20.6%","52.8%","8250","50.6%","14246","56.2%","22496","54.2%","26226","51.2%","3.0pp"
"Deluge Virtuoso","U","C","280238","6.57","34550","9.64","87876","40.9%","51.1%","15331","49.5%","25281","53.4%","40612","51.9%","45653","50.2%","1.7pp"
"Divergent Equation","U","U","94137","4.97","22930","5.93","109094","75.0%","55.0%","18138","51.5%","34340","61.3%","52478","57.9%","52667","51.0%","6.9pp"
"Echocasting Symposium","U","M","7238","1.77","4396","1.73","24097","87.0%","54.3%","4100","54.2%","7175","60.6%","11275","58.3%","11717","49.3%","9.0pp"
"Emeritus of Ideation","U","M","5858","1.39","4430","1.38","25929","89.3%","57.3%","4436","61.7%","8025","65.9%","12461","64.4%","12686","49.8%","14.6pp"
"Encouraging Aviator","U","U","103577","5.50","13328","7.81","39492","48.7%","50.1%","6764","47.7%","11046","52.4%","17810","50.6%","21146","49.6%","1.0pp"
"Essence Scatter","U","C","237538","5.11","48869","6.73","253899","82.4%","54.3%","44501","54.8%","74646","58.2%","119147","56.9%","128671","51.6%","5.4pp"
"Exhibition Tidecaller","U","R","20424","2.43","9880","2.41","55716","87.4%","56.0%","9590","56.9%","17365","62.5%","26955","60.5%","27082","50.7%","9.8pp"
"Flow State","U","U","74917","3.70","19838","4.56","106271","85.3%","54.2%","18858","53.1%","31969","59.1%","50827","56.9%","52524","51.2%","5.7pp"
"Fractal Anomaly","U","U","126679","7.42","14691","10.90","9037","9.8%","47.1%","1492","42.2%","2691","52.0%","4183","48.5%","4731","45.7%","2.8pp"
"Fractalize","U","U","123506","7.06","14855","10.30","18047","19.4%","50.4%","3008","47.0%","5075","54.1%","8083","51.4%","9616","49.1%","2.3pp"
"Harmonized Trio","U","R","32049","3.57","6923","4.31","26445","62.1%","51.4%","4657","53.3%","7513","53.2%","12170","53.3%","13862","49.6%","3.7pp"
"Homesickness","U","U","98011","4.98","18175","6.64","80727","71.0%","53.3%","13541","51.2%","24441","58.4%","37982","55.8%","40482","50.4%","5.4pp"
"Hydro-Channeler","U","C","261110","5.78","42140","8.07","191975","73.3%","53.2%","34579","54.3%","54828","55.0%","89407","54.7%","100389","51.8%","2.9pp"
"Jadzi, Steward of Fate","U","R","16533","1.93","9576","1.95","55185","90.3%","55.3%","9827","57.6%","16439","60.5%","26266","59.4%","27587","50.9%","8.5pp"
"Landscape Painter","U","C","275311","6.22","37130","9.00","129299","55.7%","52.1%","22955","50.4%","37279","55.1%","60234","53.3%","67236","51.0%","2.3pp"
"Mana Sculpt","U","R","33280","3.54","9049","4.16","44334","77.3%","54.2%","7524","53.7%","13545","59.8%","21069","57.6%","22014","50.2%","7.5pp"
"Mathemagics","U","M","10101","2.41","5059","2.38","27892","85.9%","56.6%","4777","53.3%","9080","66.2%","13857","61.8%","12633","49.1%","12.7pp"
"Matterbending Mage","U","U","75756","3.73","21453","4.54","119776","87.2%","55.4%","21016","54.9%","35401","60.1%","56417","58.1%","60442","52.6%","5.5pp"
"Muse Seeker","U","U","94727","4.86","16382","6.49","69080","68.3%","51.6%","12491","50.8%","19626","53.8%","32117","52.6%","36005","50.6%","2.0pp"
"Muse's Encouragement","U","C","294924","7.22","39018","10.33","85403","35.3%","51.1%","14291","48.3%","25579","55.0%","39870","52.6%","43767","49.3%","3.3pp"
"Orysa, Tide Choreographer","U","U","103208","5.30","14686","7.49","47267","52.2%","51.7%","7923","49.9%","13810","55.1%","21733","53.2%","24683","50.0%","3.2pp"
"Pensive Professor","U","R","17782","2.08","8986","2.11","50550","89.1%","54.5%","8881","57.3%","14981","59.5%","23862","58.7%","25606","50.4%","8.3pp"
"Procrastinate","U","C","286522","6.93","35765","10.12","80950","36.5%","51.1%","13758","48.0%","23486","54.8%","37244","52.3%","41832","49.8%","2.5pp"
"Quick Study","U","C","272913","6.18","41381","8.73","155128","59.6%","53.6%","27395","53.7%","46434","57.5%","73829","56.1%","78268","50.9%","5.2pp"
"Run Behind","U","C","268519","5.92","48616","8.04","223362","72.6%","54.8%","38226","53.6%","67273","59.2%","105499","57.2%","113140","52.3%","5.0pp"
"Skycoach Conductor","U","R","21766","2.49","8271","2.67","43986","84.0%","54.1%","7573","54.8%","12994","58.0%","20567","56.8%","22504","51.2%","5.6pp"
"Spellbook Seeker","U","C","287596","6.90","32745","10.23","57833","28.6%","50.0%","9849","47.5%","16982","52.9%","26831","50.9%","30250","49.2%","1.7pp"
"Tester of the Tangential","U","U","92854","4.77","14816","6.51","63319","69.0%","52.3%","11294","53.8%","17389","54.1%","28683","54.0%","33736","50.8%","3.1pp"
"Textbook Tabulator","U","C","289995","7.16","35180","10.50","64371","29.4%","50.8%","11329","50.3%","18524","53.6%","29853","52.3%","33655","49.3%","3.0pp"
"Wisdom of Ages","U","R","38369","4.04","10670","4.57","49558","73.2%","55.0%","8128","50.2%","16197","61.5%","24325","57.7%","23175","50.7%","7.0pp"
"Adventurous Eater","B","C","259462","5.69","32645","8.19","139384","67.1%","54.6%","24269","53.1%","34178","54.7%","58447","54.0%","80140","54.9%","-0.9pp"
"Arcane Omens","B","U","100955","5.68","24504","6.44","94369","60.3%","55.6%","15700","56.5%","28723","61.6%","44423","59.8%","47655","51.0%","8.8pp"
"Arnyn, Deathbloom Botanist","B","U","94227","4.98","11231","7.20","36411","52.3%","51.7%","6301","48.5%","8923","52.0%","15224","50.5%","20890","52.5%","-2.0pp"
"Burrog Banemaker","B","C","263069","5.88","32327","8.54","123421","59.9%","54.0%","22205","55.4%","29246","53.6%","51451","54.4%","71164","53.7%","0.7pp"
"Cheerful Osteomancer","B","C","274924","6.29","32195","9.28","92841","45.8%","52.5%","15523","48.4%","22900","53.4%","38423","51.4%","53442","53.2%","-1.8pp"
"Cost of Brilliance","B","C","267759","6.09","41103","8.28","168969","63.6%","56.6%","29088","56.3%","42373","57.8%","71461","57.2%","96358","56.1%","1.1pp"
"Decorum Dissertation","B","M","8523","2.01","3674","2.04","18468","80.4%","54.3%","3061","54.5%","4801","57.2%","7862","56.1%","10421","52.7%","3.4pp"
"Dissection Practice","B","U","87651","4.36","15787","5.62","78707","77.5%","56.4%","13594","57.6%","19206","58.3%","32800","58.0%","45421","55.1%","2.9pp"
"Emeritus of Woe","B","M","6341","1.47","4201","1.45","23905","88.7%","56.1%","4009","57.3%","6599","59.8%","10608","58.9%","12972","53.5%","5.4pp"
"End of the Hunt","B","U","67412","3.35","18390","4.06","103073","86.7%","56.3%","17865","56.4%","26890","59.5%","44755","58.3%","57059","54.6%","3.6pp"
"Eternal Student","B","U","95366","4.81","15968","6.49","70154","69.2%","55.0%","11957","53.1%","16908","55.3%","28865","54.4%","41065","55.4%","-1.1pp"
"Foolish Fate","B","U","53625","2.69","17725","3.16","105238","92.0%","56.4%","18010","56.0%","27751","60.3%","45761","58.6%","58220","54.5%","4.2pp"
