"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","% GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IIH"
"Agent 13, Sharon Carter","W","U","36983","2.94","15255","3.29","90910","92.7%","57.2%","16143","58.7%","24459","58.7%","40602","58.7%","50528","56.0%","2.7pp"
"Agent Maria Hill","W","U","46579","3.58","15149","4.16","82431","83.6%","58.2%","14525","62.3%","20980","57.4%","35505","59.4%","46819","57.3%","2.1pp"
"Agent of Atlas","W","C","183500","5.83","32414","8.11","133611","64.4%","56.6%","23877","57.6%","32534","54.7%","56411","55.9%","77028","57.0%","-1.1pp"
"Agent Phil Coulson","W","R","7770","1.56","5750","1.56","35698","94.8%","58.3%","6300","67.3%","9745","61.3%","16045","63.7%","19734","54.1%","9.6pp"
"Agents of S.H.I.E.L.D.","W","C","184477","5.91","29540","8.43","109922","58.4%","55.8%","19118","55.3%","28505","55.8%","47623","55.6%","62282","56.0%","-0.4pp"
"Avengers Assemble!","W","M","3552","1.49","2744","1.46","16900","93.6%","58.6%","2852","62.9%","4564","64.9%","7416","64.1%","9486","54.2%","9.9pp"
"Borough Backup","W","C","156897","4.69","38104","6.18","208725","84.9%","57.4%","37790","56.3%","55233","59.3%","93023","58.1%","115720","56.9%","1.2pp"
"Brave Brawler","W","C","151636","4.52","35696","5.94","206316","89.6%","57.5%","36778","58.5%","54247","57.4%","91025","57.9%","115328","57.2%","0.7pp"
"Captain America, Super-Soldier","W","M","3686","1.47","2642","1.47","15748","93.3%","56.9%","2771","59.2%","4421","59.4%","7192","59.3%","8680","54.8%","4.6pp"
"Captain America, Wings of Freedom","W","R","7698","1.53","5616","1.53","34224","94.4%","58.2%","6123","62.3%","9363","60.5%","15486","61.2%","18880","55.7%","5.5pp"
"Captain Marvel, Earth's Protector","W","M","3122","1.27","2738","1.26","17850","96.1%","61.1%","2996","64.9%","5220","70.3%","8216","68.3%","9687","54.9%","13.5pp"
