"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","% GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IIH"
"The Dawning Archaic","","M","8143","1.85","3588","1.83","18862","85.5%","51.9%","3025","47.3%","6117","56.8%","9142","53.7%","9351","49.7%","4.0pp"
"Rancorous Archaic","","C","313884","7.37","41813","10.58","74870","28.6%","51.3%","12342","48.6%","23069","56.3%","35411","53.6%","38653","49.0%","4.6pp"
"Sundering Archaic","","U","96061","4.48","25935","5.50","123889","74.7%","55.5%","20353","53.8%","38796","61.5%","59149","58.8%","61940","51.7%","7.1pp"
"Together as One","","R","17425","2.03","12008","1.97","69249","87.2%","58.0%","11649","61.4%","21032","67.8%","32681","65.5%","33771","49.5%","16.0pp"
"Transcendent Archaic","","U","111770","5.32","21819","7.07","81135","59.3%","53.7%","13327","51.8%","24989","59.6%","38316","56.9%","41458","50.2%","6.7pp"
"Ajani's Response","W","C","228951","4.62","48318","6.04","259169","82.8%","56.6%","43955","55.3%","71515","59.0%","115470","57.6%","141377","55.8%","1.8pp"
"Antiquities on the Loose","W","R","17139","1.94","10712","1.93","65028","90.6%","59.5%","11601","65.5%","17372","63.8%","28973","64.5%","35558","55.4%","9.1pp"
"Ascendant Dustspeaker","W","C","286239","6.26","43015","8.80","155202","56.0%","55.9%","25389","53.5%","42293","56.5%","67682","55.4%","87473","56.2%","-0.8pp"
"Daydream","W","U","120462","6.36","14128","9.46","20446","22.8%","51.2%","3418","47.7%","5140","49.8%","8558","48.9%","11839","52.7%","-3.8pp"
"Dig Site Inventory","W","C","265604","5.67","42325","7.79","183748","67.4%","55.9%","30910","54.9%","44600","55.8%","75510","55.4%","107869","56.2%","-0.8pp"
"Eager Glyphmage","W","C","284722","6.25","46123","8.59","175837","58.8%","56.7%","29826","55.8%","45889","56.3%","75715","56.1%","99614","57.1%","-1.0pp"
"Elite Interceptor","W","C","203852","4.21","58378","4.92","341821","89.0%","58.4%","62569","60.9%","88734","58.2%","151303","59.3%","189346","57.6%","1.8pp"
"Emeritus of Truce","W","M","8049","1.83","4427","1.82","25026","87.5%","56.8%","4437","59.7%","6653","58.2%","11090","58.8%","13839","55.1%","3.7pp"
"Ennis, Debate Moderator","W","U","105691","5.40","14228","7.60","44346","49.3%","52.9%","7898","48.4%","11110","51.4%","19008","50.2%","25230","54.9%","-4.7pp"
"Erode","W","R","23500","2.52","7653","2.77","41453","85.2%","55.6%","7130","53.1%","11212","58.4%","18342","56.3%","22750","54.8%","1.5pp"
"Graduation Day","W","U","103598","5.53","12885","7.92","34184","42.1%","52.6%","6021","51.9%","8131","50.0%","14152","50.8%","19949","53.8%","-3.0pp"
"Group Project","W","U","90201","4.38","21882","5.38","116768","82.1%","57.1%","21035","57.7%","29436","56.2%","50471","56.8%","66204","57.3%","-0.5pp"
"Harsh Annotation","W","U","113670","5.97","10847","9.41","17688","25.6%","51.0%","2980","47.8%","4475","51.4%","7455","49.9%","10118","51.8%","-1.9pp"
"Honorbound Page","W","C","292509","6.52","37678","9.43","99518","41.0%","54.5%","16908","51.4%","25076","54.1%","41984","53.0%","57317","55.6%","-2.6pp"
"Informed Inkwright","W","R","15796","1.81","9615","1.81","58188","91.7%","58.2%","10609","63.4%","15401","60.4%","26010","61.6%","31887","55.4%","6.3pp"
