"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","% GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IIH"
"Long-Bodied Grey Dog","","C","228535","7.15","27134","10.55","34762","20.3%","52.5%","6140","52.7%","8505","52.4%","14645","52.5%","20116","52.6%","-0.0pp"
"Old Thrush","","C","224743","7.04","25538","10.44","37547","23.5%","52.2%","6939","51.9%","9499","53.9%","16438","53.0%","21109","51.5%","1.5pp"
"Troop of Ponies","","U","80680","5.08","10945","7.45","33606","49.3%","53.2%","6267","54.2%","8327","53.1%","14594","53.6%","18965","52.8%","0.8pp"
"Belladonna Took","W","R","15833","3.37","3410","4.05","12693","61.1%","51.8%","2334","50.8%","3664","52.7%","5998","52.0%","6650","51.7%","0.2pp"
"Bilbo's Gambit","W","R","25420","5.13","3121","7.81","3381","17.6%","48.3%","581","47.5%","908","48.1%","1489","47.9%","1892","48.7%","-0.8pp"
"Bofur, Reliable Guardian","W","U","63384","4.25","12140","5.59","59196","77.1%","55.2%","10320","53.9%","15639","57.9%","25959","56.3%","32972","54.3%","2.1pp"
"Celebrate the Mountain-king","W","U","39048","2.65","17427","2.91","103391","91.2%","58.0%","17446","59.3%","30271","63.4%","47717","61.9%","55617","54.6%","7.3pp"
"Dáin, Lord of the Iron Hills","W","U","61384","4.24","11229","5.60","51157","72.9%","54.1%","9042","53.7%","13226","54.2%","22268","54.0%","28691","54.1%","-0.1pp"
"Dwarven Provisioner","W","C","208498","6.31","32506","8.79","121513","59.1%","55.2%","21754","53.6%","32869","56.0%","54623","55.0%","66585","55.3%","-0.2pp"
"Dwarven Shortsword","W","C","200278","6.06","27214","8.74","92263","54.0%","54.3%","15608","52.1%","23130","53.8%","38738","53.2%","52950","55.0%","-1.9pp"
"Eagle of the Great Shelf","W","U","80614","5.81","10211","8.31","26039","41.3%","51.2%","4195","47.7%","7632","54.0%","11827","51.8%","14348","50.7%","1.1pp"
"The Eagles Are Coming!","W","R","9472","2.10","5133","2.11","28975","88.2%","56.5%","4904","56.7%","8560","60.9%","13464","59.4%","15526","53.9%","5.5pp"
"Esgaroth Garrison","W","C","224879","7.62","29760","10.78","45800","24.5%","54.4%","7547","53.1%","14416","57.8%","21963","56.2%","23952","52.8%","3.4pp"
"Fíli the Pathfinder","W","R","8854","1.98","5251","1.94","30920","89.3%","59.2%","5505","65.9%","8333","66.6%","13838","66.3%","16852","53.1%","13.3pp"
"Gleaming Splendor","W","M","9413","3.95","1196","5.85","1366","18.4%","41.8%","236","","360","","596","37.9%","769","44.9%","-6.9pp"
"Iron Hills Blacksmith","W","U","50201","3.35","14070","4.02","77623","86.5%","56.3%","14213","58.3%","20572","57.0%","34785","57.5%","42624","55.2%","2.3pp"
"Kíli the Resourceful","W","R","10787","2.37","4986","2.36","26684","82.5%","57.5%","4883","67.0%","6670","59.7%","11553","62.8%","14936","53.3%","9.5pp"
"Lake-town Lookout","W","C","221363","7.42","25553","10.82","34006","21.2%","51.1%","6086","51.1%","10034","51.8%","16120","51.5%","17880","50.7%","0.8pp"
"Lake-town Toymaker","W","U","84975","6.21","12682","8.57","29862","37.9%","52.7%","5056","50.2%","9676","55.4%","14732","53.6%","15178","51.8%","1.9pp"
"Magnificent End","W","C","164433","4.57","32199","6.12","166383","81.9%","55.3%","28332","53.6%","48169","57.5%","76501","56.1%","89938","54.6%","1.5pp"
"Moment of Glory","W","C","225980","7.68","25687","11.27","24356","15.2%","51.1%","4140","48.1%","7044","52.5%","11184","50.8%","13186","51.3%","-0.5pp"
"The Mountain-king's Return","W","U","47783","3.23","17210","3.63","97937","88.2%","57.8%","17370","60.6%","28404","61.3%","45774","61.1%","52157","54.9%","6.2pp"
"Ori, Keeper of Songs","W","C","211980","6.70","28470","9.59","82926","46.3%","54.9%","14378","54.5%","20697","54.9%","35075","54.7%","47527","55.0%","-0.3pp"
"The Queen of Dale","W","M","4784","2.10","2181","2.14","11456","83.8%","55.4%","2040","58.6%","3260","57.9%","5300","58.2%","6148","52.9%","5.2pp"
"Roads Go Ever, Ever On","W","R","16530","3.38","4167","4.00","18900","72.4%","55.6%","3363","56.6%","5242","56.1%","8605","56.3%","10290","55.1%","1.3pp"
"Settle the Wreckage","W","R","10996","2.37","4373","2.48","23760","85.6%","55.7%","4034","54.4%","6941","60.9%","10975","58.5%","12790","53.2%","5.3pp"
"Stone by Sunlight","W","U","46510","3.08","16346","3.52","93975","89.9%","57.1%","16079","57.0%","26969","62.1%","43048","60.2%","50950","54.6%","5.6pp"
"Thorin's Last Stand","W","C","228107","7.88","24350","11.58","14529","9.6%","49.5%","2324","44.9%","3881","50.6%","6205","48.5%","8331","50.2%","-1.8pp"
"An Unexpected Party","W","R","8057","1.74","5478","1.71","33058","91.6%","58.7%","5683","61.7%","9400","66.9%","15083","64.9%","17955","53.5%","11.5pp"
"Velvetwing Butterflies","W","C","216522","6.90","25315","10.12","47733","30.1%","52.7%","8143","48.9%","12886","55.5%","21029","52.9%","26762","52.4%","0.5pp"
"Vow to Erebor","W","C","226494","7.80","24865","11.43","25139","16.1%","52.2%","4088","49.8%","5965","52.0%","10053","51.1%","15091","52.9%","-1.8pp"
"Bilbo, Luckwearer","U","U","50643","3.48","16627","3.90","92304","87.0%","56.4%","16518","59.2%","29222","61.0%","45740","60.4%","46143","52.5%","7.8pp"
"Bilbo, Thief in the Night","U","M","5683","2.53","2264","2.70","10959","77.6%","54.7%","1940","56.6%","3420","58.7%","5360","58.0%","5536","51.6%","6.4pp"
"Bilbo Baggins, Burglar","U","C","174891","5.13","38687","6.43","186674","76.6%","55.1%","33390","55.5%","57392","58.4%","90782","57.3%","94641","53.0%","4.3pp"
"Confusticate and Bebother","U","C","213700","6.91","29516","9.77","70748","38.5%","52.1%","12112","50.3%","21661","56.0%","33773","54.0%","36984","50.3%","3.7pp"
"Elrond, Moon-Reader","U","M","6566","2.99","1619","3.44","5755","59.6%","49.4%","1043","47.6%","1648","51.8%","2691","50.2%","3050","48.6%","1.6pp"
"Elven Raft-Steerer","U","U","86256","6.45","9558","9.65","14602","24.7%","49.1%","2583","48.2%","3795","51.1%","6378","49.9%","8171","48.5%","1.4pp"
"Elvenking's Harper","U","C","227894","7.94","29517","11.21","39408","21.4%","51.7%","6899","51.3%","11218","54.5%","18117","53.2%","21188","50.3%","3.0pp"
"Enchanted River's Grasp","U","C","173407","5.02","31221","6.72","149812","77.5%","53.6%","25455","51.1%","47187","57.8%","72642","55.5%","76743","51.8%","3.7pp"
"Fateful Discovery","U","M","13623","5.43","1796","8.28","90","0.8%","","19","","26","","45","","46","",""
"Gandalf, Wandering Wizard","U","C","228191","8.04","27553","11.50","19819","11.6%","49.5%","3265","47.4%","6226","53.0%","9491","51.0%","10444","48.1%","2.9pp"
"Great Gilded Boat","U","R","11381","2.47","5924","2.52","33898","87.9%","57.2%","5917","64.1%","10823","61.1%","16740","62.2%","17204","52.4%","9.7pp"
"Lakeshore Apothecary","U","C","178745","5.46","41165","6.65","210715","81.5%","55.4%","37683","57.4%","69782","57.4%","107465","57.4%","103450","53.4%","4.1pp"
"Lake-town Mariners","U","U","89285","6.58","11471","9.55","17539","24.8%","50.7%","2906","47.3%","5225","53.4%","8131","51.2%","9378","50.2%","1.1pp"
"Long Lake Nuisance","U","C","198390","6.13","40887","7.72","181714","70.4%","55.5%","31104","54.7%","60023","59.4%","91127","57.8%","90791","53.1%","4.7pp"
"The Lord of the Eagles","U","R","18525","3.97","3387","4.99","10257","49.3%","51.1%","1772","48.6%","3173","55.1%","4945","52.8%","5327","49.5%","3.3pp"
"Master's Councillors","U","U","66799","4.67","17883","5.43","92738","81.6%","56.1%","16438","57.2%","30904","59.7%","47342","58.8%","45603","53.3%","5.5pp"
"Mirkwood Meditator","U","C","231677","8.67","25941","12.43","6367","3.9%","47.1%","1129","48.2%","1672","48.7%","2801","48.5%","3556","46.0%","2.5pp"
"Most Decrepit Old Bird","U","R","23223","4.49","4197","6.10","12457","47.4%","53.3%","2125","53.0%","3956","56.7%","6081","55.5%","6386","51.1%","4.3pp"
"Old Fat Spider Can't See Me","U","U","77059","5.46","11892","7.55","34939","47.8%","51.2%","5870","49.5%","10819","54.0%","16689","52.4%","18182","50.0%","2.4pp"
"Plunder the Trollshaws","U","C","189216","5.65","39153","7.17","185298","74.6%","56.0%","32654","56.1%","58928","60.6%","91582","59.0%","93715","53.2%","5.8pp"
"Ravenhill Flock","U","U","73421","5.30","9657","7.60","28470","48.0%","50.0%","4731","48.0%","9117","53.9%","13848","51.9%","14693","48.3%","3.6pp"
"Riddles in the Dark","U","R","22978","4.70","3621","6.40","8104","36.2%","49.5%","1372","47.6%","2450","52.5%","3822","50.7%","4280","48.5%","2.3pp"
"Roll-Roll-Roll-Roll","U","R","25697","5.23","3677","7.51","4480","20.0%","46.2%","744","38.3%","1321","47.6%","2065","44.3%","2398","47.7%","-3.5pp"
"Sound the Trumpets","U","U","88116","6.44","13034","9.00","28548","35.2%","53.2%","4799","51.9%","9182","57.2%","13981","55.3%","14569","51.2%","4.2pp"
"Thranduil's Decree","U","U","90585","6.80","11481","9.87","14002","19.6%","49.5%","2351","46.6%","4290","53.1%","6641","50.8%","7362","48.3%","2.5pp"
"Uncover the Moon-Letters","U","R","29887","6.09","3866","9.26","978","4.0%","47.1%","167","","304","","471","","507","44.4%",""
"Uneasy Partings","U","C","210476","6.65","37180","8.86","130892","56.1%","54.2%","21951","51.1%","41450","58.2%","63401","55.7%","67542","52.8%","2.9pp"
"Wizard's Staff","U","R","26109","5.32","3235","8.04","1637","8.2%","40.9%","277","","443","","720","39.2%","914","42.3%","-3.2pp"
"Along the Crooked Way","B","R","16144","3.30","3423","4.04","14262","66.7%","53.1%","2453","47.9%","3266","54.7%","5719","51.8%","8524","53.9%","-2.1pp"
"Azog, Moria's Ruin","B","R","12800","2.66","3634","3.01","18355","81.4%","53.2%","3170","50.1%","4198","54.4%","7368","52.5%","10965","53.7%","-1.1pp"
"Bilbo's Deadly Slice","B","C","100134","2.83","32271","3.41","194332","93.5%","56.7%","33053","54.8%","44426","58.6%","77479","57.0%","116895","56.4%","0.5pp"
"Crude Bent Blade","B","C","110919","3.25","41468","3.63","248276","91.2%","58.2%","43193","60.3%","56848","60.2%","100041","60.2%","147868","56.8%","3.5pp"
"Desolation Prowler","B","U","37473","2.63","18259","2.82","112282","92.7%","58.8%","20320","64.2%","25358","58.6%","45678","61.1%","66787","57.2%","3.9pp"
"Down, Down to Goblin-town","B","U","46295","3.11","17396","3.50","100973","88.8%","58.0%","17762","60.1%","22963","58.5%","40725","59.2%","60163","57.1%","2.1pp"
"Dreaded Bat-Cloud","B","U","57200","3.71","12298","4.87","66051","83.9%","55.8%","10969","54.6%","15140","56.3%","26109","55.5%","40064","56.0%","-0.5pp"
"Front Porch Sentries","B","C","204798","5.82","31967","8.37","112439","54.7%","55.7%","20087","55.3%","25317","54.5%","45404","54.9%","67032","56.3%","-1.4pp"
"Gathering of Darkness","B","U","59592","3.86","12724","5.03","64128","78.7%","55.5%","10727","52.4%","14588","56.3%","25315","54.7%","38838","56.0%","-1.4pp"
"Gnashing of Teeth","B","U","40979","2.74","13109","3.21","76503","91.1%","55.9%","13017","54.4%","17271","56.4%","30288","55.5%","46232","56.1%","-0.5pp"
"Gollum, Riddle Master","B","M","3496","1.53","2561","1.52","15153","90.9%","58.1%","2719","67.7%","3549","60.3%","6268","63.5%","8756","54.3%","9.2pp"
"Gollum, Silent Slinker","B","C","167072","4.62","39299","5.87","212930","83.0%","57.8%","36177","58.4%","48061","59.3%","84238","58.9%","127083","57.3%","1.7pp"
"Gollum the Abandoned","B","U","65993","4.26","14909","5.45","75477","78.1%","57.0%","13534","57.3%","16999","56.9%","30533","57.1%","44644","56.9%","0.1pp"
"Great Fierce Bee","B","C","219615","6.74","25005","10.20","38166","23.9%","53.1%","6549","50.9%","8708","52.6%","15257","51.9%","22949","53.9%","-2.0pp"
"Great Ugly-Looking Goblin","B","U","52779","3.44","13838","4.32","78888","88.3%","56.7%","14041","56.6%","17610","56.8%","31651","56.7%","47187","56.7%","0.0pp"
"Head of the Hunt","B","R","7330","1.62","5052","1.61","30616","93.0%","57.5%","5277","61.0%","7123","61.1%","12400","61.1%","18242","55.1%","6.0pp"
"Inside Information","B","M","6620","2.82","1612","3.19","7026","69.8%","52.7%","1195","47.5%","1678","51.5%","2873","49.8%","4160","54.6%","-4.8pp"
"The Master of Lake-town","B","R","14671","2.99","3955","3.53","19459","77.6%","54.9%","3283","53.3%","4505","54.5%","7788","54.0%","11694","55.4%","-1.4pp"
"Nighthowl Pursuer","B","U","55615","3.70","16026","4.38","88911","84.7%","58.1%","15984","62.8%","19347","56.1%","35331","59.1%","53593","57.5%","1.6pp"
"Rage into the Valley","B","C","178099","4.85","35937","6.62","181592","78.2%","56.6%","31621","55.3%","40932","55.7%","72553","55.5%","109047","57.3%","-1.7pp"
"Ravening Warg","B","C","162823","4.42","33644","5.94","188737","86.6%","57.3%","33639","57.8%","41935","56.7%","75574","57.2%","113117","57.3%","-0.1pp"
"Reverent Howl","B","C","211043","6.14","26846","9.24","70175","41.0%","54.3%","11988","51.1%","15432","54.5%","27420","53.0%","42775","55.2%","-2.2pp"
"Rhovanion Rampager","B","R","8070","1.75","5089","1.77","30828","92.6%","58.1%","5372","62.2%","7155","59.8%","12527","60.8%","18415","56.2%","4.6pp"
"The Sackville-Bagginses","B","R","12361","2.61","4904","2.84","27595","86.9%","56.7%","4850","57.9%","6297","59.0%","11147","58.5%","16311","55.7%","2.8pp"
"Stir Up Trouble","B","C","149097","4.02","34598","5.29","194086","87.7%","56.2%","32782","53.9%","44539","57.7%","77321","56.1%","116842","56.2%","-0.1pp"
"Stony-Voiced Goblins","B","C","186541","5.05","35029","7.03","168724","74.8%","56.2%","30413","55.4%","37946","55.2%","68359","55.3%","100295","56.9%","-1.6pp"
"Supper for Spiders","B","R","28720","5.68","3519","8.81","1222","5.5%","44.9%","187","","272","","459","","764","46.1%",""
"Balin, Loremaster","R","R","18158","3.74","3131","4.94","10662","55.0%","52.9%","1800","48.1%","2522","52.2%","4322","50.5%","6303","54.3%","-3.8pp"
"Bombur, Gentle Dreamer","R","U","73906","4.90","11977","6.84","49136","64.9%","54.9%","8418","54.4%","11627","54.4%","20045","54.4%","28898","55.2%","-0.8pp"
"Bothersome Noisemaker","R","U","41902","2.86","17555","3.12","104967","90.7%","58.5%","18802","63.4%","24465","58.5%","43267","60.6%","61761","57.0%","3.6pp"
"Burn, Burn, Tree and Fern","R","U","40003","2.69","16031","3.00","94736","90.7%","57.5%","15989","58.6%","22339","60.3%","38328","59.6%","56378","56.1%","3.4pp"
"Dáin Ironfoot","R","R","8938","1.99","5051","2.00","30031","91.7%","57.9%","5261","62.5%","7121","60.4%","12382","61.3%","17557","55.4%","5.9pp"
"Desert Were-Worm","R","R","18873","3.96","2777","5.46","7207","41.6%","50.3%","1221","45.2%","1614","48.0%","2835","46.8%","4390","52.6%","-5.7pp"
"Desolation of Smaug","R","R","18587","3.85","3364","4.98","10395","48.6%","52.8%","1794","51.4%","2423","53.1%","4217","52.4%","6182","53.1%","-0.7pp"
"Dori, Bearer of Friends","R","C","177717","4.85","32961","6.69","170581","80.4%","56.8%","29694","57.3%","39920","56.7%","69614","56.9%","100399","56.7%","0.3pp"
"Dwarven Mauler","R","U","67241","4.36","13927","5.70","69271","77.3%","57.0%","12456","59.4%","15869","54.4%","28325","56.6%","40766","57.2%","-0.5pp"
"Gandalf, Goblins' Bane","R","M","4540","2.02","2093","2.03","11194","84.3%","55.8%","1979","57.8%","2671","57.5%","4650","57.6%","6549","54.6%","3.0pp"
"Gandalf, Spark Starter","R","U","61130","4.05","16333","4.91","83002","78.4%","57.3%","13796","56.1%","19707","60.5%","33503","58.7%","49514","56.4%","2.3pp"
"Getaway Barrel","R","R","30470","6.09","3766","9.41","476","2.0%","","78","","112","","190","","286","",""
"Glóin the Mighty","R","U","57774","3.76","12859","4.83","68388","82.6%","56.8%","11619","57.5%","16160","57.5%","27779","57.5%","40407","56.3%","1.2pp"
"Goblin-town Flunkies","R","C","205788","6.02","27837","8.80","90285","50.6%","54.5%","16056","53.2%","20440","53.3%","36496","53.2%","53816","55.4%","-2.1pp"
"Gundabad Opportunist","R","C","206057","5.87","35279","8.26","148499","65.3%","56.4%","25332","54.9%","34293","56.1%","59625","55.6%","88981","56.9%","-1.3pp"
"Iron Hills Stalwart","R","C","221440","7.01","24456","10.55","35779","23.1%","53.2%","5865","49.0%","8599","52.4%","14464","51.1%","21289","54.7%","-3.6pp"
"Last Light of Durin's Day","R","R","29006","5.85","3542","9.11","738","3.3%","40.5%","115","","186","","301","","437","",""
"The Misty Mountains Cold","R","R","12223","2.59","3978","2.89","21368","84.0%","55.3%","3712","60.4%","5137","54.4%","8849","56.9%","12522","54.2%","2.7pp"
"Misty Mountains Raider","R","U","47116","3.17","15566","3.68","88470","87.9%","57.1%","14930","56.6%","21004","58.9%","35934","57.9%","52699","56.6%","1.3pp"
"Óin the Brave","R","C","203497","5.97","30986","8.48","117252","59.2%","55.6%","21164","54.7%","27084","54.9%","48248","54.8%","68672","56.0%","-1.2pp"
"Pinecone Strike","R","C","113613","3.15","38655","3.77","228590","91.0%","57.5%","40094","58.6%","53556","59.2%","93650","59.0%","134963","56.5%","2.5pp"
"Ragged Short Spear","R","C","208231","6.04","29181","8.83","97911","52.2%","55.6%","17548","55.5%","22464","54.6%","40012","55.0%","57635","55.9%","-0.9pp"
"Smaug, the Great Calamity","R","C","180085","4.98","28621","7.08","125357","68.3%","55.6%","20910","54.0%","29903","57.2%","50813","55.9%","74541","55.4%","0.5pp"
"Smaug the Magnificent","R","M","3161","1.35","2362","1.34","14125","92.3%","58.6%","2482","63.3%","3451","64.0%","5933","63.7%","8221","55.1%","8.7pp"
"Smaug's Fury","R","C","225193","7.36","24764","10.98","26934","17.1%","53.1%","4523","50.3%","6032","52.7%","10555","51.7%","16390","54.0%","-2.3pp"
"Snowslope Hunter","R","U","74423","4.94","13146","6.71","55002","65.7%","54.5%","9585","51.4%","12686","54.4%","22271","53.1%","32793","55.5%","-2.4pp"
"Stone-Giant of High Pass","R","R","11150","2.42","4647","2.50","25707","86.0%","56.9%","4153","55.1%","6346","60.0%","10499","58.1%","15294","56.1%","2.0pp"
"Thorin, Mountain-king","R","M","3997","1.77","2426","1.75","13880","87.7%","57.9%","2374","61.1%","3347","63.7%","5721","62.6%","8086","54.4%","8.2pp"
"Tidings of War","R","C","197700","5.66","31227","8.13","129178","64.2%","56.0%","23241","56.6%","28973","54.1%","52214","55.2%","76979","56.5%","-1.3pp"
"Attercop","G","C","187981","5.39","26305","7.69","124017","74.7%","54.9%","22261","55.6%","28208","55.1%","50469","55.3%","73194","54.6%","0.7pp"
"Bejeweled Warg","G","R","9282","2.05","4217","2.07","22543","83.9%","56.3%","4203","64.1%","5129","56.5%","9332","59.9%","13227","53.8%","6.1pp"
"Beorn, Reluctant Host","G","C","210728","6.66","20494","10.11","37681","29.5%","51.3%","6563","48.8%","8809","51.3%","15372","50.3%","22225","52.1%","-1.8pp"
"Beorn the Fierce","G","M","3427","1.55","2214","1.49","12784","88.3%","57.2%","2131","61.9%","3043","63.6%","5174","62.9%","7561","53.1%","9.8pp"
"Beorn's Hospitality","G","U","57470","3.97","8355","5.38","37718","72.3%","53.3%","6545","54.7%","8631","54.2%","15176","54.4%","22387","52.5%","2.0pp"
"Boughside Wanderers","G","C","217293","6.98","24649","10.24","53340","34.4%","53.2%","8791","49.9%","12777","55.1%","21568","53.0%","31427","53.3%","-0.3pp"
"Cantankerous Keepers","G","R","21090","4.43","3215","5.97","8238","41.9%","51.6%","1341","51.5%","2018","52.7%","3359","52.2%","4738","50.7%","1.5pp"
"Dancing from Dark to Dawn","G","M","3598","1.67","1998","1.61","10941","86.5%","55.2%","1855","56.7%","2600","59.7%","4455","58.4%","6383","53.0%","5.4pp"
"Down in the Valley","G","R","15040","3.18","3448","3.76","15344","70.9%","53.9%","2713","57.1%","3739","54.7%","6452","55.7%","8759","52.4%","3.3pp"
"Galion, Elvenking's Butler","G","U","77250","5.35","9778","7.71","31054","51.0%","53.5%","5343","52.8%","7159","54.0%","12502","53.5%","18487","53.6%","-0.1pp"
"Gigantic Big Bear","G","R","13414","2.88","2854","3.33","12856","73.9%","51.6%","2175","48.6%","3023","52.7%","5198","51.0%","7566","51.9%","-0.9pp"
"Guardian of the Halls","G","C","211282","6.56","23574","9.69","64792","43.8%","52.8%","11612","51.8%","14908","52.7%","26520","52.3%","38019","53.1%","-0.7pp"
"Little Bear","G","C","218867","7.12","22425","10.64","32193","23.0%","51.5%","5587","49.4%","7055","51.3%","12642","50.5%","19488","52.2%","-1.8pp"
"Mirkwood Pathmaker","G","U","48358","3.22","13368","3.83","75299","87.3%","56.8%","13163","58.8%","17751","59.9%","30914","59.4%","44048","54.9%","4.6pp"
"Nasty Little Rabbit","G","U","54450","3.65","13379","4.40","69724","81.2%","56.8%","12886","61.9%","14994","55.9%","27880","58.6%","41730","55.5%","3.1pp"
"The Notary Hobbits","G","R","24608","4.96","3259","7.21","4321","21.0%","49.6%","719","49.7%","1058","53.6%","1777","52.0%","2505","48.0%","4.0pp"
