"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","% GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IIH"
"The Dawning Archaic","","M","7830","1.85","3474","1.82","18314","85.7%","52.1%","2947","47.4%","5937","57.0%","8884","53.8%","9076","49.9%","4.0pp"
"Rancorous Archaic","","C","303470","7.37","40506","10.57","72980","28.7%","51.4%","12003","48.7%","22455","56.5%","34458","53.8%","37729","49.1%","4.7pp"
"Sundering Archaic","","U","93023","4.49","25098","5.51","119882","74.7%","55.5%","19684","53.9%","37533","61.5%","57217","58.9%","59976","51.8%","7.1pp"
"Together as One","","R","16933","2.04","11645","1.98","67209","87.1%","58.1%","11289","61.5%","20428","67.8%","31717","65.6%","32763","49.5%","16.1pp"
"Transcendent Archaic","","U","108000","5.32","21119","7.06","78673","59.3%","53.8%","12901","52.0%","24235","59.8%","37136","57.1%","40206","50.2%","6.8pp"
"Ajani's Response","W","C","221997","4.64","46706","6.07","250171","82.6%","56.7%","42431","55.3%","69000","59.0%","111431","57.6%","136516","55.8%","1.8pp"
"Antiquities on the Loose","W","R","16572","1.94","10353","1.93","62855","90.6%","59.6%","11225","65.6%","16783","63.8%","28008","64.5%","34368","55.5%","9.0pp"
"Ascendant Dustspeaker","W","C","276859","6.27","41568","8.81","149666","55.9%","55.9%","24468","53.8%","40804","56.5%","65272","55.5%","84352","56.3%","-0.8pp"
"Daydream","W","U","116345","6.36","13684","9.44","19931","22.9%","51.2%","3332","47.7%","5006","49.8%","8338","48.9%","11548","52.8%","-3.8pp"
"Dig Site Inventory","W","C","257064","5.68","40924","7.81","177205","67.2%","55.9%","29806","54.9%","43029","55.8%","72835","55.4%","104021","56.2%","-0.7pp"
"Eager Glyphmage","W","C","275397","6.25","44607","8.59","170245","58.8%","56.7%","28871","55.8%","44460","56.2%","73331","56.1%","96425","57.1%","-1.0pp"
"Elite Interceptor","W","C","197692","4.23","56367","4.94","330177","89.0%","58.4%","60508","60.9%","85635","58.2%","146143","59.3%","182909","57.6%","1.8pp"
"Emeritus of Truce","W","M","7737","1.82","4274","1.82","24216","87.7%","56.9%","4288","59.8%","6452","58.3%","10740","58.9%","13381","55.2%","3.7pp"
"Ennis, Debate Moderator","W","U","102023","5.39","13749","7.57","43090","49.6%","52.9%","7656","48.5%","10768","51.5%","18424","50.2%","24563","54.9%","-4.6pp"
"Erode","W","R","22706","2.52","7392","2.77","40059","85.1%","55.6%","6885","53.1%","10831","58.4%","17716","56.4%","21993","54.8%","1.5pp"
"Graduation Day","W","U","99980","5.52","12449","7.89","33199","42.3%","52.5%","5839","51.9%","7910","49.9%","13749","50.8%","19372","53.8%","-3.1pp"
"Group Project","W","U","87180","4.38","21192","5.37","113148","82.1%","57.1%","20380","57.6%","28493","56.2%","48873","56.8%","64181","57.3%","-0.4pp"
"Harsh Annotation","W","U","109783","5.96","10466","9.40","17187","25.8%","51.0%","2897","47.8%","4340","51.4%","7237","50.0%","9837","51.8%","-1.8pp"
"Honorbound Page","W","C","282709","6.52","36402","9.43","96313","41.1%","54.5%","16393","51.4%","24216","54.1%","40609","53.0%","55489","55.6%","-2.6pp"
"Informed Inkwright","W","R","15251","1.82","9279","1.82","56101","91.6%","58.2%","10234","63.3%","14830","60.6%","25064","61.7%","30764","55.4%","6.3pp"
"Inkshape Demonstrator","W","U","88127","4.47","17882","5.69","90516","78.1%","56.6%","15349","57.1%","23701","56.4%","39050","56.6%","51255","56.5%","0.1pp"
"Interjection","W","C","296275","7.25","38859","10.33","71451","28.5%","55.8%","11771","54.5%","17974","56.5%","29745","55.7%","41492","55.9%","-0.2pp"
"Joined Researchers","W","R","39468","4.07","8046","5.21","38175","74.1%","55.8%","6956","55.6%","9541","54.1%","16497","54.7%","21640","56.5%","-1.7pp"
"Owlin Historian","W","C","274042","6.20","41490","8.65","162669","61.0%","56.0%","28282","55.2%","43135","55.5%","71417","55.4%","91356","56.3%","-0.9pp"
"Practiced Offense","W","R","14890","1.75","10243","1.72","63368","91.8%","59.4%","10822","62.6%","16855","66.0%","27677","64.7%","35191","55.0%","9.7pp"
"Primary Research","W","U","89847","4.61","17848","5.89","77497","68.0%","55.4%","12988","53.2%","21057","55.9%","34045","54.9%","43276","55.8%","-1.0pp"
"Quill-Blade Laureate","W","U","72259","3.64","18355","4.41","105925","88.9%","57.0%","19130","57.1%","26907","56.6%","46037","56.8%","59605","57.1%","-0.3pp"
"Rapier Wit","W","C","291940","7.05","37530","10.16","73724","30.5%","54.7%","12532","52.1%","18662","55.7%","31194","54.2%","42185","55.0%","-0.8pp"
"Rehearsed Debater","W","C","283981","6.60","40596","9.32","126239","48.5%","55.7%","21852","55.7%","31000","53.9%","52852","54.7%","73233","56.4%","-1.7pp"
"Restoration Seminar","W","M","8468","2.07","4389","2.02","22233","80.0%","55.1%","3723","54.1%","6276","59.7%","9999","57.6%","11974","52.8%","4.8pp"
"Shattered Acolyte","W","C","266670","5.86","42867","8.11","192668","69.4%","56.4%","35183","56.9%","47600","55.1%","82783","55.9%","109490","56.9%","-1.0pp"
"Soaring Stoneglider","W","U","90780","4.60","15556","6.11","73284","74.1%","54.4%","12438","51.6%","19542","54.9%","31980","53.6%","41334","54.9%","-1.3pp"
"Spiritcall Enthusiast","W","U","104479","5.55","14746","7.82","42464","45.2%","53.8%","7353","52.1%","10455","52.0%","17808","52.1%","24617","55.1%","-3.0pp"
"Stand Up for Yourself","W","U","78288","3.89","19274","4.80","107938","86.4%","56.6%","18275","54.8%","29302","58.5%","47577","57.1%","59556","56.0%","1.0pp"
"Stirring Hopesinger","W","R","13524","1.60","9327","1.58","57874","93.2%","58.7%","10166","63.5%","15855","62.8%","26021","63.1%","31632","55.0%","8.1pp"
"Stone Docent","W","C","255597","5.55","49354","7.29","259123","80.4%","57.2%","46510","57.7%","64329","55.6%","110839","56.5%","148106","57.6%","-1.1pp"
"Summoned Dromedary","W","U","94918","4.80","16624","6.48","73219","69.2%","54.8%","12264","52.9%","19119","54.8%","31383","54.0%","42049","55.3%","-1.3pp"
"Banishing Betrayal","U","C","278221","6.25","41344","8.90","151809","58.6%","52.9%","26942","50.6%","44482","57.8%","71424","55.1%","77057","50.6%","4.5pp"
"Brush Off","U","U","101066","5.19","21814","6.46","100761","72.9%","54.9%","17018","53.0%","30668","60.5%","47686","57.8%","50176","51.3%","6.5pp"
"Campus Composer","U","U","94289","4.74","15636","6.49","68108","70.3%","52.7%","11385","51.1%","20063","55.6%","31448","54.0%","35427","51.3%","2.6pp"
"Chase Inspiration","U","C","306859","7.96","38915","11.33","50570","20.8%","52.9%","8385","50.7%","14503","56.2%","22888","54.2%","26722","51.3%","2.9pp"
"Deluge Virtuoso","U","C","283282","6.57","34925","9.65","88624","40.9%","51.1%","15472","49.5%","25478","53.4%","40950","51.9%","46053","50.2%","1.8pp"
"Divergent Equation","U","U","95001","4.96","23192","5.91","110424","75.1%","55.0%","18358","51.5%","34761","61.2%","53119","57.9%","53303","51.0%","6.9pp"
"Echocasting Symposium","U","M","7314","1.77","4444","1.73","24359","87.0%","54.3%","4141","54.0%","7259","60.6%","11400","58.2%","11838","49.3%","8.9pp"
"Emeritus of Ideation","U","M","5922","1.40","4481","1.38","26258","89.3%","57.3%","4489","61.6%","8126","66.0%","12615","64.4%","12848","49.8%","14.6pp"
"Encouraging Aviator","U","U","104764","5.51","13486","7.83","39803","48.5%","50.1%","6822","47.7%","11137","52.4%","17959","50.6%","21304","49.6%","1.0pp"
"Essence Scatter","U","C","240040","5.11","49405","6.73","256672","82.4%","54.3%","44982","54.8%","75460","58.2%","120442","56.9%","130085","51.6%","5.3pp"
"Exhibition Tidecaller","U","R","20615","2.42","9996","2.41","56364","87.4%","56.0%","9703","57.0%","17562","62.5%","27265","60.6%","27401","50.7%","9.9pp"
"Flow State","U","U","75738","3.70","20075","4.57","107533","85.3%","54.2%","19091","53.1%","32341","59.1%","51432","56.9%","53145","51.2%","5.7pp"
"Fractal Anomaly","U","U","128058","7.42","14849","10.91","9072","9.8%","47.1%","1502","42.3%","2701","51.9%","4203","48.5%","4745","45.8%","2.7pp"
"Fractalize","U","U","124989","7.06","15031","10.31","18173","19.3%","50.4%","3024","47.1%","5114","54.0%","8138","51.4%","9681","49.2%","2.2pp"
"Harmonized Trio","U","R","32442","3.58","6991","4.32","26674","62.1%","51.4%","4702","53.4%","7565","53.2%","12267","53.3%","13986","49.6%","3.7pp"
"Homesickness","U","U","99085","4.98","18360","6.64","81592","70.9%","53.4%","13688","51.2%","24674","58.5%","38362","55.9%","40941","50.5%","5.4pp"
"Hydro-Channeler","U","C","263908","5.78","42622","8.07","194253","73.3%","53.2%","35025","54.3%","55429","55.0%","90454","54.7%","101596","51.8%","2.9pp"
"Jadzi, Steward of Fate","U","R","16744","1.94","9707","1.95","55873","90.4%","55.3%","9934","57.6%","16612","60.5%","26546","59.4%","27975","51.0%","8.4pp"
"Landscape Painter","U","C","278320","6.22","37583","9.00","130679","55.7%","52.1%","23192","50.4%","37712","55.1%","60904","53.3%","67942","51.0%","2.3pp"
"Mana Sculpt","U","R","33616","3.54","9152","4.16","44841","77.3%","54.2%","7608","53.8%","13689","59.9%","21297","57.7%","22278","50.2%","7.5pp"
"Mathemagics","U","M","10183","2.41","5110","2.38","28175","85.9%","56.6%","4824","53.4%","9175","66.2%","13999","61.8%","12757","49.1%","12.6pp"
"Matterbending Mage","U","U","76623","3.73","21709","4.54","121160","87.3%","55.4%","21245","54.8%","35829","60.1%","57074","58.1%","61136","52.6%","5.5pp"
"Muse Seeker","U","U","95827","4.86","16537","6.50","69603","68.2%","51.6%","12584","50.8%","19768","53.8%","32352","52.6%","36281","50.6%","2.0pp"
"Muse's Encouragement","U","C","298102","7.22","39475","10.33","86355","35.3%","51.1%","14447","48.3%","25861","55.0%","40308","52.6%","44265","49.3%","3.4pp"
"Orysa, Tide Choreographer","U","U","104373","5.31","14831","7.50","47661","52.2%","51.7%","8006","49.9%","13918","55.1%","21924","53.2%","24878","50.0%","3.2pp"
"Pensive Professor","U","R","18011","2.08","9115","2.11","51251","89.0%","54.5%","8998","57.3%","15185","59.5%","24183","58.7%","25973","50.4%","8.3pp"
"Procrastinate","U","C","289615","6.93","36162","10.12","81656","36.4%","51.1%","13884","48.0%","23686","54.8%","37570","52.3%","42202","49.7%","2.6pp"
"Quick Study","U","C","275733","6.17","41895","8.73","157141","59.7%","53.6%","27778","53.8%","47013","57.5%","74791","56.1%","79267","51.0%","5.2pp"
"Run Behind","U","C","271312","5.92","49133","8.04","225625","72.7%","54.8%","38620","53.6%","67911","59.2%","106531","57.2%","114332","52.2%","5.0pp"
