"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","% GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IIH"
"Long-Bodied Grey Dog","","C","209344","7.14","24644","10.56","30955","19.9%","52.4%","5427","52.5%","7583","52.1%","13010","52.3%","17943","52.6%","-0.3pp"
"Old Thrush","","C","205891","7.05","23110","10.48","32697","22.7%","51.9%","5991","51.6%","8294","53.8%","14285","52.9%","18409","51.2%","1.7pp"
"Troop of Ponies","","U","73469","5.05","10063","7.39","31025","49.7%","53.0%","5782","54.0%","7654","53.0%","13436","53.4%","17545","52.6%","0.8pp"
"Belladonna Took","W","R","14363","3.34","3137","3.97","11779","61.6%","51.9%","2159","51.3%","3410","52.7%","5569","52.1%","6169","51.8%","0.3pp"
"Bilbo's Gambit","W","R","23095","5.09","2840","7.73","3216","18.5%","48.8%","546","48.5%","862","49.1%","1408","48.9%","1808","48.8%","0.0pp"
"Bofur, Reliable Guardian","W","U","57980","4.25","11075","5.59","53723","76.9%","55.2%","9362","53.8%","14128","57.7%","23490","56.2%","29996","54.4%","1.7pp"
"Celebrate the Mountain-king","W","U","35949","2.66","15890","2.92","94105","91.1%","58.0%","15881","59.2%","27491","63.6%","43372","62.0%","50678","54.6%","7.4pp"
"Dáin, Lord of the Iron Hills","W","U","56003","4.22","10325","5.55","47200","73.3%","54.1%","8387","53.9%","12238","54.3%","20625","54.1%","26390","54.0%","0.1pp"
"Dwarven Provisioner","W","C","191006","6.32","29667","8.80","109899","58.7%","55.2%","19675","53.6%","29669","56.0%","49344","55.1%","60277","55.2%","-0.1pp"
"Dwarven Shortsword","W","C","183241","6.06","25026","8.71","85195","54.2%","54.3%","14418","52.3%","21321","54.0%","35739","53.3%","48928","55.0%","-1.8pp"
"Eagle of the Great Shelf","W","U","73491","5.78","9392","8.25","24494","42.3%","51.4%","3957","47.9%","7213","54.0%","11170","51.8%","13451","51.0%","0.8pp"
"The Eagles Are Coming!","W","R","8652","2.10","4687","2.10","26287","88.1%","56.3%","4429","56.3%","7722","60.9%","12151","59.2%","14150","53.8%","5.4pp"
"Esgaroth Garrison","W","C","206011","7.64","26941","10.83","39872","23.6%","54.3%","6561","52.9%","12471","57.6%","19032","56.0%","20940","52.8%","3.2pp"
"Fíli the Pathfinder","W","R","8116","1.99","4791","1.94","28166","89.3%","59.2%","4991","65.8%","7613","66.5%","12604","66.2%","15347","53.2%","13.1pp"
"Gleaming Splendor","W","M","8512","3.91","1080","5.74","1282","19.2%","41.3%","222","","338","","560","37.5%","721","44.4%","-6.9pp"
"Iron Hills Blacksmith","W","U","46124","3.35","12851","4.01","71075","86.7%","56.3%","12968","58.2%","18815","57.0%","31783","57.5%","39093","55.3%","2.2pp"
"Kíli the Resourceful","W","R","9925","2.38","4585","2.37","24547","82.6%","57.5%","4492","66.8%","6104","59.9%","10596","62.8%","13774","53.2%","9.6pp"
"Lake-town Lookout","W","C","202813","7.40","23523","10.77","32054","21.7%","51.3%","5750","51.2%","9448","52.0%","15198","51.7%","16850","50.9%","0.8pp"
"Lake-town Toymaker","W","U","77662","6.19","11638","8.51","28002","38.7%","52.9%","4717","50.5%","9062","55.6%","13779","53.8%","14271","52.0%","1.8pp"
"Magnificent End","W","C","151253","4.59","29251","6.16","150259","81.6%","55.3%","25583","53.6%","43292","57.6%","68875","56.1%","81432","54.6%","1.6pp"
"Moment of Glory","W","C","207037","7.66","23448","11.24","22511","15.4%","51.1%","3795","48.2%","6476","52.5%","10271","50.9%","12252","51.3%","-0.4pp"
"The Mountain-king's Return","W","U","44132","3.26","15617","3.66","88228","87.8%","57.8%","15630","60.6%","25515","61.4%","41145","61.1%","47076","55.0%","6.1pp"
"Ori, Keeper of Songs","W","C","194103","6.70","26021","9.59","75666","46.3%","55.0%","13162","54.6%","18861","55.1%","32023","54.9%","43353","55.1%","-0.2pp"
"The Queen of Dale","W","M","4362","2.08","1997","2.11","10401","83.5%","55.4%","1847","58.7%","2952","57.9%","4799","58.2%","5595","53.0%","5.3pp"
"Roads Go Ever, Ever On","W","R","14917","3.36","3807","3.96","17233","72.3%","55.5%","3104","56.5%","4754","56.1%","7858","56.3%","9371","54.9%","1.3pp"
"Settle the Wreckage","W","R","9982","2.37","3980","2.48","21478","85.2%","55.7%","3627","54.3%","6246","61.1%","9873","58.6%","11610","53.3%","5.3pp"
"Stone by Sunlight","W","U","42901","3.10","14889","3.54","85201","89.7%","57.1%","14585","57.1%","24330","62.1%","38915","60.2%","46303","54.5%","5.7pp"
"Thorin's Last Stand","W","C","208743","7.86","22361","11.54","13814","9.9%","49.5%","2202","44.6%","3682","50.8%","5884","48.5%","7936","50.2%","-1.8pp"
"An Unexpected Party","W","R","7401","1.74","5018","1.71","30370","91.8%","58.8%","5239","61.6%","8635","67.0%","13874","65.0%","16478","53.6%","11.4pp"
"Velvetwing Butterflies","W","C","198194","6.89","23113","10.10","43641","30.2%","52.8%","7443","49.1%","11764","55.5%","19207","53.0%","24488","52.6%","0.4pp"
"Vow to Erebor","W","C","207490","7.79","22799","11.41","23463","16.4%","52.2%","3797","49.6%","5544","52.1%","9341","51.1%","14126","53.0%","-1.9pp"
"Bilbo, Luckwearer","U","U","46676","3.49","15050","3.93","83144","86.9%","56.3%","14896","59.5%","26276","60.7%","41172","60.3%","41605","52.4%","7.8pp"
"Bilbo, Thief in the Night","U","M","5138","2.52","2028","2.68","9784","77.7%","54.7%","1719","56.8%","3063","58.7%","4782","58.0%","4946","51.6%","6.4pp"
"Bilbo Baggins, Burglar","U","C","160089","5.13","35234","6.42","169328","76.5%","55.1%","30297","55.5%","51969","58.5%","82266","57.4%","85921","52.9%","4.4pp"
"Confusticate and Bebother","U","C","195669","6.90","26843","9.75","64701","38.7%","52.1%","11134","50.3%","19728","56.1%","30862","54.0%","33842","50.3%","3.7pp"
"Elrond, Moon-Reader","U","M","5889","2.95","1485","3.36","5294","59.9%","49.4%","953","47.3%","1530","52.0%","2483","50.2%","2793","48.5%","1.7pp"
"Elven Raft-Steerer","U","U","78667","6.42","8769","9.60","13813","25.5%","49.3%","2436","48.3%","3604","51.0%","6040","49.9%","7723","48.8%","1.1pp"
"Elvenking's Harper","U","C","208603","7.94","26919","11.22","35696","21.3%","51.6%","6261","50.9%","10116","54.3%","16377","53.0%","19225","50.2%","2.8pp"
"Enchanted River's Grasp","U","C","158991","5.02","28396","6.72","135887","77.4%","53.6%","23104","51.0%","42674","57.8%","65778","55.4%","69711","51.8%","3.6pp"
"Fateful Discovery","U","M","12432","5.41","1627","8.27","84","0.8%","","17","","23","","40","","45","",""
"Gandalf, Wandering Wizard","U","C","208682","8.01","25180","11.47","18668","11.9%","49.5%","3063","47.3%","5883","53.2%","8946","51.2%","9823","48.1%","3.1pp"
"Great Gilded Boat","U","R","10517","2.49","5401","2.54","30673","87.5%","57.2%","5346","64.1%","9838","61.0%","15184","62.1%","15534","52.4%","9.7pp"
"Lakeshore Apothecary","U","C","165198","5.52","37253","6.76","189151","80.9%","55.5%","33840","57.4%","62661","57.5%","96501","57.5%","92810","53.4%","4.1pp"
"Lake-town Mariners","U","U","81303","6.53","10484","9.47","16606","25.6%","50.8%","2753","47.5%","4921","53.5%","7674","51.4%","8904","50.1%","1.2pp"
