"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","% GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IIH"
"Agent 13, Sharon Carter","W","U","43324","2.89","18058","3.23","108402","92.8%","57.1%","19151","58.6%","29271","58.5%","48422","58.6%","60245","56.0%","2.6pp"
"Agent Maria Hill","W","U","55553","3.56","17930","4.16","98040","83.9%","58.0%","17358","62.3%","24963","57.1%","42321","59.2%","55588","57.1%","2.1pp"
"Agent of Atlas","W","C","218116","5.79","38518","8.07","160781","64.9%","56.4%","28697","57.3%","39314","54.6%","68011","55.8%","92554","56.9%","-1.1pp"
"Agent Phil Coulson","W","R","9140","1.56","6796","1.56","42338","94.9%","58.1%","7530","67.0%","11504","61.0%","19034","63.4%","23417","54.0%","9.4pp"
"Agents of S.H.I.E.L.D.","W","C","217731","5.82","34863","8.33","133549","60.0%","55.6%","23284","55.3%","34614","55.6%","57898","55.5%","75633","55.8%","-0.3pp"
"Avengers Assemble!","W","M","4227","1.49","3272","1.46","20223","93.6%","58.4%","3418","63.1%","5445","64.6%","8863","64.1%","11363","54.0%","10.0pp"
"Borough Backup","W","C","183574","4.59","45316","6.04","251685","85.8%","57.2%","45434","56.1%","66844","59.1%","112278","57.9%","139427","56.6%","1.3pp"
"Brave Brawler","W","C","177577","4.43","42453","5.81","247307","90.2%","57.3%","44140","58.1%","65201","57.3%","109341","57.6%","137983","57.0%","0.6pp"
"Captain America, Super-Soldier","W","M","4415","1.48","3163","1.49","18929","93.5%","56.6%","3353","59.0%","5297","59.0%","8650","59.0%","10436","54.6%","4.4pp"
"Captain America, Wings of Freedom","W","R","9099","1.52","6658","1.52","40728","94.6%","58.1%","7276","62.6%","11235","60.6%","18511","61.4%","22393","55.4%","6.0pp"
"Captain Marvel, Earth's Protector","W","M","3657","1.26","3212","1.26","21023","95.9%","60.9%","3573","64.8%","6146","70.0%","9719","68.1%","11377","54.7%","13.4pp"
"Captain Mar-Vell, Space-Born","W","U","71757","4.67","10580","6.75","41444","62.0%","54.1%","6871","51.7%","11329","55.2%","18200","53.9%","23450","54.2%","-0.3pp"
"Colleen Wing, Street Samurai","W","U","71648","4.58","12113","6.41","49918","64.5%","55.0%","8872","56.4%","12312","53.9%","21184","55.0%","28717","55.0%","-0.0pp"
"Crowd of True Believers","W","C","239783","7.04","35717","9.94","79128","34.6%","56.0%","13924","57.2%","19289","54.6%","33213","55.7%","45938","56.2%","-0.5pp"
"Helicarrier Strike","W","C","178741","4.39","37690","5.98","207471","85.5%","56.3%","35679","55.1%","55426","57.8%","91105","56.8%","116384","56.0%","0.8pp"
"Hero in Training","W","C","124001","3.29","50625","3.74","314369","94.2%","58.6%","55680","59.6%","86365","61.2%","142045","60.5%","171625","57.1%","3.5pp"
"Invisible Woman, Sue Storm","W","U","80952","5.70","8772","8.76","14446","26.7%","49.3%","2306","43.0%","3633","48.3%","5939","46.3%","8528","51.3%","-5.0pp"
"Jennifer Walters","W","M","4304","1.46","3322","1.43","20796","94.6%","59.0%","3740","64.1%","5815","63.9%","9555","64.0%","11346","54.8%","9.2pp"
"Kree Commandos","W","C","237472","7.05","27060","10.63","33308","19.4%","52.5%","5741","50.4%","8299","52.1%","14040","51.4%","19326","53.3%","-1.9pp"
"Luke Cage, Power Man","W","U","82241","5.64","9477","8.57","21130","35.6%","52.4%","3581","49.5%","5366","52.4%","8947","51.3%","12245","53.1%","-1.8pp"
"The Mind Stone","W","M","5572","1.89","2823","1.93","14584","83.1%","54.7%","2585","57.0%","3905","55.6%","6490","56.1%","8096","53.6%","2.6pp"
