"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","% GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IIH"
"Agent 13, Sharon Carter","W","U","17968","3.15","7179","3.50","42372","91.6%","58.1%","7457","59.4%","11439","60.0%","18896","59.8%","23591","56.8%","3.0pp"
"Agent Maria Hill","W","U","21144","3.66","6993","4.22","37736","82.8%","59.1%","6679","63.4%","9611","58.4%","16290","60.5%","21392","58.1%","2.3pp"
"Agent of Atlas","W","C","83300","6.07","14740","8.38","59025","62.2%","57.6%","10600","58.5%","14327","55.2%","24927","56.6%","34025","58.4%","-1.8pp"
"Agent Phil Coulson","W","R","3597","1.62","2612","1.61","16202","94.4%","59.3%","2918","68.5%","4418","62.0%","7336","64.6%","8884","55.0%","9.6pp"
"Agents of S.H.I.E.L.D.","W","C","84940","6.25","13669","8.82","45694","52.5%","56.8%","7931","55.9%","11929","56.7%","19860","56.4%","25812","57.0%","-0.7pp"
"Avengers Assemble!","W","M","1636","1.51","1222","1.49","7592","94.1%","59.3%","1270","64.5%","2052","64.6%","3322","64.6%","4272","55.3%","9.3pp"
"Borough Backup","W","C","75443","5.10","17557","6.71","92670","81.9%","58.6%","16753","57.3%","24456","60.5%","41209","59.2%","51467","58.1%","1.1pp"
"Brave Brawler","W","C","73076","4.90","15847","6.56","89370","87.1%","58.7%","16006","59.7%","23210","58.6%","39216","59.0%","50155","58.5%","0.6pp"
"Captain America, Super-Soldier","W","M","1670","1.49","1154","1.48","6926","92.0%","58.0%","1259","60.2%","1864","62.3%","3123","61.4%","3852","55.2%","6.3pp"
"Captain America, Wings of Freedom","W","R","3521","1.58","2547","1.58","15598","94.2%","59.6%","2818","64.1%","4255","62.2%","7073","63.0%","8576","57.0%","5.9pp"
"Captain Marvel, Earth's Protector","W","M","1444","1.30","1246","1.28","7988","95.0%","61.8%","1338","67.2%","2278","71.6%","3616","70.0%","4395","55.2%","14.8pp"
"Captain Mar-Vell, Space-Born","W","U","25311","4.41","4214","6.13","18255","68.3%","55.2%","3027","53.2%","4999","55.9%","8026","54.9%","10310","55.3%","-0.5pp"
"Colleen Wing, Street Samurai","W","U","26102","4.59","4724","6.31","19555","64.6%","55.8%","3443","56.8%","4764","54.9%","8207","55.7%","11333","55.9%","-0.2pp"
"Crowd of True Believers","W","C","90990","7.31","13194","10.29","24589","29.0%","57.4%","4335","58.3%","6022","55.9%","10357","56.9%","14239","57.7%","-0.8pp"
"Helicarrier Strike","W","C","70411","4.66","14908","6.27","80316","83.4%","57.5%","13925","56.5%","21160","58.9%","35085","58.0%","45240","57.1%","0.8pp"
"Hero in Training","W","C","54339","3.74","19730","4.35","121942","93.5%","60.2%","21501","61.0%","33487","62.6%","54988","62.0%","66684","58.7%","3.2pp"
"Invisible Woman, Sue Storm","W","U","28541","5.29","3424","7.81","7297","34.5%","49.9%","1189","43.7%","1836","47.7%","3025","46.1%","4294","52.4%","-6.2pp"
"Jennifer Walters","W","M","1645","1.50","1215","1.48","7603","93.3%","60.2%","1365","65.9%","2062","64.1%","3427","64.8%","4217","56.5%","8.3pp"
"Kree Commandos","W","C","88765","6.96","10629","10.41","14431","21.6%","52.8%","2477","51.1%","3578","52.7%","6055","52.0%","8408","53.3%","-1.2pp"
"Luke Cage, Power Man","W","U","29561","5.37","3699","7.98","9863","42.0%","53.0%","1630","50.4%","2505","52.9%","4135","51.9%","5754","53.7%","-1.8pp"
"The Mind Stone","W","M","2096","1.90","1096","1.90","5594","83.5%","55.7%","1011","57.2%","1502","55.1%","2513","55.9%","3081","55.5%","0.4pp"
"Mockingbird, Ace Agent","W","U","27888","5.00","3607","7.30","9603","42.8%","51.9%","1638","49.2%","2397","50.6%","4035","50.0%","5595","53.1%","-3.1pp"
"Monica Rambeau","W","M","1579","1.47","1227","1.45","7610","95.2%","58.4%","1323","61.8%","2136","64.7%","3459","63.6%","4150","54.0%","9.6pp"
"Murdock's Crusade","W","C","63248","4.32","15811","5.43","89528","86.8%","59.0%","15244","58.8%","24248","62.5%","39492","61.1%","50066","57.4%","3.7pp"
"Nick Fury, Agent of S.H.I.E.L.D.","W","R","10700","4.18","2400","5.36","9011","59.4%","57.3%","1594","59.7%","2318","57.5%","3912","58.4%","5090","56.7%","1.7pp"
"Night Nurse, Healer of Heroes","W","U","17820","2.99","6808","3.47","40953","92.7%","58.0%","7144","57.6%","10852","59.5%","17996","58.7%","22915","57.5%","1.3pp"
"Okoye, Dora Milaje Leader","W","U","19823","3.29","6552","3.86","37670","88.9%","57.9%","6384","57.7%","10062","60.4%","16446","59.4%","21185","56.9%","2.5pp"
"Origin of the Avengers","W","R","4352","1.89","2320","1.93","13221","90.4%","56.4%","2398","59.1%","3448","58.0%","5846","58.5%","7377","54.8%","3.6pp"
"Panther Pounce","W","C","90335","7.03","12422","10.24","23192","29.3%","54.9%","3790","51.2%","5973","56.7%","9763","54.6%","13437","55.1%","-0.5pp"
"Patriot, Shield Wielder","W","U","22391","3.72","6588","4.52","38425","90.7%","57.9%","6877","58.9%","10070","58.2%","16947","58.5%","21481","57.5%","1.0pp"
"Political Triumph","W","U","21734","3.79","6178","4.41","32927","82.7%","59.1%","5796","65.1%","8486","57.9%","14282","60.9%","18637","57.7%","3.2pp"
"Quake, Agent of S.H.I.E.L.D.","W","U","26811","4.63","5117","6.25","21881","67.6%","56.6%","3736","55.8%","5713","56.3%","9449","56.1%","12445","56.9%","-0.8pp"
"Raft Security Officer","W","C","77184","5.44","17648","7.04","92955","81.7%","58.9%","16541","58.0%","24646","59.3%","41187","58.8%","51937","59.0%","-0.3pp"
"Red Guardian, Super-Soldier","W","U","18794","3.16","6065","3.74","35395","90.5%","58.0%","6233","59.0%","9414","60.0%","15647","59.6%","19762","56.8%","2.8pp"
"The Sentry, Golden Guardian","W","R","4822","2.14","1938","2.23","10306","83.7%","54.7%","1801","52.9%","2836","54.6%","4637","53.9%","5733","54.8%","-0.9pp"
"S.H.I.E.L.D. Spy Kit","W","C","82779","6.14","15547","8.06","62657","62.8%","58.6%","10750","59.7%","16326","59.4%","27076","59.5%","35576","57.9%","1.6pp"
"Super Villain Lockup","W","U","16032","2.75","5167","3.25","30033","91.1%","56.4%","5151","54.8%","7975","59.0%","13126","57.3%","16909","55.6%","1.7pp"
"Super-Soldier Serum","W","R","6759","2.99","1462","3.50","6447","71.7%","52.5%","1065","54.3%","1704","53.5%","2769","53.8%","3682","51.5%","2.3pp"
"Take Up the Shield","W","C","69362","4.67","15271","6.23","83704","85.0%","58.2%","14120","57.5%","22171","61.2%","36291","59.8%","47429","56.9%","2.8pp"
"Wakandan Drone Flock","W","C","86138","6.32","15053","8.60","54120","55.7%","58.3%","9140","56.4%","14923","59.6%","24063","58.3%","30284","58.3%","0.1pp"
"Web Up","W","C","40562","2.79","16387","3.27","101772","95.0%","58.6%","17419","58.0%","27618","62.5%","45037","60.8%","56736","56.8%","4.0pp"
"White Widow, Free Agent","W","U","21513","3.57","5525","4.45","30700","86.4%","56.9%","5179","54.0%","8097","58.4%","13276","56.7%","17387","57.1%","-0.4pp"
"Aerial Doombot","U","C","78934","5.58","13893","7.73","61036","69.3%","56.5%","10938","57.8%","16598","57.9%","27536","57.9%","33604","55.3%","2.6pp"
"A.I.M. Scientists","U","C","83546","5.86","15765","8.09","63456","63.0%","56.8%","11548","56.3%","17907","58.4%","29455","57.6%","34094","56.1%","1.4pp"
"Atlantean Cavalry","U","C","88629","7.11","11625","10.32","20299","27.9%","51.8%","3549","51.9%","5878","52.9%","9427","52.5%","10906","51.2%","1.3pp"
"Atlantis Attacks","U","C","77663","5.51","16621","7.36","73588","69.4%","56.8%","12237","53.8%","21016","59.5%","33253","57.4%","40387","56.2%","1.2pp"
"Attuma, Atlantean Warlord","U","U","30625","5.59","5406","7.59","15783","46.6%","54.8%","2615","55.0%","4613","55.6%","7228","55.4%","8645","54.2%","1.3pp"
"Bold Biochemist","U","C","83215","6.01","17185","7.97","79302","72.1%","57.8%","14181","56.1%","21943","59.6%","36124","58.3%","43261","57.5%","0.8pp"
"Bruce Banner","U","M","1973","1.92","1194","1.83","6743","90.2%","57.6%","1205","62.3%","1859","60.5%","3064","61.2%","3690","54.7%","6.5pp"
"Depower","U","C","86457","6.43","14500","9.03","43605","47.2%","55.8%","7421","53.5%","12297","58.4%","19718","56.6%","23896","55.1%","1.4pp"
"Echo, Perceptive Prodigy","U","U","31857","5.70","5609","7.78","19348","54.2%","55.4%","3368","51.6%","5369","56.3%","8737","54.5%","10641","56.1%","-1.6pp"
"Falcon, Winged Wonder","U","U","21273","3.60","7217","4.21","40391","86.5%","58.6%","6844","57.8%","11510","62.6%","18354","60.8%","22119","56.9%","3.9pp"
"Falcon's Wing Harness","U","U","26419","4.49","5707","5.86","26608","73.0%","56.4%","4522","53.9%","7374","59.8%","11896","57.5%","14698","55.4%","2.2pp"
"Frozen in Ice","U","C","56425","3.79","15215","4.85","88928","90.8%","56.9%","15117","54.4%","25302","60.5%","40419","58.2%","48522","55.8%","2.4pp"
"Futurist Forge","U","C","78392","5.60","14552","7.63","64439","69.4%","56.9%","11643","56.6%","17718","59.8%","29361","58.5%","35053","55.5%","3.0pp"
"Giant-Sized Flying Ant","U","C","87421","6.65","14127","9.22","39751","44.4%","57.5%","6671","55.3%","11449","60.3%","18120","58.4%","21716","56.7%","1.8pp"
"Hydraulic Helper","U","C","88687","7.19","12878","10.13","29074","35.9%","54.5%","5304","54.7%","7630","55.8%","12934","55.4%","16132","53.8%","1.6pp"
"I Am Iron Man","U","C","89370","7.09","14129","9.94","32299","36.1%","54.8%","5442","53.7%","8906","57.3%","14348","55.9%","17958","54.0%","1.9pp"
"Iron Lad, Diverging Destiny","U","U","24395","4.26","4694","5.50","20802","70.9%","54.3%","3709","54.4%","5592","55.4%","9301","55.0%","11525","53.6%","1.4pp"
"Ironheart, Clever Champion","U","R","8370","3.59","1748","4.37","6802","63.1%","52.2%","1162","48.7%","1919","55.8%","3081","53.1%","3757","51.5%","1.6pp"
"Justice, Vance Astrovik","U","U","15400","2.71","8003","2.92","49798","93.5%","60.0%","8756","62.6%","14192","65.3%","22948","64.3%","26885","56.3%","8.0pp"
"Kang the Conqueror","U","M","1692","1.58","1206","1.54","7189","92.8%","57.9%","1220","59.1%","2112","62.9%","3332","61.5%","3917","54.6%","7.0pp"
"Kid Loki","U","U","28141","4.86","4584","6.72","16391","57.2%","53.4%","2899","55.1%","4725","54.3%","7624","54.6%","8772","52.4%","2.2pp"
"Leader, Super-Genius","U","R","3884","1.74","2890","1.70","17882","94.1%","60.3%","3130","69.3%","5353","68.7%","8483","68.9%","9570","52.9%","16.0pp"
"Loki, God of Mischief","U","R","5084","2.22","2416","2.28","13612","88.0%","56.6%","2409","58.9%","3790","58.9%","6199","58.9%","7456","54.7%","4.2pp"
"Mister Fantastic, Reed Richards","U","U","31670","5.79","4883","7.97","11763","38.4%","53.0%","1943","50.6%","3193","54.7%","5136","53.2%","6673","52.8%","0.3pp"
"Ms. Marvel, Kamala Khan","U","R","7767","3.28","1962","3.71","7172","57.2%","54.3%","1236","55.9%","2017","54.5%","3253","55.0%","3940","53.6%","1.4pp"
"Multiversal Incursion","U","M","3553","3.08","1029","3.41","4128","66.3%","50.9%","698","46.6%","1156","52.3%","1854","50.2%","2277","51.5%","-1.3pp"
"Namor the Sub-Mariner","U","M","2767","2.53","1039","2.64","4626","71.4%","53.9%","785","52.6%","1319","56.9%","2104","55.3%","2555","52.6%","2.8pp"
"Pym Particles","U","U","33245","6.04","4588","8.82","10217","35.9%","51.4%","1684","47.0%","2674","55.4%","4358","52.2%","5863","50.8%","1.4pp"
"Rewrite History","U","U","34454","6.50","4455","9.43","5758","20.8%","49.9%","1010","44.4%","1582","50.3%","2592","48.0%","3165","51.5%","-3.5pp"
"Secret Invasion","U","R","5334","2.32","2641","2.39","14840","88.2%","57.1%","2516","54.4%","4227","63.0%","6743","59.8%","8100","54.9%","4.9pp"
"S.H.I.E.L.D. Deployment Drone","U","C","59427","4.03","19539","4.88","116195","91.1%","58.6%","20680","59.4%","32727","61.0%","53407","60.4%","62834","57.0%","3.4pp"
"S.H.I.E.L.D. Flying Car","U","R","5554","2.41","2815","2.53","16240","90.1%","57.0%","2772","56.2%","4593","61.6%","7365","59.6%","8871","54.9%","4.7pp"
"Shuri, Wakandan Inventor","U","U","28904","5.15","4934","6.93","18037","58.1%","54.6%","3305","56.5%","4834","54.6%","8139","55.3%","9891","54.0%","1.3pp"
"Stature, Size Shifter","U","U","25894","4.40","7214","5.21","37404","81.6%","58.1%","6610","60.2%","10376","59.8%","16986","60.0%","20459","56.5%","3.4pp"
"Super Intelligence","U","U","27782","4.98","3477","7.22","10330","48.4%","51.2%","1787","51.9%","2847","53.2%","4634","52.7%","5700","49.9%","2.7pp"
"Super Suit","U","C","89065","7.18","11474","10.53","18545","25.7%","54.1%","3203","52.9%","5012","56.2%","8215","54.9%","10322","53.4%","1.6pp"
"Thirst for Knowledge","U","U","33228","6.10","4401","8.86","9311","33.8%","50.9%","1578","47.8%","2495","52.4%","4073","50.6%","5240","51.1%","-0.5pp"
"Tony Stark","U","M","2333","2.12","1161","2.06","6133","83.9%","56.1%","1073","60.1%","1778","60.9%","2851","60.6%","3313","52.2%","8.4pp"
"Trickster's Stratagem","U","C","66775","4.57","20118","5.57","115079","87.6%","59.1%","19207","58.5%","32984","63.4%","52191","61.6%","62909","57.1%","4.5pp"
